Orthogroup	Acerv_assembly_v1.0.protein	GCF_002042975.1_ofav_dov_v1_protein	Mcavernosa.maker.proteins	Pocillopora_acuta_HIv1.genes.pep	plut2v1.1.proteins
OG0033479			Mcavernosa29805-RA		
OG0033480			Mcavernosa29825-RA		
OG0033481			Mcavernosa29832-RA		
OG0033482			Mcavernosa29836-RA		
OG0033483			Mcavernosa29859-RA		
OG0033484			Mcavernosa29856-RA		
OG0033485			Mcavernosa29867-RA		
OG0033486			Mcavernosa29874-RA		
OG0033487			Mcavernosa29873-RA		
OG0033488			Mcavernosa29878-RA		
OG0033489			Mcavernosa29893-RA		
OG0033490			Mcavernosa29899-RA		
OG0033491			Mcavernosa29909-RA		
OG0033492			Mcavernosa29947-RA		
OG0033493			Mcavernosa29949-RA		
OG0033494			Mcavernosa29960-RA		
OG0033495			Mcavernosa29975-RA		
OG0033496			Mcavernosa29981-RA		
OG0033497			Mcavernosa29982-RA		
OG0033498			Mcavernosa29984-RA		
OG0033499			Mcavernosa29989-RA		
OG0033500			Mcavernosa29998-RA		
OG0033501			Mcavernosa30006-RA		
OG0033502			Mcavernosa30009-RA		
OG0033503			Mcavernosa30015-RA		
OG0033504			Mcavernosa30023-RA		
OG0033505			Mcavernosa30019-RA		
OG0033506			Mcavernosa30051-RA		
OG0033507			Mcavernosa30055-RA		
OG0033508			Mcavernosa30054-RA		
OG0033509			Mcavernosa30064-RA		
OG0033510			Mcavernosa30067-RA		
OG0033511			Mcavernosa30074-RA		
OG0033512			Mcavernosa30080-RA		
OG0033513			Mcavernosa30094-RA		
OG0033514			Mcavernosa30093-RA		
OG0033515			Mcavernosa30112-RA		
OG0033516			Mcavernosa30119-RA		
OG0033517			Mcavernosa30127-RA		
OG0033518			Mcavernosa30145-RA		
OG0033519			Mcavernosa25385-RA		
OG0033520			Mcavernosa25386-RA		
OG0033521			Mcavernosa25387-RA		
OG0033522			Mcavernosa25394-RA		
OG0033523			Mcavernosa25403-RA		
OG0033524			Mcavernosa25401-RA		
OG0033525			Mcavernosa25409-RA		
OG0033526			Mcavernosa25406-RA		
OG0033527			Mcavernosa25423-RA		
OG0033528			Mcavernosa25421-RA		
OG0033529			Mcavernosa25429-RA		
OG0033530			Mcavernosa25450-RA		
OG0033531			Mcavernosa25453-RA		
OG0033532			Mcavernosa25457-RA		
OG0033533			Mcavernosa25469-RA		
OG0033534			Mcavernosa25467-RA		
OG0033535			Mcavernosa25468-RA		
OG0033536			Mcavernosa25476-RA		
OG0033537			Mcavernosa25489-RA		
OG0033538			Mcavernosa25572-RA		
OG0033539			Mcavernosa25581-RA		
OG0033540			Mcavernosa25587-RA		
OG0033541			Mcavernosa25594-RA		
OG0033542			Mcavernosa25599-RA		
OG0033543			Mcavernosa25616-RA		
OG0033544			Mcavernosa25618-RA		
OG0033545			Mcavernosa25626-RA		
OG0033546			Mcavernosa25645-RA		
OG0033547			Mcavernosa25641-RA		
OG0033548			Mcavernosa25643-RA		
OG0033549			Mcavernosa25639-RA		
OG0033550			Mcavernosa25642-RA		
OG0033551			Mcavernosa25678-RA		
OG0033552			Mcavernosa25683-RA		
OG0033553			Mcavernosa25698-RA		
OG0033554			Mcavernosa25700-RA		
OG0033555			Mcavernosa25699-RA		
OG0033556			Mcavernosa25702-RA		
OG0033557			Mcavernosa25747-RA		
OG0033558			Mcavernosa25749-RA		
OG0033559			Mcavernosa25748-RA		
OG0033560			Mcavernosa25759-RA		
OG0033561			Mcavernosa25774-RA		
OG0033562			Mcavernosa25777-RA		
OG0033563			Mcavernosa25778-RA		
OG0033564			Mcavernosa25789-RA		
OG0033565			Mcavernosa25788-RA		
OG0033566			Mcavernosa25790-RA		
OG0033567			Mcavernosa25797-RA		
OG0033568			Mcavernosa25803-RA		
OG0033569			Mcavernosa25824-RA		
OG0033570			Mcavernosa25853-RA		
OG0033571			Mcavernosa25865-RA		
OG0033572			Mcavernosa25867-RA		
OG0033573			Mcavernosa25864-RA		
OG0033574			Mcavernosa25872-RA		
OG0033575			Mcavernosa25886-RA		
OG0033576			Mcavernosa25885-RA		
OG0033577			Mcavernosa25920-RA		
OG0033578			Mcavernosa25923-RA		
OG0033579			Mcavernosa25929-RA		
OG0033580			Mcavernosa25930-RA		
OG0033581			Mcavernosa25937-RA		
OG0033582			Mcavernosa25938-RA		
OG0033583			Mcavernosa25945-RA		
OG0033584			Mcavernosa25947-RA		
OG0033585			Mcavernosa25955-RA		
OG0033586			Mcavernosa25958-RA		
OG0033587			Mcavernosa25956-RA		
OG0033588			Mcavernosa25968-RA		
OG0033589			Mcavernosa26040-RA		
OG0033590			Mcavernosa26033-RA		
OG0033591			Mcavernosa26052-RA		
OG0033592			Mcavernosa26064-RA		
OG0033593			Mcavernosa26066-RA		
OG0033594			Mcavernosa26093-RA		
OG0033595			Mcavernosa26094-RA		
OG0033596			Mcavernosa26126-RA		
OG0033597			Mcavernosa26143-RA		
OG0033598			Mcavernosa26141-RA		
OG0033599			Mcavernosa26142-RA		
OG0033600			Mcavernosa26145-RA		
OG0033601			Mcavernosa26140-RA		
OG0033602			Mcavernosa26175-RA		
OG0033603			Mcavernosa26174-RA		
OG0033604			Mcavernosa26173-RA		
OG0033605			Mcavernosa26195-RA		
OG0033606			Mcavernosa26190-RA		
OG0033607			Mcavernosa26209-RA		
OG0033608			Mcavernosa26243-RA		
OG0033609			Mcavernosa26241-RA		
OG0033610			Mcavernosa23610-RA		
OG0033611			Mcavernosa23619-RA		
OG0033612			Mcavernosa23653-RA		
OG0033613			Mcavernosa23651-RA		
OG0033614			Mcavernosa23672-RA		
OG0033615			Mcavernosa23673-RA		
OG0033616			Mcavernosa23674-RA		
OG0033617			Mcavernosa23703-RA		
OG0033618			Mcavernosa23717-RA		
OG0033619			Mcavernosa23714-RA		
OG0033620			Mcavernosa23721-RA		
OG0033621			Mcavernosa23738-RA		
OG0033622			Mcavernosa23728-RA		
OG0033623			Mcavernosa23759-RA		
OG0033624			Mcavernosa23760-RA		
OG0033625			Mcavernosa23762-RA		
OG0033626			Mcavernosa23763-RA		
OG0033627			Mcavernosa23771-RA		
OG0033628			Mcavernosa23772-RA		
OG0033629			Mcavernosa23789-RA		
OG0033630			Mcavernosa23795-RA		
OG0033631			Mcavernosa23805-RA		
OG0033632			Mcavernosa23817-RA		
OG0033633			Mcavernosa23814-RA		
OG0033634			Mcavernosa23826-RA		
OG0033635			Mcavernosa23820-RA		
OG0033636			Mcavernosa23833-RA		
OG0033637			Mcavernosa23836-RA		
OG0033638			Mcavernosa23854-RA		
OG0033639			Mcavernosa23858-RA		
OG0033640			Mcavernosa23861-RA		
OG0033641			Mcavernosa23879-RA		
OG0033642			Mcavernosa23891-RA		
OG0033643			Mcavernosa23911-RA		
OG0033644			Mcavernosa23920-RA		
OG0033645			Mcavernosa23923-RA		
OG0033646			Mcavernosa23922-RA		
OG0033647			Mcavernosa23952-RA		
OG0033648			Mcavernosa23956-RA		
OG0033649			Mcavernosa23967-RA		
OG0033650			Mcavernosa23982-RA		
OG0033651			Mcavernosa23990-RA		
OG0033652			Mcavernosa23992-RA		
OG0033653			Mcavernosa24009-RA		
OG0033654			Mcavernosa24007-RA		
OG0033655			Mcavernosa24012-RA		
OG0033656			Mcavernosa24015-RA		
OG0033657			Mcavernosa24017-RA		
OG0033658			Mcavernosa24013-RA		
OG0033659			Mcavernosa24044-RA		
OG0033660			Mcavernosa24066-RA		
OG0033661			Mcavernosa24078-RA		
OG0033662			Mcavernosa24081-RA		
OG0033663			Mcavernosa24082-RA		
OG0033664			Mcavernosa24076-RA		
OG0033665			Mcavernosa24090-RA		
OG0033666			Mcavernosa24123-RA		
OG0033667			Mcavernosa24122-RA		
OG0033668			Mcavernosa24126-RA		
OG0033669			Mcavernosa24140-RA		
OG0033670			Mcavernosa24169-RA		
OG0033671			Mcavernosa24170-RA		
OG0033672			Mcavernosa24171-RA		
OG0033673			Mcavernosa24176-RA		
OG0033674			Mcavernosa24186-RA		
OG0033675			Mcavernosa24189-RA		
OG0033676			Mcavernosa24194-RA		
OG0033677			Mcavernosa24201-RA		
OG0033678			Mcavernosa24210-RA		
OG0033679			Mcavernosa24226-RA		
OG0033680			Mcavernosa24213-RA		
OG0033681			Mcavernosa24214-RA		
OG0033682			Mcavernosa24233-RA		
OG0033683			Mcavernosa24234-RA		
OG0033684			Mcavernosa24238-RA		
OG0033685			Mcavernosa24244-RA		
OG0033686			Mcavernosa24256-RA		
OG0033687			Mcavernosa24259-RA		
OG0033688			Mcavernosa24281-RA		
OG0033689			Mcavernosa24293-RA		
OG0033690			Mcavernosa24288-RA		
OG0033691			Mcavernosa24290-RA		
OG0033692			Mcavernosa24291-RA		
OG0033693			Mcavernosa24298-RA		
OG0033694			Mcavernosa24295-RA		
OG0033695			Mcavernosa24307-RA		
OG0033696			Mcavernosa24312-RA		
OG0033697			Mcavernosa24311-RA		
OG0033698			Mcavernosa24316-RA		
OG0033699			Mcavernosa24318-RA		
OG0033700			Mcavernosa24328-RA		
OG0033701			Mcavernosa24344-RA		
OG0033702			Mcavernosa24348-RA		
OG0033703			Mcavernosa24352-RA		
OG0033704			Mcavernosa27144-RA		
OG0033705			Mcavernosa27145-RA		
OG0033706			Mcavernosa27161-RA		
OG0033707			Mcavernosa27165-RA		
OG0033708			Mcavernosa27172-RA		
OG0033709			Mcavernosa27183-RA		
OG0033710			Mcavernosa27206-RA		
OG0033711			Mcavernosa27210-RA		
OG0033712			Mcavernosa27208-RA		
OG0033713			Mcavernosa27218-RA		
OG0033714			Mcavernosa27217-RA		
OG0033715			Mcavernosa27222-RA		
OG0033716			Mcavernosa27229-RA		
OG0033717			Mcavernosa27240-RA		
OG0033718			Mcavernosa27251-RA		
OG0033719			Mcavernosa27253-RA		
OG0033720			Mcavernosa27257-RA		
OG0033721			Mcavernosa27258-RA		
OG0033722			Mcavernosa27260-RA		
OG0033723			Mcavernosa27263-RA		
OG0033724			Mcavernosa27270-RA		
OG0033725			Mcavernosa27302-RA		
OG0033726			Mcavernosa27307-RA		
OG0033727			Mcavernosa27310-RA		
OG0033728			Mcavernosa27332-RA		
OG0033729			Mcavernosa27328-RA		
OG0033730			Mcavernosa27327-RA		
OG0033731			Mcavernosa27342-RA		
OG0033732			Mcavernosa27346-RA		
OG0033733			Mcavernosa27352-RA		
OG0033734			Mcavernosa27369-RA		
OG0033735			Mcavernosa27365-RA		
OG0033736			Mcavernosa27376-RA		
OG0033737			Mcavernosa27393-RA		
OG0033738			Mcavernosa27392-RA		
OG0033739			Mcavernosa27388-RA		
OG0033740			Mcavernosa27391-RA		
OG0033741			Mcavernosa27403-RA		
OG0033742			Mcavernosa27404-RA		
OG0033743			Mcavernosa27407-RA		
OG0033744			Mcavernosa27414-RA		
OG0033745			Mcavernosa27425-RA		
OG0033746			Mcavernosa27438-RA		
OG0033747			Mcavernosa27429-RA		
OG0033748			Mcavernosa27440-RA		
OG0033749			Mcavernosa27454-RA		
OG0033750			Mcavernosa27459-RA		
OG0033751			Mcavernosa27457-RA		
OG0033752			Mcavernosa27464-RA		
OG0033753			Mcavernosa27463-RA		
OG0033754			Mcavernosa27467-RA		
OG0033755			Mcavernosa27472-RA		
OG0033756			Mcavernosa27478-RA		
OG0033757			Mcavernosa27482-RA		
OG0033758			Mcavernosa27485-RA		
OG0033759			Mcavernosa27483-RA		
OG0033760			Mcavernosa27495-RA		
OG0033761			Mcavernosa27492-RA		
OG0033762			Mcavernosa27502-RA		
OG0033763			Mcavernosa27499-RA		
OG0033764			Mcavernosa27498-RA		
OG0033765			Mcavernosa27508-RA		
OG0033766			Mcavernosa27533-RA		
OG0033767			Mcavernosa27537-RA		
OG0033768			Mcavernosa27534-RA		
OG0033769			Mcavernosa27541-RA		
OG0033770			Mcavernosa27536-RA		
OG0033771			Mcavernosa27548-RA		
OG0033772			Mcavernosa27574-RA		
OG0033773			Mcavernosa27590-RA		
OG0033774			Mcavernosa27588-RA		
OG0033775			Mcavernosa27589-RA		
OG0033776			Mcavernosa27601-RA		
OG0033777			Mcavernosa27602-RA		
OG0033778			Mcavernosa27603-RA		
OG0033779			Mcavernosa27605-RA		
OG0033780			Mcavernosa27653-RA		
OG0033781			Mcavernosa27655-RA		
OG0033782			Mcavernosa27661-RA		
OG0033783			Mcavernosa27660-RA		
OG0033784			Mcavernosa27667-RA		
OG0033785			Mcavernosa27677-RA		
OG0033786			Mcavernosa27684-RA		
OG0033787			Mcavernosa27686-RA		
OG0033788			Mcavernosa27688-RA		
OG0033789			Mcavernosa27695-RA		
OG0033790			Mcavernosa27727-RA		
OG0033791			Mcavernosa27728-RA		
OG0033792			Mcavernosa27729-RA		
OG0033793			Mcavernosa27738-RA		
OG0033794			Mcavernosa27732-RA		
OG0033795			Mcavernosa27735-RA		
OG0033796			Mcavernosa27758-RA		
OG0033797			Mcavernosa27757-RA		
OG0033798			Mcavernosa27756-RA		
OG0033799			Mcavernosa27751-RA		
OG0033800			Mcavernosa27760-RA		
OG0033801			Mcavernosa27766-RA		
OG0033802			Mcavernosa27780-RA		
OG0033803			Mcavernosa27779-RA		
OG0033804			Mcavernosa27774-RA		
OG0033805			Mcavernosa27798-RA		
OG0033806			Mcavernosa30172-RA		
OG0033807			Mcavernosa30175-RA		
OG0033808			Mcavernosa30163-RA		
OG0033809			Mcavernosa30178-RA		
OG0033810			Mcavernosa30181-RA		
OG0033811			Mcavernosa30189-RA		
OG0033812			Mcavernosa30210-RA		
OG0033813			Mcavernosa30213-RA		
OG0033814			Mcavernosa30217-RA		
OG0033815			Mcavernosa30225-RA		
OG0033816			Mcavernosa30231-RA		
OG0033817			Mcavernosa30229-RA		
OG0033818			Mcavernosa30240-RA		
OG0033819			Mcavernosa30244-RA		
OG0033820			Mcavernosa30246-RA		
OG0033821			Mcavernosa30263-RA		
OG0033822			Mcavernosa30273-RA		
OG0033823			Mcavernosa30281-RA		
OG0033824			Mcavernosa30289-RA		
OG0033825			Mcavernosa30292-RA		
OG0033826			Mcavernosa30299-RA		
OG0033827			Mcavernosa30309-RA		
OG0033828			Mcavernosa30306-RA		
OG0033829			Mcavernosa30314-RA		
OG0033830			Mcavernosa30320-RA		
OG0033831			Mcavernosa30326-RA		
OG0033832			Mcavernosa30331-RA		
OG0033833			Mcavernosa30336-RA		
OG0033834			Mcavernosa30353-RA		
OG0033835			Mcavernosa30357-RA		
OG0033836			Mcavernosa30364-RA		
OG0033837			Mcavernosa30379-RA		
OG0033838			Mcavernosa30387-RA		
OG0033839			Mcavernosa30394-RA		
OG0033840			Mcavernosa30412-RA		
OG0033841			Mcavernosa30413-RA		
OG0033842			Mcavernosa30417-RA		
OG0033843			Mcavernosa30442-RA		
OG0033844			Mcavernosa30443-RA		
OG0033845			Mcavernosa30460-RA		
OG0033846			Mcavernosa30461-RA		
OG0033847			Mcavernosa30462-RA		
OG0033848			Mcavernosa30469-RA		
OG0033849			Mcavernosa30473-RA		
OG0033850			Mcavernosa30496-RA		
OG0033851			Mcavernosa30489-RA		
OG0033852			Mcavernosa30504-RA		
OG0033853			Mcavernosa30517-RA		
OG0033854			Mcavernosa30518-RA		
OG0033855			Mcavernosa30531-RA		
OG0033856			Mcavernosa30521-RA		
OG0033857			Mcavernosa30537-RA		
OG0033858			Mcavernosa30544-RA		
OG0033859			Mcavernosa30555-RA		
OG0033860			Mcavernosa30569-RA		
OG0033861			Mcavernosa30580-RA		
OG0033862			Mcavernosa30588-RA		
OG0033863			Mcavernosa30607-RA		
OG0033864			Mcavernosa30614-RA		
OG0033865			Mcavernosa30626-RA		
OG0033866			Mcavernosa30637-RA		
OG0033867			Mcavernosa30639-RA		
OG0033868			Mcavernosa30655-RA		
OG0033869			Mcavernosa30672-RA		
OG0033870			Mcavernosa30670-RA		
OG0033871			Mcavernosa30678-RA		
OG0033872			Mcavernosa30676-RA		
OG0033873			Mcavernosa30702-RA		
OG0033874			Mcavernosa30703-RA		
OG0033875			Mcavernosa30711-RA		
OG0033876			Mcavernosa30710-RA		
OG0033877			Mcavernosa30724-RA		
OG0033878			Mcavernosa34462-RA		
OG0033879			Mcavernosa34464-RA		
OG0033880			Mcavernosa34470-RA		
OG0033881			Mcavernosa34472-RA		
OG0033882			Mcavernosa34482-RA		
OG0033883			Mcavernosa34486-RA		
OG0033884			Mcavernosa34485-RA		
OG0033885			Mcavernosa34495-RA		
OG0033886			Mcavernosa34493-RA		
OG0033887			Mcavernosa34508-RA		
OG0033888			Mcavernosa34509-RA		
OG0033889			Mcavernosa34512-RA		
OG0033890			Mcavernosa34510-RA		
OG0033891			Mcavernosa34511-RA		
OG0033892			Mcavernosa34518-RA		
OG0033893			Mcavernosa34522-RA		
OG0033894			Mcavernosa34523-RA		
OG0033895			Mcavernosa34541-RA		
OG0033896			Mcavernosa34547-RA		
OG0033897			Mcavernosa34556-RA		
OG0033898			Mcavernosa34553-RA		
OG0033899			Mcavernosa34554-RA		
OG0033900			Mcavernosa34561-RA		
OG0033901			Mcavernosa34557-RA		
OG0033902			Mcavernosa34560-RA		
OG0033903			Mcavernosa34563-RA		
OG0033904			Mcavernosa34569-RA		
OG0033905			Mcavernosa34565-RA		
OG0033906			Mcavernosa34580-RA		
OG0033907			Mcavernosa34577-RA		
OG0033908			Mcavernosa34584-RA		
OG0033909			Mcavernosa34590-RA		
OG0033910			Mcavernosa34591-RA		
OG0033911			Mcavernosa34589-RA		
OG0033912			Mcavernosa34600-RA		
OG0033913			Mcavernosa34612-RA		
OG0033914			Mcavernosa34638-RA		
OG0033915			Mcavernosa34645-RA		
OG0033916			Mcavernosa34646-RA		
OG0033917			Mcavernosa34648-RA		
OG0033918			Mcavernosa34653-RA		
OG0033919			Mcavernosa34685-RA		
OG0033920			Mcavernosa34683-RA		
OG0033921			Mcavernosa34693-RA		
OG0033922			Mcavernosa34694-RA		
OG0033923			Mcavernosa34696-RA		
OG0033924			Mcavernosa34700-RA		
OG0033925			Mcavernosa34702-RA		
OG0033926			Mcavernosa34712-RA		
OG0033927			Mcavernosa34722-RA		
OG0033928			Mcavernosa34721-RA		
OG0033929			Mcavernosa34726-RA		
OG0033930			Mcavernosa34732-RA		
OG0033931			Mcavernosa34731-RA		
OG0033932			Mcavernosa34736-RA		
OG0033933			Mcavernosa34742-RA		
OG0033934			Mcavernosa34755-RA		
OG0033935			Mcavernosa34757-RA		
OG0033936			Mcavernosa34756-RA		
OG0033937			Mcavernosa34760-RA		
OG0033938			Mcavernosa34761-RA		
OG0033939			Mcavernosa34758-RA		
OG0033940			Mcavernosa34767-RA		
OG0033941			Mcavernosa34778-RA		
OG0033942			Mcavernosa34789-RA		
OG0033943			Mcavernosa34783-RA		
OG0033944			Mcavernosa34794-RA		
OG0033945			Mcavernosa34798-RA		
OG0033946			Mcavernosa34816-RA		
OG0033947			Mcavernosa34818-RA		
OG0033948			Mcavernosa34823-RA		
OG0033949			Mcavernosa34835-RA		
OG0033950			Mcavernosa34861-RA		
OG0033951			Mcavernosa34885-RA		
OG0033952			Mcavernosa34896-RA		
OG0033953			Mcavernosa34918-RA		
OG0033954			Mcavernosa34939-RA		
OG0033955			Mcavernosa34938-RA		
OG0033956			Mcavernosa34941-RA		
OG0033957			Mcavernosa34964-RA		
OG0033958			Mcavernosa34985-RA		
OG0033959			Mcavernosa34986-RA		
OG0033960			Mcavernosa34988-RA		
OG0033961			Mcavernosa35005-RA		
OG0033962			Mcavernosa35012-RA		
OG0033963			Mcavernosa35019-RA		
OG0033964			Mcavernosa35023-RA		
OG0033965			Mcavernosa35022-RA		
OG0033966			Mcavernosa35044-RA		
OG0033967			Mcavernosa35040-RA		
OG0033968			Mcavernosa35054-RA		
OG0033969			Mcavernosa35060-RA		
OG0033970			Mcavernosa35062-RA		
OG0033971			Mcavernosa35075-RA		
OG0033972			Mcavernosa28857-RA		
OG0033973			Mcavernosa28868-RA		
OG0033974			Mcavernosa28879-RA		
OG0033975			Mcavernosa28881-RA		
OG0033976			Mcavernosa28872-RA		
OG0033977			Mcavernosa28873-RA		
OG0033978			Mcavernosa28875-RA		
OG0033979			Mcavernosa28874-RA		
OG0033980			Mcavernosa28876-RA		
OG0033981			Mcavernosa28887-RA		
OG0033982			Mcavernosa28884-RA		
OG0033983			Mcavernosa28892-RA		
OG0033984			Mcavernosa28890-RA		
OG0033985			Mcavernosa28904-RA		
OG0033986			Mcavernosa28908-RA		
OG0033987			Mcavernosa28911-RA		
OG0033988			Mcavernosa28915-RA		
OG0033989			Mcavernosa28917-RA		
OG0033990			Mcavernosa28930-RA		
OG0033991			Mcavernosa28934-RA		
OG0033992			Mcavernosa28942-RA		
OG0033993			Mcavernosa28946-RA		
OG0033994			Mcavernosa28948-RA		
OG0033995			Mcavernosa28951-RA		
OG0033996			Mcavernosa28959-RA		
OG0033997			Mcavernosa28958-RA		
OG0033998			Mcavernosa28955-RA		
OG0033999			Mcavernosa28975-RA		
OG0034000			Mcavernosa28978-RA		
OG0034001			Mcavernosa28983-RA		
OG0034002			Mcavernosa28984-RA		
OG0034003			Mcavernosa29010-RA		
OG0034004			Mcavernosa29003-RA		
OG0034005			Mcavernosa29013-RA		
OG0034006			Mcavernosa29016-RA		
OG0034007			Mcavernosa29015-RA		
OG0034008			Mcavernosa29021-RA		
OG0034009			Mcavernosa29034-RA		
OG0034010			Mcavernosa29033-RA		
OG0034011			Mcavernosa29040-RA		
OG0034012			Mcavernosa29043-RA		
OG0034013			Mcavernosa29052-RA		
OG0034014			Mcavernosa29050-RA		
OG0034015			Mcavernosa29067-RA		
OG0034016			Mcavernosa29090-RA		
OG0034017			Mcavernosa29095-RA		
OG0034018			Mcavernosa29099-RA		
OG0034019			Mcavernosa29106-RA		
OG0034020			Mcavernosa29111-RA		
OG0034021			Mcavernosa29112-RA		
OG0034022			Mcavernosa29129-RA		
OG0034023			Mcavernosa29130-RA		
OG0034024			Mcavernosa29131-RA		
OG0034025			Mcavernosa29133-RA		
OG0034026			Mcavernosa29137-RA		
OG0034027			Mcavernosa29142-RA		
OG0034028			Mcavernosa29138-RA		
OG0034029			Mcavernosa29155-RA		
OG0034030			Mcavernosa29167-RA		
OG0034031			Mcavernosa29156-RA		
OG0034032			Mcavernosa29165-RA		
OG0034033			Mcavernosa29185-RA		
OG0034034			Mcavernosa29192-RA		
OG0034035			Mcavernosa29201-RA		
OG0034036			Mcavernosa29200-RA		
OG0034037			Mcavernosa29210-RA		
OG0034038			Mcavernosa29236-RA		
OG0034039			Mcavernosa29233-RA		
OG0034040			Mcavernosa29244-RA		
OG0034041			Mcavernosa29241-RA		
OG0034042			Mcavernosa29243-RA		
OG0034043			Mcavernosa29238-RA		
OG0034044			Mcavernosa29239-RA		
OG0034045			Mcavernosa29255-RA		
OG0034046			Mcavernosa29254-RA		
OG0034047			Mcavernosa29253-RA		
OG0034048			Mcavernosa29264-RA		
OG0034049			Mcavernosa29263-RA		
OG0034050			Mcavernosa29261-RA		
OG0034051			Mcavernosa29270-RA		
OG0034052			Mcavernosa29287-RA		
OG0034053			Mcavernosa29299-RA		
OG0034054			Mcavernosa29309-RA		
OG0034055			Mcavernosa29305-RA		
OG0034056			Mcavernosa29306-RA		
OG0034057			Mcavernosa29313-RA		
OG0034058			Mcavernosa29314-RA		
OG0034059			Mcavernosa29326-RA		
OG0034060			Mcavernosa29330-RA		
OG0034061			Mcavernosa29332-RA		
OG0034062			Mcavernosa29333-RA		
OG0034063			Mcavernosa29340-RA		
OG0034064			Mcavernosa29346-RA		
OG0034065			Mcavernosa29375-RA		
OG0034066			Mcavernosa29377-RA		
OG0034067			Mcavernosa29380-RA		
OG0034068			Mcavernosa29395-RA		
OG0034069			Mcavernosa29404-RA		
OG0034070			Mcavernosa29407-RA		
OG0034071			Mcavernosa29413-RA		
OG0034072			Mcavernosa29417-RA		
OG0034073			Mcavernosa29418-RA		
OG0034074			Mcavernosa29424-RA		
OG0034075			Mcavernosa29433-RA		
OG0034076			Mcavernosa33871-RA		
OG0034077			Mcavernosa33874-RA		
OG0034078			Mcavernosa33882-RA		
OG0034079			Mcavernosa33883-RA		
OG0034080			Mcavernosa33893-RA		
OG0034081			Mcavernosa33919-RA		
OG0034082			Mcavernosa33926-RA		
OG0034083			Mcavernosa33931-RA		
OG0034084			Mcavernosa33940-RA		
OG0034085			Mcavernosa33936-RA		
OG0034086			Mcavernosa33942-RA		
OG0034087			Mcavernosa33949-RA		
OG0034088			Mcavernosa33958-RA		
OG0034089			Mcavernosa33961-RA		
OG0034090			Mcavernosa33971-RA		
OG0034091			Mcavernosa33977-RA		
OG0034092			Mcavernosa33982-RA		
OG0034093			Mcavernosa33987-RA		
OG0034094			Mcavernosa34000-RA		
OG0034095			Mcavernosa34002-RA		
OG0034096			Mcavernosa34016-RA		
OG0034097			Mcavernosa34011-RA		
OG0034098			Mcavernosa34022-RA		
OG0034099			Mcavernosa34021-RA		
OG0034100			Mcavernosa34019-RA		
OG0034101			Mcavernosa34027-RA		
OG0034102			Mcavernosa34037-RA		
OG0034103			Mcavernosa34042-RA		
OG0034104			Mcavernosa34040-RA		
OG0034105			Mcavernosa34058-RA		
OG0034106			Mcavernosa34060-RA		
OG0034107			Mcavernosa34059-RA		
