"","prot","Predict","GO_term"
"21090","Mcavernosa17267-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"21091","Mcavernosa17267-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"21092","Mcavernosa17267-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"21093","Mcavernosa22812-RA","CDD","GO:0005509"
"21094","Mcavernosa22812-RA","ProSiteProfiles","GO:0005509"
"21095","Mcavernosa22812-RA","ProSiteProfiles","GO:0003755"
"21096","Mcavernosa22812-RA","Pfam","GO:0003755"
"21097","Mcavernosa22812-RA","SMART","GO:0005509"
"21098","Mcavernosa22812-RA","SMART","GO:0005509"
"21099","Mcavernosa22812-RA","ProSiteProfiles","GO:0005509"
"21100","Mcavernosa22812-RA","Pfam","GO:0005509"
"21101","Mcavernosa10499-RA","ProSiteProfiles","GO:0005515"
"21102","Mcavernosa10499-RA","ProSiteProfiles","GO:0005515"
"21103","Mcavernosa10499-RA","ProSiteProfiles","GO:0005515"
"21104","Mcavernosa10499-RA","ProSiteProfiles","GO:0005515"
"21105","Mcavernosa10499-RA","SMART","GO:0005515"
"21106","Mcavernosa10499-RA","SMART","GO:0005515"
"21107","Mcavernosa10499-RA","SMART","GO:0005515"
"21108","Mcavernosa10499-RA","SMART","GO:0005515"
"21109","Mcavernosa26552-RA","ProSiteProfiles","GO:0046983"
"21110","Mcavernosa26552-RA","CDD","GO:0046983"
"21111","Mcavernosa26552-RA","Pfam","GO:0046983"
"21112","Mcavernosa26552-RA","Pfam","GO:0003677,GO:0006355"
"21113","Mcavernosa26552-RA","SUPERFAMILY","GO:0046983"
"21114","Mcavernosa26552-RA","Gene3D","GO:0046983"
"21115","Mcavernosa26552-RA","SMART","GO:0046983"
"21116","Mcavernosa15803-RA","Pfam","GO:0044237"
"21117","Mcavernosa11268-RA","Pfam","GO:0005515,GO:0042981"
"21118","Mcavernosa11268-RA","ProSiteProfiles","GO:0005515,GO:0042981"
"21119","Mcavernosa11268-RA","Pfam","GO:0005515"
"21120","Mcavernosa11268-RA","Pfam","GO:0005515"
"21121","Mcavernosa11268-RA","Pfam","GO:0005515"
"21122","Mcavernosa11268-RA","SMART","GO:0005515,GO:0042981"
"21123","Mcavernosa28672-RA","ProSiteProfiles","GO:0015074"
"21124","Mcavernosa28672-RA","Gene3D","GO:0003676"
"21125","Mcavernosa28672-RA","Pfam","GO:0015074"
"21126","Mcavernosa28672-RA","SMART","GO:0003676,GO:0008270"
"21127","Mcavernosa11886-RA","Gene3D","GO:0005515"
"21128","Mcavernosa19846-RA","Hamap","GO:0006364,GO:0016740"
"21129","Mcavernosa06775-RA","Pfam","GO:0005515"
"21130","Mcavernosa14526-RA","Pfam","GO:0008380"
"21131","Mcavernosa12826-RA","SMART","GO:0003677,GO:0003918,GO:0005524,GO:0006265"
"21132","Mcavernosa12826-RA","Pfam","GO:0003677,GO:0003918,GO:0005524,GO:0006265"
"21133","Mcavernosa24751-RA","SUPERFAMILY","GO:0003824"
"21134","Mcavernosa24751-RA","Gene3D","GO:0003824"
"21135","Mcavernosa05939-RA","Gene3D","GO:0003824"
"21136","Mcavernosa05939-RA","Pfam","GO:0003824,GO:0055114"
"21137","Mcavernosa08780-RA","SMART","GO:0005506,GO:0016705,GO:0031418,GO:0055114"
"21138","Mcavernosa08780-RA","Pfam","GO:0016491,GO:0055114"
"21139","Mcavernosa05585-RA","PRINTS","GO:0005548,GO:0015914"
"21140","Mcavernosa05585-RA","PRINTS","GO:0005548,GO:0015914"
"21141","Mcavernosa05585-RA","Pfam","GO:0005548,GO:0015914"
"21142","Mcavernosa15877-RA","Pfam","GO:0016491,GO:0055114"
"21143","Mcavernosa15319-RA","SMART","GO:0005515"
"21144","Mcavernosa15319-RA","Pfam","GO:0005515"
"21145","Mcavernosa15319-RA","Pfam","GO:0003956,GO:0006471"
"21146","Mcavernosa06282-RA","Pfam","GO:0005737,GO:0045765"
"21147","Mcavernosa06282-RA","Pfam","GO:0005737,GO:0045765"
"21148","Mcavernosa24614-RA","ProSiteProfiles","GO:0003700,GO:0005634,GO:0006355"
"21149","Mcavernosa24614-RA","SMART","GO:0006355"
"21150","Mcavernosa24614-RA","Pfam","GO:0006355"
"21151","Mcavernosa24614-RA","Pfam","GO:0003700,GO:0005634,GO:0006355"
"21152","Mcavernosa01295-RA","SUPERFAMILY","GO:0005524,GO:0016021"
"21153","Mcavernosa01295-RA","Pfam","GO:0005524,GO:0016021,GO:0042626,GO:0055085"
"21154","Mcavernosa01295-RA","Pfam","GO:0005524,GO:0016021,GO:0042626,GO:0055085"
"21155","Mcavernosa01295-RA","ProSiteProfiles","GO:0005524,GO:0016021,GO:0042626,GO:0055085"
"21156","Mcavernosa01295-RA","Gene3D","GO:0005524,GO:0016021"
"21157","Mcavernosa24424-RA","Gene3D","GO:0004176,GO:0004222,GO:0005524,GO:0006508"
"21158","Mcavernosa24424-RA","Pfam","GO:0004176,GO:0004222,GO:0005524,GO:0006508"
"21159","Mcavernosa24424-RA","SUPERFAMILY","GO:0004176,GO:0004222,GO:0005524,GO:0006508"
"21160","Mcavernosa19639-RA","Pfam","GO:0016772"
"21161","Mcavernosa03490-RA","Pfam","GO:0043531"
"21162","Mcavernosa03490-RA","ProSiteProfiles","GO:0005515,GO:0042981"
"21163","Mcavernosa03490-RA","SMART","GO:0005515,GO:0042981"
"21164","Mcavernosa03490-RA","Pfam","GO:0005515,GO:0042981"
"21165","Mcavernosa09303-RA","Pfam","GO:0000398,GO:0005681"
"21166","Mcavernosa34209-RA","ProSiteProfiles","GO:0005515"
"21167","Mcavernosa34209-RA","PRINTS","GO:0005515"
"21168","Mcavernosa34209-RA","PRINTS","GO:0005515"
"21169","Mcavernosa34209-RA","ProSiteProfiles","GO:0005515"
"21170","Mcavernosa34209-RA","ProSiteProfiles","GO:0005515"
"21171","Mcavernosa34209-RA","SMART","GO:0005515"
"21172","Mcavernosa34209-RA","SMART","GO:0005515"
"21173","Mcavernosa34209-RA","SMART","GO:0005515"
"21174","Mcavernosa34209-RA","SMART","GO:0005515"
"21175","Mcavernosa34209-RA","Pfam","GO:0005515"
"21176","Mcavernosa34209-RA","ProSiteProfiles","GO:0005515"
"21177","Mcavernosa30778-RA","Pfam","GO:0008270"
"21178","Mcavernosa30778-RA","ProSiteProfiles","GO:0008270"
"21179","Mcavernosa30778-RA","SMART","GO:0008270"
"21180","Mcavernosa30778-RA","SMART","GO:0008270"
"21181","Mcavernosa30778-RA","CDD","GO:0008270"
"21182","Mcavernosa33356-RA","Pfam","GO:0032040"
"21183","Mcavernosa21578-RA","Pfam","GO:0003924,GO:0005525"
"21184","Mcavernosa01718-RA","SMART","GO:0046872"
"21185","Mcavernosa01718-RA","Pfam","GO:0046872"
"21186","Mcavernosa16477-RA","CDD","GO:0005524,GO:0006813,GO:0008556,GO:0016021"
"21187","Mcavernosa16477-RA","SUPERFAMILY","GO:0000166"
"21188","Mcavernosa16477-RA","TIGRFAM","GO:0016021"
"21189","Mcavernosa16477-RA","TIGRFAM","GO:0016021"
"21190","Mcavernosa16477-RA","TIGRFAM","GO:0005524,GO:0006813,GO:0008556,GO:0016021"
"21191","Mcavernosa16477-RA","Gene3D","GO:0000166"
"21192","Mcavernosa12990-RA","PIRSF","GO:0016442,GO:0031047"
"21193","Mcavernosa12990-RA","PIRSF","GO:0016442,GO:0031047"
"21194","Mcavernosa12990-RA","PIRSF","GO:0016442,GO:0031047"
"21195","Mcavernosa12990-RA","PIRSF","GO:0016442,GO:0031047"
"21196","Mcavernosa07637-RA","Pfam","GO:0016702,GO:0046872,GO:0055114"
"21197","Mcavernosa07637-RA","Pfam","GO:0016702,GO:0046872,GO:0055114"
"21198","Mcavernosa07637-RA","ProSiteProfiles","GO:0016702,GO:0046872,GO:0055114"
"21199","Mcavernosa07637-RA","PRINTS","GO:0016702,GO:0046872,GO:0055114"
"21200","Mcavernosa07637-RA","PRINTS","GO:0016702,GO:0046872,GO:0055114"
"21201","Mcavernosa07637-RA","PRINTS","GO:0016702,GO:0046872,GO:0055114"
"21202","Mcavernosa30132-RA","ProSitePatterns","GO:0005524"
"21203","Mcavernosa24985-RA","SMART","GO:0005509"
"21204","Mcavernosa25086-RA","ProSiteProfiles","GO:0005509,GO:0007156,GO:0016020"
"21205","Mcavernosa25086-RA","ProSiteProfiles","GO:0005509,GO:0007156,GO:0016020"
"21206","Mcavernosa25086-RA","PRINTS","GO:0005509,GO:0007156,GO:0016020"
"21207","Mcavernosa25086-RA","PRINTS","GO:0005509,GO:0007156,GO:0016020"
"21208","Mcavernosa25086-RA","PRINTS","GO:0005509,GO:0007156,GO:0016020"
"21209","Mcavernosa25086-RA","PRINTS","GO:0005509,GO:0007156,GO:0016020"
"21210","Mcavernosa25086-RA","PRINTS","GO:0005509,GO:0007156,GO:0016020"
"21211","Mcavernosa25086-RA","PRINTS","GO:0005509,GO:0007156,GO:0016020"
"21212","Mcavernosa25086-RA","PRINTS","GO:0005509,GO:0007156,GO:0016020"
"21213","Mcavernosa25086-RA","SMART","GO:0005509,GO:0007156,GO:0016020"
"21214","Mcavernosa25086-RA","SMART","GO:0005509,GO:0007156,GO:0016020"
"21215","Mcavernosa25086-RA","SMART","GO:0005509,GO:0007156,GO:0016020"
"21216","Mcavernosa25086-RA","SMART","GO:0005509,GO:0007156,GO:0016020"
"21217","Mcavernosa25086-RA","SMART","GO:0005509,GO:0007156,GO:0016020"
"21218","Mcavernosa25086-RA","SMART","GO:0005509,GO:0007156,GO:0016020"
"21219","Mcavernosa25086-RA","SMART","GO:0005509,GO:0007156,GO:0016020"
"21220","Mcavernosa25086-RA","ProSiteProfiles","GO:0005509,GO:0007156,GO:0016020"
"21221","Mcavernosa25086-RA","SUPERFAMILY","GO:0005509,GO:0016020"
"21222","Mcavernosa25086-RA","SUPERFAMILY","GO:0005509,GO:0016020"
"21223","Mcavernosa25086-RA","SUPERFAMILY","GO:0005509,GO:0016020"
"21224","Mcavernosa25086-RA","ProSiteProfiles","GO:0005509,GO:0007156,GO:0016020"
"21225","Mcavernosa25086-RA","SUPERFAMILY","GO:0005509,GO:0016020"
"21226","Mcavernosa25086-RA","ProSiteProfiles","GO:0005509,GO:0007156,GO:0016020"
"21227","Mcavernosa25086-RA","ProSiteProfiles","GO:0005509,GO:0007156,GO:0016020"
"21228","Mcavernosa25086-RA","SUPERFAMILY","GO:0005509,GO:0016020"
"21229","Mcavernosa25086-RA","ProSitePatterns","GO:0005886,GO:0007155"
"21230","Mcavernosa25086-RA","SUPERFAMILY","GO:0005509,GO:0016020"
"21231","Mcavernosa25086-RA","ProSiteProfiles","GO:0005509,GO:0007156,GO:0016020"
"21232","Mcavernosa25086-RA","SUPERFAMILY","GO:0005509,GO:0016020"
"21233","Mcavernosa25086-RA","Pfam","GO:0005509,GO:0007156,GO:0016020"
"21234","Mcavernosa25086-RA","Pfam","GO:0005509,GO:0007156,GO:0016020"
"21235","Mcavernosa25086-RA","Pfam","GO:0005509,GO:0007156,GO:0016020"
"21236","Mcavernosa25086-RA","Pfam","GO:0005509,GO:0007156,GO:0016020"
"21237","Mcavernosa25086-RA","Pfam","GO:0005509,GO:0007156,GO:0016020"
"21238","Mcavernosa25086-RA","Pfam","GO:0005509,GO:0007156,GO:0016020"
"21239","Mcavernosa29958-RA","Pfam","GO:0016787"
"21240","Mcavernosa02409-RA","Pfam","GO:0003676,GO:0008270"
"21241","Mcavernosa02409-RA","Pfam","GO:0003676,GO:0008270"
"21242","Mcavernosa02409-RA","ProSiteProfiles","GO:0003676,GO:0008270"
"21243","Mcavernosa02409-RA","SUPERFAMILY","GO:0003676,GO:0008270"
"21244","Mcavernosa02409-RA","SMART","GO:0003676,GO:0008270"
"21245","Mcavernosa02409-RA","SMART","GO:0003676,GO:0008270"
"21246","Mcavernosa01919-RA","SMART","GO:0005096"
"21247","Mcavernosa01919-RA","ProSiteProfiles","GO:0005096"
"21248","Mcavernosa01919-RA","Pfam","GO:0005096"
"21249","Mcavernosa01919-RA","PRINTS","GO:0005096"
"21250","Mcavernosa01919-RA","PRINTS","GO:0005096"
"21251","Mcavernosa01919-RA","PRINTS","GO:0005096"
"21252","Mcavernosa01054-RA","SUPERFAMILY","GO:0003824"
"21253","Mcavernosa01054-RA","SUPERFAMILY","GO:0003824"
"21254","Mcavernosa26340-RA","SMART","GO:0005509"
"21255","Mcavernosa26340-RA","SMART","GO:0005509"
"21256","Mcavernosa11610-RA","CDD","GO:0005515"
"21257","Mcavernosa11610-RA","SUPERFAMILY","GO:0005515"
"21258","Mcavernosa11610-RA","Pfam","GO:0005515"
"21259","Mcavernosa11610-RA","ProSiteProfiles","GO:0005515"
"21260","Mcavernosa07554-RA","Pfam","GO:0008168"
"21261","Mcavernosa32845-RA","SMART","GO:0005509"
"21262","Mcavernosa32600-RA","ProSiteProfiles","GO:0005515"
"21263","Mcavernosa32600-RA","ProSiteProfiles","GO:0005515"
"21264","Mcavernosa32600-RA","ProSiteProfiles","GO:0005515"
"21265","Mcavernosa32600-RA","SMART","GO:0005515"
"21266","Mcavernosa32600-RA","SMART","GO:0005515"
"21267","Mcavernosa32600-RA","SMART","GO:0005515"
"21268","Mcavernosa32600-RA","SMART","GO:0005515"
"21269","Mcavernosa32600-RA","SUPERFAMILY","GO:0005515"
"21270","Mcavernosa32600-RA","Pfam","GO:0005515"
"21271","Mcavernosa32600-RA","Pfam","GO:0005515"
"21272","Mcavernosa16787-RA","CDD","GO:0004582"
"21273","Mcavernosa21274-RA","SUPERFAMILY","GO:0003676,GO:0008270"
"21274","Mcavernosa21274-RA","ProSiteProfiles","GO:0003676,GO:0008270"
"21275","Mcavernosa22637-RA","ProSiteProfiles","GO:0016491,GO:0055114"
"21276","Mcavernosa22637-RA","Pfam","GO:0016491,GO:0055114"
"21277","Mcavernosa23065-RA","Pfam","GO:0007165"
"21278","Mcavernosa23065-RA","ProSiteProfiles","GO:0007165"
"21279","Mcavernosa23065-RA","ProSiteProfiles","GO:0007165"
"21280","Mcavernosa26571-RA","Pfam","GO:0005515"
"21281","Mcavernosa20776-RA","Pfam","GO:0005634"
"21282","Mcavernosa15928-RA","Pfam","GO:0016491,GO:0055114"
"21283","Mcavernosa25856-RA","SMART","GO:0005515,GO:0007165"
"21284","Mcavernosa25856-RA","ProSiteProfiles","GO:0005515,GO:0007165"
"21285","Mcavernosa25856-RA","Pfam","GO:0005515,GO:0007165"
"21286","Mcavernosa05842-RA","Pfam","GO:0005216,GO:0006811,GO:0016020,GO:0055085"
"21287","Mcavernosa05842-RA","Pfam","GO:0051260"
"21288","Mcavernosa05842-RA","PRINTS","GO:0005249,GO:0006813,GO:0008076"
"21289","Mcavernosa05842-RA","PRINTS","GO:0005249,GO:0006813,GO:0008076"
"21290","Mcavernosa05842-RA","PRINTS","GO:0005249,GO:0006813,GO:0008076"
"21291","Mcavernosa05842-RA","SMART","GO:0005515"
"21292","Mcavernosa05842-RA","PRINTS","GO:0005249,GO:0006813,GO:0008076"
"21293","Mcavernosa05842-RA","PRINTS","GO:0005249,GO:0006813,GO:0008076"
"21294","Mcavernosa05842-RA","PRINTS","GO:0005249,GO:0006813,GO:0008076"
"21295","Mcavernosa05842-RA","PRINTS","GO:0005249,GO:0006813,GO:0008076"
"21296","Mcavernosa14546-RA","Pfam","GO:0023041,GO:0030867"
"21297","Mcavernosa14546-RA","Pfam","GO:0023041,GO:0030867"
"21298","Mcavernosa21556-RA","ProSiteProfiles","GO:0004888,GO:0007166,GO:0016021"
"21299","Mcavernosa21556-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"21300","Mcavernosa21556-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"21301","Mcavernosa21556-RA","Pfam","GO:0004930,GO:0007186,GO:0016021"
"21302","Mcavernosa28544-RA","Pfam","GO:0005515"
"21303","Mcavernosa28544-RA","SUPERFAMILY","GO:0005515"
"21304","Mcavernosa28544-RA","Gene3D","GO:0004096,GO:0020037,GO:0055114"
"21305","Mcavernosa28544-RA","ProSiteProfiles","GO:0005515"
"21306","Mcavernosa32542-RA","ProSiteProfiles","GO:0005509"
"21307","Mcavernosa32542-RA","ProSiteProfiles","GO:0005509"
"21308","Mcavernosa09371-RA","SMART","GO:0005515"
"21309","Mcavernosa09371-RA","Pfam","GO:0005515"
"21310","Mcavernosa09371-RA","SMART","GO:0005515"
"21311","Mcavernosa09371-RA","SMART","GO:0005515"
"21312","Mcavernosa09371-RA","SMART","GO:0005515"
"21313","Mcavernosa09371-RA","SUPERFAMILY","GO:0005515"
"21314","Mcavernosa09371-RA","SMART","GO:0005515"
"21315","Mcavernosa09371-RA","SUPERFAMILY","GO:0005515"
"21316","Mcavernosa09371-RA","SUPERFAMILY","GO:0005515"
"21317","Mcavernosa09371-RA","Pfam","GO:0005515"
"21318","Mcavernosa09371-RA","Pfam","GO:0005515"
"21319","Mcavernosa09371-RA","ProSiteProfiles","GO:0005515"
"21320","Mcavernosa09371-RA","ProSiteProfiles","GO:0005515"
"21321","Mcavernosa09371-RA","SUPERFAMILY","GO:0005515"
"21322","Mcavernosa09371-RA","ProSiteProfiles","GO:0005515"
"21323","Mcavernosa09371-RA","Gene3D","GO:0005515"
"21324","Mcavernosa09371-RA","ProSiteProfiles","GO:0005515"
"21325","Mcavernosa09371-RA","ProSiteProfiles","GO:0005515"
"21326","Mcavernosa09371-RA","Gene3D","GO:0005515"
"21327","Mcavernosa09371-RA","Gene3D","GO:0005515"
"21328","Mcavernosa09371-RA","SUPERFAMILY","GO:0005515"
"21329","Mcavernosa29953-RA","CDD","GO:0003677"
"21330","Mcavernosa29953-RA","SMART","GO:0003677"
"21331","Mcavernosa29953-RA","Pfam","GO:0003677"
"21332","Mcavernosa29953-RA","ProSiteProfiles","GO:0003677"
"21333","Mcavernosa29953-RA","ProSitePatterns","GO:0000981,GO:0006355"
"21334","Mcavernosa25080-RA","SMART","GO:0005515,GO:0005576,GO:0006508"
"21335","Mcavernosa16976-RA","PRINTS","GO:0005262,GO:0016020,GO:0070588"
"21336","Mcavernosa16976-RA","PRINTS","GO:0005262,GO:0016020,GO:0070588"
"21337","Mcavernosa16976-RA","PRINTS","GO:0005262,GO:0016020,GO:0070588"
"21338","Mcavernosa01193-RA","Gene3D","GO:0005515"
"21339","Mcavernosa01193-RA","ProSiteProfiles","GO:0005515"
"21340","Mcavernosa01193-RA","SMART","GO:0005515"
"21341","Mcavernosa01193-RA","SMART","GO:0005515"
"21342","Mcavernosa01193-RA","SMART","GO:0005515"
"21343","Mcavernosa01193-RA","SMART","GO:0005515"
"21344","Mcavernosa01193-RA","ProSiteProfiles","GO:0005515"
"21345","Mcavernosa01193-RA","Pfam","GO:0005515"
"21346","Mcavernosa01193-RA","Gene3D","GO:0005515"
"21347","Mcavernosa01193-RA","SUPERFAMILY","GO:0005515"
"21348","Mcavernosa11168-RA","Pfam","GO:0006508"
"21349","Mcavernosa28028-RA","SUPERFAMILY","GO:0005515"
"21350","Mcavernosa28028-RA","ProSiteProfiles","GO:0005515"
"21351","Mcavernosa28028-RA","ProSiteProfiles","GO:0005515"
"21352","Mcavernosa28028-RA","ProSiteProfiles","GO:0005515"
"21353","Mcavernosa28028-RA","SMART","GO:0005515"
"21354","Mcavernosa28028-RA","SMART","GO:0005515"
"21355","Mcavernosa28028-RA","SMART","GO:0005515"
"21356","Mcavernosa28028-RA","SMART","GO:0005515"
"21357","Mcavernosa28028-RA","SMART","GO:0005515"
"21358","Mcavernosa28028-RA","Gene3D","GO:0005515"
"21359","Mcavernosa28028-RA","ProSiteProfiles","GO:0005515"
"21360","Mcavernosa28028-RA","ProSiteProfiles","GO:0005515"
"21361","Mcavernosa28028-RA","Pfam","GO:0005515"
"21362","Mcavernosa28028-RA","Pfam","GO:0005515"
"21363","Mcavernosa28028-RA","Pfam","GO:0005515"
"21364","Mcavernosa28028-RA","Pfam","GO:0005515"
"21365","Mcavernosa12748-RA","SUPERFAMILY","GO:0003676"
"21366","Mcavernosa12748-RA","SUPERFAMILY","GO:0003676"
"21367","Mcavernosa12748-RA","ProSiteProfiles","GO:0003676"
"21368","Mcavernosa12748-RA","ProSiteProfiles","GO:0003676"
"21369","Mcavernosa12748-RA","SMART","GO:0003676"
"21370","Mcavernosa12748-RA","SMART","GO:0003676"
"21371","Mcavernosa12748-RA","SMART","GO:0003676"
"21372","Mcavernosa12748-RA","ProSiteProfiles","GO:0003676"
"21373","Mcavernosa12748-RA","Pfam","GO:0003676"
"21374","Mcavernosa12748-RA","Pfam","GO:0003676"
"21375","Mcavernosa12748-RA","Pfam","GO:0003676"
"21376","Mcavernosa27821-RA","ProSiteProfiles","GO:0003676"
"21377","Mcavernosa27821-RA","SUPERFAMILY","GO:0003676"
"21378","Mcavernosa27821-RA","SMART","GO:0003676"
"21379","Mcavernosa27821-RA","SMART","GO:0003676"
"21380","Mcavernosa27821-RA","SMART","GO:0003676"
"21381","Mcavernosa27821-RA","ProSiteProfiles","GO:0003676"
"21382","Mcavernosa27821-RA","SUPERFAMILY","GO:0003676"
"21383","Mcavernosa27821-RA","PRINTS","GO:0003723,GO:1990904"
"21384","Mcavernosa27821-RA","PRINTS","GO:0003723,GO:1990904"
"21385","Mcavernosa27821-RA","PRINTS","GO:0003723,GO:1990904"
"21386","Mcavernosa27821-RA","PRINTS","GO:0003723,GO:1990904"
"21387","Mcavernosa27821-RA","PRINTS","GO:0003723,GO:1990904"
"21388","Mcavernosa27821-RA","PRINTS","GO:0003723,GO:1990904"
"21389","Mcavernosa27821-RA","Pfam","GO:0003676"
"21390","Mcavernosa27821-RA","Pfam","GO:0003676"
"21391","Mcavernosa27821-RA","Pfam","GO:0003676"
"21392","Mcavernosa27821-RA","ProSiteProfiles","GO:0003676"
"21393","Mcavernosa34455-RA","Pfam","GO:0016616,GO:0055114"
"21394","Mcavernosa26549-RA","Pfam","GO:0006891,GO:0017119"
"21395","Mcavernosa25318-RA","SMART","GO:0005201"
"21396","Mcavernosa25318-RA","Pfam","GO:0005201"
"21397","Mcavernosa25318-RA","ProSiteProfiles","GO:0005201"
"21398","Mcavernosa12014-RA","SUPERFAMILY","GO:0006629,GO:0008081"
"21399","Mcavernosa12014-RA","Pfam","GO:0006629,GO:0008081"
"21400","Mcavernosa12014-RA","Gene3D","GO:0006629,GO:0008081"
"21401","Mcavernosa12014-RA","ProSiteProfiles","GO:0006629,GO:0008081"
"21402","Mcavernosa32935-RA","SUPERFAMILY","GO:0003924,GO:0005525"
"21403","Mcavernosa03166-RA","TIGRFAM","GO:0008108,GO:0008270,GO:0033499"
"21404","Mcavernosa03166-RA","Pfam","GO:0006012,GO:0008108"
"21405","Mcavernosa06992-RA","Pfam","GO:0016491,GO:0055114"
"21406","Mcavernosa06992-RA","ProSitePatterns","GO:0003884,GO:0055114"
"21407","Mcavernosa12702-RA","TIGRFAM","GO:0003924,GO:0005525"
"21408","Mcavernosa07587-RA","PRINTS","GO:0004553,GO:0005975"
"21409","Mcavernosa07587-RA","PRINTS","GO:0004553,GO:0005975"
"21410","Mcavernosa07587-RA","PRINTS","GO:0004553,GO:0005975"
"21411","Mcavernosa07587-RA","PRINTS","GO:0004553,GO:0005975"
"21412","Mcavernosa07587-RA","PRINTS","GO:0004553,GO:0005975"
"21413","Mcavernosa07587-RA","Pfam","GO:0004553,GO:0005975"
"21414","Mcavernosa21368-RA","Pfam","GO:0046983"
"21415","Mcavernosa17931-RA","ProSiteProfiles","GO:0003682"
"21416","Mcavernosa17931-RA","Pfam","GO:0003682"
"21417","Mcavernosa00136-RA","PIRSF","GO:0005854"
"21418","Mcavernosa00708-RA","Pfam","GO:0003676,GO:0004527"
"21419","Mcavernosa14253-RA","Pfam","GO:0006886,GO:0016192,GO:0030117"
"21420","Mcavernosa14253-RA","Pfam","GO:0006886,GO:0016192,GO:0030117"
"21421","Mcavernosa14253-RA","PIRSF","GO:0015031,GO:0030122,GO:0035615,GO:0072583"
"21422","Mcavernosa14253-RA","PIRSF","GO:0015031,GO:0030122,GO:0035615,GO:0072583"
"21423","Mcavernosa14253-RA","PIRSF","GO:0015031,GO:0030122,GO:0035615,GO:0072583"
"21424","Mcavernosa02065-RA","PRINTS","GO:0005506,GO:0016705,GO:0020037,GO:0055114"
"21425","Mcavernosa02065-RA","PRINTS","GO:0005506,GO:0016705,GO:0020037,GO:0055114"
"21426","Mcavernosa02065-RA","PRINTS","GO:0005506,GO:0016705,GO:0020037,GO:0055114"
"21427","Mcavernosa02065-RA","PRINTS","GO:0005506,GO:0016705,GO:0020037,GO:0055114"
"21428","Mcavernosa02065-RA","Gene3D","GO:0005506,GO:0016705,GO:0020037,GO:0055114"
"21429","Mcavernosa02065-RA","Gene3D","GO:0005506,GO:0016705,GO:0020037,GO:0055114"
"21430","Mcavernosa02065-RA","PRINTS","GO:0005506,GO:0016705,GO:0020037,GO:0055114"
"21431","Mcavernosa02065-RA","PRINTS","GO:0005506,GO:0016705,GO:0020037,GO:0055114"
"21432","Mcavernosa02065-RA","PRINTS","GO:0005506,GO:0016705,GO:0020037,GO:0055114"
"21433","Mcavernosa02065-RA","PRINTS","GO:0005506,GO:0016705,GO:0020037,GO:0055114"
"21434","Mcavernosa02065-RA","PRINTS","GO:0005506,GO:0016705,GO:0020037,GO:0055114"
"21435","Mcavernosa02065-RA","Pfam","GO:0005506,GO:0016705,GO:0020037,GO:0055114"
"21436","Mcavernosa02065-RA","Pfam","GO:0005506,GO:0016705,GO:0020037,GO:0055114"
"21437","Mcavernosa02065-RA","ProSitePatterns","GO:0016705,GO:0055114"
"21438","Mcavernosa02065-RA","SUPERFAMILY","GO:0005506,GO:0016705,GO:0020037,GO:0055114"
"21439","Mcavernosa15445-RA","Pfam","GO:0055114"
"21440","Mcavernosa15445-RA","Pfam","GO:0055114"
"21441","Mcavernosa21890-RA","Pfam","GO:0006486,GO:0008375"
"21442","Mcavernosa01901-RA","TIGRFAM","GO:0005525"
"21443","Mcavernosa01901-RA","ProSiteProfiles","GO:0005525,GO:0007165,GO:0016020"
"21444","Mcavernosa01901-RA","Pfam","GO:0003924,GO:0005525"
"21445","Mcavernosa10891-RA","ProSiteProfiles","GO:0022857"
"21446","Mcavernosa10891-RA","Pfam","GO:0022857,GO:0055085"
"21447","Mcavernosa07676-RA","PRINTS","GO:0055114"
"21448","Mcavernosa07676-RA","PRINTS","GO:0055114"
