Orthogroup	GCF_002042975.1_ofav_dov_v1_protein	Mcavernosa.maker.proteins
OG0008757	XP_020611089.1	Mcavernosa07649-RA
OG0008758	XP_020625986.1, XP_020625987.1	Mcavernosa25685-RA
OG0008759	XP_020603865.1	Mcavernosa13357-RA
OG0008761	XP_020613993.1, XP_020613994.1	Mcavernosa17020-RA
OG0008763	XP_020631807.1	Mcavernosa07004-RA
OG0008764	XP_020631796.1, XP_020631798.1	Mcavernosa07009-RA
OG0008765	XP_020631824.1, XP_020631825.1	Mcavernosa07015-RA
OG0008766	XP_020631804.1	Mcavernosa06997-RA, Mcavernosa07000-RA
OG0008767	XP_020631803.1, XP_020631857.1	Mcavernosa06996-RA
OG0008768	XP_020622430.1	Mcavernosa01024-RA
OG0008769	XP_020619661.1	Mcavernosa01954-RA
OG0008770	XP_020608620.1	Mcavernosa02311-RA
OG0008772	XP_020604795.1	Mcavernosa13305-RA, Mcavernosa13304-RA
OG0008773	XP_020600730.1, XP_020600731.1	Mcavernosa18882-RA
OG0008774	XP_020620594.1	Mcavernosa28101-RA
OG0008775	XP_020621840.1	Mcavernosa15944-RA
OG0008776	XP_020618328.1	Mcavernosa09283-RA
OG0008777	XP_020621903.1	Mcavernosa03486-RA
OG0008778	XP_020632012.1	Mcavernosa18421-RA
OG0008779	XP_020626080.1	Mcavernosa22488-RA
OG0008780	XP_020626629.1	Mcavernosa20325-RA, Mcavernosa20329-RA
OG0008781	XP_020605617.1	Mcavernosa06743-RA
OG0008782	XP_020603661.1	Mcavernosa09590-RA
OG0008783	XP_020616723.1	Mcavernosa09162-RA
OG0008785	XP_020618974.1	Mcavernosa07196-RA
OG0008786	XP_020628841.1, XP_020628840.1	Mcavernosa09867-RA
OG0008787	XP_020628903.1	Mcavernosa19666-RA
OG0008788	XP_020613490.1	Mcavernosa07760-RA
OG0008789	XP_020617174.1	Mcavernosa06958-RA
OG0008790	XP_020613722.1	Mcavernosa21309-RA
OG0008791	XP_020622398.1	Mcavernosa01036-RA
OG0008792	XP_020622467.1, XP_020622468.1	Mcavernosa01050-RA
OG0008793	XP_020622390.1, XP_020622388.1	Mcavernosa01046-RA
OG0008794	XP_020622393.1, XP_020622392.1	Mcavernosa01054-RA
OG0008795	XP_020624620.1	Mcavernosa26669-RA, Mcavernosa26670-RA
OG0008797	XP_020609952.1	Mcavernosa20742-RA
OG0008798	XP_020616653.1	Mcavernosa02242-RA
OG0008800	XP_020629157.1	Mcavernosa10809-RA
OG0008801	XP_020620872.1, XP_020620639.1	Mcavernosa02654-RA
OG0008802	XP_020627445.1, XP_020627444.1	Mcavernosa26277-RA
OG0008803	XP_020602685.1	Mcavernosa30875-RA
OG0008804	XP_020604061.1	Mcavernosa01267-RA
OG0008805	XP_020603496.1	Mcavernosa00089-RA, Mcavernosa00083-RA
OG0008806	XP_020629874.1	Mcavernosa01909-RA, Mcavernosa01907-RA
OG0008807	XP_020606752.1	Mcavernosa30584-RA
OG0008808	XP_020609842.1, XP_020609831.1	Mcavernosa16218-RA
OG0008809	XP_020609864.1	Mcavernosa16221-RA
OG0008810	XP_020622073.1, XP_020622074.1	Mcavernosa23032-RA
OG0008811	XP_020606449.1	Mcavernosa28999-RA
OG0008812	XP_020606708.1	Mcavernosa15266-RA
OG0008813	XP_020613360.1	Mcavernosa25293-RA
OG0008814	XP_020612445.1, XP_020612437.1	Mcavernosa25298-RA
OG0008816	XP_020631156.1	Mcavernosa13121-RA
OG0008817	XP_020631154.1	Mcavernosa13122-RA
OG0008818	XP_020631068.1, XP_020631069.1	Mcavernosa13125-RA
OG0008819	XP_020631141.1, XP_020631142.1	Mcavernosa13135-RA
OG0008820	XP_020601743.1	Mcavernosa32404-RA
OG0008821	XP_020601744.1	Mcavernosa32405-RA
OG0008822	XP_020601680.1	Mcavernosa32407-RA
OG0008823	XP_020601722.1	Mcavernosa24117-RA
OG0008824	XP_020607784.1, XP_020607763.1	Mcavernosa07485-RA
OG0008825	XP_020603278.1, XP_020603247.1	Mcavernosa03433-RA
OG0008826	XP_020606561.1	Mcavernosa18762-RA
OG0008827	XP_020630278.1, XP_020630277.1	Mcavernosa27162-RA
OG0008828	XP_020601140.1, XP_020601141.1	Mcavernosa28258-RA
OG0008829	XP_020623982.1	Mcavernosa10361-RA
OG0008832	XP_020604570.1	Mcavernosa27768-RA, Mcavernosa27488-RA
OG0008833	XP_020608005.1	Mcavernosa09553-RA
OG0008834	XP_020608004.1	Mcavernosa09554-RA
OG0008835	XP_020610162.1	Mcavernosa07263-RA, Mcavernosa07261-RA
OG0008836	XP_020620511.1, XP_020610180.1	Mcavernosa23867-RA
OG0008838	XP_020630630.1, XP_020630631.1	Mcavernosa08361-RA
OG0008839	XP_020606848.1	Mcavernosa31570-RA, Mcavernosa31569-RA
OG0008840	XP_020630632.1, XP_020630588.1	Mcavernosa08360-RA
OG0008841	XP_020614071.1, XP_020614005.1	Mcavernosa11758-RA
OG0008842	XP_020605504.1	Mcavernosa02527-RA
OG0008843	XP_020623907.1	Mcavernosa17141-RA
OG0008844	XP_020603538.1	Mcavernosa30837-RA
OG0008845	XP_020603405.1, XP_020603406.1	Mcavernosa30834-RA
OG0008846	XP_020603540.1	Mcavernosa30846-RA
OG0008847	XP_020613725.1, XP_020613727.1	Mcavernosa06596-RA
OG0008848	XP_020623160.1	Mcavernosa22814-RA
OG0008849	XP_020623158.1	Mcavernosa22816-RA
OG0008851	XP_020616289.1, XP_020616288.1	Mcavernosa14409-RA
OG0008852	XP_020616265.1, XP_020616266.1	Mcavernosa14414-RA
OG0008854	XP_020601696.1	Mcavernosa24261-RA
OG0008855	XP_020601714.1	Mcavernosa10580-RA
OG0008856	XP_020628078.1	Mcavernosa10090-RA
OG0008857	XP_020628077.1	Mcavernosa10091-RA
OG0008858	XP_020628080.1	Mcavernosa10093-RA
OG0008859	XP_020623723.1, XP_020623712.1	Mcavernosa10100-RA
OG0008861	XP_020616159.1	Mcavernosa31060-RA
OG0008862	XP_020620933.1	Mcavernosa31644-RA
OG0008864	XP_020620870.1	Mcavernosa31649-RA
OG0008865	XP_020601081.1, XP_020601077.1	Mcavernosa18764-RA
OG0008866	XP_020601080.1	Mcavernosa18766-RA
OG0008867	XP_020620612.1, XP_020620611.1	Mcavernosa12536-RA
OG0008868	XP_020620725.1	Mcavernosa35129-RA, Mcavernosa12541-RA
OG0008869	XP_020619075.1	Mcavernosa21721-RA
OG0008870	XP_020618826.1	Mcavernosa15483-RA
OG0008871	XP_020615876.1	Mcavernosa16175-RA
OG0008872	XP_020615874.1	Mcavernosa16179-RA
OG0008873	XP_020615902.1	Mcavernosa16180-RA, Mcavernosa16183-RA
OG0008875	XP_020602422.1	Mcavernosa14463-RA
OG0008876	XP_020602423.1	Mcavernosa14461-RA, Mcavernosa14462-RA
OG0008877	XP_020608848.1	Mcavernosa19818-RA
OG0008878	XP_020608855.1	Mcavernosa19820-RA
OG0008879	XP_020608850.1	Mcavernosa19816-RA
OG0008880	XP_020615843.1, XP_020615845.1	Mcavernosa10300-RA
OG0008881	XP_020623420.1	Mcavernosa32003-RA
OG0008882	XP_020624387.1	Mcavernosa16892-RA
OG0008883	XP_020603132.1	Mcavernosa06453-RA
OG0008884	XP_020602166.1	Mcavernosa15777-RA, Mcavernosa15775-RA
OG0008885	XP_020612254.1	Mcavernosa16410-RA, Mcavernosa16411-RA
OG0008886	XP_020605886.1	Mcavernosa00099-RA
OG0008887	XP_020603489.1, XP_020603488.1	Mcavernosa21273-RA
OG0008888	XP_020628165.1	Mcavernosa05210-RA
OG0008889	XP_020619703.1	Mcavernosa23568-RA
OG0008890	XP_020619636.1, XP_020619635.1	Mcavernosa27570-RA
OG0008891	XP_020632827.1	Mcavernosa23241-RA
OG0008893	XP_020616436.1	Mcavernosa05180-RA
OG0008894	XP_020607052.1	Mcavernosa35155-RA
OG0008895	XP_020617232.1	Mcavernosa08333-RA
OG0008896	XP_020629997.1	Mcavernosa00574-RA
OG0008897	XP_020629996.1	Mcavernosa00580-RA
OG0008899	XP_020629995.1	Mcavernosa00582-RA
OG0008900	XP_020613346.1, XP_020613344.1	Mcavernosa32392-RA
OG0008901	XP_020616994.1	Mcavernosa11763-RA
OG0008902	XP_020609019.1	Mcavernosa30081-RA
OG0008903	XP_020609074.1, XP_020609075.1	Mcavernosa27287-RA
OG0008904	XP_020603240.1, XP_020603315.1	Mcavernosa11034-RA
OG0008905	XP_020603416.1, XP_020603492.1	Mcavernosa11035-RA
OG0008906	XP_020615131.1, XP_020615130.1	Mcavernosa18623-RA
OG0008907	XP_020607572.1	Mcavernosa31381-RA
OG0008908	XP_020627204.1	Mcavernosa10468-RA, Mcavernosa10465-RA
OG0008909	XP_020627225.1, XP_020627224.1	Mcavernosa10473-RA
OG0008910	XP_020622019.1, XP_020622018.1	Mcavernosa27241-RA
OG0008911	XP_020614330.1	Mcavernosa14483-RA
OG0008912	XP_020614244.1	Mcavernosa14493-RA
OG0008913	XP_020614135.1	Mcavernosa14489-RA
OG0008914	XP_020603615.1, XP_020603614.1	Mcavernosa32316-RA
OG0008915	XP_020618865.1	Mcavernosa15510-RA
OG0008916	XP_020618866.1	Mcavernosa15509-RA
OG0008917	XP_020619049.1, XP_020619055.1	Mcavernosa15506-RA
OG0008918	XP_020600595.1	Mcavernosa00533-RA
OG0008919	XP_020600956.1, XP_020630903.1	Mcavernosa32284-RA
OG0008920	XP_020601088.1, XP_020601087.1	Mcavernosa19040-RA
OG0008921	XP_020601107.1	Mcavernosa19042-RA
OG0008922	XP_020601224.1	Mcavernosa22440-RA
OG0008923	XP_020601275.1, XP_020601281.1	Mcavernosa00822-RA
OG0008924	XP_020601381.1	Mcavernosa09980-RA
OG0008927	XP_020601472.1	Mcavernosa20726-RA, Mcavernosa20725-RA
OG0008928	XP_020601605.1	Mcavernosa00853-RA, Mcavernosa00852-RA
OG0008929	XP_020601663.1	Mcavernosa03702-RA
OG0008930	XP_020601774.1, XP_020601801.1	Mcavernosa13003-RA
OG0008932	XP_020602044.1, XP_020601975.1	Mcavernosa03863-RA
OG0008933	XP_020602406.1	Mcavernosa02462-RA, Mcavernosa02460-RA, Mcavernosa02461-RA, Mcavernosa02459-RA, Mcavernosa02463-RA
OG0008934	XP_020602842.1, XP_020602844.1, XP_020602843.1	Mcavernosa12030-RA
OG0008936	XP_020603034.1, XP_020603035.1	Mcavernosa13208-RA
OG0008937	XP_020603037.1, XP_020603036.1	Mcavernosa13207-RA
OG0008938	XP_020603044.1	Mcavernosa13210-RA
OG0008939	XP_020603096.1, XP_020603095.1	Mcavernosa17318-RA
OG0008940	XP_020603207.1	Mcavernosa18602-RA
OG0008941	XP_020603235.1	Mcavernosa18460-RA
OG0008942	XP_020603407.1	Mcavernosa00057-RA
OG0008943	XP_020603530.1	Mcavernosa30799-RA, Mcavernosa30798-RA
OG0008944	XP_020603558.1, XP_020606828.1, XP_020606829.1	Mcavernosa08652-RA
OG0008945	XP_020603866.1	Mcavernosa34491-RA, Mcavernosa34487-RA
OG0008946	XP_020603984.1, XP_020603959.1	Mcavernosa24470-RA
OG0008948	XP_020604118.1, XP_020604119.1, XP_020604117.1	Mcavernosa12721-RA
OG0008949	XP_020604202.1, XP_020604201.1	Mcavernosa09338-RA
OG0008950	XP_020604380.1, XP_020604256.1	Mcavernosa28571-RA, Mcavernosa28570-RA
OG0008951	XP_020604274.1	Mcavernosa25213-RA
OG0008952	XP_020604658.1, XP_020604341.1, XP_020604349.1	Mcavernosa22328-RA
OG0008953	XP_020604481.1, XP_020604488.1, XP_020604638.1	Mcavernosa22335-RA
OG0008954	XP_020604676.1	Mcavernosa16992-RA
OG0008955	XP_020604724.1, XP_020604725.1	Mcavernosa16946-RA
OG0008956	XP_020604729.1, XP_020604728.1	Mcavernosa16257-RA
OG0008957	XP_020604781.1	Mcavernosa16940-RA
OG0008958	XP_020604886.1	Mcavernosa16943-RA
OG0008959	XP_020605089.1, XP_020605088.1, XP_020605101.1	Mcavernosa17959-RA
OG0008962	XP_020605412.1	Mcavernosa15616-RA, Mcavernosa15614-RA
OG0008963	XP_020605574.1	Mcavernosa07550-RA, Mcavernosa07554-RA
OG0008964	XP_020605625.1	Mcavernosa07578-RA
OG0008965	XP_020605636.1	Mcavernosa08162-RA
OG0008966	XP_020605833.1, XP_020605832.1, XP_020605831.1, XP_020605830.1, XP_020605829.1	Mcavernosa10719-RA
OG0008967	XP_020605853.1	Mcavernosa12149-RA
OG0008969	XP_020619721.1, XP_020619720.1, XP_020619719.1, XP_020605876.1	Mcavernosa00639-RA
OG0008970	XP_020605882.1, XP_020605884.1, XP_020605881.1	Mcavernosa03285-RA
OG0008971	XP_020606020.1, XP_020606022.1, XP_020606021.1	Mcavernosa27058-RA, Mcavernosa13549-RA
OG0008972	XP_020632859.1, XP_020606066.1	Mcavernosa05550-RA
OG0008975	XP_020606558.1, XP_020606540.1	Mcavernosa30437-RA
OG0008975	XP_020606557.1	Mcavernosa30436-RA
OG0008977	XP_020606674.1, XP_020606672.1, XP_020606673.1, XP_020606665.1	Mcavernosa24097-RA
OG0008979	XP_020606784.1	Mcavernosa29135-RA, Mcavernosa03572-RA
OG0008980	XP_020606798.1	Mcavernosa31562-RA
OG0008982	XP_020606891.1, XP_020606890.1	Mcavernosa14806-RA, Mcavernosa14807-RA
OG0008983	XP_020606919.1, XP_020606920.1	Mcavernosa02694-RA
OG0008984	XP_020625840.1, XP_020625839.1	Mcavernosa30214-RA
OG0008984	XP_020606972.1	Mcavernosa14823-RA
OG0008985	XP_020607033.1	Mcavernosa26288-RA
OG0008986	XP_020607062.1, XP_020621993.1	Mcavernosa29285-RA
OG0008987	XP_020607064.1	Mcavernosa26725-RA
OG0008989	XP_020607125.1	Mcavernosa01737-RA
OG0008989	XP_020612240.1, XP_020612232.1	Mcavernosa13845-RA
OG0008990	XP_020607136.1	Mcavernosa12134-RA
OG0008991	XP_020607214.1	Mcavernosa11227-RA, Mcavernosa30228-RA
OG0008992	XP_020607315.1	Mcavernosa03375-RA
OG0008993	XP_020607425.1	Mcavernosa28328-RA
OG0008994	XP_020607469.1, XP_020607468.1, XP_020607470.1	Mcavernosa26679-RA
OG0008996	XP_020607912.1	Mcavernosa34564-RA, Mcavernosa25482-RA
OG0008998	XP_020608343.1, XP_020608344.1	Mcavernosa31524-RA
OG0008999	XP_020608390.1, XP_020608389.1	Mcavernosa12929-RA
OG0009000	XP_020608458.1	Mcavernosa31528-RA, Mcavernosa31529-RA, Mcavernosa31527-RA
OG0009001	XP_020608472.1, XP_020608473.1	Mcavernosa16254-RA
OG0009002	XP_020608490.1, XP_020608489.1	Mcavernosa11910-RA
OG0009003	XP_020608974.1, XP_020609044.1, XP_020609043.1	Mcavernosa04821-RA, Mcavernosa04822-RA
OG0009004	XP_020617331.1, XP_020609118.1, XP_020617376.1	Mcavernosa09492-RA
OG0009005	XP_020618384.1, XP_020609411.1, XP_020627476.1	Mcavernosa34943-RA
OG0009006	XP_020609442.1	Mcavernosa18716-RA, Mcavernosa18717-RA
OG0009007	XP_020609628.1	Mcavernosa33028-RA
OG0009008	XP_020609630.1, XP_020609632.1, XP_020609631.1	Mcavernosa06242-RA
OG0009009	XP_020609808.1, XP_020609804.1, XP_020609805.1, XP_020609806.1, XP_020609807.1	Mcavernosa15013-RA
OG0009011	XP_020626045.1, XP_020610229.1	Mcavernosa03913-RA
OG0009012	XP_020610315.1, XP_020610316.1	Mcavernosa33111-RA
OG0009013	XP_020610385.1, XP_020610372.1	Mcavernosa18287-RA, Mcavernosa18292-RA, Mcavernosa18290-RA
OG0009015	XP_020610470.1, XP_020610494.1	Mcavernosa15463-RA
OG0009016	XP_020610740.1	Mcavernosa20789-RA
OG0009016	XP_020620203.1	Mcavernosa16268-RA
OG0009018	XP_020610946.1, XP_020610947.1	Mcavernosa14884-RA
OG0009018	XP_020610948.1	Mcavernosa14883-RA
OG0009019	XP_020611098.1, XP_020611091.1	Mcavernosa33162-RA, Mcavernosa14517-RA, Mcavernosa14516-RA
OG0009020	XP_020611114.1	Mcavernosa00992-RA, Mcavernosa17059-RA, Mcavernosa17060-RA
OG0009021	XP_020611390.1	Mcavernosa30934-RA
OG0009022	XP_020611490.1	Mcavernosa11462-RA
OG0009023	XP_020611621.1, XP_020611620.1	Mcavernosa17294-RA
OG0009025	XP_020612188.1, XP_020612493.1	Mcavernosa25295-RA, Mcavernosa25296-RA
OG0009026	XP_020612440.1, XP_020612425.1	Mcavernosa12142-RA
OG0009027	XP_020612532.1, XP_020612530.1, XP_020612533.1	Mcavernosa24036-RA, Mcavernosa10706-RA, Mcavernosa10723-RA
OG0009028	XP_020612969.1	Mcavernosa22098-RA
OG0009029	XP_020613008.1	Mcavernosa05432-RA, Mcavernosa11294-RA
OG0009030	XP_020613266.1, XP_020613265.1	Mcavernosa14756-RA
OG0009031	XP_020613497.1	Mcavernosa15899-RA
OG0009034	XP_020613952.1, XP_020613595.1, XP_020613593.1, XP_020613592.1	Mcavernosa22523-RA
OG0009035	XP_020613937.1	Mcavernosa16037-RA, Mcavernosa28998-RA
OG0009036	XP_020613956.1, XP_020613962.1	Mcavernosa20527-RA
OG0009037	XP_020617432.1	Mcavernosa34536-RA
OG0009037	XP_020614050.1	Mcavernosa26907-RA, Mcavernosa02197-RA, Mcavernosa02195-RA
OG0009039	XP_020614311.1	Mcavernosa24351-RA, Mcavernosa24354-RA
OG0009040	XP_020614337.1	Mcavernosa23659-RA, Mcavernosa23657-RA
OG0009041	XP_020614430.1, XP_020614490.1, XP_020614489.1	Mcavernosa19245-RA
OG0009042	XP_020614478.1, XP_020614477.1	Mcavernosa08651-RA
OG0009043	XP_020614727.1, XP_020614698.1	Mcavernosa13247-RA
OG0009044	XP_020614706.1	Mcavernosa25356-RA
OG0009045	XP_020614740.1, XP_020614739.1	Mcavernosa17005-RA, Mcavernosa32519-RA
OG0009046	XP_020614852.1, XP_020615036.1, XP_020614954.1, XP_020615025.1	Mcavernosa30177-RA
OG0009047	XP_020614912.1	Mcavernosa33717-RA
OG0009047	XP_020614910.1	Mcavernosa32371-RA, Mcavernosa33718-RA
OG0009048	XP_020615006.1, XP_020615007.1	Mcavernosa13177-RA
OG0009049	XP_020615125.1, XP_020615122.1	Mcavernosa14639-RA
OG0009050	XP_020615165.1, XP_020615166.1	Mcavernosa18613-RA
OG0009051	XP_020615342.1, XP_020615346.1, XP_020615344.1, XP_020615345.1	Mcavernosa22890-RA
OG0009053	XP_020615375.1	Mcavernosa21489-RA, Mcavernosa21484-RA
OG0009054	XP_020615598.1, XP_020615599.1, XP_020615597.1	Mcavernosa26664-RA
OG0009055	XP_020615628.1	Mcavernosa24583-RA
OG0009056	XP_020615659.1, XP_020615653.1, XP_020615662.1	Mcavernosa29997-RA, Mcavernosa17842-RA
OG0009057	XP_020615851.1, XP_020615850.1	Mcavernosa10296-RA
OG0009059	XP_020615984.1	Mcavernosa01064-RA, Mcavernosa24173-RA, Mcavernosa19390-RA
OG0009060	XP_020616039.1, XP_020616038.1, XP_020616036.1	Mcavernosa04839-RA
OG0009061	XP_020616107.1, XP_020616224.1	Mcavernosa15212-RA, Mcavernosa15214-RA, Mcavernosa15215-RA
OG0009062	XP_020616515.1, XP_020616615.1, XP_020616616.1	Mcavernosa13058-RA
OG0009064	XP_020616656.1, XP_020616660.1	Mcavernosa26962-RA, Mcavernosa26960-RA
OG0009065	XP_020616701.1	Mcavernosa13027-RA
OG0009066	XP_020616834.1	Mcavernosa10489-RA, Mcavernosa31383-RA
OG0009067	XP_020624107.1, XP_020617142.1	Mcavernosa23121-RA, Mcavernosa33010-RA, Mcavernosa30634-RA, Mcavernosa01455-RA
OG0009068	XP_020617816.1, XP_020617781.1	Mcavernosa28807-RA, Mcavernosa28803-RA
OG0009070	XP_020618454.1, XP_020618455.1, XP_020618462.1	Mcavernosa03295-RA
OG0009071	XP_020618569.1, XP_020618566.1, XP_020618567.1, XP_020618568.1	Mcavernosa22426-RA
OG0009073	XP_020620447.1	Mcavernosa15409-RA
OG0009073	XP_020618591.1	Mcavernosa10016-RA, Mcavernosa10011-RA
OG0009074	XP_020618642.1, XP_020618667.1	Mcavernosa33745-RA
OG0009075	XP_020618671.1	Mcavernosa10034-RA
OG0009076	XP_020618961.1, XP_020619068.1	Mcavernosa13780-RA
OG0009077	XP_020619021.1	Mcavernosa07390-RA, Mcavernosa07387-RA
OG0009078	XP_020619087.1	Mcavernosa16766-RA, Mcavernosa16765-RA
OG0009079	XP_020619442.1, XP_020619435.1	Mcavernosa07388-RA, Mcavernosa07391-RA
OG0009080	XP_020619512.1	Mcavernosa04561-RA, Mcavernosa33568-RA
OG0009083	XP_020620205.1, XP_020620206.1	Mcavernosa16263-RA
OG0009084	XP_020620209.1, XP_020620207.1	Mcavernosa16265-RA
OG0009085	XP_020620215.1	Mcavernosa16260-RA, Mcavernosa16261-RA, Mcavernosa34377-RA
OG0009086	XP_020620340.1, XP_020620243.1, XP_020620244.1	Mcavernosa09866-RA
OG0009087	XP_020620335.1	Mcavernosa09242-RA
OG0009088	XP_020620439.1, XP_020620436.1, XP_020620437.1	Mcavernosa28102-RA
OG0009089	XP_020620487.1	Mcavernosa19572-RA, Mcavernosa19569-RA
OG0009090	XP_020620534.1, XP_020620535.1, XP_020620536.1	Mcavernosa09697-RA
OG0009091	XP_020620812.1	Mcavernosa16854-RA
OG0009092	XP_020620984.1	Mcavernosa11089-RA
OG0009092	XP_020620889.1	Mcavernosa11090-RA
OG0009093	XP_020621457.1, XP_020621458.1, XP_020621459.1	Mcavernosa20576-RA
OG0009095	XP_020621592.1	Mcavernosa11296-RA, Mcavernosa14535-RA
OG0009096	XP_020621933.1	Mcavernosa13613-RA
OG0009096	XP_020621597.1	Mcavernosa13612-RA
OG0009097	XP_020621739.1	Mcavernosa13628-RA
OG0009098	XP_020622106.1, XP_020622105.1, XP_020622104.1	Mcavernosa24287-RA, Mcavernosa24286-RA, Mcavernosa30397-RA
OG0009100	XP_020622320.1	Mcavernosa01116-RA
OG0009101	XP_020622519.1	Mcavernosa21901-RA
OG0009102	XP_020622660.1	Mcavernosa11193-RA, Mcavernosa11194-RA
OG0009103	XP_020622705.1, XP_020623441.1, XP_020623453.1	Mcavernosa29526-RA
OG0009104	XP_020622731.1, XP_020622732.1	Mcavernosa05580-RA
OG0009105	XP_020622762.1	Mcavernosa02676-RA
OG0009106	XP_020622852.1	Mcavernosa02677-RA, Mcavernosa02679-RA
OG0009109	XP_020623129.1, XP_020623130.1, XP_020623145.1	Mcavernosa32468-RA
OG0009110	XP_020623226.1, XP_020623225.1, XP_020623227.1	Mcavernosa16337-RA
OG0009111	XP_020623229.1	Mcavernosa16336-RA
OG0009112	XP_020623247.1	Mcavernosa20697-RA
OG0009113	XP_020623402.1, XP_020623409.1	Mcavernosa28830-RA
OG0009114	XP_020623641.1	Mcavernosa32494-RA, Mcavernosa32496-RA
OG0009117	XP_020624474.1, XP_020624475.1	Mcavernosa25972-RA
OG0009119	XP_020624541.1, XP_020624547.1	Mcavernosa16774-RA
OG0009120	XP_020624546.1	Mcavernosa10147-RA
OG0009121	XP_020624613.1, XP_020624612.1, XP_020624611.1	Mcavernosa30701-RA, Mcavernosa22892-RA, Mcavernosa29065-RA
OG0009122	XP_020624694.1	Mcavernosa26661-RA
OG0009123	XP_020624709.1, XP_020624710.1, XP_020624708.1	Mcavernosa00331-RA
OG0009124	XP_020624838.1, XP_020624836.1	Mcavernosa12615-RA, Mcavernosa12611-RA, Mcavernosa12608-RA, Mcavernosa12607-RA
OG0009126	XP_020625376.1	Mcavernosa28842-RA
OG0009127	XP_020625385.1, XP_020625384.1	Mcavernosa28852-RA
OG0009128	XP_020625506.1, XP_020625508.1	Mcavernosa11894-RA
OG0009129	XP_020625822.1, XP_020625823.1	Mcavernosa34258-RA, Mcavernosa21564-RA
OG0009131	XP_020626739.1	Mcavernosa11474-RA, Mcavernosa26344-RA
OG0009132	XP_020627659.1	Mcavernosa02481-RA
OG0009132	XP_020627647.1	Mcavernosa02479-RA
OG0009133	XP_020627703.1, XP_020627704.1	Mcavernosa24459-RA
OG0009135	XP_020627873.1	Mcavernosa14246-RA
OG0009136	XP_020627887.1, XP_020627942.1	Mcavernosa23038-RA
OG0009137	XP_020628094.1	Mcavernosa03606-RA, Mcavernosa03605-RA
OG0009139	XP_020628366.1	Mcavernosa09635-RA, Mcavernosa09638-RA
OG0009141	XP_020628537.1	Mcavernosa02065-RA, Mcavernosa02071-RA
OG0009142	XP_020628640.1, XP_020628642.1	Mcavernosa21860-RA
OG0009143	XP_020628919.1	Mcavernosa04985-RA
OG0009144	XP_020628937.1	Mcavernosa22305-RA
OG0009145	XP_020628955.1	Mcavernosa19458-RA, Mcavernosa16684-RA
OG0009146	XP_020628977.1, XP_020628976.1, XP_020628975.1	Mcavernosa30150-RA
OG0009147	XP_020629055.1, XP_020629054.1, XP_020629090.1	Mcavernosa27855-RA
OG0009149	XP_020629463.1	Mcavernosa25676-RA
OG0009150	XP_020629578.1, XP_020629579.1	Mcavernosa13260-RA, Mcavernosa13265-RA
OG0009151	XP_020629729.1	Mcavernosa18316-RA
OG0009152	XP_020629783.1, XP_020629824.1, XP_020629823.1	Mcavernosa06542-RA
OG0009153	XP_020629868.1, XP_020629869.1	Mcavernosa06519-RA, Mcavernosa33141-RA
OG0009154	XP_020630121.1, XP_020630216.1	Mcavernosa03828-RA
OG0009155	XP_020630359.1, XP_020630360.1	Mcavernosa14907-RA
OG0009157	XP_020630697.1, XP_020630695.1, XP_020630696.1	Mcavernosa07930-RA
OG0009158	XP_020631063.1	Mcavernosa13127-RA, Mcavernosa27254-RA, Mcavernosa13130-RA
OG0009160	XP_020631332.1	Mcavernosa18055-RA
OG0009161	XP_020631370.1, XP_020631371.1	Mcavernosa21156-RA
OG0009162	XP_020631412.1, XP_020631411.1	Mcavernosa30966-RA
OG0009163	XP_020631429.1, XP_020631612.1	Mcavernosa01396-RA, Mcavernosa03534-RA
OG0009165	XP_020631586.1, XP_020631585.1	Mcavernosa24250-RA
OG0009166	XP_020632210.1, XP_020632070.1	Mcavernosa05353-RA
OG0009167	XP_020632110.1, XP_020632101.1	Mcavernosa29000-RA, Mcavernosa29283-RA, Mcavernosa33392-RA
OG0009169	XP_020632532.1	Mcavernosa30621-RA
OG0009170	XP_020632633.1, XP_020632632.1, XP_020632614.1	Mcavernosa15367-RA
OG0009214	XP_020607728.1	Mcavernosa34735-RA
OG0009215	XP_020607944.1	Mcavernosa14111-RA
OG0009216	XP_020607940.1	Mcavernosa14094-RA
OG0009217	XP_020607936.1	Mcavernosa14107-RA
OG0009220	XP_020602859.1	Mcavernosa22785-RA
OG0009221	XP_020614413.1	Mcavernosa09274-RA
OG0009223	XP_020605796.1	Mcavernosa31186-RA
OG0009224	XP_020611971.1	Mcavernosa19260-RA
OG0009226	XP_020619233.1	Mcavernosa04278-RA
OG0009227	XP_020629037.1	Mcavernosa24677-RA
OG0009228	XP_020628997.1	Mcavernosa24674-RA
OG0009230	XP_020628998.1	Mcavernosa24691-RA
OG0009231	XP_020627383.1	Mcavernosa18280-RA
OG0009232	XP_020627321.1	Mcavernosa18283-RA
OG0009233	XP_020627384.1	Mcavernosa18279-RA
OG0009234	XP_020627409.1	Mcavernosa18272-RA
OG0009236	XP_020615259.1	Mcavernosa18513-RA
OG0009237	XP_020617268.1	Mcavernosa27740-RA
OG0009238	XP_020624216.1	Mcavernosa32401-RA
OG0009239	XP_020625215.1	Mcavernosa19607-RA
OG0009240	XP_020617727.1	Mcavernosa21086-RA
