Orthogroup	GCF_002042975.1_ofav_dov_v1_protein	Pocillopora_acuta_HIv1.genes.pep
OG0005583	XP_020617944.1, XP_020617943.1, XP_020617942.1	Pocillopora_acuta_HIv1_PredGene_g32623.t1
OG0005584	XP_020622459.1, XP_020622460.1	Pocillopora_acuta_HIv1_PredGene_g15099.t1
OG0005585	XP_020622288.1	Pocillopora_acuta_HIv1_PredGene_g15102.t1, Pocillopora_acuta_HIv1_PredGene_3559_t
OG0005586	XP_020628378.1	Pocillopora_acuta_HIv1_PredGene_g22972.t1
OG0005587	XP_020612038.1	Pocillopora_acuta_HIv1_PredGene_g11935.t1
OG0005588	XP_020619907.1, XP_020619905.1, XP_020619906.1	Pocillopora_acuta_HIv1_PredGene_g31930.t1
OG0005589	XP_020619947.1	Pocillopora_acuta_HIv1_PredGene_g31927.t1
OG0005590	XP_020629202.1	Pocillopora_acuta_HIv1_PredGene_g30314.t1, Pocillopora_acuta_HIv1_PredGene_g25296.t1
OG0005591	XP_020629204.1	Pocillopora_acuta_HIv1_PredGene_g25297.t1, Pocillopora_acuta_HIv1_PredGene_g30315.t1
OG0005593	XP_020606942.1	Pocillopora_acuta_HIv1_PredGene_31181_t, Pocillopora_acuta_HIv1_PredGene_g3698.t1, Pocillopora_acuta_HIv1_PredGene_g23865.t1
OG0005594	XP_020606995.1, XP_020607739.1	Pocillopora_acuta_HIv1_PredGene_g23863.t1, Pocillopora_acuta_HIv1_PredGene_g3700.t1
OG0005595	XP_020606994.1	Pocillopora_acuta_HIv1_PredGene_g3701.t1, Pocillopora_acuta_HIv1_PredGene_g23862.t1, Pocillopora_acuta_HIv1_PredGene_g23860.t1, Pocillopora_acuta_HIv1_PredGene_g3704.t1
OG0005596	XP_020606892.1	Pocillopora_acuta_HIv1_PredGene_g16519.t1, Pocillopora_acuta_HIv1_PredGene_24099_t
OG0005597	XP_020609545.1	Pocillopora_acuta_HIv1_PredGene_g24152.t2, Pocillopora_acuta_HIv1_PredGene_g24152.t1
OG0005598	XP_020609523.1, XP_020609524.1, XP_020609525.1	Pocillopora_acuta_HIv1_PredGene_g24159.t1
OG0005599	XP_020622638.1	Pocillopora_acuta_HIv1_PredGene_g9384.t1, Pocillopora_acuta_HIv1_PredGene_g12192.t1
OG0005600	XP_020622673.1	Pocillopora_acuta_HIv1_PredGene_28208_t, Pocillopora_acuta_HIv1_PredGene_g12191.t1, Pocillopora_acuta_HIv1_PredGene_g9383.t1
OG0005601	XP_020624646.1, XP_020623157.1	Pocillopora_acuta_HIv1_PredGene_13778_t, Pocillopora_acuta_HIv1_PredGene_g12186.t1, Pocillopora_acuta_HIv1_PredGene_g9378.t1
OG0005602	XP_020601192.1	Pocillopora_acuta_HIv1_PredGene_g30848.t2, Pocillopora_acuta_HIv1_PredGene_14339_t
OG0005602	XP_020601052.1	Pocillopora_acuta_HIv1_PredGene_g30848.t1
OG0005603	XP_020603749.1, XP_020603676.1	Pocillopora_acuta_HIv1_PredGene_g20808.t1
OG0005604	XP_020603751.1, XP_020603752.1, XP_020603750.1	Pocillopora_acuta_HIv1_PredGene_g20809.t1
OG0005605	XP_020618074.1	Pocillopora_acuta_HIv1_PredGene_g22264.t1, Pocillopora_acuta_HIv1_PredGene_g10736.t1
OG0005606	XP_020605356.1, XP_020605357.1	Pocillopora_acuta_HIv1_PredGene_g6933.t1
OG0005607	XP_020605438.1, XP_020605439.1	Pocillopora_acuta_HIv1_PredGene_g10203.t1
OG0005608	XP_020618206.1	Pocillopora_acuta_HIv1_PredGene_g5254.t1, Pocillopora_acuta_HIv1_PredGene_g1285.t1, Pocillopora_acuta_HIv1_PredGene_g1286.t1
OG0005609	XP_020618237.1, XP_020618238.1	Pocillopora_acuta_HIv1_PredGene_g5229.t1, Pocillopora_acuta_HIv1_PredGene_g5230.t1
OG0005610	XP_020618371.1	Pocillopora_acuta_HIv1_PredGene_g5214.t1, Pocillopora_acuta_HIv1_PredGene_g5909.t1
OG0005611	XP_020610018.1, XP_020610020.1	Pocillopora_acuta_HIv1_PredGene_g16569.t1
OG0005612	XP_020616629.1, XP_020616630.1, XP_020616628.1	Pocillopora_acuta_HIv1_PredGene_g23720.t1
OG0005613	XP_020610053.1, XP_020610056.1	Pocillopora_acuta_HIv1_PredGene_g26807.t2, Pocillopora_acuta_HIv1_PredGene_6734_t, Pocillopora_acuta_HIv1_PredGene_g26807.t1
OG0005614	XP_020604498.1	Pocillopora_acuta_HIv1_PredGene_g12051.t1, Pocillopora_acuta_HIv1_PredGene_g12050.t1
OG0005615	XP_020625611.1, XP_020604565.1	Pocillopora_acuta_HIv1_PredGene_g12052.t1
OG0005616	XP_020604563.1, XP_020604564.1	Pocillopora_acuta_HIv1_PredGene_g12054.t1, Pocillopora_acuta_HIv1_PredGene_9795_t
OG0005617	XP_020606932.1, XP_020606930.1	Pocillopora_acuta_HIv1_PredGene_g32799.t1
OG0005618	XP_020630938.1	Pocillopora_acuta_HIv1_PredGene_g28621.t1, Pocillopora_acuta_HIv1_PredGene_g6337.t1
OG0005619	XP_020608837.1, XP_020608833.1	Pocillopora_acuta_HIv1_PredGene_g24533.t1
OG0005620	XP_020621960.1	Pocillopora_acuta_HIv1_PredGene_g4084.t1
OG0005621	XP_020601274.1, XP_020601276.1, XP_020601272.1, XP_020601273.1	Pocillopora_acuta_HIv1_PredGene_14346_t
OG0005622	XP_020600995.1	Pocillopora_acuta_HIv1_PredGene_g30692.t1, Pocillopora_acuta_HIv1_PredGene_5089_t
OG0005623	XP_020602415.1, XP_020600974.1, XP_020600973.1, XP_020601011.1	Pocillopora_acuta_HIv1_PredGene_g20301.t1
OG0005624	XP_020600996.1	Pocillopora_acuta_HIv1_PredGene_g20291.t1, Pocillopora_acuta_HIv1_PredGene_g30777.t2, Pocillopora_acuta_HIv1_PredGene_g30777.t1
OG0005625	XP_020622020.1	Pocillopora_acuta_HIv1_PredGene_g28725.t1
OG0005626	XP_020612799.1	Pocillopora_acuta_HIv1_PredGene_g14374.t2, Pocillopora_acuta_HIv1_PredGene_g14374.t1
OG0005627	XP_020608044.1, XP_020608041.1, XP_020608043.1	Pocillopora_acuta_HIv1_PredGene_g21200.t1
OG0005628	XP_020610952.1, XP_020610951.1	Pocillopora_acuta_HIv1_PredGene_g12797.t1
OG0005629	XP_020610944.1, XP_020610945.1	Pocillopora_acuta_HIv1_PredGene_g12798.t1, Pocillopora_acuta_HIv1_PredGene_g12798.t2
OG0005630	XP_020629836.1	Pocillopora_acuta_HIv1_PredGene_g7322.t1
OG0005631	XP_020614427.1, XP_020629915.1	Pocillopora_acuta_HIv1_PredGene_g7319.t1
OG0005632	XP_020629792.1, XP_020629791.1	Pocillopora_acuta_HIv1_PredGene_g7318.t1
OG0005633	XP_020629216.1, XP_020629215.1, XP_020629214.1	Pocillopora_acuta_HIv1_PredGene_g30286.t1
OG0005634	XP_020614538.1	Pocillopora_acuta_HIv1_PredGene_g6186.t3, Pocillopora_acuta_HIv1_PredGene_g6186.t1, Pocillopora_acuta_HIv1_PredGene_g6186.t2
OG0005635	XP_020600746.1	Pocillopora_acuta_HIv1_PredGene_g21320.t2
OG0005636	XP_020608511.1, XP_020608502.1	Pocillopora_acuta_HIv1_PredGene_g28183.t1, Pocillopora_acuta_HIv1_PredGene_g28183.t2
OG0005637	XP_020610617.1	Pocillopora_acuta_HIv1_PredGene_g28182.t1
OG0005638	XP_020623656.1, XP_020623657.1, XP_020625911.1	Pocillopora_acuta_HIv1_PredGene_g16668.t1
OG0005639	XP_020623411.1, XP_020623412.1	Pocillopora_acuta_HIv1_PredGene_g21889.t1, Pocillopora_acuta_HIv1_PredGene_g21889.t2
OG0005640	XP_020624923.1, XP_020624922.1, XP_020624919.1	Pocillopora_acuta_HIv1_PredGene_g13832.t1, Pocillopora_acuta_HIv1_PredGene_23934_t
OG0005641	XP_020630496.1, XP_020630497.1, XP_020630498.1	Pocillopora_acuta_HIv1_PredGene_g23341.t1
OG0005642	XP_020625701.1	Pocillopora_acuta_HIv1_PredGene_25970_t, Pocillopora_acuta_HIv1_PredGene_g11614.t1
OG0005643	XP_020625708.1	Pocillopora_acuta_HIv1_PredGene_g11610.t1, Pocillopora_acuta_HIv1_PredGene_g11610.t2, Pocillopora_acuta_HIv1_PredGene_25966_t
OG0005644	XP_020613319.1	Pocillopora_acuta_HIv1_PredGene_g13206.t1, Pocillopora_acuta_HIv1_PredGene_g13206.t2
OG0005646	XP_020607251.1, XP_020607209.1	Pocillopora_acuta_HIv1_PredGene_g15272.t2, Pocillopora_acuta_HIv1_PredGene_g15272.t1
OG0005647	XP_020609405.1	Pocillopora_acuta_HIv1_PredGene_g21872.t1, Pocillopora_acuta_HIv1_PredGene_g16408.t1
OG0005649	XP_020626176.1, XP_020626175.1	Pocillopora_acuta_HIv1_PredGene_g32148.t1, Pocillopora_acuta_HIv1_PredGene_g29234.t1
OG0005650	XP_020615753.1	Pocillopora_acuta_HIv1_PredGene_g19532.t1
OG0005651	XP_020626192.1, XP_020626191.1	Pocillopora_acuta_HIv1_PredGene_g32145.t1, Pocillopora_acuta_HIv1_PredGene_g29237.t1
OG0005652	XP_020627958.1, XP_020627959.1	Pocillopora_acuta_HIv1_PredGene_g9922.t1, Pocillopora_acuta_HIv1_PredGene_g30038.t1
OG0005653	XP_020607726.1	Pocillopora_acuta_HIv1_PredGene_g2464.t1
OG0005654	XP_020607752.1	Pocillopora_acuta_HIv1_PredGene_g2466.t2, Pocillopora_acuta_HIv1_PredGene_g2466.t1, Pocillopora_acuta_HIv1_PredGene_5929_t
OG0005655	XP_020613602.1, XP_020613603.1	Pocillopora_acuta_HIv1_PredGene_g11379.t1
OG0005656	XP_020625672.1, XP_020625673.1	Pocillopora_acuta_HIv1_PredGene_g11632.t2, Pocillopora_acuta_HIv1_PredGene_g11632.t1
OG0005657	XP_020622631.1	Pocillopora_acuta_HIv1_PredGene_g13679.t1, Pocillopora_acuta_HIv1_PredGene_g29080.t1, Pocillopora_acuta_HIv1_PredGene_g9996.t1
OG0005658	XP_020622668.1	Pocillopora_acuta_HIv1_PredGene_g13676.t1, Pocillopora_acuta_HIv1_PredGene_g9992.t1, Pocillopora_acuta_HIv1_PredGene_g29083.t1
OG0005659	XP_020622666.1	Pocillopora_acuta_HIv1_PredGene_g13677.t1, Pocillopora_acuta_HIv1_PredGene_g9994.t1, Pocillopora_acuta_HIv1_PredGene_g29082.t1
OG0005660	XP_020627916.1	Pocillopora_acuta_HIv1_PredGene_g14766.t1, Pocillopora_acuta_HIv1_PredGene_g14768.t1
OG0005661	XP_020615991.1, XP_020615992.1, XP_020615972.1	Pocillopora_acuta_HIv1_PredGene_g19680.t1
OG0005662	XP_020622740.1	Pocillopora_acuta_HIv1_PredGene_g18228.t1
OG0005663	XP_020631360.1	Pocillopora_acuta_HIv1_PredGene_g23084.t1
OG0005664	XP_020626801.1	Pocillopora_acuta_HIv1_PredGene_g32326.t1, Pocillopora_acuta_HIv1_PredGene_g19547.t1, Pocillopora_acuta_HIv1_PredGene_g27954.t1
OG0005665	XP_020624926.1, XP_020624927.1	Pocillopora_acuta_HIv1_PredGene_g23083.t2, Pocillopora_acuta_HIv1_PredGene_g23083.t1
OG0005666	XP_020610398.1	Pocillopora_acuta_HIv1_PredGene_g2657.t2, Pocillopora_acuta_HIv1_PredGene_g2657.t1, Pocillopora_acuta_HIv1_PredGene_g550.t1
OG0005667	XP_020613489.1, XP_020613352.1	Pocillopora_acuta_HIv1_PredGene_g26172.t1
OG0005668	XP_020613432.1, XP_020613433.1	Pocillopora_acuta_HIv1_PredGene_g15228.t1, Pocillopora_acuta_HIv1_PredGene_g26181.t1
OG0005669	XP_020609352.1	Pocillopora_acuta_HIv1_PredGene_30306_t
OG0005670	XP_020600699.1	Pocillopora_acuta_HIv1_PredGene_g11446.t2, Pocillopora_acuta_HIv1_PredGene_g11446.t1
OG0005671	XP_020626157.1, XP_020626158.1	Pocillopora_acuta_HIv1_PredGene_g19871.t1, Pocillopora_acuta_HIv1_PredGene_g19439.t1
OG0005672	XP_020618600.1	Pocillopora_acuta_HIv1_PredGene_g12094.t1, Pocillopora_acuta_HIv1_PredGene_g28166.t1
OG0005673	XP_020618670.1, XP_020618669.1	Pocillopora_acuta_HIv1_PredGene_g12101.t1, Pocillopora_acuta_HIv1_PredGene_g28172.t1
OG0005674	XP_020601955.1	Pocillopora_acuta_HIv1_PredGene_g13390.t1, Pocillopora_acuta_HIv1_PredGene_g11066.t1
OG0005675	XP_020602012.1, XP_020602006.1	Pocillopora_acuta_HIv1_PredGene_g20018.t1, Pocillopora_acuta_HIv1_PredGene_g11072.t1
OG0005676	XP_020625848.1, XP_020625849.1	Pocillopora_acuta_HIv1_PredGene_g10273.t2, Pocillopora_acuta_HIv1_PredGene_g10273.t1
OG0005677	XP_020608193.1, XP_020608194.1	Pocillopora_acuta_HIv1_PredGene_g10909.t1
OG0005678	XP_020616611.1, XP_020616632.1	Pocillopora_acuta_HIv1_PredGene_g23665.t1
OG0005679	XP_020629377.1	Pocillopora_acuta_HIv1_PredGene_g23626.t1
OG0005680	XP_020630117.1, XP_020630115.1, XP_020630116.1	Pocillopora_acuta_HIv1_PredGene_g29321.t1
OG0005681	XP_020624207.1, XP_020624201.1, XP_020624195.1	Pocillopora_acuta_HIv1_PredGene_g6297.t1
OG0005682	XP_020618580.1, XP_020618570.1	Pocillopora_acuta_HIv1_PredGene_g11958.t1
OG0005683	XP_020619015.1, XP_020619016.1	Pocillopora_acuta_HIv1_PredGene_g25322.t1
OG0005684	XP_020608081.1, XP_020608082.1	Pocillopora_acuta_HIv1_PredGene_17156_t, Pocillopora_acuta_HIv1_PredGene_g4195.t1
OG0005685	XP_020616774.1	Pocillopora_acuta_HIv1_PredGene_g4338.t1
OG0005686	XP_020608829.1, XP_020608836.1, XP_020608844.1	Pocillopora_acuta_HIv1_PredGene_g4337.t1
OG0005687	XP_020603705.1	Pocillopora_acuta_HIv1_PredGene_g21458.t1, Pocillopora_acuta_HIv1_PredGene_g21457.t1, Pocillopora_acuta_HIv1_PredGene_17344_t
OG0005688	XP_020604328.1, XP_020604390.1, XP_020604272.1	Pocillopora_acuta_HIv1_PredGene_g3561.t1
OG0005689	XP_020604293.1	Pocillopora_acuta_HIv1_PredGene_28737_t, Pocillopora_acuta_HIv1_PredGene_g24269.t1, Pocillopora_acuta_HIv1_PredGene_g260.t1
OG0005690	XP_020630441.1, XP_020630467.1	Pocillopora_acuta_HIv1_PredGene_g25797.t1
OG0005691	XP_020630422.1, XP_020630419.1, XP_020630421.1	Pocillopora_acuta_HIv1_PredGene_g25830.t1
OG0005692	XP_020606134.1	Pocillopora_acuta_HIv1_PredGene_g5342.t1, Pocillopora_acuta_HIv1_PredGene_g5342.t2
OG0005693	XP_020629893.1, XP_020629891.1, XP_020629892.1	Pocillopora_acuta_HIv1_PredGene_g28930.t1
OG0005694	XP_020629883.1, XP_020629907.1	Pocillopora_acuta_HIv1_PredGene_g28938.t2, Pocillopora_acuta_HIv1_PredGene_g28938.t1
OG0005695	XP_020603125.1, XP_020603117.1	Pocillopora_acuta_HIv1_PredGene_g29004.t2, Pocillopora_acuta_HIv1_PredGene_g29004.t1
OG0005696	XP_020626420.1	Pocillopora_acuta_HIv1_PredGene_g17625.t1
OG0005697	XP_020600905.1, XP_020600906.1	Pocillopora_acuta_HIv1_PredGene_g14680.t1, Pocillopora_acuta_HIv1_PredGene_g21954.t1
OG0005698	XP_020611420.1	Pocillopora_acuta_HIv1_PredGene_g16178.t1, Pocillopora_acuta_HIv1_PredGene_g9808.t1
OG0005700	XP_020617204.1, XP_020617194.1, XP_020617193.1	Pocillopora_acuta_HIv1_PredGene_g4996.t1
OG0005701	XP_020630940.1	Pocillopora_acuta_HIv1_PredGene_g25231.t1, Pocillopora_acuta_HIv1_PredGene_g25231.t2, Pocillopora_acuta_HIv1_PredGene_g25231.t3
OG0005702	XP_020602453.1	Pocillopora_acuta_HIv1_PredGene_g32460.t1
OG0005703	XP_020609552.1, XP_020609553.1	Pocillopora_acuta_HIv1_PredGene_g20732.t1
OG0005704	XP_020602848.1	Pocillopora_acuta_HIv1_PredGene_g20751.t1
OG0005705	XP_020602442.1	Pocillopora_acuta_HIv1_PredGene_g13041.t1, Pocillopora_acuta_HIv1_PredGene_g32458.t1, Pocillopora_acuta_HIv1_PredGene_27895_t
OG0005706	XP_020611282.1	Pocillopora_acuta_HIv1_PredGene_16998_t, Pocillopora_acuta_HIv1_PredGene_g27753.t1
OG0005707	XP_020600854.1, XP_020600894.1	Pocillopora_acuta_HIv1_PredGene_g19490.t1, Pocillopora_acuta_HIv1_PredGene_g33375.t1
OG0005709	XP_020621055.1, XP_020621054.1	Pocillopora_acuta_HIv1_PredGene_22602_t, Pocillopora_acuta_HIv1_PredGene_g1738.t1, Pocillopora_acuta_HIv1_PredGene_22601_t
OG0005710	XP_020617052.1, XP_020617094.1	Pocillopora_acuta_HIv1_PredGene_g27670.t1, Pocillopora_acuta_HIv1_PredGene_31344_t
OG0005711	XP_020619814.1, XP_020625033.1, XP_020609933.1, XP_020609816.1	Pocillopora_acuta_HIv1_PredGene_g28978.t1
OG0005712	XP_020627883.1, XP_020627882.1, XP_020627941.1	Pocillopora_acuta_HIv1_PredGene_g14796.t1
OG0005713	XP_020628816.1, XP_020628817.1, XP_020628815.1	Pocillopora_acuta_HIv1_PredGene_g14871.t1
OG0005714	XP_020605724.1, XP_020605723.1, XP_020605725.1	Pocillopora_acuta_HIv1_PredGene_g15249.t1
OG0005715	XP_020626322.1, XP_020626323.1	Pocillopora_acuta_HIv1_PredGene_g19587.t1, Pocillopora_acuta_HIv1_PredGene_g6155.t1
OG0005716	XP_020632843.1	Pocillopora_acuta_HIv1_PredGene_g29495.t1
OG0005717	XP_020619377.1, XP_020619378.1, XP_020619379.1	Pocillopora_acuta_HIv1_PredGene_g5815.t1
OG0005718	XP_020619390.1, XP_020619391.1	Pocillopora_acuta_HIv1_PredGene_g5813.t1
OG0005719	XP_020625554.1	Pocillopora_acuta_HIv1_PredGene_g27134.t1, Pocillopora_acuta_HIv1_PredGene_g27134.t2, Pocillopora_acuta_HIv1_PredGene_g2637.t2, Pocillopora_acuta_HIv1_PredGene_g2637.t1
OG0005720	XP_020618594.1	Pocillopora_acuta_HIv1_PredGene_29644_t
OG0005721	XP_020618691.1, XP_020618690.1, XP_020618689.1	Pocillopora_acuta_HIv1_PredGene_g31854.t1
OG0005722	XP_020625094.1, XP_020625093.1	Pocillopora_acuta_HIv1_PredGene_10377_t, Pocillopora_acuta_HIv1_PredGene_g16378.t1
OG0005723	XP_020625127.1	Pocillopora_acuta_HIv1_PredGene_g16393.t1, Pocillopora_acuta_HIv1_PredGene_g16391.t1, Pocillopora_acuta_HIv1_PredGene_g16389.t1
OG0005724	XP_020620472.1, XP_020620786.1	Pocillopora_acuta_HIv1_PredGene_g22462.t1
OG0005725	XP_020622028.1, XP_020622029.1	Pocillopora_acuta_HIv1_PredGene_g4097.t1, Pocillopora_acuta_HIv1_PredGene_1480_t
OG0005726	XP_020622034.1, XP_020622035.1, XP_020622033.1, XP_020622036.1	Pocillopora_acuta_HIv1_PredGene_g4100.t1
OG0005727	XP_020621995.1	Pocillopora_acuta_HIv1_PredGene_1489_t
OG0005728	XP_020622964.1	Pocillopora_acuta_HIv1_PredGene_22926_t, Pocillopora_acuta_HIv1_PredGene_g28726.t1, Pocillopora_acuta_HIv1_PredGene_22927_t
OG0005729	XP_020615949.1, XP_020615800.1, XP_020615875.1	Pocillopora_acuta_HIv1_PredGene_g4318.t1
OG0005730	XP_020602087.1, XP_020602089.1, XP_020602088.1	Pocillopora_acuta_HIv1_PredGene_g21411.t1
OG0005732	XP_020621600.1	Pocillopora_acuta_HIv1_PredGene_g6648.t1, Pocillopora_acuta_HIv1_PredGene_20418_t
OG0005733	XP_020621638.1	Pocillopora_acuta_HIv1_PredGene_g12337.t1
OG0005734	XP_020619028.1, XP_020619029.1	Pocillopora_acuta_HIv1_PredGene_g21120.t1, Pocillopora_acuta_HIv1_PredGene_g9344.t1
OG0005735	XP_020623163.1, XP_020623164.1	Pocillopora_acuta_HIv1_PredGene_g8565.t2, Pocillopora_acuta_HIv1_PredGene_g8565.t1
OG0005736	XP_020623138.1, XP_020623137.1, XP_020623136.1	Pocillopora_acuta_HIv1_PredGene_g8563.t1
OG0005737	XP_020627305.1, XP_020627294.1	Pocillopora_acuta_HIv1_PredGene_g21562.t1
OG0005738	XP_020627304.1	Pocillopora_acuta_HIv1_PredGene_g21561.t1
OG0005739	XP_020627278.1	Pocillopora_acuta_HIv1_PredGene_7162_t, Pocillopora_acuta_HIv1_PredGene_g21567.t1
OG0005740	XP_020627279.1, XP_020627281.1, XP_020627280.1	Pocillopora_acuta_HIv1_PredGene_g21571.t1
OG0005741	XP_020630633.1, XP_020630625.1	Pocillopora_acuta_HIv1_PredGene_g28240.t1, Pocillopora_acuta_HIv1_PredGene_g28240.t2, Pocillopora_acuta_HIv1_PredGene_g33238.t1
OG0005742	XP_020630561.1, XP_020630554.1	Pocillopora_acuta_HIv1_PredGene_g28241.t1, Pocillopora_acuta_HIv1_PredGene_g33239.t1
OG0005743	XP_020630420.1, XP_020630653.1, XP_020630644.1	Pocillopora_acuta_HIv1_PredGene_g33246.t1
OG0005744	XP_020631310.1, XP_020631303.1	Pocillopora_acuta_HIv1_PredGene_26773_t, Pocillopora_acuta_HIv1_PredGene_g33244.t1
OG0005745	XP_020611677.1	Pocillopora_acuta_HIv1_PredGene_g30194.t2, Pocillopora_acuta_HIv1_PredGene_g30194.t3, Pocillopora_acuta_HIv1_PredGene_g30194.t1
OG0005746	XP_020623293.1, XP_020623292.1	Pocillopora_acuta_HIv1_PredGene_g13725.t1, Pocillopora_acuta_HIv1_PredGene_g13725.t2
OG0005747	XP_020609749.1, XP_020609748.1	Pocillopora_acuta_HIv1_PredGene_12181_t, Pocillopora_acuta_HIv1_PredGene_g30110.t1
OG0005748	XP_020609765.1, XP_020609767.1	Pocillopora_acuta_HIv1_PredGene_g30118.t1
OG0005749	XP_020615440.1, XP_020615441.1	Pocillopora_acuta_HIv1_PredGene_g12571.t1
OG0005750	XP_020615697.1	Pocillopora_acuta_HIv1_PredGene_g12570.t1
OG0005751	XP_020615443.1	Pocillopora_acuta_HIv1_PredGene_32328_t, Pocillopora_acuta_HIv1_PredGene_g10126.t1, Pocillopora_acuta_HIv1_PredGene_g12572.t1
OG0005752	XP_020629596.1, XP_020629597.1	Pocillopora_acuta_HIv1_PredGene_g11680.t2, Pocillopora_acuta_HIv1_PredGene_g11680.t1
OG0005753	XP_020612593.1	Pocillopora_acuta_HIv1_PredGene_g10705.t1, Pocillopora_acuta_HIv1_PredGene_g22797.t1, Pocillopora_acuta_HIv1_PredGene_g10705.t2
OG0005754	XP_020603482.1, XP_020603480.1, XP_020603479.1	Pocillopora_acuta_HIv1_PredGene_g8004.t1
OG0005755	XP_020621534.1	Pocillopora_acuta_HIv1_PredGene_18825_t, Pocillopora_acuta_HIv1_PredGene_g26590.t1
OG0005756	XP_020621608.1	Pocillopora_acuta_HIv1_PredGene_g26594.t1
OG0005757	XP_020616499.1, XP_020616498.1	Pocillopora_acuta_HIv1_PredGene_g348.t1
OG0005758	XP_020608408.1, XP_020608409.1, XP_020608411.1	Pocillopora_acuta_HIv1_PredGene_g16790.t1
OG0005759	XP_020603056.1, XP_020603072.1, XP_020603064.1	Pocillopora_acuta_HIv1_PredGene_g28993.t1
OG0005760	XP_020603982.1, XP_020604092.1	Pocillopora_acuta_HIv1_PredGene_g12333.t1
OG0005761	XP_020601264.1, XP_020601262.1	Pocillopora_acuta_HIv1_PredGene_8221_t, Pocillopora_acuta_HIv1_PredGene_g28972.t1
OG0005762	XP_020601260.1	Pocillopora_acuta_HIv1_PredGene_g28973.t1
OG0005763	XP_020609944.1	Pocillopora_acuta_HIv1_PredGene_g27360.t1, Pocillopora_acuta_HIv1_PredGene_g19147.t1
OG0005765	XP_020619504.1, XP_020619503.1	Pocillopora_acuta_HIv1_PredGene_g14670.t1, Pocillopora_acuta_HIv1_PredGene_g3331.t1
OG0005766	XP_020630679.1, XP_020630678.1	Pocillopora_acuta_HIv1_PredGene_g7233.t1
OG0005767	XP_020626853.1	Pocillopora_acuta_HIv1_PredGene_g409.t2, Pocillopora_acuta_HIv1_PredGene_g409.t3, Pocillopora_acuta_HIv1_PredGene_g409.t1
OG0005768	XP_020626766.1, XP_020626765.1, XP_020626764.1	Pocillopora_acuta_HIv1_PredGene_g408.t1
OG0005769	XP_020613827.1	Pocillopora_acuta_HIv1_PredGene_g31707.t1
OG0005769	XP_020622282.1	Pocillopora_acuta_HIv1_PredGene_g15123.t1
OG0005770	XP_020619344.1, XP_020619354.1	Pocillopora_acuta_HIv1_PredGene_11963_t, Pocillopora_acuta_HIv1_PredGene_g18754.t1
OG0005771	XP_020600904.1, XP_020600900.1	Pocillopora_acuta_HIv1_PredGene_g14686.t1
OG0005772	XP_020600888.1, XP_020600887.1	Pocillopora_acuta_HIv1_PredGene_18871_t, Pocillopora_acuta_HIv1_PredGene_g14688.t1
OG0005773	XP_020601041.1, XP_020601150.1	Pocillopora_acuta_HIv1_PredGene_g9598.t1, Pocillopora_acuta_HIv1_PredGene_g20783.t1
OG0005774	XP_020601231.1, XP_020601298.1	Pocillopora_acuta_HIv1_PredGene_g9596.t1, Pocillopora_acuta_HIv1_PredGene_g20785.t1
OG0005775	XP_020623797.1, XP_020623796.1	Pocillopora_acuta_HIv1_PredGene_11087_t, Pocillopora_acuta_HIv1_PredGene_g31180.t1
OG0005776	XP_020623799.1, XP_020623800.1	Pocillopora_acuta_HIv1_PredGene_g31177.t1, Pocillopora_acuta_HIv1_PredGene_11085_t
OG0005777	XP_020608315.1	Pocillopora_acuta_HIv1_PredGene_g16064.t1, Pocillopora_acuta_HIv1_PredGene_17076_t
OG0005778	XP_020630287.1, XP_020630280.1	Pocillopora_acuta_HIv1_PredGene_g32834.t1
OG0005779	XP_020606640.1	Pocillopora_acuta_HIv1_PredGene_g13985.t1
OG0005780	XP_020626331.1	Pocillopora_acuta_HIv1_PredGene_g17621.t1
OG0005781	XP_020603148.1, XP_020603147.1	Pocillopora_acuta_HIv1_PredGene_g14428.t1
OG0005782	XP_020603127.1, XP_020603126.1, XP_020603124.1	Pocillopora_acuta_HIv1_PredGene_g14433.t1
OG0005783	XP_020600829.1, XP_020600830.1	Pocillopora_acuta_HIv1_PredGene_g14716.t1
OG0005784	XP_020628290.1, XP_020628289.1	Pocillopora_acuta_HIv1_PredGene_g11880.t1, Pocillopora_acuta_HIv1_PredGene_25002_t, Pocillopora_acuta_HIv1_PredGene_g27311.t1
OG0005785	XP_020620186.1	Pocillopora_acuta_HIv1_PredGene_g5531.t1
OG0005786	XP_020626710.1	Pocillopora_acuta_HIv1_PredGene_g3550.t1
OG0005787	XP_020608814.1, XP_020608813.1	Pocillopora_acuta_HIv1_PredGene_g28320.t1
OG0005788	XP_020626693.1, XP_020626694.1	Pocillopora_acuta_HIv1_PredGene_g11799.t1, Pocillopora_acuta_HIv1_PredGene_8782_t
OG0005789	XP_020620582.1	Pocillopora_acuta_HIv1_PredGene_g13363.t1, Pocillopora_acuta_HIv1_PredGene_g29907.t1, Pocillopora_acuta_HIv1_PredGene_g13356.t1
OG0005790	XP_020621889.1, XP_020621890.1	Pocillopora_acuta_HIv1_PredGene_1932_t, Pocillopora_acuta_HIv1_PredGene_g17716.t1
OG0005791	XP_020630113.1	Pocillopora_acuta_HIv1_PredGene_g32000.t2, Pocillopora_acuta_HIv1_PredGene_g32000.t1
