Orthogroup	Mcavernosa.maker.proteins	GCF_002042975.1_ofav_dov_v1_protein
OG0006620	Mcavernosa18296-RA	XP_020610398.1
OG0006622	Mcavernosa15887-RA	XP_020613433.1, XP_020613432.1
OG0006623	Mcavernosa08739-RA	XP_020600699.1
OG0006624	Mcavernosa03914-RA	XP_020626157.1, XP_020626158.1
OG0006625	Mcavernosa10040-RA	XP_020618600.1
OG0006626	Mcavernosa32746-RA, Mcavernosa14333-RA	XP_020602314.1
OG0006627	Mcavernosa22310-RA, Mcavernosa22309-RA	XP_020601955.1
OG0006628	Mcavernosa06837-RA	XP_020602012.1, XP_020602006.1
OG0006630	Mcavernosa04896-RA	XP_020625848.1, XP_020625849.1
OG0006631	Mcavernosa10571-RA, Mcavernosa10572-RA	XP_020608193.1, XP_020608194.1
OG0006632	Mcavernosa13059-RA	XP_020616614.1
OG0006633	Mcavernosa13066-RA, Mcavernosa13070-RA	XP_020616611.1, XP_020616632.1
OG0006634	Mcavernosa13035-RA	XP_020629376.1
OG0006634	Mcavernosa13036-RA	XP_020629377.1
OG0006636	Mcavernosa03853-RA	XP_020630175.1
OG0006637	Mcavernosa03824-RA	XP_020630117.1, XP_020630115.1, XP_020630116.1
OG0006638	Mcavernosa00274-RA	XP_020624207.1, XP_020624201.1, XP_020624195.1
OG0006639	Mcavernosa26049-RA	XP_020618580.1, XP_020618570.1
OG0006640	Mcavernosa02562-RA	XP_020608012.1, XP_020608014.1
OG0006641	Mcavernosa02276-RA	XP_020625451.1
OG0006641	Mcavernosa02275-RA	XP_020625459.1
OG0006642	Mcavernosa19341-RA, Mcavernosa19347-RA	XP_020619016.1, XP_020619015.1
OG0006643	Mcavernosa28681-RA	XP_020608081.1, XP_020608082.1
OG0006644	Mcavernosa29331-RA, Mcavernosa22798-RA, Mcavernosa22797-RA	XP_020616774.1
OG0006645	Mcavernosa32109-RA	XP_020608829.1, XP_020608836.1, XP_020608844.1
OG0006646	Mcavernosa27543-RA	XP_020603705.1
OG0006647	Mcavernosa04453-RA	XP_020604390.1, XP_020604328.1, XP_020604272.1
OG0006648	Mcavernosa19417-RA	XP_020630441.1, XP_020630467.1
OG0006649	Mcavernosa19405-RA	XP_020630394.1
OG0006650	Mcavernosa19415-RA	XP_020630422.1, XP_020630419.1, XP_020630421.1
OG0006651	Mcavernosa20400-RA, Mcavernosa20402-RA	XP_020606134.1
OG0006652	Mcavernosa06512-RA	XP_020629893.1, XP_020629891.1, XP_020629892.1
OG0006653	Mcavernosa06503-RA	XP_020629883.1, XP_020629907.1
OG0006654	Mcavernosa10764-RA	XP_020603125.1, XP_020603117.1
OG0006655	Mcavernosa34028-RA, Mcavernosa05917-RA	XP_020626420.1
OG0006656	Mcavernosa11290-RA	XP_020628720.1
OG0006657	Mcavernosa00196-RA, Mcavernosa30445-RA	XP_020611420.1
OG0006658	Mcavernosa27120-RA	XP_020617204.1, XP_020617194.1, XP_020617193.1
OG0006659	Mcavernosa02455-RA	XP_020631365.1, XP_020602564.1
OG0006660	Mcavernosa02438-RA	XP_020630940.1
OG0006661	Mcavernosa02436-RA, Mcavernosa32772-RA, Mcavernosa02437-RA	XP_020631051.1
OG0006662	Mcavernosa18416-RA	XP_020602450.1
OG0006663	Mcavernosa33449-RA, Mcavernosa28737-RA	XP_020609552.1, XP_020609553.1
OG0006665	Mcavernosa18404-RA	XP_020602442.1
OG0006667	Mcavernosa07787-RA	XP_020600854.1, XP_020600894.1
OG0006668	Mcavernosa01393-RA, Mcavernosa01392-RA	XP_020614428.1
OG0006670	Mcavernosa01879-RA	XP_020621055.1, XP_020621054.1
OG0006671	Mcavernosa24113-RA	XP_020617052.1, XP_020617094.1
OG0006672	Mcavernosa11994-RA	XP_020627883.1, XP_020627882.1, XP_020627941.1
OG0006673	Mcavernosa22317-RA	XP_020628816.1, XP_020628817.1, XP_020628815.1
OG0006674	Mcavernosa31184-RA	XP_020605724.1, XP_020605723.1, XP_020605725.1
OG0006675	Mcavernosa30523-RA	XP_020626322.1, XP_020626323.1
OG0006676	Mcavernosa29902-RA, Mcavernosa29897-RA	XP_020632843.1
OG0006677	Mcavernosa29566-RA	XP_020607661.1, XP_020607617.1
OG0006678	Mcavernosa30256-RA, Mcavernosa32117-RA	XP_020603312.1
OG0006679	Mcavernosa31733-RA	XP_020619377.1, XP_020619378.1, XP_020619379.1
OG0006680	Mcavernosa31740-RA	XP_020619390.1, XP_020619391.1
OG0006682	Mcavernosa22428-RA	XP_020618594.1
OG0006683	Mcavernosa22419-RA	XP_020618691.1, XP_020618690.1, XP_020618689.1
OG0006684	Mcavernosa00146-RA	XP_020625094.1, XP_020625093.1
OG0006685	Mcavernosa00159-RA	XP_020625127.1
OG0006686	Mcavernosa22249-RA	XP_020621950.1
OG0006688	Mcavernosa27316-RA	XP_020615949.1, XP_020615800.1, XP_020615875.1
OG0006689	Mcavernosa26358-RA	XP_020602087.1, XP_020602089.1, XP_020602088.1
OG0006690	Mcavernosa11446-RA	XP_020611547.1
OG0006691	Mcavernosa18256-RA, Mcavernosa18254-RA	XP_020621600.1
OG0006692	Mcavernosa06361-RA, Mcavernosa06360-RA	XP_020621638.1
OG0006693	Mcavernosa35013-RA, Mcavernosa06358-RA	XP_020621626.1
OG0006694	Mcavernosa03875-RA, Mcavernosa03877-RA	XP_020612263.1
OG0006695	Mcavernosa20920-RA	XP_020619028.1, XP_020619029.1
OG0006696	Mcavernosa31125-RA	XP_020623164.1, XP_020623163.1
OG0006697	Mcavernosa29545-RA	XP_020627305.1, XP_020627294.1
OG0006698	Mcavernosa29544-RA, Mcavernosa11502-RA	XP_020627304.1
OG0006699	Mcavernosa11501-RA	XP_020627278.1
OG0006700	Mcavernosa04040-RA	XP_020630633.1, XP_020630625.1
OG0006701	Mcavernosa04039-RA	XP_020630561.1, XP_020630554.1
OG0006702	Mcavernosa04027-RA	XP_020630420.1, XP_020630644.1, XP_020630653.1
OG0006703	Mcavernosa04030-RA	XP_020631310.1, XP_020631303.1
OG0006704	Mcavernosa01987-RA	XP_020611677.1
OG0006705	Mcavernosa03776-RA	XP_020623293.1, XP_020623292.1
OG0006706	Mcavernosa17195-RA	XP_020609749.1, XP_020609748.1
OG0006707	Mcavernosa17191-RA	XP_020609765.1
OG0006707	Mcavernosa17189-RA	XP_020609767.1
OG0006708	Mcavernosa09951-RA, Mcavernosa09956-RA	XP_020615440.1, XP_020615441.1
OG0006709	Mcavernosa09950-RA	XP_020615697.1
OG0006709	Mcavernosa09955-RA	XP_020615695.1
OG0006710	Mcavernosa09952-RA	XP_020615443.1
OG0006711	Mcavernosa15585-RA	XP_020612593.1
OG0006712	Mcavernosa28037-RA	XP_020603482.1, XP_020603480.1, XP_020603479.1
OG0006713	Mcavernosa05729-RA	XP_020621534.1
OG0006714	Mcavernosa31525-RA	XP_020608417.1, XP_020608418.1, XP_020608334.1
OG0006715	Mcavernosa34843-RA	XP_020603056.1, XP_020603072.1, XP_020603064.1
OG0006716	Mcavernosa10699-RA	XP_020609944.1
OG0006717	Mcavernosa30135-RA	XP_020600914.1, XP_020602494.1, XP_020602493.1, XP_020614885.1
OG0006718	Mcavernosa28457-RA	XP_020604622.1
OG0006719	Mcavernosa04607-RA	XP_020619504.1, XP_020619503.1
OG0006720	Mcavernosa04605-RA	XP_020619502.1
OG0006721	Mcavernosa08038-RA	XP_020630679.1, XP_020630678.1
OG0006722	Mcavernosa02393-RA	XP_020626853.1
OG0006723	Mcavernosa07492-RA	XP_020619403.1
OG0006724	Mcavernosa15715-RA	XP_020607800.1
OG0006725	Mcavernosa07493-RA	XP_020619344.1, XP_020619354.1
OG0006727	Mcavernosa32122-RA	XP_020600887.1, XP_020600888.1
OG0006728	Mcavernosa01258-RA	XP_020601041.1, XP_020601150.1
OG0006729	Mcavernosa01257-RA	XP_020601231.1, XP_020601298.1
OG0006730	Mcavernosa22606-RA	XP_020623797.1, XP_020623796.1
OG0006731	Mcavernosa22604-RA	XP_020623799.1, XP_020623800.1
OG0006732	Mcavernosa19317-RA	XP_020608273.1, XP_020608274.1
OG0006733	Mcavernosa19320-RA	XP_020608903.1
OG0006734	Mcavernosa02712-RA, Mcavernosa02710-RA	XP_020630280.1, XP_020630287.1
OG0006735	Mcavernosa13317-RA	XP_020606645.1, XP_020606646.1
OG0006736	Mcavernosa13320-RA	XP_020606640.1
OG0006737	Mcavernosa07769-RA	XP_020613495.1, XP_020613494.1
OG0006738	Mcavernosa06442-RA	XP_020603148.1, XP_020603147.1
OG0006739	Mcavernosa06447-RA	XP_020603127.1, XP_020603126.1, XP_020603124.1
OG0006740	Mcavernosa03167-RA, Mcavernosa03165-RA	XP_020600829.1, XP_020600830.1
OG0006741	Mcavernosa11570-RA, Mcavernosa11577-RA, Mcavernosa11576-RA, Mcavernosa11572-RA	XP_020605695.1, XP_020605694.1
OG0006742	Mcavernosa11558-RA	XP_020628290.1, XP_020628289.1
OG0006743	Mcavernosa30739-RA	XP_020608814.1, XP_020608813.1
OG0006744	Mcavernosa11641-RA	XP_020626693.1, XP_020626694.1
OG0006745	Mcavernosa25459-RA, Mcavernosa25461-RA	XP_020620582.1
OG0006746	Mcavernosa18163-RA	XP_020608571.1
OG0006747	Mcavernosa15934-RA	XP_020621889.1, XP_020621890.1
OG0006749	Mcavernosa08324-RA, Mcavernosa08326-RA	XP_020630113.1
OG0006750	Mcavernosa08323-RA	XP_020630178.1
OG0006751	Mcavernosa18211-RA	XP_020625662.1
OG0006752	Mcavernosa18212-RA	XP_020625666.1
OG0006753	Mcavernosa21220-RA	XP_020622300.1
OG0006754	Mcavernosa21217-RA	XP_020615399.1, XP_020615400.1
OG0006755	Mcavernosa13573-RA	XP_020627507.1, XP_020627508.1
OG0006756	Mcavernosa05443-RA	XP_020615854.1
OG0006757	Mcavernosa05444-RA	XP_020615880.1
OG0006758	Mcavernosa23913-RA	XP_020615832.1, XP_020615831.1, XP_020615833.1
OG0006759	Mcavernosa31933-RA	XP_020602505.1
OG0006760	Mcavernosa07610-RA, Mcavernosa07615-RA	XP_020605351.1
OG0006761	Mcavernosa20867-RA	XP_020632486.1
OG0006762	Mcavernosa11442-RA	XP_020611503.1
OG0006763	Mcavernosa11444-RA	XP_020611495.1, XP_020611496.1
OG0006764	Mcavernosa06783-RA	XP_020615519.1
OG0006765	Mcavernosa14262-RA	XP_020615544.1, XP_020615543.1
OG0006768	Mcavernosa09139-RA	XP_020606821.1, XP_020606831.1, XP_020606839.1
OG0006769	Mcavernosa09157-RA	XP_020616674.1, XP_020616673.1
OG0006770	Mcavernosa00120-RA	XP_020607111.1, XP_020607110.1
OG0006771	Mcavernosa14228-RA	XP_020600504.1
OG0006772	Mcavernosa32854-RA, Mcavernosa08960-RA	XP_020624559.1
OG0006773	Mcavernosa08402-RA	XP_020614410.1, XP_020614411.1, XP_020614409.1, XP_020614412.1
OG0006774	Mcavernosa05478-RA	XP_020628982.1
OG0006775	Mcavernosa25963-RA	XP_020620102.1
OG0006776	Mcavernosa04924-RA	XP_020630853.1, XP_020630854.1, XP_020630784.1
OG0006777	Mcavernosa04919-RA	XP_020630844.1
OG0006778	Mcavernosa07534-RA	XP_020611298.1
OG0006779	Mcavernosa32036-RA	XP_020607104.1, XP_020607094.1
OG0006780	Mcavernosa08780-RA	XP_020619563.1
OG0006782	Mcavernosa04926-RA	XP_020620192.1
OG0006783	Mcavernosa03660-RA	XP_020623358.1, XP_020623359.1
OG0006784	Mcavernosa06659-RA	XP_020620148.1
OG0006785	Mcavernosa06662-RA, Mcavernosa06657-RA, Mcavernosa06656-RA	XP_020620073.1
OG0006786	Mcavernosa03659-RA	XP_020623282.1
OG0006787	Mcavernosa24975-RA	XP_020626841.1, XP_020626839.1
OG0006788	Mcavernosa06907-RA	XP_020622816.1
OG0006788	Mcavernosa06901-RA	XP_020622817.1
OG0006789	Mcavernosa08363-RA	XP_020630660.1
OG0006790	Mcavernosa25086-RA	XP_020613501.1, XP_020613410.1
OG0006791	Mcavernosa25071-RA	XP_020613505.1, XP_020613506.1
OG0006792	Mcavernosa22969-RA	XP_020626226.1
OG0006793	Mcavernosa15590-RA	XP_020612591.1, XP_020612592.1
OG0006794	Mcavernosa09258-RA	XP_020609171.1, XP_020609170.1
OG0006795	Mcavernosa03055-RA	XP_020609457.1, XP_020609458.1, XP_020609455.1
OG0006796	Mcavernosa03049-RA	XP_020609444.1, XP_020609445.1
OG0006797	Mcavernosa12945-RA	XP_020608435.1, XP_020608436.1
OG0006798	Mcavernosa28827-RA	XP_020624336.1, XP_020624320.1, XP_020624321.1
OG0006799	Mcavernosa28820-RA	XP_020613625.1
OG0006801	Mcavernosa07706-RA	XP_020611156.1, XP_020611155.1, XP_020611154.1
OG0006802	Mcavernosa07673-RA, Mcavernosa07672-RA	XP_020611129.1
OG0006803	Mcavernosa07676-RA	XP_020611163.1, XP_020611165.1
OG0006804	Mcavernosa22254-RA	XP_020621996.1
OG0006805	Mcavernosa31349-RA	XP_020601839.1
OG0006806	Mcavernosa04951-RA	XP_020616276.1, XP_020616277.1, XP_020616278.1
OG0006807	Mcavernosa09403-RA	XP_020623772.1, XP_020601407.1
OG0006808	Mcavernosa09411-RA	XP_020623781.1
OG0006811	Mcavernosa13965-RA	XP_020610760.1
OG0006812	Mcavernosa02133-RA	XP_020618051.1
OG0006813	Mcavernosa14394-RA	XP_020616401.1, XP_020616400.1
OG0006814	Mcavernosa10740-RA	XP_020608089.1, XP_020608088.1, XP_020608087.1
OG0006815	Mcavernosa33974-RA	XP_020601614.1
OG0006816	Mcavernosa33976-RA	XP_020601609.1, XP_020601608.1
OG0006817	Mcavernosa20948-RA	XP_020620638.1, XP_020620542.1
OG0006818	Mcavernosa20960-RA	XP_020620770.1
OG0006819	Mcavernosa16170-RA	XP_020626040.1, XP_020626046.1, XP_020626054.1
OG0006820	Mcavernosa11008-RA	XP_020615534.1, XP_020615410.1
OG0006821	Mcavernosa33310-RA, Mcavernosa07661-RA	XP_020611046.1
OG0006822	Mcavernosa19730-RA	XP_020601785.1, XP_020601784.1
OG0006823	Mcavernosa25685-RA	XP_020625987.1
OG0006824	Mcavernosa13355-RA	XP_020603881.1
OG0006825	Mcavernosa19903-RA	XP_020604869.1
OG0006826	Mcavernosa30072-RA	XP_020602760.1, XP_020602759.1
OG0006827	Mcavernosa01023-RA	XP_020622483.1, XP_020622481.1, XP_020622480.1, XP_020622479.1
OG0006828	Mcavernosa25849-RA	XP_020611575.1, XP_020611351.1
OG0006829	Mcavernosa02306-RA, Mcavernosa02305-RA	XP_020609212.1, XP_020609285.1
OG0006830	Mcavernosa04014-RA	XP_020631661.1, XP_020631645.1, XP_020631652.1
OG0006831	Mcavernosa18183-RA	XP_020630334.1
OG0006832	Mcavernosa18988-RA	XP_020603050.1, XP_020603048.1, XP_020603049.1
OG0006833	Mcavernosa15954-RA	XP_020621937.1, XP_020621938.1, XP_020621936.1
OG0006835	Mcavernosa03482-RA	XP_020621842.1
OG0006836	Mcavernosa07756-RA	XP_020613439.1
OG0006837	Mcavernosa07758-RA	XP_020613436.1, XP_020613437.1
OG0006838	Mcavernosa35139-RA	XP_020613488.1, XP_020613487.1
OG0006839	Mcavernosa32968-RA	XP_020617177.1, XP_020617178.1
OG0006840	Mcavernosa20746-RA	XP_020610122.1
OG0006841	Mcavernosa28669-RA	XP_020615634.1, XP_020615636.1, XP_020615637.1, XP_020615635.1
OG0006842	Mcavernosa28671-RA	XP_020615619.1
OG0006843	Mcavernosa28754-RA	XP_020609534.1, XP_020609535.1, XP_020609536.1
OG0006844	Mcavernosa01913-RA, Mcavernosa01912-RA, Mcavernosa01911-RA	XP_020629766.1
OG0006845	Mcavernosa16218-RA	XP_020609852.1, XP_020609831.1, XP_020609842.1
OG0006846	Mcavernosa13875-RA	XP_020608879.1, XP_020608878.1, XP_020608877.1
OG0006850	Mcavernosa32410-RA	XP_020601679.1
OG0006851	Mcavernosa03435-RA	XP_020603245.1
OG0006853	Mcavernosa05562-RA	XP_020632930.1
OG0006854	Mcavernosa28258-RA	XP_020601141.1
OG0006855	Mcavernosa01118-RA	XP_020622395.1, XP_020622394.1
OG0006857	Mcavernosa17156-RA	XP_020609759.1
OG0006858	Mcavernosa05914-RA	XP_020626330.1
OG0006859	Mcavernosa34949-RA, Mcavernosa28529-RA	XP_020604515.1
OG0006861	Mcavernosa07266-RA	XP_020610176.1, XP_020610177.1
OG0006862	Mcavernosa26123-RA	XP_020607795.1, XP_020607793.1, XP_020607794.1
OG0006863	Mcavernosa35008-RA	XP_020606761.1, XP_020606802.1
OG0006864	Mcavernosa00717-RA	XP_020602804.1
OG0006865	Mcavernosa32543-RA, Mcavernosa14519-RA	XP_020611036.1, XP_020611027.1, XP_020611020.1
OG0006866	Mcavernosa14522-RA, Mcavernosa14523-RA	XP_020611652.1, XP_020611643.1
OG0006867	Mcavernosa11305-RA	XP_020611756.1
OG0006868	Mcavernosa30839-RA, Mcavernosa33340-RA	XP_020603509.1, XP_020603508.1
OG0006869	Mcavernosa21800-RA	XP_020607114.1, XP_020607116.1, XP_020607115.1
OG0006870	Mcavernosa21804-RA	XP_020607119.1, XP_020607120.1
OG0006872	Mcavernosa06597-RA	XP_020613624.1, XP_020613615.1, XP_020613891.1
OG0006873	Mcavernosa22816-RA	XP_020623158.1
OG0006874	Mcavernosa16976-RA	XP_020604802.1, XP_020604803.1
OG0006874	Mcavernosa16975-RA	XP_020604801.1
OG0006875	Mcavernosa31080-RA	XP_020616227.1, XP_020616248.1
OG0006876	Mcavernosa31070-RA	XP_020616098.1
OG0006877	Mcavernosa18764-RA	XP_020601081.1, XP_020601077.1
OG0006878	Mcavernosa10742-RA	XP_020608148.1, XP_020608149.1, XP_020608150.1
OG0006881	Mcavernosa23991-RA	XP_020631579.1
OG0006882	Mcavernosa13623-RA	XP_020621356.1, XP_020621363.1, XP_020621371.1
OG0006883	Mcavernosa14465-RA	XP_020602421.1
OG0006884	Mcavernosa04282-RA, Mcavernosa04279-RA	XP_020619212.1, XP_020619213.1
OG0006885	Mcavernosa16412-RA	XP_020612350.1, XP_020612352.1, XP_020612351.1
OG0006886	Mcavernosa00098-RA, Mcavernosa00097-RA	XP_020605933.1
OG0006887	Mcavernosa05201-RA	XP_020612141.1
OG0006888	Mcavernosa23242-RA	XP_020632568.1
OG0006890	Mcavernosa30278-RA	XP_020623915.1, XP_020623923.1
OG0006891	Mcavernosa30277-RA	XP_020623941.1, XP_020623935.1
OG0006892	Mcavernosa15683-RA, Mcavernosa26289-RA	XP_020606996.1
OG0006894	Mcavernosa00581-RA	XP_020629992.1, XP_020629994.1
OG0006895	Mcavernosa00593-RA	XP_020631993.1
OG0006896	Mcavernosa00590-RA	XP_020632014.1
OG0006897	Mcavernosa33571-RA	XP_020625679.1
OG0006898	Mcavernosa25739-RA	XP_020607575.1, XP_020607573.1, XP_020607574.1
OG0006899	Mcavernosa17732-RA	XP_020627123.1, XP_020627121.1, XP_020627120.1
OG0006900	Mcavernosa10467-RA, Mcavernosa10469-RA	XP_020627266.1
OG0006901	Mcavernosa10472-RA	XP_020627222.1, XP_020627223.1
OG0006902	Mcavernosa27241-RA	XP_020622019.1, XP_020622018.1
OG0006903	Mcavernosa00676-RA	XP_020624046.1, XP_020624045.1
OG0006904	Mcavernosa14481-RA, Mcavernosa14482-RA	XP_020614312.1
OG0006905	Mcavernosa17683-RA	XP_020614196.1
OG0006906	Mcavernosa31588-RA	XP_020606812.1
OG0006906	Mcavernosa31587-RA	XP_020606811.1
OG0006907	Mcavernosa20133-RA	XP_020613107.1
OG0006908	Mcavernosa04049-RA	XP_020630862.1, XP_020600612.1
OG0006908	Mcavernosa04044-RA	XP_020630676.1
OG0006909	Mcavernosa32140-RA	XP_020600816.1, XP_020600812.1, XP_020600813.1, XP_020600814.1, XP_020600815.1
OG0006911	Mcavernosa12027-RA	XP_020602847.1, XP_020601053.1, XP_020601151.1
OG0006912	Mcavernosa20726-RA, Mcavernosa20725-RA	XP_020601472.1
OG0006913	Mcavernosa00799-RA	XP_020601499.1, XP_020601497.1, XP_020601496.1, XP_020601500.1
OG0006917	Mcavernosa31674-RA	XP_020602055.1
OG0006918	Mcavernosa01453-RA	XP_020602214.1
OG0006919	Mcavernosa15825-RA	XP_020602347.1, XP_020602348.1, XP_020602346.1
OG0006920	Mcavernosa10851-RA	XP_020602470.1
OG0006921	Mcavernosa31930-RA, Mcavernosa31928-RA, Mcavernosa25615-RA	XP_020602542.1
OG0006922	Mcavernosa12025-RA, Mcavernosa12024-RA	XP_020602905.1
OG0006923	Mcavernosa13218-RA	XP_020602954.1
OG0006923	Mcavernosa13217-RA	XP_020603067.1
OG0006924	Mcavernosa34047-RA, Mcavernosa10769-RA, Mcavernosa10766-RA	XP_020602962.1
OG0006925	Mcavernosa06444-RA	XP_020603120.1, XP_020603121.1
OG0006926	Mcavernosa17822-RA, Mcavernosa17823-RA	XP_020603341.1, XP_020603342.1
OG0006927	Mcavernosa33959-RA	XP_020632523.1, XP_020611038.1, XP_020603367.1
OG0006928	Mcavernosa00057-RA	XP_020603407.1
OG0006929	Mcavernosa32310-RA, Mcavernosa32308-RA, Mcavernosa32309-RA	XP_020603599.1
OG0006930	Mcavernosa34490-RA, Mcavernosa35222-RA, Mcavernosa34488-RA	XP_020603868.1
OG0006931	Mcavernosa32072-RA, Mcavernosa32035-RA, Mcavernosa32071-RA	XP_020603925.1
OG0006932	Mcavernosa20807-RA	XP_020604141.1, XP_020604142.1, XP_020604139.1
OG0006933	Mcavernosa27279-RA, Mcavernosa27275-RA	XP_020604351.1
OG0006934	Mcavernosa18025-RA, Mcavernosa03188-RA	XP_020604545.1
OG0006935	Mcavernosa05112-RA	XP_020604636.1
OG0006936	Mcavernosa16974-RA	XP_020604807.1, XP_020604805.1, XP_020604804.1
OG0006937	Mcavernosa26460-RA	XP_020604870.1, XP_020604916.1, XP_020606991.1, XP_020606983.1
OG0006938	Mcavernosa10335-RA, Mcavernosa32956-RA, Mcavernosa10336-RA	XP_020604890.1
OG0006939	Mcavernosa16941-RA	XP_020604911.1
OG0006940	Mcavernosa30809-RA, Mcavernosa30814-RA	XP_020617220.1, XP_020605132.1
OG0006941	Mcavernosa33117-RA, Mcavernosa07605-RA, Mcavernosa07609-RA	XP_020605309.1
OG0006941	Mcavernosa07606-RA	XP_020605361.1
OG0006942	Mcavernosa29707-RA	XP_020605742.1
OG0006943	Mcavernosa27058-RA, Mcavernosa13549-RA	XP_020606020.1, XP_020606022.1, XP_020606021.1
OG0006944	Mcavernosa30437-RA	XP_020606558.1, XP_020606540.1
OG0006944	Mcavernosa30436-RA	XP_020606557.1
OG0006945	Mcavernosa00121-RA	XP_020607113.1
OG0006947	Mcavernosa30453-RA	XP_020607655.1, XP_020607631.1
OG0006948	Mcavernosa15723-RA	XP_020607814.1, XP_020607807.1, XP_020607806.1
OG0006949	Mcavernosa00550-RA	XP_020608204.1
OG0006952	Mcavernosa18259-RA, Mcavernosa18260-RA	XP_020621516.1, XP_020621517.1, XP_020609685.1, XP_020609684.1
OG0006954	Mcavernosa23462-RA, Mcavernosa34791-RA	XP_020609937.1
OG0006954	Mcavernosa34790-RA	XP_020609993.1, XP_020610212.1
OG0006957	Mcavernosa28928-RA, Mcavernosa30374-RA, Mcavernosa30376-RA	XP_020611124.1
OG0006958	Mcavernosa30934-RA	XP_020611390.1
OG0006959	Mcavernosa11434-RA, Mcavernosa11433-RA	XP_020611413.1, XP_020611410.1, XP_020611412.1, XP_020611411.1
OG0006960	Mcavernosa27156-RA, Mcavernosa17974-RA	XP_020611612.1, XP_020611615.1
OG0006962	Mcavernosa15560-RA, Mcavernosa33692-RA	XP_020612614.1
OG0006963	Mcavernosa05432-RA, Mcavernosa11294-RA	XP_020613008.1
OG0006964	Mcavernosa20903-RA	XP_020613192.1, XP_020613191.1, XP_020613190.1, XP_020613193.1
OG0006965	Mcavernosa29051-RA, Mcavernosa29052-RA	XP_020613629.1
OG0006966	Mcavernosa17022-RA	XP_020613991.1
OG0006966	Mcavernosa17023-RA, Mcavernosa17024-RA	XP_020614034.1
OG0006967	Mcavernosa21013-RA	XP_020614479.1, XP_020614481.1, XP_020614480.1, XP_020614455.1
OG0006968	Mcavernosa11051-RA	XP_020614528.1
OG0006970	Mcavernosa09358-RA	XP_020614652.1, XP_020614651.1
OG0006971	Mcavernosa14283-RA	XP_020614782.1
OG0006971	Mcavernosa24300-RA	XP_020624285.1
OG0006972	Mcavernosa22138-RA	XP_020614808.1
OG0006973	Mcavernosa22772-RA	XP_020615477.1, XP_020629565.1
OG0006974	Mcavernosa28949-RA, Mcavernosa14281-RA, Mcavernosa14279-RA	XP_020615532.1, XP_020615542.1
OG0006975	Mcavernosa26664-RA	XP_020615598.1, XP_020615599.1, XP_020615597.1
OG0006976	Mcavernosa11507-RA	XP_020615765.1, XP_020615766.1, XP_020615767.1
OG0006977	Mcavernosa30182-RA	XP_020628205.1, XP_020615918.1
OG0006977	Mcavernosa16185-RA	XP_020615890.1
OG0006978	Mcavernosa15217-RA	XP_020616078.1
OG0006979	Mcavernosa28650-RA, Mcavernosa28651-RA, Mcavernosa28647-RA	XP_020616250.1, XP_020616154.1, XP_020616155.1
OG0006980	Mcavernosa30043-RA	XP_020616509.1
OG0006981	Mcavernosa33700-RA	XP_020616896.1
OG0006982	Mcavernosa24127-RA	XP_020618233.1
OG0006984	Mcavernosa13659-RA, Mcavernosa33593-RA	XP_020618713.1
OG0006985	Mcavernosa20540-RA, Mcavernosa20538-RA	XP_020618955.1, XP_020627636.1
OG0006986	Mcavernosa15499-RA, Mcavernosa15498-RA, Mcavernosa15503-RA, Mcavernosa15500-RA	XP_020619006.1
OG0006987	Mcavernosa15504-RA	XP_020620184.1
OG0006988	Mcavernosa28102-RA	XP_020620439.1, XP_020620436.1, XP_020620437.1, XP_020620438.1
OG0006989	Mcavernosa27264-RA	XP_020621025.1
OG0006989	Mcavernosa29959-RA	XP_020620894.1
OG0006989	Mcavernosa27266-RA, Mcavernosa27265-RA	XP_020621031.1
OG0006990	Mcavernosa18956-RA	XP_020620998.1
OG0006991	Mcavernosa17669-RA, Mcavernosa28932-RA, Mcavernosa17668-RA	XP_020621280.1
OG0006991	Mcavernosa33602-RA	XP_020621279.1
OG0006992	Mcavernosa12441-RA	XP_020621375.1
OG0006995	Mcavernosa31619-RA	XP_020623651.1, XP_020623652.1, XP_020623653.1
OG0006996	Mcavernosa07060-RA	XP_020624265.1, XP_020624264.1, XP_020624266.1
OG0006997	Mcavernosa20598-RA	XP_020624324.1, XP_020624325.1, XP_020624284.1
OG0006999	Mcavernosa26659-RA, Mcavernosa26663-RA	XP_020624740.1, XP_020624739.1, XP_020624741.1
OG0007000	Mcavernosa00769-RA	XP_020626010.1
OG0007000	Mcavernosa00764-RA	XP_020626013.1
OG0007001	Mcavernosa08702-RA	XP_020626066.1
OG0007002	Mcavernosa22740-RA, Mcavernosa30104-RA, Mcavernosa20429-RA	XP_020626212.1
OG0007003	Mcavernosa02789-RA, Mcavernosa02790-RA	XP_020626463.1
OG0007004	Mcavernosa14674-RA, Mcavernosa14684-RA	XP_020626567.1
OG0007005	Mcavernosa26344-RA	XP_020626739.1
OG0007006	Mcavernosa02397-RA	XP_020626988.1, XP_020626989.1
OG0007007	Mcavernosa25001-RA	XP_020627039.1, XP_020627023.1, XP_020627022.1, XP_020627021.1, XP_020627025.1, XP_020627024.1
