Orthogroup	GCF_002042975.1_ofav_dov_v1_protein	Acerv_assembly_v1.0.protein
OG0004502	XP_020618603.1	Acerv_evm.model.Segkk1295_pilon.1
OG0004503	XP_020601841.1	Acerv_evm.model.Segkk1302_pilon.13
OG0004503	XP_020601851.1	Acerv_evm.model.Segkk3610_pilon.1
OG0004504	XP_020602961.1	Acerv_evm.model.Segkk1303_pilon.1
OG0004505	XP_020630731.1	Acerv_evm.model.Segkk4011_pilon.8
OG0004506	XP_020627380.1, XP_020612758.1	Acerv_evm.model.Segkk1304_pilon.14, Acerv_evm.model.Segkk1304_pilon.12
OG0004507	XP_020623112.1, XP_020623073.1	Acerv_evm.model.Segkk1317_pilon.4
OG0004508	XP_020623075.1, XP_020616339.1, XP_020623076.1	Acerv_evm.model.Segkk1317_pilon.3
OG0004509	XP_020609210.1, XP_020609211.1, XP_020609209.1	Acerv_evm.model.Segkk1317_pilon.10
OG0004511	XP_020608909.1	Acerv_evm.model.Segkk1343_pilon.14
OG0004512	XP_020612235.1, XP_020612234.1, XP_020612233.1	Acerv_evm.model.Segkk1343_pilon.16
OG0004514	XP_020607131.1, XP_020607132.1	Acerv_evm.model.Segkk1732_pilon.3, Acerv_evm.model.Segkk1348_pilon.10
OG0004515	XP_020602719.1, XP_020602720.1	Acerv_evm.model.Segkk1364_pilon.5
OG0004516	XP_020622745.1, XP_020622744.1, XP_020622747.1	Acerv_evm.model.Segkk1377_pilon.3
OG0004517	XP_020622761.1	Acerv_evm.model.Segkk1377_pilon.2
OG0004518	XP_020631268.1, XP_020631243.1	Acerv_evm.model.Segkk1380_pilon.21
OG0004519	XP_020605682.1	Acerv_evm.model.Segkk1383_pilon.12
OG0004520	XP_020605103.1, XP_020605092.1	Acerv_evm.model.Segkk1383_pilon.2
OG0004521	XP_020632008.1, XP_020632009.1	Acerv_evm.model.Segkk4107_pilon.1, Acerv_evm.model.Segkk1386_pilon.10
OG0004522	XP_020617906.1	Acerv_evm.model.Segkk1389_pilon.8
OG0004523	XP_020627697.1, XP_020627696.1, XP_020627695.1	Acerv_evm.model.Segkk1392_pilon.2
OG0004524	XP_020606058.1	Acerv_evm.model.Segkk1395_pilon.4
OG0004525	XP_020609826.1	Acerv_evm.model.Segkk1402_pilon.2, Acerv_evm.model.Segkk1670_pilon.3
OG0004527	XP_020618088.1	Acerv_evm.model.Segkk1412_pilon.7
OG0004528	XP_020622255.1, XP_020628951.1	Acerv_evm.model.Segkk1414_pilon.2, Acerv_evm.model.Segkk1828_pilon.4
OG0004529	XP_020626749.1	Acerv_evm.model.Segkk1424_pilon.16
OG0004530	XP_020602327.1	Acerv_evm.model.Segkk1430_pilon.10
OG0004531	XP_020628593.1	Acerv_evm.model.Segkk1432_pilon.5
OG0004533	XP_020604589.1, XP_020604657.1	Acerv_evm.model.Segkk1438_pilon.9, Acerv_evm.model.Segkk2013_pilon.7
OG0004534	XP_020604644.1	Acerv_evm.model.Segkk1438_pilon.8, Acerv_evm.model.Segkk1438_pilon.7, Acerv_evm.model.Segkk2013_pilon.6
OG0004535	XP_020604599.1, XP_020604600.1	Acerv_evm.model.Segkk1438_pilon.5, Acerv_evm.model.Segkk2013_pilon.5
OG0004536	XP_020609797.1, XP_020609798.1	Acerv_evm.model.Segkk2971_pilon.4
OG0004538	XP_020624004.1	Acerv_evm.model.Segkk1452_pilon.10
OG0004540	XP_020624282.1	Acerv_evm.model.Segkk2579_pilon.22, Acerv_evm.model.Segkk1462_pilon.12
OG0004541	XP_020632565.1, XP_020632566.1, XP_020632567.1	Acerv_evm.model.Segkk1462_pilon.8
OG0004542	XP_020611829.1, XP_020611898.1	Acerv_evm.model.Segkk1466_pilon.2
OG0004543	XP_020613239.1	Acerv_evm.model.Segkk1469_pilon.11
OG0004544	XP_020618424.1	Acerv_evm.model.Segkk1469_pilon.10
OG0004545	XP_020618423.1	Acerv_evm.model.Segkk1469_pilon.9
OG0004546	XP_020623837.1, XP_020623835.1, XP_020623836.1	Acerv_evm.model.Segkk1475_pilon.6
OG0004547	XP_020606614.1, XP_020606605.1	Acerv_evm.model.Segkk1480_pilon.1, Acerv_evm.model.Segkk3395_pilon.2
OG0004548	XP_020612386.1, XP_020612392.1	Acerv_evm.model.Segkk4329_pilon.2, Acerv_evm.model.Segkk1481_pilon.18, Acerv_evm.model.Segkk3309_pilon.1
OG0004549	XP_020615181.1	Acerv_evm.model.Segkk1488_pilon.19
OG0004550	XP_020615211.1, XP_020615212.1, XP_020615210.1	Acerv_evm.model.Segkk1488_pilon.16, Acerv_evm.model.Segkk1488_pilon.17
OG0004551	XP_020610584.1, XP_020610535.1	Acerv_evm.model.Segkk1489_pilon.10
OG0004552	XP_020617185.1, XP_020602803.1	Acerv_evm.model.Segkk1494_pilon.3, Acerv_evm.model.Segkk4124_pilon.1
OG0004553	XP_020615655.1, XP_020615663.1	Acerv_evm.model.Segkk1497_pilon.2
OG0004554	XP_020631870.1	Acerv_evm.model.Segkk3132_pilon.4, Acerv_evm.model.Segkk1501_pilon.12
OG0004555	XP_020614776.1, XP_020614774.1	Acerv_evm.model.Segkk1509_pilon.10
OG0004556	XP_020623181.1, XP_020623208.1	Acerv_evm.model.Segkk1511_pilon.11
OG0004558	XP_020611113.1, XP_020611112.1	Acerv_evm.model.Segkk1545_pilon.2
OG0004559	XP_020611047.1	Acerv_evm.model.Segkk4043_pilon.32, Acerv_evm.model.Segkk1545_pilon.1
OG0004560	XP_020619011.1, XP_020619012.1, XP_020619010.1, XP_020619008.1	Acerv_evm.model.Segkk1550_pilon.1
OG0004561	XP_020608453.1	Acerv_evm.model.Segkk1553_pilon.5
OG0004562	XP_020613470.1, XP_020613471.1, XP_020613472.1, XP_020613469.1	Acerv_evm.model.Segkk1563_pilon.13
OG0004563	XP_020621148.1, XP_020621149.1, XP_020621150.1	Acerv_evm.model.Segkk1575_pilon.6
OG0004564	XP_020607400.1, XP_020607410.1	Acerv_evm.model.Segkk1579_pilon.7, Acerv_evm.model.Segkk3522_pilon.31
OG0004565	XP_020624631.1	Acerv_evm.model.Segkk1579_pilon.10
OG0004566	XP_020602037.1	Acerv_evm.model.Segkk1587_pilon.8
OG0004567	XP_020627768.1	Acerv_evm.model.Segkk1588_pilon.6
OG0004568	XP_020611259.1, XP_020611975.1	Acerv_evm.model.Segkk1603_pilon.2
OG0004569	XP_020608214.1, XP_020608216.1, XP_020608215.1	Acerv_evm.model.Segkk1611_pilon.8
OG0004570	XP_020624983.1, XP_020624984.1	Acerv_evm.model.Segkk1612_pilon.2, Acerv_evm.model.Segkk1612_pilon.1
OG0004571	XP_020624985.1	Acerv_evm.model.Segkk2831_pilon.2
OG0004572	XP_020614948.1, XP_020614946.1, XP_020614947.1	Acerv_evm.model.Segkk1616_pilon.7
OG0004574	XP_020624689.1, XP_020624638.1	Acerv_evm.model.Segkk4206_pilon.3, Acerv_evm.model.Segkk1629_pilon.1
OG0004575	XP_020607482.1, XP_020607480.1, XP_020607481.1	Acerv_evm.model.Segkk1632_pilon.4
OG0004576	XP_020618319.1	Acerv_evm.model.Segkk1641_pilon.19
OG0004577	XP_020622011.1	Acerv_evm.model.Segkk1642_pilon.1
OG0004578	XP_020611106.1, XP_020611105.1, XP_020611107.1	Acerv_evm.model.Segkk1646_pilon.7
OG0004579	XP_020603225.1	Acerv_evm.model.Segkk1657_pilon.29
OG0004580	XP_020603258.1	Acerv_evm.model.Segkk1657_pilon.26
OG0004581	XP_020603886.1	Acerv_evm.model.Segkk1661_pilon.2
OG0004582	XP_020629556.1, XP_020629557.1, XP_020629558.1, XP_020629559.1	Acerv_evm.model.Segkk1666_pilon.1
OG0004583	XP_020629702.1, XP_020629563.1, XP_020629650.1	Acerv_evm.model.Segkk1666_pilon.2
OG0004584	XP_020629575.1	Acerv_evm.model.Segkk1666_pilon.3
OG0004585	XP_020606295.1	Acerv_evm.model.Segkk2985_pilon.1
OG0004585	XP_020606296.1	Acerv_evm.model.Segkk1669_pilon.7
OG0004586	XP_020606174.1, XP_020606234.1	Acerv_evm.model.Segkk1669_pilon.4
OG0004587	XP_020625256.1, XP_020625260.1	Acerv_evm.model.Segkk1674_pilon.1
OG0004588	XP_020632909.1, XP_020632911.1	Acerv_evm.model.Segkk1675_pilon.11
OG0004589	XP_020617668.1, XP_020617666.1	Acerv_evm.model.Segkk1680_pilon.14
OG0004590	XP_020617647.1	Acerv_evm.model.Segkk1680_pilon.7
OG0004591	XP_020617619.1, XP_020625563.1, XP_020628146.1, XP_020617604.1, XP_020617596.1	Acerv_evm.model.Segkk1680_pilon.3, Acerv_evm.model.Segkk1712_pilon.1, Acerv_evm.model.Segkk2371_pilon.2
OG0004592	XP_020607975.1, XP_020607977.1, XP_020607976.1	Acerv_evm.model.Segkk1683_pilon.8
OG0004593	XP_020627826.1	Acerv_evm.model.Segkk1683_pilon.10
OG0004594	XP_020607590.1, XP_020609257.1, XP_020607595.1, XP_020609256.1	Acerv_evm.model.Segkk1692_pilon.8
OG0004597	XP_020626522.1, XP_020626521.1	Acerv_evm.model.Segkk1717_pilon.1
OG0004598	XP_020612291.1	Acerv_evm.model.Segkk1725_pilon.9
OG0004599	XP_020608278.1, XP_020608279.1	Acerv_evm.model.Segkk1727_pilon.25
OG0004600	XP_020624039.1	Acerv_evm.model.Segkk1727_pilon.11, Acerv_evm.model.Segkk1727_pilon.10
OG0004601	XP_020623946.1	Acerv_evm.model.Segkk1727_pilon.13, Acerv_evm.model.Segkk1727_pilon.18, Acerv_evm.model.Segkk1727_pilon.15, Acerv_evm.model.Segkk3871_pilon.2
OG0004602	XP_020608248.1, XP_020608247.1	Acerv_evm.model.Segkk4131_pilon.2, Acerv_evm.model.Segkk1727_pilon.32
OG0004603	XP_020625235.1	Acerv_evm.model.Segkk1755_pilon.2
OG0004604	XP_020616571.1	Acerv_evm.model.Segkk1766_pilon.1, Acerv_evm.model.Segkk3632_pilon.2, Acerv_evm.model.Segkk2012_pilon.2
OG0004605	XP_020614867.1	Acerv_evm.model.Segkk1777_pilon.32
OG0004606	XP_020616890.1	Acerv_evm.model.Segkk1777_pilon.26
OG0004607	XP_020616915.1	Acerv_evm.model.Segkk1777_pilon.28
OG0004608	XP_020610391.1	Acerv_evm.model.Segkk1778_pilon.32
OG0004609	XP_020625124.1, XP_020625123.1, XP_020625125.1	Acerv_evm.model.Segkk1778_pilon.3
OG0004611	XP_020610238.1	Acerv_evm.model.Segkk1781_pilon.1, Acerv_evm.model.Segkk3454_pilon.27, Acerv_evm.model.Segkk2750_pilon.4
OG0004612	XP_020600548.1	Acerv_evm.model.Segkk1786_pilon.13
OG0004612	XP_020600549.1	Acerv_evm.model.Segkk1786_pilon.9
OG0004613	XP_020602200.1	Acerv_evm.model.Segkk1796_pilon.16
OG0004614	XP_020630207.1, XP_020630205.1	Acerv_evm.model.Segkk1799_pilon.6
OG0004615	XP_020607771.1	Acerv_evm.model.Segkk1802_pilon.18
OG0004616	XP_020605095.1	Acerv_evm.model.Segkk1817_pilon.1
OG0004617	XP_020615666.1, XP_020615676.1, XP_020615656.1, XP_020614679.1, XP_020614800.1, XP_020614801.1	Acerv_evm.model.Segkk2741_pilon.16, Acerv_evm.model.Segkk1819_pilon.6, Acerv_evm.model.Segkk4018_pilon.1
OG0004618	XP_020615203.1	Acerv_evm.model.Segkk1833_pilon.3
OG0004620	XP_020607985.1, XP_020607983.1, XP_020607982.1	Acerv_evm.model.Segkk1837_pilon.5
OG0004621	XP_020614935.1, XP_020614942.1	Acerv_evm.model.Segkk1839_pilon.3
OG0004622	XP_020616699.1, XP_020616700.1	Acerv_evm.model.Segkk1845_pilon.15
OG0004623	XP_020625028.1	Acerv_evm.model.Segkk1846_pilon.3
OG0004624	XP_020627159.1, XP_020627160.1, XP_020627161.1	Acerv_evm.model.Segkk1849_pilon.2
OG0004625	XP_020627164.1, XP_020627165.1	Acerv_evm.model.Segkk1849_pilon.1
OG0004626	XP_020632045.1	Acerv_evm.model.Segkk1862_pilon.9, Acerv_evm.model.Segkk2196_pilon.1
OG0004627	XP_020609059.1, XP_020609058.1, XP_020609060.1	Acerv_evm.model.Segkk1863_pilon.6
OG0004628	XP_020601969.1	Acerv_evm.model.Segkk1865_pilon.9, Acerv_evm.model.Segkk2258_pilon.1
OG0004631	XP_020621274.1	Acerv_evm.model.Segkk3326_pilon.22, Acerv_evm.model.Segkk1871_pilon.4
OG0004632	XP_020612632.1, XP_020612633.1	Acerv_evm.model.Segkk1871_pilon.10, Acerv_evm.model.Segkk1871_pilon.11
OG0004633	XP_020612669.1	Acerv_evm.model.Segkk1871_pilon.13
OG0004633	XP_020612628.1	Acerv_evm.model.Segkk1871_pilon.12
OG0004634	XP_020631152.1, XP_020631151.1, XP_020631150.1	Acerv_evm.model.Segkk1878_pilon.10
OG0004636	XP_020610015.1, XP_020610014.1	Acerv_evm.model.Segkk1883_pilon.13
OG0004637	XP_020624876.1, XP_020624877.1	Acerv_evm.model.Segkk1883_pilon.18
OG0004638	XP_020614433.1	Acerv_evm.model.Segkk1885_pilon.7
OG0004639	XP_020612025.1, XP_020612024.1, XP_020612023.1	Acerv_evm.model.Segkk1895_pilon.7
OG0004640	XP_020629187.1, XP_020629185.1, XP_020629186.1	Acerv_evm.model.Segkk1899_pilon.12
OG0004641	XP_020629171.1, XP_020629172.1	Acerv_evm.model.Segkk1899_pilon.14
OG0004642	XP_020605783.1, XP_020629181.1, XP_020629180.1	Acerv_evm.model.Segkk1899_pilon.15
OG0004643	XP_020611377.1	Acerv_evm.model.Segkk1906_pilon.4, Acerv_evm.model.Segkk3640_pilon.2
OG0004644	XP_020617878.1	Acerv_evm.model.Segkk2994_pilon.19
OG0004645	XP_020610317.1	Acerv_evm.model.Segkk1909_pilon.9
OG0004646	XP_020614677.1, XP_020614675.1, XP_020614676.1, XP_020614674.1	Acerv_evm.model.Segkk1936_pilon.10
OG0004648	XP_020616642.1	Acerv_evm.model.Segkk1946_pilon.40
OG0004649	XP_020629027.1	Acerv_evm.model.Segkk1975_pilon.3
OG0004650	XP_020601702.1, XP_020601701.1	Acerv_evm.model.Segkk1975_pilon.10
OG0004651	XP_020609683.1	Acerv_evm.model.Segkk1976_pilon.25
OG0004652	XP_020610479.1, XP_020610478.1, XP_020610485.1, XP_020610486.1, XP_020610484.1, XP_020610482.1, XP_020610483.1	Acerv_evm.model.Segkk2574_pilon.12, Acerv_evm.model.Segkk1980_pilon.3
OG0004653	XP_020615891.1	Acerv_evm.model.Segkk2949_pilon.4, Acerv_evm.model.Segkk2949_pilon.1, Acerv_evm.model.Segkk1988_pilon.1
OG0004654	XP_020622168.1, XP_020622166.1, XP_020622169.1, XP_020622167.1	Acerv_evm.model.Segkk1991_pilon.27
OG0004655	XP_020622219.1, XP_020622220.1	Acerv_evm.model.Segkk1991_pilon.20
OG0004656	XP_020622163.1, XP_020622162.1	Acerv_evm.model.Segkk1991_pilon.33, Acerv_evm.model.Segkk1991_pilon.32
OG0004657	XP_020632003.1, XP_020632004.1	Acerv_evm.model.Segkk1993_pilon.5
OG0004658	XP_020614582.1	Acerv_evm.model.Segkk1997_pilon.8
OG0004659	XP_020615465.1	Acerv_evm.model.Segkk3116_pilon.1, Acerv_evm.model.Segkk1997_pilon.13
OG0004660	XP_020614544.1, XP_020614543.1	Acerv_evm.model.Segkk1997_pilon.11
OG0004661	XP_020618817.1	Acerv_evm.model.Segkk2001_pilon.24
OG0004663	XP_020625071.1, XP_020625070.1	Acerv_evm.model.Segkk2011_pilon.3
OG0004664	XP_020610258.1, XP_020610256.1, XP_020610257.1	Acerv_evm.model.Segkk2011_pilon.21
OG0004666	XP_020629655.1	Acerv_evm.model.Segkk2069_pilon.11
OG0004667	XP_020621189.1, XP_020621181.1	Acerv_evm.model.Segkk2088_pilon.1
OG0004669	XP_020632514.1	Acerv_evm.model.Segkk2885_pilon.17, Acerv_evm.model.Segkk4201_pilon.4, Acerv_evm.model.Segkk2109_pilon.6
OG0004670	XP_020617347.1	Acerv_evm.model.Segkk2112_pilon.35
OG0004671	XP_020603195.1	Acerv_evm.model.Segkk2115_pilon.6
OG0004672	XP_020615755.1, XP_020615750.1	Acerv_evm.model.Segkk2115_pilon.9
OG0004673	XP_020611295.1	Acerv_evm.model.Segkk2116_pilon.27
OG0004674	XP_020603010.1	Acerv_evm.model.Segkk2116_pilon.9
OG0004675	XP_020602401.1	Acerv_evm.model.Segkk2116_pilon.17
OG0004677	XP_020607955.1, XP_020607956.1	Acerv_evm.model.Segkk2118_pilon.10
OG0004678	XP_020628404.1, XP_020628390.1	Acerv_evm.model.Segkk2118_pilon.14
OG0004679	XP_020628595.1, XP_020628588.1, XP_020628574.1, XP_020628582.1	Acerv_evm.model.Segkk2118_pilon.3
OG0004680	XP_020621897.1, XP_020621904.1	Acerv_evm.model.Segkk2119_pilon.6
OG0004681	XP_020606624.1	Acerv_evm.model.Segkk3127_pilon.1, Acerv_evm.model.Segkk2145_pilon.5
OG0004682	XP_020627344.1, XP_020627343.1	Acerv_evm.model.Segkk2147_pilon.5
OG0004684	XP_020616301.1, XP_020616300.1, XP_020616299.1, XP_020616303.1	Acerv_evm.model.Segkk2163_pilon.26
OG0004685	XP_020617080.1, XP_020617079.1, XP_020616298.1, XP_020616297.1	Acerv_evm.model.Segkk2163_pilon.25
OG0004686	XP_020616416.1	Acerv_evm.model.Segkk2163_pilon.33
OG0004688	XP_020629947.1	Acerv_evm.model.Segkk2165_pilon.20
OG0004689	XP_020609165.1	Acerv_evm.model.Segkk2924_pilon.11
OG0004690	XP_020617018.1, XP_020616984.1, XP_020617019.1	Acerv_evm.model.Segkk2194_pilon.27
OG0004691	XP_020620303.1	Acerv_evm.model.Segkk2198_pilon.18
OG0004692	XP_020611619.1, XP_020611625.1	Acerv_evm.model.Segkk2198_pilon.16
OG0004693	XP_020622171.1	Acerv_evm.model.Segkk2200_pilon.7
OG0004694	XP_020608570.1	Acerv_evm.model.Segkk2201_pilon.39
OG0004695	XP_020606638.1, XP_020606635.1, XP_020606634.1	Acerv_evm.model.Segkk2201_pilon.32
OG0004696	XP_020613453.1, XP_020613445.1, XP_020613461.1	Acerv_evm.model.Segkk2209_pilon.5
OG0004697	XP_020607351.1, XP_020607352.1	Acerv_evm.model.Segkk2216_pilon.14
OG0004698	XP_020629125.1	Acerv_evm.model.Segkk2219_pilon.18
OG0004699	XP_020629137.1, XP_020629136.1, XP_020629134.1	Acerv_evm.model.Segkk2219_pilon.16
OG0004700	XP_020608670.1	Acerv_evm.model.Segkk2219_pilon.15, Acerv_evm.model.Segkk2219_pilon.14
OG0004701	XP_020600647.1	Acerv_evm.model.Segkk2223_pilon.13
OG0004702	XP_020616034.1, XP_020616035.1	Acerv_evm.model.Segkk2228_pilon.2
OG0004703	XP_020622861.1, XP_020622860.1	Acerv_evm.model.Segkk2231_pilon.2
OG0004704	XP_020615896.1	Acerv_evm.model.Segkk2233_pilon.20
OG0004705	XP_020630663.1, XP_020630662.1, XP_020630664.1	Acerv_evm.model.Segkk2237_pilon.2
OG0004706	XP_020625813.1	Acerv_evm.model.Segkk2240_pilon.13
OG0004707	XP_020627252.1	Acerv_evm.model.Segkk2247_pilon.1
OG0004708	XP_020605184.1, XP_020605185.1, XP_020605216.1	Acerv_evm.model.Segkk2261_pilon.7
OG0004709	XP_020619120.1	Acerv_evm.model.Segkk3435_pilon.1, Acerv_evm.model.Segkk2264_pilon.1
OG0004711	XP_020606492.1, XP_020606493.1, XP_020606494.1	Acerv_evm.model.Segkk2287_pilon.2, Acerv_evm.model.Segkk2306_pilon.19
OG0004713	XP_020606513.1	Acerv_evm.model.Segkk2292_pilon.15
OG0004714	XP_020628121.1, XP_020628119.1, XP_020628120.1	Acerv_evm.model.Segkk2300_pilon.8
OG0004715	XP_020628129.1	Acerv_evm.model.Segkk3379_pilon.1
OG0004716	XP_020606043.1	Acerv_evm.model.Segkk2311_pilon.17
OG0004717	XP_020601624.1	Acerv_evm.model.Segkk2318_pilon.7, Acerv_evm.model.Segkk2750_pilon.7, Acerv_evm.model.Segkk2750_pilon.9, Acerv_evm.model.Segkk3126_pilon.15
OG0004718	XP_020621497.1, XP_020621498.1	Acerv_evm.model.Segkk2319_pilon.3
OG0004719	XP_020616985.1, XP_020616987.1, XP_020616986.1	Acerv_evm.model.Segkk2320_pilon.8
OG0004720	XP_020618550.1	Acerv_evm.model.Segkk2322_pilon.23
OG0004721	XP_020618549.1	Acerv_evm.model.Segkk2322_pilon.13
OG0004722	XP_020618252.1, XP_020618367.1, XP_020618368.1	Acerv_evm.model.Segkk2329_pilon.5
OG0004723	XP_020611607.1	Acerv_evm.model.Segkk3198_pilon.16, Acerv_evm.model.Segkk2337_pilon.1, Acerv_evm.model.Segkk2337_pilon.3
OG0004724	XP_020623722.1	Acerv_evm.model.Segkk2343_pilon.6
OG0004725	XP_020623721.1	Acerv_evm.model.Segkk2343_pilon.5
OG0004726	XP_020625276.1	Acerv_evm.model.Segkk2344_pilon.4, Acerv_evm.model.Segkk2344_pilon.6
OG0004727	XP_020622984.1	Acerv_evm.model.Segkk2349_pilon.4
OG0004727	XP_020622983.1	Acerv_evm.model.Segkk2817_pilon.2
OG0004728	XP_020615633.1	Acerv_evm.model.Segkk3905_pilon.20
OG0004729	XP_020610353.1, XP_020610354.1, XP_020610351.1, XP_020610352.1	Acerv_evm.model.Segkk2358_pilon.12
OG0004730	XP_020615491.1, XP_020615492.1	Acerv_evm.model.Segkk2361_pilon.9
OG0004731	XP_020623218.1, XP_020623217.1	Acerv_evm.model.Segkk2671_pilon.3, Acerv_evm.model.Segkk2384_pilon.3
OG0004732	XP_020631704.1, XP_020631680.1, XP_020631679.1	Acerv_evm.model.Segkk2390_pilon.15
OG0004733	XP_020606805.1	Acerv_evm.model.Segkk2390_pilon.14
OG0004734	XP_020615328.1, XP_020612519.1, XP_020612531.1, XP_020615332.1	Acerv_evm.model.Segkk2390_pilon.25
OG0004735	XP_020605084.1, XP_020605074.1	Acerv_evm.model.Segkk2424_pilon.3
OG0004736	XP_020622439.1, XP_020622440.1	Acerv_evm.model.Segkk2424_pilon.13
OG0004738	XP_020622602.1, XP_020622601.1	Acerv_evm.model.Segkk2445_pilon.5
OG0004740	XP_020606916.1, XP_020606917.1, XP_020606918.1, XP_020606915.1	Acerv_evm.model.Segkk2451_pilon.1
OG0004741	XP_020606910.1, XP_020606911.1, XP_020606912.1, XP_020606914.1	Acerv_evm.model.Segkk2451_pilon.19
OG0004742	XP_020624574.1, XP_020624572.1, XP_020624566.1, XP_020624571.1	Acerv_evm.model.Segkk2459_pilon.1
OG0004743	XP_020619773.1, XP_020619796.1, XP_020619786.1	Acerv_evm.model.Segkk2462_pilon.21
OG0004744	XP_020618589.1	Acerv_evm.model.Segkk2468_pilon.23
OG0004745	XP_020608561.1, XP_020608554.1, XP_020608547.1, XP_020608540.1	Acerv_evm.model.Segkk2468_pilon.24
OG0004746	XP_020626754.1, XP_020626783.1	Acerv_evm.model.Segkk2507_pilon.19
OG0004746	XP_020615432.1	Acerv_evm.model.Segkk2469_pilon.30
OG0004747	XP_020624544.1, XP_020624543.1	Acerv_evm.model.Segkk2557_pilon.6, Acerv_evm.model.Segkk2469_pilon.29, Acerv_evm.model.Segkk2557_pilon.7, Acerv_evm.model.Segkk2557_pilon.3, Acerv_evm.model.Segkk2469_pilon.33
OG0004748	XP_020602103.1, XP_020602102.1, XP_020602075.1	Acerv_evm.model.Segkk2469_pilon.6
OG0004749	XP_020628043.1	Acerv_evm.model.Segkk2470_pilon.3
OG0004750	XP_020628232.1, XP_020628187.1, XP_020628186.1	Acerv_evm.model.Segkk2470_pilon.10
OG0004751	XP_020627831.1, XP_020627834.1	Acerv_evm.model.Segkk2470_pilon.15
OG0004752	XP_020602668.1, XP_020602669.1	Acerv_evm.model.Segkk2483_pilon.13
OG0004753	XP_020601134.1	Acerv_evm.model.Segkk2487_pilon.10
OG0004755	XP_020606183.1	Acerv_evm.model.Segkk2502_pilon.4
OG0004757	XP_020613229.1, XP_020613226.1, XP_020613228.1	Acerv_evm.model.Segkk2521_pilon.5
OG0004758	XP_020625184.1, XP_020625183.1	Acerv_evm.model.Segkk2525_pilon.1
OG0004759	XP_020627212.1, XP_020627211.1	Acerv_evm.model.Segkk2529_pilon.7
OG0004760	XP_020608233.1, XP_020608234.1	Acerv_evm.model.Segkk2529_pilon.13
OG0004761	XP_020613118.1, XP_020613117.1	Acerv_evm.model.Segkk2529_pilon.14
OG0004762	XP_020606333.1	Acerv_evm.model.Segkk2530_pilon.3
OG0004763	XP_020623707.1	Acerv_evm.model.Segkk2537_pilon.10
OG0004764	XP_020623863.1	Acerv_evm.model.Segkk2537_pilon.5
OG0004765	XP_020622950.1	Acerv_evm.model.Segkk2542_pilon.1
OG0004766	XP_020626225.1, XP_020626429.1, XP_020626424.1	Acerv_evm.model.Segkk2554_pilon.6
OG0004767	XP_020628885.1, XP_020628884.1	Acerv_evm.model.Segkk2559_pilon.4
OG0004768	XP_020616137.1, XP_020616119.1	Acerv_evm.model.Segkk2565_pilon.6
OG0004769	XP_020612055.1, XP_020612010.1, XP_020612011.1	Acerv_evm.model.Segkk2567_pilon.2, Acerv_evm.model.Segkk2567_pilon.8
OG0004770	XP_020622530.1	Acerv_evm.model.Segkk2568_pilon.3
OG0004771	XP_020603513.1	Acerv_evm.model.Segkk2575_pilon.24, Acerv_evm.model.Segkk4030_pilon.7, Acerv_evm.model.Segkk3474_pilon.7, Acerv_evm.model.Segkk3474_pilon.2
OG0004772	XP_020601267.1, XP_020601268.1, XP_020601269.1	Acerv_evm.model.Segkk2577_pilon.1
OG0004773	XP_020608173.1	Acerv_evm.model.Segkk2578_pilon.43, Acerv_evm.model.Segkk3900_pilon.68
OG0004774	XP_020624257.1, XP_020624256.1	Acerv_evm.model.Segkk2579_pilon.19
OG0004775	XP_020607413.1, XP_020607377.1	Acerv_evm.model.Segkk4359_pilon.10, Acerv_evm.model.Segkk2587_pilon.11, Acerv_evm.model.Segkk4359_pilon.9
OG0004776	XP_020604383.1	Acerv_evm.model.Segkk2587_pilon.6
OG0004778	XP_020603576.1	Acerv_evm.model.Segkk2618_pilon.7
OG0004778	XP_020603449.1	Acerv_evm.model.Segkk2618_pilon.5
OG0004780	XP_020609884.1, XP_020609744.1, XP_020609680.1, XP_020609810.1	Acerv_evm.model.Segkk2637_pilon.8
OG0004781	XP_020616026.1, XP_020616061.1	Acerv_evm.model.Segkk2638_pilon.2
OG0004782	XP_020626394.1, XP_020626396.1, XP_020626395.1	Acerv_evm.model.Segkk2641_pilon.11
OG0004783	XP_020631852.1, XP_020631851.1, XP_020631853.1	Acerv_evm.model.Segkk2649_pilon.7
OG0004784	XP_020613019.1, XP_020613029.1	Acerv_evm.model.Segkk2665_pilon.4
OG0004785	XP_020622158.1	Acerv_evm.model.Segkk2666_pilon.32, Acerv_evm.model.Segkk2666_pilon.31
OG0004787	XP_020626264.1, XP_020626341.1	Acerv_evm.model.Segkk2668_pilon.19
OG0004788	XP_020601359.1	Acerv_evm.model.Segkk2668_pilon.20, Acerv_evm.model.Segkk3142_pilon.14, Acerv_evm.model.Segkk3196_pilon.3, Acerv_evm.model.Segkk4364_pilon.60
OG0004789	XP_020616798.1, XP_020616796.1, XP_020616795.1	Acerv_evm.model.Segkk2676_pilon.1
OG0004790	XP_020605243.1, XP_020605242.1, XP_020605244.1	Acerv_evm.model.Segkk2679_pilon.1
OG0004791	XP_020625574.1	Acerv_evm.model.Segkk2695_pilon.5
OG0004792	XP_020612994.1	Acerv_evm.model.Segkk2695_pilon.3
OG0004793	XP_020625525.1, XP_020625582.1	Acerv_evm.model.Segkk2695_pilon.2
