Orthogroup	plut2v1.1.proteins	GCF_002042975.1_ofav_dov_v1_protein
OG0004810	plut2.m8.24416.m1	XP_020631005.1
OG0004811	plut2.m8.30688.m1	XP_020612889.1
OG0004812	plut2.m8.6101.m1	XP_020620737.1
OG0004813	plut2.m8.999.m1, jamg1.model.Sc0000006.115	XP_020609239.1, XP_020609240.1
OG0004815	plut2.m8.424.m1	XP_020616168.1, XP_020616167.1
OG0004816	plut2.m8.418.m1	XP_020616213.1, XP_020616169.1
OG0004818	plut2.m8.23653.m1	XP_020626703.1, XP_020626702.1, XP_020626701.1
OG0004819	plut2.m8.16398.m1, plut2.m8.9882.m1	XP_020611349.1
OG0004820	plut2.m8.16407.m1	XP_020621193.1, XP_020621192.1
OG0004821	plut2.m8.30973.m1	XP_020611277.1
OG0004822	plut2.m8.32511.m1, plut2.m8.10051.m1, plut2.m8.32510.m1	XP_020628718.1, XP_020628717.1
OG0004823	plut2.m8.5961.m1	XP_020607174.1
OG0004824	plut2.m8.20330.m1	XP_020631128.1, XP_020631129.1
OG0004825	plut2.m8.5021.m1	XP_020617484.1, XP_020617483.1
OG0004826	plut2.m8.18936.m1	XP_020628441.1, XP_020628440.1
OG0004827	plut2.m8.18923.m1, plut2.m8.18925.m1	XP_020628549.1, XP_020628548.1
OG0004828	plut2.m8.18935.m1	XP_020628499.1, XP_020628443.1, XP_020628497.1
OG0004829	plut2.m8.14594.m1	XP_020615962.1, XP_020615973.1, XP_020615974.1
OG0004830	jamg1.model.Sc0000666.12	XP_020624177.1, XP_020624176.1, XP_020624122.1
OG0004831	plut2.m8.3887.m1	XP_020624991.1, XP_020624988.1, XP_020624990.1
OG0004832	plut2.m8.5426.m1	XP_020621615.1
OG0004833	plut2.m8.21054.m1	XP_020621723.1, XP_020621691.1
OG0004834	plut2.m8.21051.m1	XP_020621700.1
OG0004835	plut2.m8.13220.m1	XP_020624167.1
OG0004836	plut2.m8.26948.m1	XP_020608824.1
OG0004836	plut2.m8.26950.m1	XP_020608825.1
OG0004837	plut2.m8.29134.m1	XP_020601071.1, XP_020601070.1, XP_020601072.1
OG0004838	plut2.m8.27736.m1	XP_020612033.1, XP_020612032.1
OG0004839	plut2.m8.32291.m1	XP_020618556.1, XP_020618558.1, XP_020618557.1
OG0004840	plut2.m8.5274.m1	XP_020608006.1, XP_020607970.1
OG0004842	plut2.m8.28290.m1	XP_020602545.1, XP_020602537.1, XP_020602530.1, XP_020602553.1
OG0004843	plut2.m8.798.m1	XP_020601535.1, XP_020601534.1, XP_020601533.1, XP_020601532.1
OG0004844	plut2.m8.2548.m1	XP_020609317.1, XP_020609318.1
OG0004845	plut2.m8.14627.m1	XP_020613786.1, XP_020613941.1, XP_020613942.1
OG0004846	plut2.m8.14640.m1	XP_020623235.1, XP_020623242.1
OG0004847	plut2.m8.14644.m1	XP_020623238.1, XP_020623236.1, XP_020623237.1
OG0004848	jamg1.model.Sc0000200.45	XP_020613914.1, XP_020613926.1
OG0004849	plut2.m8.14646.m1	XP_020623241.1
OG0004851	plut2.m8.13407.m1	XP_020600878.1, XP_020600879.1
OG0004852	plut2.m8.9535.m1	XP_020627076.1
OG0004853	plut2.m8.22318.m1	XP_020627051.1, XP_020627047.1, XP_020627046.1
OG0004855	plut2.m8.21418.m1	XP_020627226.1
OG0004856	plut2.m8.16546.m1	XP_020612035.1
OG0004857	plut2.m8.3126.m1	XP_020604145.1, XP_020604144.1
OG0004858	plut2.m8.20965.m1	XP_020626406.1
OG0004859	plut2.m8.7345.m1	XP_020629071.1, XP_020629072.1, XP_020629070.1, XP_020629069.1
OG0004860	plut2.m8.19829.m1	XP_020623337.1, XP_020623339.1
OG0004862	plut2.m8.12966.m1	XP_020623677.1, XP_020623676.1
OG0004863	plut2.m8.15555.m1	XP_020605898.1
OG0004864	plut2.m8.3878.m1	XP_020632006.1, XP_020632002.1, XP_020632001.1
OG0004865	plut2.m8.10651.m1	XP_020630783.1, XP_020630814.1
OG0004866	plut2.m8.19873.m1	XP_020613203.1, XP_020613270.1
OG0004867	plut2.m8.9451.m1	XP_020628217.1, XP_020628167.1
OG0004868	plut2.m8.2335.m1	XP_020619498.1
OG0004869	plut2.m8.12410.m1	XP_020604483.1, XP_020604482.1, XP_020604484.1, XP_020604479.1
OG0004870	plut2.m8.13.m1	XP_020609821.1
OG0004871	plut2.m8.26114.m1	XP_020622352.1, XP_020622354.1, XP_020622353.1
OG0004872	plut2.m8.23274.m1	XP_020616117.1
OG0004873	plut2.m8.28577.m1	XP_020616218.1, XP_020616173.1, XP_020616175.1
OG0004874	plut2.m8.28429.m1	XP_020617757.1, XP_020617758.1
OG0004875	plut2.m8.27310.m1	XP_020608433.1
OG0004876	plut2.m8.15941.m1, plut2.m8.15942.m1	XP_020605009.1, XP_020603591.1
OG0004877	plut2.m8.8645.m1, plut2.m8.8646.m1	XP_020604584.1
OG0004878	plut2.m8.8650.m1	XP_020601822.1, XP_020601816.1
OG0004879	plut2.m8.8644.m1, plut2.m8.8633.m1	XP_020604631.1
OG0004880	plut2.m8.21962.m1	XP_020630727.1
OG0004880	plut2.m8.9387.m1	XP_020618169.1
OG0004881	plut2.m8.27807.m1	XP_020611795.1, XP_020611793.1, XP_020611792.1, XP_020611794.1
OG0004882	plut2.m8.10758.m1	XP_020616805.1
OG0004884	plut2.m8.16584.m1	XP_020611928.1
OG0004885	plut2.m8.20378.m1, plut2.m8.20379.m1	XP_020617714.1
OG0004886	plut2.m8.20386.m1	XP_020617685.1, XP_020617683.1, XP_020617684.1
OG0004887	plut2.m8.24145.m1, plut2.m8.21393.m1	XP_020603164.1, XP_020603180.1, XP_020603165.1
OG0004888	plut2.m8.12411.m1, jamg1.model.Sc0000161.41	XP_020604436.1
OG0004889	plut2.m8.23834.m1	XP_020607716.1, XP_020607718.1, XP_020607717.1
OG0004890	plut2.m8.19241.m1, plut2.m8.19239.m1	XP_020600744.1
OG0004891	plut2.m8.2502.m1	XP_020623070.1, XP_020623069.1
OG0004892	plut2.m8.21653.m1	XP_020621085.1
OG0004893	plut2.m8.6627.m1	XP_020603838.1, XP_020603837.1
OG0004894	plut2.m8.18389.m1	XP_020611261.1, XP_020611074.1
OG0004895	plut2.m8.23666.m1	XP_020619281.1, XP_020619286.1
OG0004896	plut2.m8.96.m1, plut2.m8.95.m1	XP_020623553.1, XP_020623552.1
OG0004897	plut2.m8.120.m1	XP_020613532.1, XP_020613531.1, XP_020613529.1
OG0004898	plut2.m8.16456.m1	XP_020614832.1, XP_020615047.1, XP_020614303.1
OG0004899	plut2.m8.1541.m1	XP_020619970.1, XP_020619969.1, XP_020619938.1
OG0004900	plut2.m8.13263.m1	XP_020603287.1, XP_020603288.1
OG0004901	plut2.m8.29509.m1	XP_020601627.1
OG0004902	plut2.m8.1936.m1	XP_020627090.1, XP_020627092.1
OG0004903	plut2.m8.31435.m1, plut2.m8.10159.m1	XP_020611911.1
OG0004904	plut2.m8.18011.m1	XP_020621785.1
OG0004905	plut2.m8.18015.m1	XP_020621790.1
OG0004906	plut2.m8.26208.m1, plut2.m8.21187.m1	XP_020621805.1, XP_020621788.1
OG0004907	plut2.m8.9641.m1	XP_020626292.1, XP_020626291.1, XP_020626381.1
OG0004908	plut2.m8.16276.m1, plut2.m8.26318.m1	XP_020605762.1, XP_020605761.1
OG0004909	plut2.m8.11376.m1	XP_020625922.1, XP_020625921.1
OG0004910	plut2.m8.1177.m1	XP_020614559.1, XP_020614560.1
OG0004911	plut2.m8.12511.m1	XP_020620257.1
OG0004912	plut2.m8.11344.m1	XP_020624026.1, XP_020624027.1
OG0004913	plut2.m8.25195.m1	XP_020613280.1, XP_020613281.1
OG0004914	plut2.m8.2788.m1	XP_020613679.1
OG0004915	plut2.m8.2809.m1	XP_020613752.1, XP_020613753.1, XP_020613754.1, XP_020613719.1
OG0004916	plut2.m8.2810.m1	XP_020613936.1
OG0004917	jamg1.model.Sc0000156.61, plut2.m8.12163.m1	XP_020613916.1
OG0004918	plut2.m8.2773.m1	XP_020613703.1
OG0004919	plut2.m8.2771.m1	XP_020613721.1
OG0004920	plut2.m8.25766.m1, plut2.m8.31746.m1, plut2.m8.24320.m1	XP_020626536.1, XP_020626537.1
OG0004921	plut2.m8.18743.m1	XP_020630549.1
OG0004922	plut2.m8.18748.m1	XP_020630563.1, XP_020630562.1
OG0004923	plut2.m8.18762.m1, plut2.m8.18765.m1	XP_020630482.1, XP_020630481.1
OG0004924	plut2.m8.19393.m1	XP_020632643.1
OG0004925	plut2.m8.3468.m1, plut2.m8.3466.m1	XP_020626840.1
OG0004926	plut2.m8.20605.m1	XP_020616052.1, XP_020616051.1
OG0004928	plut2.m8.16563.m1	XP_020632032.1, XP_020632022.1
OG0004929	plut2.m8.18781.m1	XP_020609294.1, XP_020609286.1, XP_020609277.1
OG0004930	plut2.m8.12192.m1	XP_020622459.1, XP_020622460.1
OG0004931	plut2.m8.10506.m1	XP_020632035.1, XP_020632034.1, XP_020632036.1
OG0004933	plut2.m8.10484.m1	XP_020628378.1
OG0004934	plut2.m8.3406.m1	XP_020615698.1, XP_020625789.1, XP_020625788.1, XP_020625773.1
OG0004935	plut2.m8.23315.m1	XP_020619947.1
OG0004936	plut2.m8.8466.m1	XP_020626793.1, XP_020626791.1, XP_020626792.1, XP_020626794.1
OG0004937	plut2.m8.4144.m1	XP_020607017.1
OG0004938	plut2.m8.14689.m1	XP_020606886.1
OG0004939	plut2.m8.12560.m1, plut2.m8.12562.m1, plut2.m8.12558.m1	XP_020606970.1
OG0004940	plut2.m8.14691.m1	XP_020606977.1, XP_020606975.1, XP_020606976.1
OG0004941	plut2.m8.6970.m1	XP_020618818.1, XP_020618797.1
OG0004942	plut2.m8.24385.m1	XP_020625457.1, XP_020625447.1, XP_020625464.1
OG0004943	plut2.m8.516.m1, plut2.m8.525.m1	XP_020614166.1
OG0004944	plut2.m8.3520.m1	XP_020603751.1, XP_020603752.1, XP_020603750.1
OG0004945	plut2.m8.29634.m1	XP_020618237.1, XP_020618238.1
OG0004946	plut2.m8.30815.m1, plut2.m8.30816.m1, plut2.m8.30818.m1	XP_020618163.1
OG0004947	plut2.m8.30817.m1, plut2.m8.26057.m1	XP_020618371.1
OG0004948	plut2.m8.4269.m1	XP_020629190.1
OG0004949	plut2.m8.4287.m1	XP_020610070.1, XP_020610069.1
OG0004950	plut2.m8.4288.m1	XP_020610053.1, XP_020610055.1, XP_020610056.1
OG0004951	plut2.m8.19667.m1	XP_020606937.1, XP_020606938.1, XP_020606939.1
OG0004952	plut2.m8.28755.m1	XP_020630937.1
OG0004953	plut2.m8.15197.m1, plut2.m8.15191.m1	XP_020630901.1
OG0004954	plut2.m8.24519.m1	XP_020609992.1
OG0004955	plut2.m8.21408.m1	XP_020617675.1, XP_020616071.1
OG0004956	plut2.m8.9524.m1	XP_020600996.1
OG0004957	plut2.m8.11259.m1	XP_020621173.1
OG0004958	plut2.m8.26480.m1	XP_020612477.1, XP_020612474.1, XP_020612476.1, XP_020612478.1
OG0004959	plut2.m8.17462.m1, plut2.m8.17460.m1	XP_020621898.1, XP_020621899.1
OG0004960	plut2.m8.14040.m1	XP_020607284.1, XP_020607283.1
OG0004961	plut2.m8.17485.m1	XP_020607285.1, XP_020607295.1, XP_020607296.1
OG0004962	plut2.m8.3533.m1	XP_020603744.1, XP_020603742.1
OG0004963	plut2.m8.13966.m1	XP_020615768.1
OG0004965	plut2.m8.14874.m1	XP_020629213.1, XP_020629212.1
OG0004966	plut2.m8.9257.m1	XP_020630829.1, XP_020630830.1, XP_020630832.1, XP_020630831.1
OG0004967	plut2.m8.3230.m1	XP_020618695.1
OG0004967	plut2.m8.3229.m1	XP_020618694.1
OG0004968	plut2.m8.8147.m1	XP_020623457.1, XP_020623455.1, XP_020623454.1, XP_020623456.1
OG0004969	plut2.m8.23793.m1	XP_020615600.1, XP_020615602.1, XP_020615601.1
OG0004971	plut2.m8.5037.m1	XP_020609873.1, XP_020609874.1, XP_020609875.1
OG0004972	plut2.m8.10397.m1	XP_020629108.1, XP_020629107.1
OG0004973	plut2.m8.1893.m1	XP_020606176.1, XP_020606177.1, XP_020606179.1
OG0004974	plut2.m8.23198.m1, plut2.m8.24831.m1	XP_020603106.1, XP_020603108.1
OG0004975	plut2.m8.4634.m1	XP_020630521.1, XP_020630522.1
OG0004976	plut2.m8.4620.m1	XP_020630518.1, XP_020630543.1, XP_020630541.1
OG0004977	plut2.m8.2900.m1	XP_020622037.1, XP_020622038.1
OG0004978	plut2.m8.2881.m1	XP_020622039.1
OG0004979	plut2.m8.15674.m1	XP_020625696.1, XP_020625697.1, XP_020625698.1
OG0004980	plut2.m8.21779.m1	XP_020603244.1, XP_020603228.1, XP_020603236.1
OG0004981	plut2.m8.23254.m1	XP_020626175.1, XP_020626176.1
OG0004982	plut2.m8.22158.m1	XP_020627961.1, XP_020627962.1
OG0004983	plut2.m8.21726.m1	XP_020607726.1
OG0004984	plut2.m8.22157.m1	XP_020627956.1, XP_020627957.1
OG0004985	plut2.m8.85.m1	XP_020623448.1, XP_020623449.1, XP_020623446.1, XP_020623447.1
OG0004986	plut2.m8.77.m1	XP_020613602.1, XP_020613603.1
OG0004987	plut2.m8.18614.m1	XP_020617958.1
OG0004988	plut2.m8.3803.m1	XP_020602879.1, XP_020613396.1
OG0004989	plut2.m8.17002.m1	XP_020622629.1
OG0004990	plut2.m8.12946.m1	XP_020622723.1, XP_020622724.1
OG0004991	plut2.m8.21714.m1	XP_020627914.1
OG0004992	plut2.m8.15121.m1	XP_020622791.1, XP_020622793.1, XP_020622792.1
OG0004993	plut2.m8.28385.m1	XP_020607981.1, XP_020607980.1
OG0004995	plut2.m8.856.m1	XP_020613352.1, XP_020613489.1
OG0004996	plut2.m8.2572.m1	XP_020601594.1
OG0004996	plut2.m8.2537.m1	XP_020601195.1
OG0004997	plut2.m8.2542.m1	XP_020623098.1, XP_020623105.1
OG0004998	plut2.m8.27619.m1	XP_020627487.1
OG0004999	plut2.m8.15900.m1	XP_020627200.1, XP_020627201.1
OG0005000	plut2.m8.17740.m1, plut2.m8.17741.m1	XP_020603902.1
OG0005001	plut2.m8.16133.m1	XP_020615372.1
OG0005002	plut2.m8.3199.m1	XP_020604615.1, XP_020604616.1
OG0005003	plut2.m8.578.m1	XP_020627638.1, XP_020632399.1
OG0005004	plut2.m8.11220.m1	XP_020601944.1
OG0005005	plut2.m8.25819.m1	XP_020610605.1, XP_020610606.1
OG0005006	plut2.m8.26944.m1	XP_020606736.1, XP_020606737.1, XP_020606772.1
OG0005007	plut2.m8.11386.m1	XP_020625893.1, XP_020625882.1
OG0005008	plut2.m8.11639.m1	XP_020602310.1, XP_020602311.1, XP_020602312.1, XP_020602309.1
OG0005009	plut2.m8.5390.m1	XP_020603795.1, XP_020607329.1
OG0005011	plut2.m8.7182.m1	XP_020609673.1
OG0005012	plut2.m8.8413.m1	XP_020630139.1, XP_020630138.1, XP_020630137.1
OG0005013	plut2.m8.12569.m1	XP_020611693.1, XP_020611685.1, XP_020610496.1
OG0005014	plut2.m8.26894.m1	XP_020608112.1
OG0005015	plut2.m8.8993.m1	XP_020632059.1, XP_020632058.1, XP_020632056.1, XP_020632057.1
OG0005017	plut2.m8.32844.m1	XP_020630504.1, XP_020630505.1
OG0005018	plut2.m8.11457.m1	XP_020603995.1, XP_020604097.1
OG0005019	plut2.m8.11464.m1	XP_020629827.1, XP_020629828.1, XP_020629830.1, XP_020629831.1
OG0005020	plut2.m8.22627.m1	XP_020626079.1
OG0005021	plut2.m8.21966.m1	XP_020602247.1, XP_020602254.1
OG0005022	plut2.m8.24095.m1	XP_020621027.1
OG0005023	plut2.m8.29328.m1	XP_020620944.1, XP_020620980.1
OG0005024	plut2.m8.19468.m1	XP_020631214.1
OG0005026	plut2.m8.36.m1	XP_020629860.1
OG0005027	jamg1.model.Sc0000405.29	XP_020625033.1, XP_020609933.1, XP_020609816.1, XP_020619814.1
OG0005028	plut2.m8.7415.m1	XP_020627141.1
OG0005029	plut2.m8.11790.m1	XP_020619803.1, XP_020619867.1, XP_020619868.1
OG0005030	plut2.m8.9743.m1	XP_020626464.1
OG0005031	plut2.m8.9739.m1, plut2.m8.9740.m1	XP_020626456.1
OG0005032	plut2.m8.9736.m1	XP_020626459.1
OG0005033	plut2.m8.10233.m1	XP_020605562.1
OG0005035	plut2.m8.22196.m1, plut2.m8.12755.m1	XP_020625128.1
OG0005036	plut2.m8.12750.m1	XP_020625092.1
OG0005037	plut2.m8.17832.m1	XP_020620472.1
OG0005037	plut2.m8.17833.m1	XP_020620786.1
OG0005038	plut2.m8.19656.m1	XP_020621948.1, XP_020621946.1, XP_020621947.1, XP_020621949.1
OG0005039	plut2.m8.25295.m1, plut2.m8.25294.m1, plut2.m8.25291.m1	XP_020621995.1
OG0005040	plut2.m8.31454.m1	XP_020621952.1, XP_020621951.1, XP_020621953.1
OG0005041	plut2.m8.6241.m1	XP_020621978.1, XP_020621977.1, XP_020621998.1
OG0005042	plut2.m8.11253.m1	XP_020622964.1
OG0005043	plut2.m8.3837.m1	XP_020609504.1, XP_020609537.1
OG0005044	plut2.m8.3838.m1	XP_020609526.1, XP_020609529.1, XP_020609530.1, XP_020609532.1
OG0005045	plut2.m8.29924.m1, plut2.m8.29925.m1	XP_020631649.1, XP_020631650.1
OG0005046	jamg1.model.Sc0000014.14	XP_020631144.1, XP_020631155.1, XP_020631133.1
OG0005047	plut2.m8.17671.m1, plut2.m8.6542.m1	XP_020604395.1, XP_020604396.1
OG0005049	plut2.m8.22982.m1, plut2.m8.22981.m1	XP_020621611.1, XP_020621612.1
OG0005050	plut2.m8.10360.m1	XP_020623137.1, XP_020623136.1, XP_020623138.1
OG0005052	plut2.m8.4068.m1	XP_020630594.1, XP_020630573.1
OG0005053	plut2.m8.18709.m1	XP_020611678.1
OG0005054	plut2.m8.1702.m1	XP_020609644.1, XP_020609643.1, XP_020609646.1, XP_020609647.1
OG0005055	plut2.m8.4146.m1	XP_020607056.1, XP_020607055.1
OG0005056	plut2.m8.15978.m1	XP_020612419.1, XP_020612446.1
OG0005057	plut2.m8.28597.m1	XP_020612487.1
OG0005058	plut2.m8.28601.m1	XP_020612582.1, XP_020612581.1
OG0005059	plut2.m8.32835.m1	XP_020616508.1, XP_020616499.1, XP_020616498.1
OG0005061	plut2.m8.31371.m1, plut2.m8.27630.m1, plut2.m8.1029.m1	XP_020623195.1, XP_020608941.1, XP_020609042.1
OG0005062	plut2.m8.8526.m1	XP_020629845.1, XP_020629918.1, XP_020629916.1, XP_020629917.1
OG0005063	plut2.m8.12550.m1	XP_020616064.1, XP_020616027.1, XP_020616023.1
OG0005064	plut2.m8.15295.m1, plut2.m8.15296.m1	XP_020617794.1, XP_020617786.1
OG0005065	plut2.m8.12373.m1	XP_020626766.1, XP_020626765.1, XP_020626764.1
OG0005066	plut2.m8.2418.m1	XP_020631583.1, XP_020631584.1
OG0005067	plut2.m8.8740.m1	XP_020608068.1, XP_020608070.1, XP_020608069.1, XP_020608071.1
OG0005068	plut2.m8.19762.m1	XP_020618860.1, XP_020618750.1
OG0005069	plut2.m8.8022.m1	XP_020603129.1, XP_020603130.1, XP_020603128.1, XP_020603131.1
OG0005070	plut2.m8.4761.m1, plut2.m8.4762.m1	XP_020626710.1
OG0005071	plut2.m8.32673.m1	XP_020620701.1
OG0005072	plut2.m8.12803.m1	XP_020624391.1
OG0005072	plut2.m8.12806.m1	XP_020602602.1
OG0005073	plut2.m8.13039.m1	XP_020602782.1
OG0005074	plut2.m8.22047.m1	XP_020621864.1, XP_020621866.1, XP_020621863.1, XP_020621865.1
OG0005076	plut2.m8.25913.m1	XP_020622304.1
OG0005077	plut2.m8.19054.m1	XP_020625456.1
OG0005078	plut2.m8.19351.m1	XP_020625699.1
OG0005079	plut2.m8.24340.m1, plut2.m8.24875.m1	XP_020603767.1, XP_020603765.1, XP_020603764.1, XP_020603763.1
OG0005080	plut2.m8.1351.m1	XP_020615464.1
OG0005080	jamg1.model.Sc0000009.157	XP_020615505.1
OG0005082	plut2.m8.19748.m1	XP_020616726.1, XP_020616690.1, XP_020616691.1, XP_020616727.1
OG0005084	plut2.m8.22906.m1	XP_020604695.1, XP_020604709.1, XP_020604710.1
OG0005085	plut2.m8.7065.m1	XP_020614498.1, XP_020614474.1, XP_020614475.1
OG0005086	plut2.m8.19939.m1	XP_020625254.1, XP_020625250.1, XP_020625243.1
OG0005087	plut2.m8.28847.m1	XP_020620088.1, XP_020620086.1, XP_020620085.1, XP_020620089.1
OG0005088	plut2.m8.6210.m1	XP_020611290.1, XP_020611289.1
OG0005089	plut2.m8.11429.m1	XP_020621110.1, XP_020621111.1, XP_020621112.1, XP_020621113.1
OG0005090	plut2.m8.11440.m1	XP_020621141.1, XP_020621126.1, XP_020621127.1, XP_020621125.1
OG0005091	plut2.m8.13158.m1	XP_020616626.1
OG0005092	plut2.m8.12432.m1, plut2.m8.1266.m1	XP_020604748.1
OG0005094	plut2.m8.32870.m1	XP_020632507.1, XP_020632506.1, XP_020632508.1, XP_020632505.1
OG0005095	plut2.m8.6013.m1	XP_020626742.1, XP_020626745.1, XP_020626744.1, XP_020626743.1
OG0005096	plut2.m8.1941.m1	XP_020608266.1
OG0005096	plut2.m8.1943.m1	XP_020608265.1, XP_020608268.1
OG0005097	plut2.m8.18264.m1	XP_020624970.1, XP_020624979.1, XP_020624987.1, XP_020624994.1
OG0005098	plut2.m8.18284.m1	XP_020606545.1, XP_020606543.1
OG0005099	plut2.m8.27318.m1	XP_020613420.1, XP_020613421.1
OG0005100	plut2.m8.460.m1	XP_020608507.1, XP_020608505.1, XP_020608506.1
OG0005101	plut2.m8.439.m1, jamg1.model.Sc0000002.123	XP_020616130.1
OG0005103	plut2.m8.1976.m1	XP_020609156.1, XP_020609155.1, XP_020609153.1
OG0005104	plut2.m8.2941.m1	XP_020600765.1, XP_020600849.1
OG0005105	plut2.m8.26593.m1	XP_020603968.1
OG0005106	plut2.m8.18110.m1	XP_020601326.1, XP_020601327.1
OG0005107	plut2.m8.61.m1	XP_020624326.1
OG0005108	plut2.m8.67.m1	XP_020613775.1, XP_020613774.1
OG0005109	plut2.m8.66.m1	XP_020613842.1
OG0005110	jamg1.model.Sc0000000.92, jamg1.model.Sc0000000.93	XP_020624316.1
OG0005111	plut2.m8.12576.m1	XP_020611204.1, XP_020611216.1
OG0005112	plut2.m8.17702.m1, plut2.m8.17704.m1, plut2.m8.17703.m1	XP_020632675.1, XP_020632676.1
OG0005113	plut2.m8.15256.m1	XP_020611133.1, XP_020611132.1
OG0005115	plut2.m8.10574.m1	XP_020605567.1
OG0005115	plut2.m8.13298.m1	XP_020631454.1
OG0005116	plut2.m8.28445.m1	XP_020620879.1, XP_020620880.1
OG0005117	plut2.m8.19121.m1	XP_020620919.1
OG0005117	plut2.m8.19123.m1	XP_020620915.1
OG0005120	plut2.m8.19116.m1	XP_020620969.1
OG0005121	plut2.m8.1230.m1	XP_020601907.1, XP_020625416.1
OG0005122	plut2.m8.3302.m1	XP_020618218.1, XP_020618220.1, XP_020618219.1
OG0005123	plut2.m8.4934.m1	XP_020625391.1
OG0005124	plut2.m8.21800.m1, plut2.m8.9282.m1	XP_020601618.1
OG0005125	plut2.m8.4393.m1	XP_020620699.1, XP_020620700.1
OG0005126	plut2.m8.23766.m1, plut2.m8.23771.m1	XP_020630799.1, XP_020630800.1, XP_020630798.1
OG0005127	plut2.m8.24175.m1	XP_020626618.1, XP_020626571.1
OG0005128	plut2.m8.27428.m1	XP_020627505.1, XP_020627504.1, XP_020627503.1
OG0005129	plut2.m8.1316.m1	XP_020615428.1, XP_020615430.1, XP_020615429.1
OG0005130	plut2.m8.1306.m1	XP_020615480.1, XP_020615475.1, XP_020615476.1
OG0005131	plut2.m8.1285.m1	XP_020608421.1, XP_020604893.1
OG0005132	plut2.m8.1276.m1	XP_020604833.1, XP_020604834.1, XP_020604835.1, XP_020604832.1
OG0005133	plut2.m8.22205.m1	XP_020631747.1, XP_020631746.1
OG0005134	plut2.m8.18010.m1	XP_020621789.1
OG0005135	plut2.m8.16233.m1, plut2.m8.16224.m1	XP_020631965.1
OG0005137	plut2.m8.17935.m1	XP_020609001.1, XP_020609002.1, XP_020609000.1
OG0005138	plut2.m8.7112.m1	XP_020631794.1, XP_020631795.1
OG0005139	plut2.m8.7109.m1	XP_020631831.1, XP_020631830.1
OG0005140	plut2.m8.21290.m1	XP_020616679.1, XP_020616678.1
OG0005141	plut2.m8.10704.m1, plut2.m8.10705.m1	XP_020613450.1
OG0005142	plut2.m8.14157.m1	XP_020615590.1, XP_020615591.1
OG0005143	plut2.m8.10886.m1	XP_020624762.1
OG0005143	plut2.m8.10885.m1	XP_020624763.1
OG0005144	plut2.m8.3613.m1	XP_020629862.1
OG0005145	plut2.m8.3610.m1	XP_020629954.1, XP_020629962.1
OG0005146	plut2.m8.3604.m1	XP_020610105.1, XP_020610112.1
OG0005147	plut2.m8.13156.m1	XP_020616637.1, XP_020616644.1
OG0005148	plut2.m8.18645.m1	XP_020627373.1, XP_020627376.1, XP_020627374.1, XP_020627377.1
OG0005149	plut2.m8.9729.m1	XP_020626447.1, XP_020626453.1
OG0005150	jamg1.model.Sc0000043.106	XP_020611288.1
OG0005151	plut2.m8.26588.m1	XP_020606702.1
OG0005152	plut2.m8.32763.m1	XP_020623989.1
OG0005153	plut2.m8.2512.m1	XP_020623063.1
OG0005154	plut2.m8.2057.m1	XP_020601742.1, XP_020601741.1, XP_020601740.1
OG0005155	plut2.m8.2063.m1	XP_020601676.1, XP_020601677.1, XP_020601678.1
OG0005156	plut2.m8.9116.m1	XP_020630327.1, XP_020630310.1
OG0005157	plut2.m8.9120.m1	XP_020630346.1, XP_020630347.1
OG0005159	plut2.m8.23789.m1	XP_020613978.1, XP_020613977.1
OG0005160	plut2.m8.9637.m1	XP_020626310.1, XP_020626311.1, XP_020626312.1
OG0005161	plut2.m8.21228.m1	XP_020600660.1, XP_020600659.1
OG0005162	plut2.m8.21208.m1, plut2.m8.21206.m1	XP_020600615.1
OG0005163	plut2.m8.17782.m1	XP_020610162.1
OG0005164	plut2.m8.4845.m1	XP_020611722.1, XP_020611736.1, XP_020611716.1, XP_020611729.1
OG0005165	plut2.m8.20755.m1	XP_020603539.1
OG0005166	plut2.m8.31248.m1	XP_020618019.1, XP_020618017.1
OG0005167	plut2.m8.6085.m1	XP_020618078.1, XP_020617997.1, XP_020617990.1
OG0005168	plut2.m8.6962.m1, plut2.m8.6961.m1	XP_020610776.1
OG0005169	plut2.m8.6568.m1	XP_020616383.1, XP_020616346.1
OG0005170	plut2.m8.22836.m1	XP_020628077.1
OG0005171	plut2.m8.8795.m1	XP_020616150.1, XP_020616149.1
OG0005172	plut2.m8.8786.m1	XP_020616242.1, XP_020616240.1, XP_020616241.1
OG0005173	plut2.m8.26463.m1, plut2.m8.26465.m1	XP_020611459.1
OG0005174	plut2.m8.11261.m1	XP_020615882.1, XP_020615881.1, XP_020615884.1
OG0005175	plut2.m8.11247.m1	XP_020615878.1, XP_020615879.1
OG0005176	plut2.m8.6161.m1	XP_020624386.1
OG0005177	plut2.m8.23001.m1	XP_020602162.1, XP_020602164.1, XP_020602165.1
OG0005178	plut2.m8.15338.m1	XP_020611884.1, XP_020611882.1, XP_020611883.1, XP_020611881.1
OG0005180	plut2.m8.21633.m1	XP_020605915.1, XP_020605913.1, XP_020605914.1
OG0005181	plut2.m8.23999.m1	XP_020612106.1, XP_020612098.1, XP_020612112.1, XP_020612120.1
OG0005182	plut2.m8.9682.m1, plut2.m8.9678.m1	XP_020619632.1, XP_020619633.1
OG0005183	plut2.m8.32401.m1	XP_020606965.1
OG0005185	plut2.m8.10403.m1	XP_020609033.1
