Orthogroup	Mcavernosa.maker.proteins	Acerv_assembly_v1.0.protein
OG0005797	Mcavernosa20753-RA, Mcavernosa30297-RA	Acerv_evm.model.Segkk1078_pilon.77
OG0005799	Mcavernosa02815-RA	Acerv_evm.model.Segkk1089_pilon.3, Acerv_evm.model.Segkk1276_pilon.6, Acerv_evm.model.Segkk1089_pilon.2
OG0005800	Mcavernosa08963-RA	Acerv_evm.model.Segkk1092_pilon.4
OG0005801	Mcavernosa23552-RA	Acerv_evm.model.Segkk1397_pilon.6
OG0005802	Mcavernosa23261-RA	Acerv_evm.model.Segkk1093_pilon.4
OG0005803	Mcavernosa06763-RA	Acerv_evm.model.Segkk1100_pilon.2, Acerv_evm.model.Segkk2923_pilon.1
OG0005804	Mcavernosa08047-RA	Acerv_evm.model.Segkk1101_pilon.2
OG0005805	Mcavernosa28016-RA	Acerv_evm.model.Segkk1102_pilon.3
OG0005806	Mcavernosa00953-RA	Acerv_evm.model.Segkk1310_pilon.5, Acerv_evm.model.Segkk1113_pilon.3
OG0005807	Mcavernosa19878-RA	Acerv_evm.model.Segkk1125_pilon.1
OG0005808	Mcavernosa17110-RA	Acerv_evm.model.Segkk1130_pilon.6
OG0005809	Mcavernosa17109-RA	Acerv_evm.model.Segkk1130_pilon.7
OG0005810	Mcavernosa04613-RA, Mcavernosa29837-RA	Acerv_evm.model.Segkk1297_pilon.1, Acerv_evm.model.Segkk1134_pilon.1, Acerv_evm.model.Segkk2905_pilon.5, Acerv_evm.model.Segkk2201_pilon.12
OG0005811	Mcavernosa30334-RA, Mcavernosa03538-RA	Acerv_evm.model.Segkk1140_pilon.15
OG0005812	Mcavernosa18264-RA	Acerv_evm.model.Segkk1140_pilon.20
OG0005813	Mcavernosa16897-RA	Acerv_evm.model.Segkk4319_pilon.8, Acerv_evm.model.Segkk1141_pilon.2
OG0005815	Mcavernosa16436-RA	Acerv_evm.model.Segkk1152_pilon.3
OG0005816	Mcavernosa16438-RA	Acerv_evm.model.Segkk1152_pilon.1
OG0005817	Mcavernosa31801-RA	Acerv_evm.model.Segkk1161_pilon.5
OG0005818	Mcavernosa08280-RA, Mcavernosa21366-RA	Acerv_evm.model.Segkk1165_pilon.1
OG0005819	Mcavernosa33548-RA	Acerv_evm.model.Segkk1169_pilon.11
OG0005819	Mcavernosa26430-RA	Acerv_evm.model.Segkk1169_pilon.12
OG0005820	Mcavernosa18400-RA	Acerv_evm.model.Segkk1178_pilon.5, Acerv_evm.model.Segkk3638_pilon.7
OG0005822	Mcavernosa12962-RA	Acerv_evm.model.Segkk1185_pilon.3
OG0005823	Mcavernosa27277-RA	Acerv_evm.model.Segkk1204_pilon.11
OG0005825	Mcavernosa20336-RA	Acerv_evm.model.Segkk1209_pilon.6
OG0005827	Mcavernosa20341-RA	Acerv_evm.model.Segkk1209_pilon.8
OG0005829	Mcavernosa27782-RA, Mcavernosa10976-RA	Acerv_evm.model.Segkk1221_pilon.11
OG0005830	Mcavernosa24869-RA, Mcavernosa24868-RA	Acerv_evm.model.Segkk1221_pilon.2
OG0005831	Mcavernosa02771-RA	Acerv_evm.model.Segkk1223_pilon.1, Acerv_evm.model.Segkk1229_pilon.7
OG0005832	Mcavernosa08009-RA, Mcavernosa08010-RA	Acerv_evm.model.Segkk1226_pilon.5
OG0005833	Mcavernosa04631-RA	Acerv_evm.model.Segkk1227_pilon.7
OG0005835	Mcavernosa16354-RA	Acerv_evm.model.Segkk4326_pilon.1, Acerv_evm.model.Segkk1235_pilon.1, Acerv_evm.model.Segkk1235_pilon.2
OG0005836	Mcavernosa24580-RA	Acerv_evm.model.Segkk1237_pilon.7
OG0005837	Mcavernosa12092-RA	Acerv_evm.model.Segkk1241_pilon.8
OG0005838	Mcavernosa09336-RA	Acerv_evm.model.Segkk3832_pilon.7, Acerv_evm.model.Segkk1244_pilon.10
OG0005839	Mcavernosa24464-RA	Acerv_evm.model.Segkk1248_pilon.1
OG0005840	Mcavernosa24468-RA	Acerv_evm.model.Segkk1248_pilon.6
OG0005841	Mcavernosa23872-RA	Acerv_evm.model.Segkk1470_pilon.1, Acerv_evm.model.Segkk1251_pilon.2
OG0005842	Mcavernosa29851-RA, Mcavernosa33951-RA	Acerv_evm.model.Segkk1252_pilon.14, Acerv_evm.model.Segkk1509_pilon.1
OG0005843	Mcavernosa09975-RA	Acerv_evm.model.Segkk1252_pilon.6
OG0005845	Mcavernosa02966-RA	Acerv_evm.model.Segkk1253_pilon.11
OG0005846	Mcavernosa18384-RA	Acerv_evm.model.Segkk1261_pilon.9, Acerv_evm.model.Segkk1261_pilon.6
OG0005847	Mcavernosa05548-RA	Acerv_evm.model.Segkk1263_pilon.21
OG0005848	Mcavernosa02375-RA	Acerv_evm.model.Segkk1263_pilon.14
OG0005849	Mcavernosa05546-RA	Acerv_evm.model.Segkk1263_pilon.19
OG0005850	Mcavernosa30502-RA, Mcavernosa13933-RA	Acerv_evm.model.Segkk1266_pilon.27
OG0005850	Mcavernosa26522-RA, Mcavernosa30503-RA	Acerv_evm.model.Segkk1266_pilon.30
OG0005851	Mcavernosa21355-RA, Mcavernosa21353-RA	Acerv_evm.model.Segkk1274_pilon.1
OG0005852	Mcavernosa16173-RA	Acerv_evm.model.Segkk1274_pilon.7
OG0005853	Mcavernosa28510-RA, Mcavernosa28508-RA	Acerv_evm.model.Segkk1275_pilon.3
OG0005854	Mcavernosa30251-RA, Mcavernosa02811-RA	Acerv_evm.model.Segkk1276_pilon.4
OG0005856	Mcavernosa04829-RA	Acerv_evm.model.Segkk1279_pilon.5
OG0005857	Mcavernosa14688-RA, Mcavernosa14689-RA	Acerv_evm.model.Segkk1282_pilon.6
OG0005858	Mcavernosa06185-RA	Acerv_evm.model.Segkk1285_pilon.2
OG0005860	Mcavernosa08585-RA	Acerv_evm.model.Segkk1290_pilon.4, Acerv_evm.model.Segkk1290_pilon.3
OG0005862	Mcavernosa31506-RA	Acerv_evm.model.Segkk1295_pilon.4
OG0005864	Mcavernosa03957-RA	Acerv_evm.model.Segkk1299_pilon.6
OG0005865	Mcavernosa00386-RA	Acerv_evm.model.Segkk1303_pilon.5
OG0005866	Mcavernosa13532-RA	Acerv_evm.model.Segkk1304_pilon.3
OG0005867	Mcavernosa13534-RA	Acerv_evm.model.Segkk1304_pilon.5
OG0005868	Mcavernosa13533-RA	Acerv_evm.model.Segkk1304_pilon.4
OG0005869	Mcavernosa13535-RA	Acerv_evm.model.Segkk1304_pilon.6
OG0005870	Mcavernosa13993-RA	Acerv_evm.model.Segkk1304_pilon.24, Acerv_evm.model.Segkk1304_pilon.27
OG0005871	Mcavernosa26516-RA	Acerv_evm.model.Segkk2464_pilon.13, Acerv_evm.model.Segkk3386_pilon.15, Acerv_evm.model.Segkk1309_pilon.6
OG0005873	Mcavernosa33717-RA	Acerv_evm.model.Segkk1315_pilon.1
OG0005874	Mcavernosa02473-RA, Mcavernosa02471-RA, Mcavernosa10313-RA	Acerv_evm.model.Segkk1317_pilon.1
OG0005875	Mcavernosa20769-RA	Acerv_evm.model.Segkk1318_pilon.5
OG0005877	Mcavernosa28709-RA	Acerv_evm.model.Segkk1332_pilon.9
OG0005878	Mcavernosa13861-RA	Acerv_evm.model.Segkk1343_pilon.10
OG0005880	Mcavernosa22845-RA	Acerv_evm.model.Segkk1367_pilon.4
OG0005881	Mcavernosa26848-RA	Acerv_evm.model.Segkk1368_pilon.3
OG0005882	Mcavernosa01630-RA	Acerv_evm.model.Segkk1371_pilon.1, Acerv_evm.model.Segkk1927_pilon.5
OG0005883	Mcavernosa01625-RA	Acerv_evm.model.Segkk1371_pilon.2, Acerv_evm.model.Segkk1927_pilon.6
OG0005885	Mcavernosa12633-RA	Acerv_evm.model.Segkk1375_pilon.22
OG0005886	Mcavernosa00478-RA	Acerv_evm.model.Segkk1380_pilon.8
OG0005887	Mcavernosa28296-RA	Acerv_evm.model.Segkk1386_pilon.4
OG0005888	Mcavernosa24438-RA	Acerv_evm.model.Segkk1392_pilon.6, Acerv_evm.model.Segkk1392_pilon.5
OG0005889	Mcavernosa24437-RA	Acerv_evm.model.Segkk1392_pilon.7
OG0005890	Mcavernosa05889-RA	Acerv_evm.model.Segkk1396_pilon.2
OG0005891	Mcavernosa23556-RA	Acerv_evm.model.Segkk1397_pilon.3
OG0005892	Mcavernosa00421-RA	Acerv_evm.model.Segkk1403_pilon.1, Acerv_evm.model.Segkk1546_pilon.10
OG0005893	Mcavernosa00422-RA	Acerv_evm.model.Segkk1403_pilon.2, Acerv_evm.model.Segkk1546_pilon.9
OG0005894	Mcavernosa22732-RA, Mcavernosa22729-RA	Acerv_evm.model.Segkk1412_pilon.14
OG0005896	Mcavernosa03578-RA, Mcavernosa03580-RA	Acerv_evm.model.Segkk1424_pilon.15
OG0005897	Mcavernosa09091-RA, Mcavernosa09092-RA	Acerv_evm.model.Segkk1424_pilon.6
OG0005898	Mcavernosa16711-RA	Acerv_evm.model.Segkk3720_pilon.1, Acerv_evm.model.Segkk2766_pilon.4, Acerv_evm.model.Segkk1426_pilon.1
OG0005899	Mcavernosa00176-RA	Acerv_evm.model.Segkk1429_pilon.1
OG0005901	Mcavernosa26770-RA	Acerv_evm.model.Segkk1440_pilon.11
OG0005902	Mcavernosa21774-RA	Acerv_evm.model.Segkk1440_pilon.2
OG0005903	Mcavernosa21777-RA	Acerv_evm.model.Segkk2332_pilon.4, Acerv_evm.model.Segkk1440_pilon.3
OG0005904	Mcavernosa26763-RA	Acerv_evm.model.Segkk1440_pilon.15
OG0005905	Mcavernosa21071-RA	Acerv_evm.model.Segkk2087_pilon.3, Acerv_evm.model.Segkk1443_pilon.2
OG0005907	Mcavernosa28517-RA	Acerv_evm.model.Segkk1444_pilon.3, Acerv_evm.model.Segkk3455_pilon.5
OG0005908	Mcavernosa03425-RA	Acerv_evm.model.Segkk1451_pilon.55
OG0005912	Mcavernosa18941-RA	Acerv_evm.model.Segkk3512_pilon.3, Acerv_evm.model.Segkk1465_pilon.2
OG0005913	Mcavernosa02213-RA	Acerv_evm.model.Segkk1492_pilon.1, Acerv_evm.model.Segkk1466_pilon.10
OG0005914	Mcavernosa02209-RA	Acerv_evm.model.Segkk1466_pilon.6, Acerv_evm.model.Segkk1492_pilon.5
OG0005915	Mcavernosa02207-RA	Acerv_evm.model.Segkk1466_pilon.3, Acerv_evm.model.Segkk1492_pilon.7
OG0005916	Mcavernosa18073-RA	Acerv_evm.model.Segkk1469_pilon.8
OG0005917	Mcavernosa16396-RA, Mcavernosa16392-RA	Acerv_evm.model.Segkk1481_pilon.8
OG0005918	Mcavernosa19834-RA	Acerv_evm.model.Segkk1488_pilon.5
OG0005919	Mcavernosa22661-RA	Acerv_evm.model.Segkk1488_pilon.22
OG0005920	Mcavernosa19828-RA, Mcavernosa19827-RA	Acerv_evm.model.Segkk1488_pilon.1
OG0005921	Mcavernosa06149-RA	Acerv_evm.model.Segkk2327_pilon.1
OG0005922	Mcavernosa02639-RA	Acerv_evm.model.Segkk1495_pilon.1
OG0005923	Mcavernosa10775-RA	Acerv_evm.model.Segkk1500_pilon.1
OG0005924	Mcavernosa31630-RA, Mcavernosa31634-RA	Acerv_evm.model.Segkk1501_pilon.4
OG0005926	Mcavernosa31131-RA	Acerv_evm.model.Segkk1511_pilon.10
OG0005927	Mcavernosa32431-RA	Acerv_evm.model.Segkk1511_pilon.3
OG0005929	Mcavernosa31136-RA	Acerv_evm.model.Segkk1511_pilon.7
OG0005931	Mcavernosa19367-RA	Acerv_evm.model.Segkk1535_pilon.3
OG0005932	Mcavernosa19366-RA	Acerv_evm.model.Segkk1535_pilon.4
OG0005933	Mcavernosa32616-RA	Acerv_evm.model.Segkk1546_pilon.3
OG0005934	Mcavernosa00412-RA, Mcavernosa00415-RA	Acerv_evm.model.Segkk1546_pilon.4
OG0005935	Mcavernosa04862-RA	Acerv_evm.model.Segkk3101_pilon.2
OG0005936	Mcavernosa04866-RA	Acerv_evm.model.Segkk1548_pilon.4
OG0005937	Mcavernosa07185-RA	Acerv_evm.model.Segkk1550_pilon.7, Acerv_evm.model.Segkk1550_pilon.8
OG0005939	Mcavernosa28527-RA	Acerv_evm.model.Segkk1560_pilon.4
OG0005940	Mcavernosa10410-RA	Acerv_evm.model.Segkk1561_pilon.1
OG0005941	Mcavernosa07709-RA	Acerv_evm.model.Segkk4012_pilon.1, Acerv_evm.model.Segkk1563_pilon.15
OG0005942	Mcavernosa13644-RA	Acerv_evm.model.Segkk1564_pilon.9
OG0005944	Mcavernosa13647-RA	Acerv_evm.model.Segkk1564_pilon.12
OG0005945	Mcavernosa31406-RA	Acerv_evm.model.Segkk1566_pilon.2, Acerv_evm.model.Segkk2490_pilon.2, Acerv_evm.model.Segkk3667_pilon.1
OG0005946	Mcavernosa29901-RA	Acerv_evm.model.Segkk3667_pilon.3, Acerv_evm.model.Segkk2490_pilon.1, Acerv_evm.model.Segkk1566_pilon.1
OG0005947	Mcavernosa26451-RA	Acerv_evm.model.Segkk1570_pilon.2
OG0005948	Mcavernosa02265-RA	Acerv_evm.model.Segkk2110_pilon.3, Acerv_evm.model.Segkk1570_pilon.7
OG0005951	Mcavernosa12844-RA	Acerv_evm.model.Segkk1572_pilon.3, Acerv_evm.model.Segkk1572_pilon.9
OG0005952	Mcavernosa24376-RA	Acerv_evm.model.Segkk1575_pilon.2
OG0005953	Mcavernosa15738-RA	Acerv_evm.model.Segkk1576_pilon.11
OG0005955	Mcavernosa11274-RA	Acerv_evm.model.Segkk2595_pilon.1, Acerv_evm.model.Segkk1577_pilon.3
OG0005956	Mcavernosa27344-RA, Mcavernosa27342-RA	Acerv_evm.model.Segkk1579_pilon.15
OG0005957	Mcavernosa30712-RA, Mcavernosa27329-RA, Mcavernosa25719-RA	Acerv_evm.model.Segkk1580_pilon.5
OG0005958	Mcavernosa14142-RA, Mcavernosa14141-RA, Mcavernosa14143-RA	Acerv_evm.model.Segkk1580_pilon.3
OG0005959	Mcavernosa14145-RA	Acerv_evm.model.Segkk1580_pilon.2
OG0005960	Mcavernosa00828-RA	Acerv_evm.model.Segkk1584_pilon.2
OG0005961	Mcavernosa12336-RA	Acerv_evm.model.Segkk2511_pilon.1, Acerv_evm.model.Segkk1587_pilon.13
OG0005962	Mcavernosa15437-RA	Acerv_evm.model.Segkk1588_pilon.3
OG0005963	Mcavernosa01073-RA	Acerv_evm.model.Segkk1591_pilon.3
OG0005964	Mcavernosa01070-RA	Acerv_evm.model.Segkk1591_pilon.2
OG0005965	Mcavernosa01082-RA	Acerv_evm.model.Segkk1591_pilon.11
OG0005966	Mcavernosa17037-RA	Acerv_evm.model.Segkk1593_pilon.2, Acerv_evm.model.Segkk1593_pilon.4
OG0005968	Mcavernosa24451-RA	Acerv_evm.model.Segkk1597_pilon.6
OG0005969	Mcavernosa17973-RA	Acerv_evm.model.Segkk1600_pilon.20
OG0005970	Mcavernosa03250-RA	Acerv_evm.model.Segkk1602_pilon.12, Acerv_evm.model.Segkk1602_pilon.9
OG0005971	Mcavernosa03251-RA	Acerv_evm.model.Segkk1602_pilon.3
OG0005972	Mcavernosa16820-RA	Acerv_evm.model.Segkk1605_pilon.5
OG0005973	Mcavernosa24871-RA, Mcavernosa24896-RA	Acerv_evm.model.Segkk1613_pilon.21
OG0005974	Mcavernosa09318-RA	Acerv_evm.model.Segkk1629_pilon.2
OG0005975	Mcavernosa15808-RA	Acerv_evm.model.Segkk1632_pilon.2
OG0005977	Mcavernosa21398-RA, Mcavernosa21393-RA	Acerv_evm.model.Segkk1632_pilon.18
OG0005978	Mcavernosa15802-RA	Acerv_evm.model.Segkk1632_pilon.10
OG0005981	Mcavernosa07468-RA	Acerv_evm.model.Segkk1641_pilon.13
OG0005982	Mcavernosa07477-RA, Mcavernosa07475-RA	Acerv_evm.model.Segkk1641_pilon.20
OG0005983	Mcavernosa12796-RA	Acerv_evm.model.Segkk1642_pilon.2
OG0005984	Mcavernosa14718-RA, Mcavernosa14716-RA	Acerv_evm.model.Segkk1648_pilon.3
OG0005985	Mcavernosa05860-RA	Acerv_evm.model.Segkk1650_pilon.7
OG0005986	Mcavernosa30715-RA	Acerv_evm.model.Segkk1650_pilon.5
OG0005987	Mcavernosa11431-RA	Acerv_evm.model.Segkk1650_pilon.17
OG0005988	Mcavernosa26930-RA	Acerv_evm.model.Segkk1650_pilon.10
OG0005989	Mcavernosa11432-RA	Acerv_evm.model.Segkk1650_pilon.19, Acerv_evm.model.Segkk1650_pilon.20
OG0005990	Mcavernosa09159-RA	Acerv_evm.model.Segkk1656_pilon.5
OG0005990	Mcavernosa09158-RA	Acerv_evm.model.Segkk3939_pilon.3
OG0005992	Mcavernosa32344-RA, Mcavernosa18459-RA, Mcavernosa34494-RA	Acerv_evm.model.Segkk1657_pilon.7
OG0005995	Mcavernosa11696-RA	Acerv_evm.model.Segkk1672_pilon.4
OG0005996	Mcavernosa14019-RA	Acerv_evm.model.Segkk1675_pilon.12
OG0005997	Mcavernosa05581-RA	Acerv_evm.model.Segkk1676_pilon.5
OG0005998	Mcavernosa05582-RA	Acerv_evm.model.Segkk1676_pilon.4
OG0005999	Mcavernosa30796-RA	Acerv_evm.model.Segkk1678_pilon.4, Acerv_evm.model.Segkk3763_pilon.2
OG0006000	Mcavernosa16079-RA	Acerv_evm.model.Segkk1680_pilon.22
OG0006002	Mcavernosa10692-RA	Acerv_evm.model.Segkk1683_pilon.5
OG0006003	Mcavernosa24380-RA	Acerv_evm.model.Segkk1684_pilon.9
OG0006004	Mcavernosa24426-RA	Acerv_evm.model.Segkk1684_pilon.12
OG0006005	Mcavernosa01750-RA	Acerv_evm.model.Segkk1692_pilon.2
OG0006006	Mcavernosa12238-RA, Mcavernosa21460-RA, Mcavernosa33817-RA	Acerv_evm.model.Segkk1692_pilon.4
OG0006007	Mcavernosa12230-RA	Acerv_evm.model.Segkk1692_pilon.10
OG0006009	Mcavernosa21877-RA, Mcavernosa34876-RA	Acerv_evm.model.Segkk1705_pilon.5
OG0006010	Mcavernosa23885-RA	Acerv_evm.model.Segkk1707_pilon.18
OG0006011	Mcavernosa23881-RA	Acerv_evm.model.Segkk1707_pilon.14
OG0006012	Mcavernosa08233-RA	Acerv_evm.model.Segkk1707_pilon.26
OG0006013	Mcavernosa04253-RA	Acerv_evm.model.Segkk1707_pilon.1
OG0006014	Mcavernosa13740-RA, Mcavernosa13741-RA	Acerv_evm.model.Segkk1732_pilon.62
OG0006015	Mcavernosa21831-RA	Acerv_evm.model.Segkk1732_pilon.45
OG0006016	Mcavernosa29608-RA	Acerv_evm.model.Segkk1732_pilon.10
OG0006017	Mcavernosa13726-RA	Acerv_evm.model.Segkk1732_pilon.11
OG0006018	Mcavernosa13722-RA	Acerv_evm.model.Segkk1732_pilon.16
OG0006020	Mcavernosa04811-RA	Acerv_evm.model.Segkk1749_pilon.16
OG0006021	Mcavernosa22567-RA, Mcavernosa22570-RA	Acerv_evm.model.Segkk1749_pilon.8
OG0006022	Mcavernosa16014-RA	Acerv_evm.model.Segkk2012_pilon.4, Acerv_evm.model.Segkk1751_pilon.1, Acerv_evm.model.Segkk2012_pilon.3
OG0006024	Mcavernosa00795-RA	Acerv_evm.model.Segkk1773_pilon.1
OG0006026	Mcavernosa08159-RA	Acerv_evm.model.Segkk1776_pilon.5
OG0006027	Mcavernosa08181-RA	Acerv_evm.model.Segkk1776_pilon.12
OG0006028	Mcavernosa17153-RA	Acerv_evm.model.Segkk1777_pilon.16
OG0006029	Mcavernosa17149-RA	Acerv_evm.model.Segkk1777_pilon.10
OG0006030	Mcavernosa00928-RA	Acerv_evm.model.Segkk1778_pilon.4
OG0006031	Mcavernosa25663-RA, Mcavernosa25662-RA	Acerv_evm.model.Segkk1782_pilon.16
OG0006032	Mcavernosa18515-RA	Acerv_evm.model.Segkk1782_pilon.8
OG0006033	Mcavernosa14069-RA	Acerv_evm.model.Segkk1784_pilon.7
OG0006034	Mcavernosa17633-RA	Acerv_evm.model.Segkk1786_pilon.18
OG0006035	Mcavernosa11722-RA	Acerv_evm.model.Segkk1795_pilon.6
OG0006036	Mcavernosa10676-RA	Acerv_evm.model.Segkk1796_pilon.12
OG0006037	Mcavernosa16855-RA	Acerv_evm.model.Segkk1797_pilon.4
OG0006038	Mcavernosa16860-RA	Acerv_evm.model.Segkk1797_pilon.8
OG0006039	Mcavernosa30484-RA	Acerv_evm.model.Segkk1799_pilon.5
OG0006040	Mcavernosa03811-RA	Acerv_evm.model.Segkk1799_pilon.12
OG0006041	Mcavernosa01384-RA, Mcavernosa01386-RA	Acerv_evm.model.Segkk1800_pilon.6
OG0006042	Mcavernosa15902-RA	Acerv_evm.model.Segkk1801_pilon.1
OG0006043	Mcavernosa32744-RA, Mcavernosa23758-RA	Acerv_evm.model.Segkk1802_pilon.17
OG0006044	Mcavernosa24585-RA	Acerv_evm.model.Segkk1802_pilon.11
OG0006046	Mcavernosa06517-RA	Acerv_evm.model.Segkk1816_pilon.1
OG0006047	Mcavernosa05455-RA	Acerv_evm.model.Segkk1819_pilon.12, Acerv_evm.model.Segkk4265_pilon.2
OG0006048	Mcavernosa20383-RA	Acerv_evm.model.Segkk1825_pilon.3
OG0006049	Mcavernosa14502-RA	Acerv_evm.model.Segkk3546_pilon.1, Acerv_evm.model.Segkk1830_pilon.1
OG0006050	Mcavernosa20756-RA	Acerv_evm.model.Segkk1839_pilon.2
OG0006054	Mcavernosa06234-RA	Acerv_evm.model.Segkk1845_pilon.10
OG0006055	Mcavernosa11624-RA	Acerv_evm.model.Segkk1853_pilon.3, Acerv_evm.model.Segkk1853_pilon.4
OG0006056	Mcavernosa08528-RA	Acerv_evm.model.Segkk1858_pilon.7
OG0006057	Mcavernosa05867-RA	Acerv_evm.model.Segkk1858_pilon.2
OG0006058	Mcavernosa27886-RA	Acerv_evm.model.Segkk1861_pilon.13
OG0006059	Mcavernosa24929-RA	Acerv_evm.model.Segkk1862_pilon.7
OG0006060	Mcavernosa01328-RA	Acerv_evm.model.Segkk1863_pilon.16
OG0006061	Mcavernosa01327-RA	Acerv_evm.model.Segkk1863_pilon.15
OG0006062	Mcavernosa01348-RA	Acerv_evm.model.Segkk1863_pilon.26
OG0006062	Mcavernosa01349-RA	Acerv_evm.model.Segkk1981_pilon.1
OG0006063	Mcavernosa01345-RA	Acerv_evm.model.Segkk1863_pilon.25
OG0006064	Mcavernosa01336-RA	Acerv_evm.model.Segkk1863_pilon.22
OG0006065	Mcavernosa21611-RA	Acerv_evm.model.Segkk1864_pilon.1, Acerv_evm.model.Segkk1864_pilon.2
OG0006066	Mcavernosa05423-RA	Acerv_evm.model.Segkk1865_pilon.7
OG0006067	Mcavernosa07660-RA	Acerv_evm.model.Segkk2391_pilon.1, Acerv_evm.model.Segkk1867_pilon.12
OG0006068	Mcavernosa24019-RA, Mcavernosa24017-RA	Acerv_evm.model.Segkk1869_pilon.1
OG0006069	Mcavernosa16955-RA, Mcavernosa16958-RA	Acerv_evm.model.Segkk1870_pilon.15
OG0006070	Mcavernosa09357-RA	Acerv_evm.model.Segkk1874_pilon.8
OG0006071	Mcavernosa23028-RA	Acerv_evm.model.Segkk1877_pilon.14, Acerv_evm.model.Segkk3679_pilon.1
OG0006072	Mcavernosa27382-RA	Acerv_evm.model.Segkk1877_pilon.5
OG0006072	Mcavernosa00514-RA	Acerv_evm.model.Segkk1877_pilon.7
OG0006073	Mcavernosa02285-RA	Acerv_evm.model.Segkk1883_pilon.16, Acerv_evm.model.Segkk3754_pilon.1
OG0006074	Mcavernosa32087-RA	Acerv_evm.model.Segkk1884_pilon.13
OG0006075	Mcavernosa20487-RA, Mcavernosa30358-RA	Acerv_evm.model.Segkk1885_pilon.6
OG0006076	Mcavernosa08384-RA	Acerv_evm.model.Segkk1885_pilon.4
OG0006077	Mcavernosa08382-RA	Acerv_evm.model.Segkk1885_pilon.2, Acerv_evm.model.Segkk2437_pilon.2
OG0006078	Mcavernosa05915-RA	Acerv_evm.model.Segkk4263_pilon.11, Acerv_evm.model.Segkk1885_pilon.1
OG0006079	Mcavernosa06108-RA	Acerv_evm.model.Segkk1887_pilon.4, Acerv_evm.model.Segkk1887_pilon.5
OG0006080	Mcavernosa28643-RA	Acerv_evm.model.Segkk1887_pilon.10
OG0006081	Mcavernosa00507-RA	Acerv_evm.model.Segkk1893_pilon.1
OG0006082	Mcavernosa28079-RA	Acerv_evm.model.Segkk2323_pilon.3, Acerv_evm.model.Segkk1899_pilon.1
OG0006083	Mcavernosa28074-RA	Acerv_evm.model.Segkk1899_pilon.4
OG0006084	Mcavernosa28064-RA	Acerv_evm.model.Segkk1899_pilon.13
OG0006085	Mcavernosa24421-RA, Mcavernosa24424-RA	Acerv_evm.model.Segkk1907_pilon.2
OG0006086	Mcavernosa35017-RA, Mcavernosa35015-RA	Acerv_evm.model.Segkk1908_pilon.2
OG0006087	Mcavernosa23501-RA	Acerv_evm.model.Segkk1909_pilon.13
OG0006088	Mcavernosa23503-RA	Acerv_evm.model.Segkk1909_pilon.15
OG0006089	Mcavernosa23504-RA	Acerv_evm.model.Segkk1909_pilon.16
OG0006090	Mcavernosa26614-RA, Mcavernosa04154-RA	Acerv_evm.model.Segkk1911_pilon.3
OG0006091	Mcavernosa24404-RA	Acerv_evm.model.Segkk1916_pilon.1, Acerv_evm.model.Segkk3918_pilon.2
OG0006092	Mcavernosa08179-RA	Acerv_evm.model.Segkk1929_pilon.4
OG0006093	Mcavernosa03689-RA	Acerv_evm.model.Segkk1929_pilon.9
OG0006094	Mcavernosa21758-RA, Mcavernosa21762-RA, Mcavernosa21763-RA	Acerv_evm.model.Segkk1944_pilon.3
OG0006095	Mcavernosa21757-RA, Mcavernosa21759-RA	Acerv_evm.model.Segkk1944_pilon.2
OG0006096	Mcavernosa15136-RA	Acerv_evm.model.Segkk1947_pilon.5
OG0006097	Mcavernosa15134-RA	Acerv_evm.model.Segkk1947_pilon.1, Acerv_evm.model.Segkk1947_pilon.3, Acerv_evm.model.Segkk1947_pilon.2
OG0006098	Mcavernosa03288-RA	Acerv_evm.model.Segkk1949_pilon.2
OG0006099	Mcavernosa08724-RA	Acerv_evm.model.Segkk1960_pilon.3
OG0006100	Mcavernosa11701-RA	Acerv_evm.model.Segkk1964_pilon.1
OG0006101	Mcavernosa25660-RA	Acerv_evm.model.Segkk3491_pilon.1, Acerv_evm.model.Segkk1966_pilon.1
OG0006103	Mcavernosa05494-RA	Acerv_evm.model.Segkk1975_pilon.4
OG0006104	Mcavernosa14278-RA	Acerv_evm.model.Segkk1976_pilon.21
OG0006106	Mcavernosa18063-RA	Acerv_evm.model.Segkk1976_pilon.11
OG0006107	Mcavernosa14633-RA, Mcavernosa14636-RA	Acerv_evm.model.Segkk1979_pilon.6
OG0006108	Mcavernosa22927-RA	Acerv_evm.model.Segkk1982_pilon.4
OG0006110	Mcavernosa17600-RA	Acerv_evm.model.Segkk1984_pilon.5
OG0006112	Mcavernosa17603-RA	Acerv_evm.model.Segkk1984_pilon.9
OG0006114	Mcavernosa03604-RA, Mcavernosa21617-RA	Acerv_evm.model.Segkk1987_pilon.1
OG0006115	Mcavernosa16323-RA	Acerv_evm.model.Segkk1988_pilon.14
OG0006116	Mcavernosa13751-RA	Acerv_evm.model.Segkk1991_pilon.24
OG0006117	Mcavernosa14567-RA	Acerv_evm.model.Segkk1991_pilon.2
OG0006118	Mcavernosa21812-RA	Acerv_evm.model.Segkk1991_pilon.17
OG0006119	Mcavernosa11054-RA	Acerv_evm.model.Segkk1997_pilon.4
OG0006120	Mcavernosa13769-RA	Acerv_evm.model.Segkk2001_pilon.29
OG0006122	Mcavernosa13785-RA	Acerv_evm.model.Segkk2001_pilon.20
