Orthogroup	plut2v1.1.proteins	Acerv_assembly_v1.0.protein
OG0006236	plut2.m8.1889.m1	Acerv_evm.model.Segkk2335_pilon.31, Acerv_evm.model.Segkk2335_pilon.30
OG0006237	plut2.m8.15841.m1	Acerv_evm.model.Segkk2339_pilon.3
OG0006238	plut2.m8.4859.m1	Acerv_evm.model.Segkk2343_pilon.3
OG0006239	plut2.m8.5378.m1	Acerv_evm.model.Segkk2351_pilon.9, Acerv_evm.model.Segkk2351_pilon.10
OG0006241	jamg1.model.xfSc0000394.3	Acerv_evm.model.Segkk2356_pilon.16, Acerv_evm.model.Segkk2818_pilon.2
OG0006242	plut2.m8.626.m1	Acerv_evm.model.Segkk2358_pilon.14
OG0006243	plut2.m8.649.m1	Acerv_evm.model.Segkk2358_pilon.4
OG0006244	plut2.m8.22899.m1	Acerv_evm.model.Segkk2375_pilon.12
OG0006245	plut2.m8.22903.m1	Acerv_evm.model.Segkk2375_pilon.19
OG0006246	plut2.m8.16505.m1	Acerv_evm.model.Segkk2375_pilon.4
OG0006248	plut2.m8.29581.m1	Acerv_evm.model.Segkk2386_pilon.12
OG0006249	plut2.m8.17118.m1	Acerv_evm.model.Segkk2390_pilon.19
OG0006250	plut2.m8.17110.m1	Acerv_evm.model.Segkk2390_pilon.9, Acerv_evm.model.Segkk2390_pilon.10
OG0006251	plut2.m8.24431.m1	Acerv_evm.model.Segkk2390_pilon.30, Acerv_evm.model.Segkk2390_pilon.31
OG0006252	plut2.m8.24425.m1	Acerv_evm.model.Segkk2390_pilon.26
OG0006253	plut2.m8.15457.m1	Acerv_evm.model.Segkk2401_pilon.5
OG0006254	plut2.m8.3593.m1	Acerv_evm.model.Segkk2410_pilon.14
OG0006255	plut2.m8.5622.m1	Acerv_evm.model.Segkk2412_pilon.1, Acerv_evm.model.Segkk3807_pilon.11
OG0006256	plut2.m8.23836.m1	Acerv_evm.model.Segkk2420_pilon.5
OG0006257	plut2.m8.818.m1	Acerv_evm.model.Segkk2425_pilon.2
OG0006258	plut2.m8.820.m1	Acerv_evm.model.Segkk2425_pilon.4
OG0006259	plut2.m8.21042.m1, plut2.m8.28477.m1	Acerv_evm.model.Segkk2431_pilon.6
OG0006260	plut2.m8.15912.m1	Acerv_evm.model.Segkk2431_pilon.3
OG0006261	plut2.m8.4727.m1	Acerv_evm.model.Segkk2433_pilon.21
OG0006262	plut2.m8.4729.m1	Acerv_evm.model.Segkk2433_pilon.22
OG0006263	plut2.m8.4732.m1	Acerv_evm.model.Segkk2433_pilon.18
OG0006264	plut2.m8.11206.m1	Acerv_evm.model.Segkk2433_pilon.37, Acerv_evm.model.Segkk4153_pilon.7
OG0006265	plut2.m8.16629.m1	Acerv_evm.model.Segkk2445_pilon.15
OG0006266	plut2.m8.21251.m1	Acerv_evm.model.Segkk2451_pilon.27, Acerv_evm.model.Segkk2451_pilon.32
OG0006267	plut2.m8.23390.m1	Acerv_evm.model.Segkk2452_pilon.1, Acerv_evm.model.Segkk3320_pilon.22, Acerv_evm.model.Segkk3320_pilon.21
OG0006268	plut2.m8.18638.m1	Acerv_evm.model.Segkk2459_pilon.4
OG0006269	plut2.m8.19970.m1	Acerv_evm.model.Segkk2462_pilon.18
OG0006270	plut2.m8.8310.m1	Acerv_evm.model.Segkk2462_pilon.11
OG0006271	plut2.m8.8291.m1	Acerv_evm.model.Segkk2463_pilon.15, Acerv_evm.model.Segkk2463_pilon.14
OG0006272	plut2.m8.19659.m1	Acerv_evm.model.Segkk2463_pilon.28
OG0006274	plut2.m8.15556.m1	Acerv_evm.model.Segkk2464_pilon.30
OG0006275	plut2.m8.19608.m1	Acerv_evm.model.Segkk2464_pilon.21
OG0006276	plut2.m8.3160.m1	Acerv_evm.model.Segkk2468_pilon.33, Acerv_evm.model.Segkk2468_pilon.32
OG0006277	plut2.m8.3146.m1	Acerv_evm.model.Segkk2468_pilon.19
OG0006278	plut2.m8.3141.m1	Acerv_evm.model.Segkk2468_pilon.18
OG0006279	jamg1.model.Sc0000026.33, jamg1.model.Sc0000026.34	Acerv_evm.model.Segkk2468_pilon.5
OG0006280	plut2.m8.8777.m1	Acerv_evm.model.Segkk2469_pilon.12
OG0006281	plut2.m8.9459.m1	Acerv_evm.model.Segkk2470_pilon.12
OG0006282	plut2.m8.12392.m1	Acerv_evm.model.Segkk2471_pilon.9
OG0006284	plut2.m8.3649.m1	Acerv_evm.model.Segkk2479_pilon.1
OG0006285	plut2.m8.4358.m1	Acerv_evm.model.Segkk2480_pilon.12
OG0006286	plut2.m8.11180.m1	Acerv_evm.model.Segkk2481_pilon.9
OG0006287	plut2.m8.13032.m1	Acerv_evm.model.Segkk2483_pilon.20
OG0006288	plut2.m8.13035.m1	Acerv_evm.model.Segkk2483_pilon.19
OG0006289	jamg1.model.Sc0000216.15	Acerv_evm.model.Segkk2487_pilon.6
OG0006290	jamg1.model.Sc0000166.10	Acerv_evm.model.Segkk2487_pilon.17
OG0006291	plut2.m8.345.m1	Acerv_evm.model.Segkk2489_pilon.4
OG0006292	plut2.m8.20469.m1	Acerv_evm.model.Segkk2493_pilon.10
OG0006293	plut2.m8.5029.m1	Acerv_evm.model.Segkk2493_pilon.17
OG0006294	plut2.m8.16997.m1	Acerv_evm.model.Segkk2493_pilon.16, Acerv_evm.model.Segkk2793_pilon.6
OG0006295	plut2.m8.5024.m1	Acerv_evm.model.Segkk2493_pilon.14
OG0006296	plut2.m8.15140.m1	Acerv_evm.model.Segkk2498_pilon.5
OG0006297	jamg1.model.Sc0000103.16	Acerv_evm.model.Segkk2502_pilon.2
OG0006298	plut2.m8.6035.m1	Acerv_evm.model.Segkk2507_pilon.21
OG0006299	plut2.m8.16476.m1	Acerv_evm.model.Segkk2513_pilon.1, Acerv_evm.model.Segkk3139_pilon.1
OG0006300	plut2.m8.8738.m1	Acerv_evm.model.Segkk2517_pilon.4
OG0006301	plut2.m8.2879.m1	Acerv_evm.model.Segkk2518_pilon.10
OG0006302	plut2.m8.18554.m1	Acerv_evm.model.Segkk2520_pilon.1, Acerv_evm.model.Segkk3100_pilon.11
OG0006303	plut2.m8.15925.m1	Acerv_evm.model.Segkk2529_pilon.11
OG0006304	plut2.m8.15919.m1	Acerv_evm.model.Segkk2529_pilon.10
OG0006305	plut2.m8.3958.m1	Acerv_evm.model.Segkk2537_pilon.26
OG0006306	plut2.m8.3940.m1	Acerv_evm.model.Segkk2537_pilon.7
OG0006307	jamg1.model.Sc0000174.67	Acerv_evm.model.Segkk2540_pilon.10
OG0006308	plut2.m8.13120.m1	Acerv_evm.model.Segkk2540_pilon.11
OG0006309	plut2.m8.11030.m1	Acerv_evm.model.Segkk2542_pilon.2
OG0006310	plut2.m8.18476.m1, plut2.m8.18477.m1	Acerv_evm.model.Segkk2548_pilon.7
OG0006312	plut2.m8.263.m1	Acerv_evm.model.Segkk2550_pilon.17
OG0006313	plut2.m8.8709.m1	Acerv_evm.model.Segkk2554_pilon.8
OG0006314	plut2.m8.11023.m1	Acerv_evm.model.Segkk2565_pilon.1
OG0006315	plut2.m8.393.m1	Acerv_evm.model.Segkk2565_pilon.4
OG0006316	plut2.m8.32015.m1	Acerv_evm.model.Segkk2575_pilon.1
OG0006317	plut2.m8.13921.m1	Acerv_evm.model.Segkk2575_pilon.9
OG0006318	plut2.m8.13922.m1, plut2.m8.13929.m1	Acerv_evm.model.Segkk2575_pilon.12
OG0006319	plut2.m8.19326.m1	Acerv_evm.model.Segkk2576_pilon.5
OG0006320	plut2.m8.19334.m1	Acerv_evm.model.Segkk2576_pilon.7, Acerv_evm.model.Segkk2576_pilon.8, Acerv_evm.model.Segkk3070_pilon.3
OG0006321	plut2.m8.14959.m1	Acerv_evm.model.Segkk2577_pilon.2
OG0006322	plut2.m8.21172.m1	Acerv_evm.model.Segkk2579_pilon.3
OG0006323	plut2.m8.15717.m1	Acerv_evm.model.Segkk2579_pilon.13
OG0006324	plut2.m8.1823.m1, plut2.m8.1820.m1	Acerv_evm.model.Segkk2580_pilon.4
OG0006326	plut2.m8.29206.m1	Acerv_evm.model.Segkk2585_pilon.15
OG0006327	plut2.m8.22230.m1	Acerv_evm.model.Segkk2587_pilon.2
OG0006328	plut2.m8.22871.m1	Acerv_evm.model.Segkk2596_pilon.33, Acerv_evm.model.Segkk2596_pilon.30, Acerv_evm.model.Segkk2596_pilon.29
OG0006329	plut2.m8.19306.m1	Acerv_evm.model.Segkk2596_pilon.19
OG0006330	plut2.m8.11345.m1	Acerv_evm.model.Segkk2596_pilon.49
OG0006331	plut2.m8.28359.m1	Acerv_evm.model.Segkk2598_pilon.10
OG0006332	plut2.m8.18700.m1	Acerv_evm.model.Segkk2614_pilon.10, Acerv_evm.model.Segkk3765_pilon.15
OG0006333	plut2.m8.18696.m1	Acerv_evm.model.Segkk2614_pilon.11
OG0006335	plut2.m8.7457.m1	Acerv_evm.model.Segkk2614_pilon.9
OG0006336	plut2.m8.7458.m1	Acerv_evm.model.Segkk2614_pilon.7
OG0006337	plut2.m8.31111.m1, plut2.m8.12422.m1	Acerv_evm.model.Segkk2627_pilon.5
OG0006338	plut2.m8.7657.m1	Acerv_evm.model.Segkk2637_pilon.1, Acerv_evm.model.Segkk3984_pilon.2
OG0006339	plut2.m8.7386.m1	Acerv_evm.model.Segkk2637_pilon.11
OG0006340	plut2.m8.9664.m1	Acerv_evm.model.Segkk2641_pilon.6
OG0006341	plut2.m8.22517.m1	Acerv_evm.model.Segkk2651_pilon.15
OG0006342	plut2.m8.22523.m1	Acerv_evm.model.Segkk2651_pilon.19
OG0006343	plut2.m8.12037.m1	Acerv_evm.model.Segkk2653_pilon.2
OG0006344	plut2.m8.17768.m1	Acerv_evm.model.Segkk2663_pilon.1, Acerv_evm.model.Segkk3639_pilon.6
OG0006346	jamg1.model.Sc0000189.12	Acerv_evm.model.Segkk2666_pilon.42
OG0006347	plut2.m8.20094.m1, plut2.m8.20088.m1	Acerv_evm.model.Segkk2668_pilon.14
OG0006348	plut2.m8.3506.m1	Acerv_evm.model.Segkk2669_pilon.7
OG0006349	jamg1.model.Sc0000016.99	Acerv_evm.model.Segkk3515_pilon.16, Acerv_evm.model.Segkk3515_pilon.17, Acerv_evm.model.Segkk2675_pilon.2
OG0006350	plut2.m8.8519.m1	Acerv_evm.model.Segkk2690_pilon.1
OG0006351	plut2.m8.17510.m1	Acerv_evm.model.Segkk2695_pilon.4
OG0006352	plut2.m8.454.m1, jamg1.model.Sc0000002.152, jamg1.model.Sc0000002.151, jamg1.model.Sc0000002.153	Acerv_evm.model.Segkk2701_pilon.2
OG0006353	plut2.m8.18934.m1	Acerv_evm.model.Segkk2821_pilon.11, Acerv_evm.model.Segkk2704_pilon.1
OG0006354	plut2.m8.12770.m1	Acerv_evm.model.Segkk2712_pilon.2
OG0006355	plut2.m8.2725.m1	Acerv_evm.model.Segkk2722_pilon.28
OG0006356	plut2.m8.13127.m1	Acerv_evm.model.Segkk2722_pilon.13
OG0006357	plut2.m8.25150.m1	Acerv_evm.model.Segkk2723_pilon.22
OG0006358	plut2.m8.20709.m1	Acerv_evm.model.Segkk2723_pilon.10
OG0006359	plut2.m8.20710.m1	Acerv_evm.model.Segkk2723_pilon.19
OG0006360	plut2.m8.13125.m1	Acerv_evm.model.Segkk2737_pilon.2
OG0006362	plut2.m8.11161.m1	Acerv_evm.model.Segkk2737_pilon.19
OG0006363	plut2.m8.402.m1	Acerv_evm.model.Segkk2741_pilon.6
OG0006364	plut2.m8.27704.m1	Acerv_evm.model.Segkk2748_pilon.11
OG0006365	plut2.m8.28772.m1	Acerv_evm.model.Segkk2749_pilon.2
OG0006366	plut2.m8.21639.m1	Acerv_evm.model.Segkk2751_pilon.9
OG0006367	plut2.m8.21638.m1	Acerv_evm.model.Segkk2751_pilon.3
OG0006369	plut2.m8.375.m1	Acerv_evm.model.Segkk2758_pilon.17
OG0006370	plut2.m8.20322.m1	Acerv_evm.model.Segkk2759_pilon.11
OG0006371	plut2.m8.8835.m1	Acerv_evm.model.Segkk2759_pilon.22
OG0006372	plut2.m8.24407.m1	Acerv_evm.model.Segkk2759_pilon.8
OG0006373	plut2.m8.24411.m1	Acerv_evm.model.Segkk2759_pilon.4
OG0006374	plut2.m8.4463.m1	Acerv_evm.model.Segkk2760_pilon.6
OG0006375	plut2.m8.198.m1, plut2.m8.19328.m1, plut2.m8.17769.m1	Acerv_evm.model.Segkk2764_pilon.8
OG0006376	plut2.m8.5276.m1	Acerv_evm.model.Segkk2765_pilon.5
OG0006377	plut2.m8.20620.m1	Acerv_evm.model.Segkk4218_pilon.1, Acerv_evm.model.Segkk2765_pilon.1
OG0006378	plut2.m8.3363.m1	Acerv_evm.model.Segkk2777_pilon.3
OG0006379	jamg1.model.Sc0000002.66	Acerv_evm.model.Segkk2779_pilon.13
OG0006380	plut2.m8.408.m1, plut2.m8.404.m1, jamg1.model.Sc0000002.58	Acerv_evm.model.Segkk2779_pilon.14
OG0006381	plut2.m8.3822.m1	Acerv_evm.model.Segkk2780_pilon.3
OG0006382	plut2.m8.3824.m1	Acerv_evm.model.Segkk2780_pilon.8
OG0006384	plut2.m8.8224.m1	Acerv_evm.model.Segkk2782_pilon.15
OG0006385	plut2.m8.24649.m1	Acerv_evm.model.Segkk2782_pilon.26
OG0006386	jamg1.model.Sc0000087.104	Acerv_evm.model.Segkk2782_pilon.21
OG0006387	plut2.m8.24647.m1	Acerv_evm.model.Segkk2782_pilon.28
OG0006388	plut2.m8.8214.m1	Acerv_evm.model.Segkk2782_pilon.9, Acerv_evm.model.Segkk2782_pilon.8
OG0006389	plut2.m8.33326.m1, plut2.m8.8215.m1, plut2.m8.8220.m1	Acerv_evm.model.Segkk2782_pilon.6
OG0006390	plut2.m8.19782.m1	Acerv_evm.model.Segkk2782_pilon.2
OG0006391	plut2.m8.4270.m1	Acerv_evm.model.Segkk2782_pilon.1, Acerv_evm.model.Segkk3323_pilon.1
OG0006392	plut2.m8.8611.m1	Acerv_evm.model.Segkk2785_pilon.3
OG0006393	plut2.m8.16435.m1	Acerv_evm.model.Segkk3187_pilon.8, Acerv_evm.model.Segkk2787_pilon.2
OG0006396	plut2.m8.6193.m1	Acerv_evm.model.Segkk2793_pilon.2
OG0006397	plut2.m8.3694.m1	Acerv_evm.model.Segkk2795_pilon.5
OG0006398	plut2.m8.3689.m1	Acerv_evm.model.Segkk2795_pilon.12, Acerv_evm.model.Segkk2795_pilon.13, Acerv_evm.model.Segkk2795_pilon.14
OG0006399	plut2.m8.3683.m1	Acerv_evm.model.Segkk2795_pilon.16
OG0006400	plut2.m8.425.m1	Acerv_evm.model.Segkk2797_pilon.8
OG0006401	plut2.m8.10612.m1	Acerv_evm.model.Segkk2802_pilon.2
OG0006402	plut2.m8.5959.m1	Acerv_evm.model.Segkk2806_pilon.4
OG0006403	plut2.m8.7807.m1	Acerv_evm.model.Segkk2808_pilon.21
OG0006404	plut2.m8.10823.m1	Acerv_evm.model.Segkk2811_pilon.28, Acerv_evm.model.Segkk3152_pilon.2
OG0006405	plut2.m8.20334.m1	Acerv_evm.model.Segkk2811_pilon.18
OG0006406	plut2.m8.10499.m1	Acerv_evm.model.Segkk2817_pilon.3
OG0006407	plut2.m8.13239.m1	Acerv_evm.model.Segkk2819_pilon.1
OG0006408	plut2.m8.18924.m1	Acerv_evm.model.Segkk2821_pilon.7
OG0006409	plut2.m8.27534.m1	Acerv_evm.model.Segkk2826_pilon.10
OG0006410	plut2.m8.20854.m1	Acerv_evm.model.Segkk2826_pilon.22
OG0006411	plut2.m8.20853.m1	Acerv_evm.model.Segkk2826_pilon.23
OG0006412	plut2.m8.22147.m1	Acerv_evm.model.Segkk2826_pilon.5
OG0006413	plut2.m8.10263.m1	Acerv_evm.model.Segkk2826_pilon.31
OG0006414	plut2.m8.15241.m1	Acerv_evm.model.Segkk2827_pilon.2
OG0006415	plut2.m8.1998.m1, plut2.m8.2001.m1	Acerv_evm.model.Segkk2832_pilon.21
OG0006416	plut2.m8.2036.m1	Acerv_evm.model.Segkk2832_pilon.8
OG0006417	plut2.m8.2030.m1	Acerv_evm.model.Segkk2832_pilon.9
OG0006418	plut2.m8.2004.m1	Acerv_evm.model.Segkk2832_pilon.14
OG0006419	plut2.m8.1965.m1	Acerv_evm.model.Segkk2839_pilon.3
OG0006420	plut2.m8.1964.m1	Acerv_evm.model.Segkk3901_pilon.2, Acerv_evm.model.Segkk2839_pilon.2
OG0006421	plut2.m8.13217.m1	Acerv_evm.model.Segkk2843_pilon.4
OG0006422	plut2.m8.32969.m1	Acerv_evm.model.Segkk2844_pilon.16
OG0006423	plut2.m8.32971.m1	Acerv_evm.model.Segkk2844_pilon.13
OG0006424	plut2.m8.1248.m1	Acerv_evm.model.Segkk3979_pilon.39, Acerv_evm.model.Segkk2846_pilon.1
OG0006425	plut2.m8.23007.m1	Acerv_evm.model.Segkk2846_pilon.13
OG0006426	plut2.m8.17162.m1	Acerv_evm.model.Segkk2860_pilon.11
OG0006427	plut2.m8.15855.m1	Acerv_evm.model.Segkk2860_pilon.12, Acerv_evm.model.Segkk4015_pilon.6
OG0006428	plut2.m8.28299.m1	Acerv_evm.model.Segkk2861_pilon.2
OG0006429	plut2.m8.21496.m1	Acerv_evm.model.Segkk2868_pilon.6, Acerv_evm.model.Segkk2868_pilon.5
OG0006430	plut2.m8.2571.m1	Acerv_evm.model.Segkk2871_pilon.2
OG0006431	plut2.m8.14636.m1, plut2.m8.14631.m1	Acerv_evm.model.Segkk2875_pilon.13
OG0006432	plut2.m8.14655.m1	Acerv_evm.model.Segkk2875_pilon.7
OG0006433	plut2.m8.5052.m1	Acerv_evm.model.Segkk2878_pilon.5
OG0006434	plut2.m8.6771.m1	Acerv_evm.model.Segkk2885_pilon.13
OG0006435	plut2.m8.21410.m1	Acerv_evm.model.Segkk2887_pilon.10
OG0006436	plut2.m8.6896.m1	Acerv_evm.model.Segkk2889_pilon.11
OG0006437	plut2.m8.3131.m1	Acerv_evm.model.Segkk2889_pilon.12
OG0006438	plut2.m8.3133.m1	Acerv_evm.model.Segkk2889_pilon.15
OG0006439	plut2.m8.3135.m1	Acerv_evm.model.Segkk2889_pilon.5
OG0006440	plut2.m8.20962.m1	Acerv_evm.model.Segkk2890_pilon.2
OG0006441	plut2.m8.23519.m1	Acerv_evm.model.Segkk2893_pilon.12
OG0006442	plut2.m8.20693.m1	Acerv_evm.model.Segkk2896_pilon.12
OG0006443	plut2.m8.19819.m1	Acerv_evm.model.Segkk2898_pilon.2
OG0006444	plut2.m8.1905.m1	Acerv_evm.model.Segkk2908_pilon.10
OG0006445	plut2.m8.3386.m1	Acerv_evm.model.Segkk2909_pilon.1, Acerv_evm.model.Segkk3426_pilon.4
OG0006446	plut2.m8.14472.m1	Acerv_evm.model.Segkk2924_pilon.9
OG0006447	plut2.m8.15406.m1	Acerv_evm.model.Segkk2924_pilon.20
OG0006448	plut2.m8.15435.m1	Acerv_evm.model.Segkk2924_pilon.27
OG0006449	plut2.m8.19877.m1	Acerv_evm.model.Segkk2933_pilon.4
OG0006450	plut2.m8.9444.m1	Acerv_evm.model.Segkk2938_pilon.13
OG0006451	plut2.m8.5957.m1	Acerv_evm.model.Segkk2959_pilon.4
OG0006452	plut2.m8.4011.m1	Acerv_evm.model.Segkk2975_pilon.2
OG0006453	plut2.m8.4019.m1	Acerv_evm.model.Segkk2975_pilon.5
OG0006454	plut2.m8.17990.m1, plut2.m8.17988.m1	Acerv_evm.model.Segkk2978_pilon.6
OG0006455	plut2.m8.28580.m1	Acerv_evm.model.Segkk2985_pilon.7
OG0006456	plut2.m8.28579.m1	Acerv_evm.model.Segkk2985_pilon.8
OG0006457	plut2.m8.23272.m1, plut2.m8.23276.m1	Acerv_evm.model.Segkk2985_pilon.13
OG0006458	plut2.m8.28578.m1	Acerv_evm.model.Segkk2985_pilon.16
OG0006459	plut2.m8.5450.m1	Acerv_evm.model.Segkk2992_pilon.4, Acerv_evm.model.Segkk2992_pilon.1
OG0006460	plut2.m8.20571.m1	Acerv_evm.model.Segkk2994_pilon.4
OG0006461	plut2.m8.24106.m1	Acerv_evm.model.Segkk3000_pilon.1
OG0006463	plut2.m8.1120.m1	Acerv_evm.model.Segkk3005_pilon.1
OG0006464	plut2.m8.5020.m1	Acerv_evm.model.Segkk3009_pilon.4
OG0006465	plut2.m8.5022.m1	Acerv_evm.model.Segkk3009_pilon.3
OG0006466	plut2.m8.10585.m1	Acerv_evm.model.Segkk3018_pilon.2, Acerv_evm.model.Segkk3018_pilon.3
OG0006468	plut2.m8.29600.m1	Acerv_evm.model.Segkk3874_pilon.2, Acerv_evm.model.Segkk3029_pilon.1
OG0006469	plut2.m8.9344.m1	Acerv_evm.model.Segkk3031_pilon.2
OG0006470	plut2.m8.26710.m1	Acerv_evm.model.Segkk3047_pilon.40
OG0006471	plut2.m8.3748.m1	Acerv_evm.model.Segkk3047_pilon.33
OG0006472	plut2.m8.28505.m1	Acerv_evm.model.Segkk3051_pilon.9, Acerv_evm.model.Segkk3051_pilon.10
OG0006473	plut2.m8.20384.m1	Acerv_evm.model.Segkk3053_pilon.8
OG0006474	plut2.m8.28557.m1	Acerv_evm.model.Segkk3063_pilon.4
OG0006475	plut2.m8.13295.m1	Acerv_evm.model.Segkk3077_pilon.5
OG0006476	plut2.m8.25350.m1	Acerv_evm.model.Segkk3077_pilon.1
OG0006477	plut2.m8.2573.m1	Acerv_evm.model.Segkk3082_pilon.8
OG0006478	jamg1.model.Sc0000006.96	Acerv_evm.model.Segkk3084_pilon.31, Acerv_evm.model.Segkk3084_pilon.32
OG0006479	plut2.m8.7973.m1	Acerv_evm.model.Segkk3086_pilon.1
OG0006480	plut2.m8.7974.m1	Acerv_evm.model.Segkk3086_pilon.2
OG0006481	plut2.m8.20602.m1	Acerv_evm.model.Segkk3100_pilon.1, Acerv_evm.model.Segkk3090_pilon.1
OG0006482	plut2.m8.26225.m1, plut2.m8.2508.m1	Acerv_evm.model.Segkk3090_pilon.8
OG0006483	plut2.m8.21651.m1	Acerv_evm.model.Segkk3092_pilon.11
OG0006484	plut2.m8.32594.m1	Acerv_evm.model.Segkk3093_pilon.15
OG0006485	plut2.m8.18391.m1	Acerv_evm.model.Segkk3095_pilon.10
OG0006486	plut2.m8.12716.m1	Acerv_evm.model.Segkk3095_pilon.34
OG0006487	plut2.m8.20005.m1	Acerv_evm.model.Segkk3097_pilon.2
OG0006488	plut2.m8.30844.m1, plut2.m8.20007.m1	Acerv_evm.model.Segkk3097_pilon.6
OG0006489	plut2.m8.88.m1	Acerv_evm.model.Segkk3102_pilon.39
OG0006490	plut2.m8.129.m1	Acerv_evm.model.Segkk3102_pilon.9
OG0006491	plut2.m8.25863.m1	Acerv_evm.model.Segkk3104_pilon.1
OG0006492	plut2.m8.11536.m1	Acerv_evm.model.Segkk3106_pilon.2
OG0006493	plut2.m8.11539.m1	Acerv_evm.model.Segkk3106_pilon.1
OG0006494	plut2.m8.19258.m1, plut2.m8.19257.m1	Acerv_evm.model.Segkk3107_pilon.4, Acerv_evm.model.Segkk3107_pilon.5
OG0006495	plut2.m8.11038.m1	Acerv_evm.model.Segkk3110_pilon.7
OG0006496	plut2.m8.4454.m1	Acerv_evm.model.Segkk3112_pilon.43
OG0006497	jamg1.model.Sc0000061.125	Acerv_evm.model.Segkk3112_pilon.10
OG0006498	plut2.m8.4482.m1	Acerv_evm.model.Segkk3112_pilon.37
OG0006499	plut2.m8.25014.m1	Acerv_evm.model.Segkk3122_pilon.6
OG0006500	plut2.m8.16818.m1	Acerv_evm.model.Segkk3126_pilon.11
OG0006501	plut2.m8.18351.m1	Acerv_evm.model.Segkk3128_pilon.3
OG0006503	plut2.m8.10768.m1	Acerv_evm.model.Segkk3132_pilon.14
OG0006504	plut2.m8.26569.m1	Acerv_evm.model.Segkk3133_pilon.3
OG0006505	plut2.m8.1529.m1, plut2.m8.1528.m1	Acerv_evm.model.Segkk3134_pilon.11
OG0006506	plut2.m8.21741.m1	Acerv_evm.model.Segkk3134_pilon.34
OG0006507	plut2.m8.13259.m1	Acerv_evm.model.Segkk3137_pilon.6
OG0006508	plut2.m8.27510.m1	Acerv_evm.model.Segkk3145_pilon.4
OG0006509	plut2.m8.13176.m1, plut2.m8.13177.m1	Acerv_evm.model.Segkk3145_pilon.5
OG0006510	plut2.m8.29502.m1	Acerv_evm.model.Segkk3150_pilon.7
OG0006511	plut2.m8.10150.m1	Acerv_evm.model.Segkk3152_pilon.3
OG0006512	plut2.m8.18191.m1, plut2.m8.18193.m1	Acerv_evm.model.Segkk3157_pilon.5
OG0006513	plut2.m8.12481.m1	Acerv_evm.model.Segkk3163_pilon.2
OG0006514	jamg1.model.Sc0000293.30	Acerv_evm.model.Segkk3165_pilon.17
OG0006515	plut2.m8.2723.m1	Acerv_evm.model.Segkk3167_pilon.12
OG0006516	plut2.m8.9642.m1	Acerv_evm.model.Segkk3171_pilon.9, Acerv_evm.model.Segkk3308_pilon.3
OG0006517	plut2.m8.15966.m1	Acerv_evm.model.Segkk3172_pilon.8
OG0006518	plut2.m8.14414.m1	Acerv_evm.model.Segkk3173_pilon.4
OG0006519	plut2.m8.22081.m1, plut2.m8.22082.m1, plut2.m8.22080.m1	Acerv_evm.model.Segkk3175_pilon.3
OG0006520	plut2.m8.1174.m1	Acerv_evm.model.Segkk3176_pilon.2
OG0006521	plut2.m8.23284.m1	Acerv_evm.model.Segkk3179_pilon.3
OG0006522	plut2.m8.2822.m1	Acerv_evm.model.Segkk3192_pilon.13
OG0006523	plut2.m8.2796.m1	Acerv_evm.model.Segkk3192_pilon.26
OG0006524	plut2.m8.2800.m1	Acerv_evm.model.Segkk3192_pilon.23
OG0006525	plut2.m8.2786.m1	Acerv_evm.model.Segkk3192_pilon.41, Acerv_evm.model.Segkk3241_pilon.5
OG0006526	jamg1.model.Sc0000126.46	Acerv_evm.model.Segkk3193_pilon.4
OG0006527	plut2.m8.8664.m1	Acerv_evm.model.Segkk3201_pilon.6, Acerv_evm.model.Segkk3201_pilon.7
OG0006528	plut2.m8.27313.m1	Acerv_evm.model.Segkk3206_pilon.6, Acerv_evm.model.Segkk3206_pilon.5
OG0006529	plut2.m8.4779.m1	Acerv_evm.model.Segkk3207_pilon.1
OG0006530	plut2.m8.18747.m1	Acerv_evm.model.Segkk3209_pilon.39
OG0006531	plut2.m8.18746.m1	Acerv_evm.model.Segkk3209_pilon.38
OG0006532	plut2.m8.20092.m1	Acerv_evm.model.Segkk3213_pilon.33, Acerv_evm.model.Segkk3213_pilon.34
OG0006533	plut2.m8.8364.m1	Acerv_evm.model.Segkk3215_pilon.2, Acerv_evm.model.Segkk3215_pilon.1
OG0006534	plut2.m8.3494.m1	Acerv_evm.model.Segkk3218_pilon.15
OG0006535	plut2.m8.3500.m1	Acerv_evm.model.Segkk3218_pilon.12
OG0006536	plut2.m8.14311.m1, plut2.m8.14313.m1	Acerv_evm.model.Segkk3219_pilon.12
OG0006537	plut2.m8.15003.m1	Acerv_evm.model.Segkk3235_pilon.3
OG0006538	plut2.m8.25033.m1	Acerv_evm.model.Segkk3238_pilon.3, Acerv_evm.model.Segkk3407_pilon.8
OG0006539	plut2.m8.32329.m1	Acerv_evm.model.Segkk3250_pilon.9
OG0006539	plut2.m8.32328.m1	Acerv_evm.model.Segkk3250_pilon.10
OG0006540	plut2.m8.4353.m1	Acerv_evm.model.Segkk3255_pilon.5
OG0006541	plut2.m8.12190.m1, jamg1.model.Sc0000157.44	Acerv_evm.model.Segkk3261_pilon.3
OG0006542	plut2.m8.10489.m1	Acerv_evm.model.Segkk3262_pilon.7
OG0006543	plut2.m8.3412.m1	Acerv_evm.model.Segkk3946_pilon.18, Acerv_evm.model.Segkk3946_pilon.24, Acerv_evm.model.Segkk3263_pilon.43
