Orthogroup	Mcavernosa.maker.proteins	plut2v1.1.proteins
OG0005187	Mcavernosa18622-RA	plut2.m8.5473.m1, plut2.m8.5472.m1
OG0005188	Mcavernosa14483-RA	plut2.m8.4799.m1, plut2.m8.4802.m1
OG0005189	Mcavernosa32311-RA, Mcavernosa32312-RA	plut2.m8.26508.m1
OG0005190	Mcavernosa24104-RA, Mcavernosa24103-RA	plut2.m8.14158.m1
OG0005194	Mcavernosa30959-RA	plut2.m8.23114.m1, plut2.m8.31653.m1
OG0005195	Mcavernosa05385-RA	plut2.m8.22287.m1
OG0005195	Mcavernosa32209-RA	plut2.m8.32603.m1, plut2.m8.32602.m1
OG0005196	Mcavernosa07006-RA, Mcavernosa33133-RA, Mcavernosa07005-RA	plut2.m8.7118.m1
OG0005199	Mcavernosa08516-RA	plut2.m8.8426.m1
OG0005201	Mcavernosa12030-RA	plut2.m8.3800.m1, plut2.m8.3799.m1
OG0005203	Mcavernosa03107-RA, Mcavernosa03108-RA, Mcavernosa33854-RA	plut2.m8.23770.m1
OG0005205	Mcavernosa29491-RA	plut2.m8.9166.m1
OG0005206	Mcavernosa08162-RA	plut2.m8.2187.m1, plut2.m8.31573.m1
OG0005207	Mcavernosa11579-RA, Mcavernosa11598-RA	plut2.m8.9399.m1, plut2.m8.23689.m1
OG0005208	Mcavernosa11569-RA, Mcavernosa23271-RA, Mcavernosa02234-RA	plut2.m8.24276.m1, plut2.m8.24274.m1
OG0005209	Mcavernosa13461-RA, Mcavernosa28954-RA	plut2.m8.18394.m1
OG0005211	Mcavernosa13520-RA	plut2.m8.4925.m1, plut2.m8.4923.m1, plut2.m8.4922.m1
OG0005212	Mcavernosa27149-RA	plut2.m8.10765.m1
OG0005213	Mcavernosa15256-RA	plut2.m8.26581.m1
OG0005216	Mcavernosa26679-RA	plut2.m8.27838.m1
OG0005217	Mcavernosa10528-RA	plut2.m8.19235.m1
OG0005218	Mcavernosa31529-RA, Mcavernosa31528-RA, Mcavernosa31527-RA	plut2.m8.19905.m1
OG0005219	Mcavernosa31047-RA, Mcavernosa15009-RA	plut2.m8.7323.m1, plut2.m8.33359.m1, plut2.m8.14905.m1, plut2.m8.14908.m1, plut2.m8.33016.m1
OG0005222	Mcavernosa30740-RA	plut2.m8.20934.m1, plut2.m8.20936.m1, plut2.m8.20937.m1, plut2.m8.20938.m1, plut2.m8.30652.m1, plut2.m8.20935.m1
OG0005223	Mcavernosa04222-RA	plut2.m8.29305.m1
OG0005223	Mcavernosa26306-RA	plut2.m8.29306.m1
OG0005224	Mcavernosa26054-RA	plut2.m8.1990.m1
OG0005225	Mcavernosa31238-RA	plut2.m8.5185.m1
OG0005226	Mcavernosa15133-RA, Mcavernosa15130-RA	plut2.m8.15940.m1
OG0005228	Mcavernosa18365-RA, Mcavernosa18366-RA	jamg1.model.Sc0000455.25, jamg1.model.Sc0000144.33
OG0005229	Mcavernosa20671-RA, Mcavernosa20672-RA	plut2.m8.21032.m1
OG0005230	Mcavernosa11461-RA, Mcavernosa32668-RA, Mcavernosa32666-RA	plut2.m8.19065.m1
OG0005231	Mcavernosa24038-RA, Mcavernosa24035-RA, Mcavernosa24037-RA	plut2.m8.24486.m1, plut2.m8.24484.m1
OG0005232	Mcavernosa22098-RA	plut2.m8.24725.m1, plut2.m8.29103.m1
OG0005234	Mcavernosa15765-RA, Mcavernosa29388-RA, Mcavernosa15766-RA	jamg1.model.Sc0000003.2, jamg1.model.xfSc0000136.7
OG0005236	Mcavernosa10555-RA, Mcavernosa14246-RA	plut2.m8.11899.m1
OG0005237	Mcavernosa31643-RA	plut2.m8.22176.m1
OG0005238	Mcavernosa18309-RA, Mcavernosa09953-RA	plut2.m8.3370.m1
OG0005240	Mcavernosa08490-RA	plut2.m8.6598.m1
OG0005241	Mcavernosa24279-RA	plut2.m8.33345.m1, plut2.m8.33349.m1, plut2.m8.2100.m1
OG0005242	Mcavernosa26051-RA, Mcavernosa23407-RA	plut2.m8.18247.m1, plut2.m8.18246.m1
OG0005243	Mcavernosa12416-RA, Mcavernosa12417-RA, Mcavernosa32756-RA, Mcavernosa33956-RA	plut2.m8.10752.m1
OG0005244	Mcavernosa04225-RA	plut2.m8.877.m1, plut2.m8.31819.m1
OG0005244	Mcavernosa35087-RA	plut2.m8.32888.m1
OG0005245	Mcavernosa21765-RA, Mcavernosa29096-RA, Mcavernosa05253-RA, Mcavernosa34615-RA, Mcavernosa05251-RA, Mcavernosa21764-RA	plut2.m8.15962.m1
OG0005248	Mcavernosa28544-RA	plut2.m8.7248.m1
OG0005248	Mcavernosa03710-RA, Mcavernosa08410-RA, Mcavernosa24652-RA, Mcavernosa24654-RA	plut2.m8.3326.m1, plut2.m8.3322.m1
OG0005249	Mcavernosa09286-RA	plut2.m8.32444.m1
OG0005253	Mcavernosa05832-RA, Mcavernosa05831-RA	plut2.m8.12152.m1
OG0005255	Mcavernosa07491-RA	plut2.m8.21360.m1
OG0005258	Mcavernosa32602-RA, Mcavernosa33008-RA	plut2.m8.20694.m1
OG0005259	Mcavernosa35150-RA	plut2.m8.15439.m1
OG0005261	Mcavernosa13163-RA	plut2.m8.19119.m1
OG0005261	Mcavernosa13164-RA, Mcavernosa29963-RA	plut2.m8.19114.m1
OG0005262	Mcavernosa31827-RA, Mcavernosa31825-RA, Mcavernosa31824-RA	plut2.m8.2902.m1
OG0005265	Mcavernosa16775-RA, Mcavernosa16773-RA	plut2.m8.838.m1
OG0005266	Mcavernosa11107-RA	plut2.m8.7489.m1
OG0005267	Mcavernosa02646-RA, Mcavernosa23832-RA	plut2.m8.22512.m1, plut2.m8.22510.m1
OG0005268	Mcavernosa13695-RA	plut2.m8.15670.m1
OG0005269	Mcavernosa08658-RA, Mcavernosa08655-RA, Mcavernosa08657-RA, Mcavernosa08656-RA	plut2.m8.30603.m1
OG0005270	Mcavernosa10832-RA	plut2.m8.20798.m1, plut2.m8.24380.m1
OG0005271	Mcavernosa08984-RA	plut2.m8.25454.m1, plut2.m8.25455.m1
OG0005272	Mcavernosa20603-RA	plut2.m8.1748.m1
OG0005274	Mcavernosa22377-RA, Mcavernosa17708-RA	plut2.m8.7813.m1
OG0005275	Mcavernosa25588-RA, Mcavernosa35069-RA, Mcavernosa35070-RA	plut2.m8.15776.m1, plut2.m8.26204.m1
OG0005276	Mcavernosa09325-RA	plut2.m8.9339.m1, plut2.m8.9340.m1, plut2.m8.9343.m1
OG0005277	Mcavernosa12821-RA	plut2.m8.12512.m1
OG0005278	Mcavernosa28832-RA	plut2.m8.24694.m1
OG0005279	Mcavernosa02250-RA	plut2.m8.13154.m1
OG0005280	Mcavernosa22493-RA	plut2.m8.8268.m1, plut2.m8.8265.m1
OG0005280	Mcavernosa21833-RA	plut2.m8.8266.m1
OG0005285	Mcavernosa01459-RA	jamg1.model.xpSc0007111.1
OG0005286	Mcavernosa03606-RA, Mcavernosa03605-RA	plut2.m8.1090.m1, plut2.m8.1086.m1, plut2.m8.25525.m1
OG0005287	Mcavernosa02039-RA	plut2.m8.22473.m1
OG0005288	Mcavernosa14786-RA, Mcavernosa14784-RA	plut2.m8.22497.m1
OG0005290	Mcavernosa01545-RA	plut2.m8.30630.m1
OG0005291	Mcavernosa18136-RA, Mcavernosa18135-RA, Mcavernosa33409-RA, Mcavernosa18130-RA	plut2.m8.10914.m1, plut2.m8.10913.m1, plut2.m8.10915.m1
OG0005292	Mcavernosa03830-RA, Mcavernosa03834-RA	plut2.m8.33333.m1
OG0005294	Mcavernosa13387-RA, Mcavernosa14616-RA	plut2.m8.23174.m1
OG0005295	Mcavernosa33483-RA, Mcavernosa05366-RA	plut2.m8.4227.m1, plut2.m8.9294.m1, plut2.m8.9289.m1
OG0005296	Mcavernosa12800-RA, Mcavernosa33438-RA	plut2.m8.25447.m1, plut2.m8.10134.m1
OG0005301	Mcavernosa24091-RA	plut2.m8.18882.m1, plut2.m8.2883.m1, plut2.m8.21794.m1
OG0005303	Mcavernosa30725-RA, Mcavernosa29237-RA, Mcavernosa03428-RA	plut2.m8.11363.m1
OG0005328	Mcavernosa34033-RA	plut2.m8.13000.m1, plut2.m8.32048.m1
OG0005329	Mcavernosa29965-RA	plut2.m8.13001.m1
OG0005330	Mcavernosa32399-RA, Mcavernosa01254-RA	plut2.m8.23520.m1
OG0005331	Mcavernosa14101-RA	plut2.m8.27516.m1, plut2.m8.27515.m1
OG0005332	Mcavernosa19163-RA	plut2.m8.5445.m1
OG0005333	Mcavernosa10500-RA	plut2.m8.2631.m1
OG0005334	Mcavernosa02551-RA, Mcavernosa02547-RA	plut2.m8.5285.m1
OG0005335	Mcavernosa05341-RA	plut2.m8.7888.m1
OG0005336	Mcavernosa03031-RA	plut2.m8.16319.m1
OG0005337	Mcavernosa05340-RA	plut2.m8.24639.m1
OG0005340	Mcavernosa27703-RA	plut2.m8.15012.m1
OG0005341	Mcavernosa18281-RA	plut2.m8.28839.m1
OG0005342	Mcavernosa27741-RA	plut2.m8.6127.m1
OG0005344	Mcavernosa19606-RA, Mcavernosa33696-RA	plut2.m8.6345.m1
OG0005345	Mcavernosa19115-RA	plut2.m8.6342.m1
OG0005348	Mcavernosa18187-RA, Mcavernosa18186-RA	plut2.m8.19243.m1
OG0005349	Mcavernosa10754-RA, Mcavernosa10756-RA	plut2.m8.8540.m1
OG0005350	Mcavernosa06547-RA	plut2.m8.8503.m1
OG0005351	Mcavernosa10760-RA	plut2.m8.8539.m1
OG0005352	Mcavernosa17962-RA, Mcavernosa17961-RA	plut2.m8.8547.m1
OG0005354	Mcavernosa32229-RA	jamg1.model.xfSc0000025.12
OG0005355	Mcavernosa25465-RA	plut2.m8.32676.m1
OG0005356	Mcavernosa14758-RA	plut2.m8.18238.m1
OG0005357	Mcavernosa18381-RA	plut2.m8.17242.m1
OG0005359	Mcavernosa12048-RA	plut2.m8.3781.m1
OG0005360	Mcavernosa12046-RA	plut2.m8.3787.m1
OG0005361	Mcavernosa29475-RA, Mcavernosa32630-RA, Mcavernosa29471-RA	plut2.m8.17087.m1
OG0005362	Mcavernosa09710-RA	plut2.m8.3768.m1
OG0005363	Mcavernosa29748-RA	plut2.m8.17074.m1
OG0005364	Mcavernosa18108-RA, Mcavernosa18110-RA	plut2.m8.22210.m1
OG0005365	Mcavernosa18893-RA	plut2.m8.22258.m1
OG0005366	Mcavernosa04144-RA	plut2.m8.547.m1
OG0005367	Mcavernosa04470-RA, Mcavernosa34026-RA	plut2.m8.13385.m1
OG0005369	Mcavernosa13574-RA	plut2.m8.16576.m1, plut2.m8.31687.m1
OG0005370	Mcavernosa28421-RA, Mcavernosa18536-RA	plut2.m8.8199.m1
OG0005371	Mcavernosa18912-RA	plut2.m8.15693.m1
OG0005372	Mcavernosa08133-RA	plut2.m8.20810.m1
OG0005373	Mcavernosa07925-RA	plut2.m8.7791.m1
OG0005375	Mcavernosa13227-RA	plut2.m8.27406.m1
OG0005376	Mcavernosa20015-RA	plut2.m8.612.m1
OG0005377	Mcavernosa20013-RA	plut2.m8.617.m1
OG0005378	Mcavernosa21291-RA, Mcavernosa21290-RA	plut2.m8.2762.m1
OG0005379	Mcavernosa21297-RA	plut2.m8.2764.m1
OG0005380	Mcavernosa19100-RA, Mcavernosa19098-RA	plut2.m8.23880.m1
OG0005381	Mcavernosa24407-RA	plut2.m8.11407.m1, plut2.m8.11409.m1
OG0005382	Mcavernosa24406-RA	plut2.m8.32063.m1, plut2.m8.11408.m1
OG0005383	Mcavernosa10975-RA	plut2.m8.21930.m1
OG0005384	Mcavernosa32455-RA	plut2.m8.16344.m1
OG0005385	Mcavernosa30817-RA, Mcavernosa30810-RA	plut2.m8.32498.m1
OG0005386	Mcavernosa30808-RA	plut2.m8.32501.m1
OG0005388	Mcavernosa17168-RA	plut2.m8.6449.m1
OG0005389	Mcavernosa27306-RA, Mcavernosa27305-RA	plut2.m8.5340.m1
OG0005390	Mcavernosa24377-RA	plut2.m8.11441.m1
OG0005391	Mcavernosa30117-RA, Mcavernosa30118-RA	plut2.m8.18290.m1
OG0005393	Mcavernosa28236-RA	plut2.m8.18112.m1
OG0005394	Mcavernosa28237-RA	plut2.m8.18113.m1
OG0005398	Mcavernosa04479-RA, Mcavernosa04477-RA	plut2.m8.13367.m1
OG0005399	Mcavernosa10459-RA, Mcavernosa10460-RA	plut2.m8.9765.m1
OG0005400	Mcavernosa30791-RA	plut2.m8.20913.m1
OG0005401	Mcavernosa25235-RA, Mcavernosa25236-RA	plut2.m8.5152.m1
OG0005403	Mcavernosa24563-RA	plut2.m8.5108.m1
OG0005404	Mcavernosa24577-RA	plut2.m8.5098.m1
OG0005405	Mcavernosa23130-RA, Mcavernosa23134-RA	plut2.m8.16730.m1
OG0005406	Mcavernosa25276-RA	plut2.m8.16726.m1
OG0005407	Mcavernosa23127-RA, Mcavernosa23126-RA	plut2.m8.16720.m1
OG0005408	Mcavernosa13215-RA, Mcavernosa13214-RA	plut2.m8.27396.m1
OG0005409	Mcavernosa13213-RA	plut2.m8.27402.m1
OG0005411	Mcavernosa02083-RA	plut2.m8.18938.m1
OG0005413	Mcavernosa04569-RA	plut2.m8.2325.m1
OG0005414	Mcavernosa05117-RA	plut2.m8.3192.m1
OG0005415	Mcavernosa28528-RA	plut2.m8.3187.m1
OG0005416	Mcavernosa18373-RA	plut2.m8.17234.m1
OG0005417	Mcavernosa13577-RA	plut2.m8.13324.m1
OG0005418	Mcavernosa13373-RA	plut2.m8.1414.m1
OG0005419	Mcavernosa23559-RA	plut2.m8.20405.m1
OG0005421	Mcavernosa12830-RA	plut2.m8.5922.m1
OG0005422	Mcavernosa30208-RA	plut2.m8.17054.m1
OG0005423	Mcavernosa15489-RA	plut2.m8.11676.m1, plut2.m8.28272.m1
OG0005424	Mcavernosa03817-RA	plut2.m8.17407.m1
OG0005425	Mcavernosa03819-RA	plut2.m8.17406.m1, plut2.m8.17405.m1
OG0005426	Mcavernosa06954-RA, Mcavernosa06955-RA	plut2.m8.16100.m1
OG0005427	Mcavernosa11180-RA	plut2.m8.12908.m1
OG0005428	Mcavernosa21673-RA, Mcavernosa21669-RA	plut2.m8.12016.m1
OG0005430	Mcavernosa34780-RA	plut2.m8.2409.m1
OG0005431	Mcavernosa05999-RA	plut2.m8.18316.m1
OG0005432	Mcavernosa32103-RA	plut2.m8.23461.m1
OG0005433	Mcavernosa11378-RA	plut2.m8.21601.m1
OG0005434	Mcavernosa11377-RA, Mcavernosa11379-RA	plut2.m8.21595.m1
OG0005436	Mcavernosa11371-RA	plut2.m8.21596.m1
OG0005437	Mcavernosa04437-RA, Mcavernosa04439-RA	plut2.m8.11086.m1
OG0005438	Mcavernosa08498-RA, Mcavernosa08502-RA	plut2.m8.6604.m1
OG0005439	Mcavernosa01450-RA, Mcavernosa01454-RA	plut2.m8.680.m1
OG0005440	Mcavernosa20940-RA	plut2.m8.665.m1
OG0005441	Mcavernosa03740-RA	plut2.m8.20998.m1
OG0005442	Mcavernosa30308-RA	plut2.m8.11405.m1
OG0005444	Mcavernosa20432-RA	plut2.m8.21192.m1, plut2.m8.21194.m1
OG0005445	Mcavernosa29635-RA	plut2.m8.14056.m1
OG0005446	Mcavernosa29782-RA	plut2.m8.10804.m1
OG0005447	Mcavernosa18469-RA, Mcavernosa18466-RA	plut2.m8.12811.m1
OG0005449	Mcavernosa25058-RA	plut2.m8.32209.m1
OG0005450	Mcavernosa25054-RA	plut2.m8.32214.m1
OG0005453	Mcavernosa16510-RA, Mcavernosa16511-RA	plut2.m8.12068.m1, plut2.m8.12733.m1
OG0005454	Mcavernosa15005-RA	plut2.m8.5362.m1
OG0005455	Mcavernosa14995-RA	plut2.m8.5372.m1
OG0005456	Mcavernosa14998-RA	jamg1.model.Sc0000049.74
OG0005457	Mcavernosa00644-RA	plut2.m8.5361.m1
OG0005458	Mcavernosa30003-RA	plut2.m8.9146.m1
OG0005459	Mcavernosa20157-RA, Mcavernosa20155-RA	plut2.m8.14621.m1
OG0005460	Mcavernosa07049-RA	plut2.m8.52.m1
OG0005461	Mcavernosa11846-RA	plut2.m8.5326.m1
OG0005463	Mcavernosa01213-RA	plut2.m8.2997.m1
OG0005464	Mcavernosa25198-RA	plut2.m8.32378.m1
OG0005466	Mcavernosa05354-RA	plut2.m8.19253.m1
OG0005467	Mcavernosa24339-RA, Mcavernosa24336-RA	plut2.m8.14986.m1
OG0005468	Mcavernosa10166-RA	plut2.m8.20311.m1
OG0005469	Mcavernosa01869-RA, Mcavernosa01870-RA	plut2.m8.17762.m1
OG0005470	Mcavernosa24505-RA, Mcavernosa24506-RA	plut2.m8.7994.m1
OG0005471	Mcavernosa16447-RA	plut2.m8.25752.m1
OG0005473	Mcavernosa03014-RA	plut2.m8.4822.m1
OG0005474	Mcavernosa33518-RA, Mcavernosa03009-RA	plut2.m8.4819.m1
OG0005476	Mcavernosa20569-RA, Mcavernosa27863-RA, Mcavernosa29100-RA, Mcavernosa27861-RA	plut2.m8.33488.m1
OG0005478	Mcavernosa32017-RA	plut2.m8.24262.m1
OG0005479	Mcavernosa33348-RA, Mcavernosa30505-RA	plut2.m8.24453.m1
OG0005480	Mcavernosa13397-RA	plut2.m8.1432.m1
OG0005481	Mcavernosa11186-RA	plut2.m8.12920.m1
OG0005482	Mcavernosa15359-RA, Mcavernosa15362-RA	plut2.m8.13895.m1
OG0005484	Mcavernosa24661-RA	plut2.m8.7179.m1
OG0005485	Mcavernosa24659-RA	plut2.m8.7178.m1
OG0005486	Mcavernosa13026-RA	plut2.m8.14474.m1
OG0005487	Mcavernosa29034-RA, Mcavernosa30053-RA, Mcavernosa29032-RA	plut2.m8.5449.m1
OG0005488	Mcavernosa18076-RA	plut2.m8.14612.m1, plut2.m8.14585.m1
OG0005489	Mcavernosa03022-RA, Mcavernosa03021-RA	plut2.m8.4820.m1
OG0005490	Mcavernosa22222-RA	plut2.m8.5991.m1
OG0005491	Mcavernosa22223-RA	plut2.m8.5990.m1
OG0005492	Mcavernosa12556-RA	plut2.m8.6330.m1
OG0005494	Mcavernosa31464-RA	plut2.m8.2387.m1
OG0005496	Mcavernosa27687-RA, Mcavernosa12171-RA	plut2.m8.7223.m1
OG0005497	Mcavernosa12174-RA, Mcavernosa12173-RA	plut2.m8.7226.m1
OG0005498	Mcavernosa28557-RA, Mcavernosa28552-RA	plut2.m8.7227.m1
OG0005499	Mcavernosa28546-RA	plut2.m8.7242.m1
OG0005500	Mcavernosa20483-RA	plut2.m8.7271.m1
OG0005501	Mcavernosa15514-RA	plut2.m8.22131.m1
OG0005503	Mcavernosa02979-RA	plut2.m8.7586.m1
OG0005504	Mcavernosa02996-RA	plut2.m8.7909.m1
OG0005505	Mcavernosa28170-RA	plut2.m8.1236.m1
OG0005506	Mcavernosa28169-RA	plut2.m8.1242.m1
OG0005507	Mcavernosa23175-RA, Mcavernosa23173-RA	plut2.m8.1632.m1
OG0005508	Mcavernosa16781-RA, Mcavernosa32962-RA	plut2.m8.825.m1
OG0005509	Mcavernosa09392-RA, Mcavernosa09389-RA	plut2.m8.25000.m1
OG0005510	Mcavernosa04002-RA	plut2.m8.9009.m1
OG0005512	Mcavernosa14188-RA	plut2.m8.1020.m1
OG0005513	Mcavernosa34819-RA	jamg1.model.Sc0000091.8
OG0005514	Mcavernosa25326-RA, Mcavernosa25318-RA	plut2.m8.9885.m1
OG0005516	Mcavernosa27565-RA	plut2.m8.13898.m1
OG0005520	Mcavernosa02400-RA	plut2.m8.12361.m1
OG0005521	Mcavernosa02406-RA	plut2.m8.12343.m1
OG0005522	Mcavernosa24968-RA	plut2.m8.32032.m1, plut2.m8.368.m1
OG0005523	Mcavernosa02417-RA	jamg1.model.Sc0000160.24
OG0005524	Mcavernosa26198-RA	jamg1.model.Sc0000111.7
OG0005525	Mcavernosa22900-RA	plut2.m8.4668.m1
OG0005526	Mcavernosa16448-RA	plut2.m8.25753.m1
OG0005527	Mcavernosa27200-RA	plut2.m8.17718.m1
OG0005528	Mcavernosa29973-RA	plut2.m8.12989.m1
OG0005529	Mcavernosa07442-RA	plut2.m8.11605.m1
OG0005530	Mcavernosa07410-RA	plut2.m8.15755.m1, plut2.m8.13366.m1
OG0005531	Mcavernosa07408-RA	plut2.m8.15750.m1
OG0005533	Mcavernosa28200-RA	plut2.m8.1233.m1
OG0005534	Mcavernosa07183-RA	plut2.m8.10457.m1, plut2.m8.10456.m1
OG0005536	Mcavernosa20632-RA, Mcavernosa20631-RA	plut2.m8.19451.m1
OG0005537	Mcavernosa04929-RA, Mcavernosa21623-RA	plut2.m8.18493.m1
OG0005538	Mcavernosa05289-RA	plut2.m8.18495.m1
OG0005539	Mcavernosa10675-RA, Mcavernosa29286-RA	plut2.m8.18507.m1
OG0005540	Mcavernosa12222-RA	plut2.m8.25071.m1
OG0005541	Mcavernosa10643-RA	plut2.m8.20434.m1
OG0005543	Mcavernosa27176-RA, Mcavernosa04963-RA	jamg1.model.Sc0000163.120
OG0005544	Mcavernosa06707-RA, Mcavernosa06708-RA	plut2.m8.1110.m1
OG0005546	Mcavernosa26794-RA	plut2.m8.17944.m1
OG0005547	Mcavernosa26790-RA	plut2.m8.32762.m1
OG0005549	Mcavernosa33994-RA, Mcavernosa33071-RA, Mcavernosa24266-RA	plut2.m8.16893.m1
OG0005550	Mcavernosa33494-RA	plut2.m8.12525.m1
OG0005553	Mcavernosa20053-RA	plut2.m8.2738.m1
OG0005555	Mcavernosa12205-RA	plut2.m8.12951.m1
OG0005556	Mcavernosa01852-RA	plut2.m8.5916.m1
OG0005558	Mcavernosa07633-RA	plut2.m8.12964.m1
OG0005559	Mcavernosa07636-RA	plut2.m8.12965.m1
OG0005561	Mcavernosa30449-RA	plut2.m8.23041.m1
OG0005562	Mcavernosa32321-RA	plut2.m8.24961.m1
OG0005563	Mcavernosa19994-RA	plut2.m8.12554.m1
OG0005564	Mcavernosa02855-RA	plut2.m8.582.m1
OG0005565	Mcavernosa18304-RA	plut2.m8.10151.m1
OG0005566	Mcavernosa11481-RA	plut2.m8.7956.m1
OG0005567	Mcavernosa08663-RA	plut2.m8.16207.m1
OG0005568	Mcavernosa10621-RA, Mcavernosa10626-RA	plut2.m8.15533.m1
OG0005569	Mcavernosa13597-RA	jamg1.model.xpSc0007063.35
OG0005571	Mcavernosa20091-RA	plut2.m8.5648.m1
OG0005572	Mcavernosa00184-RA	plut2.m8.32332.m1
OG0005573	Mcavernosa00177-RA	plut2.m8.32315.m1, plut2.m8.12782.m1, plut2.m8.32301.m1, plut2.m8.32321.m1
OG0005574	Mcavernosa23037-RA	plut2.m8.8689.m1
OG0005576	Mcavernosa15642-RA	plut2.m8.28494.m1
OG0005577	Mcavernosa15644-RA	plut2.m8.28498.m1
OG0005579	Mcavernosa07151-RA	plut2.m8.23643.m1
OG0005580	Mcavernosa34825-RA, Mcavernosa11171-RA	plut2.m8.19442.m1
OG0005581	Mcavernosa27881-RA	plut2.m8.16074.m1
OG0005582	Mcavernosa27870-RA, Mcavernosa27872-RA	plut2.m8.16084.m1
OG0005583	Mcavernosa02760-RA	plut2.m8.10196.m1
OG0005584	Mcavernosa02762-RA, Mcavernosa02761-RA	plut2.m8.10195.m1
OG0005585	Mcavernosa02749-RA	plut2.m8.10184.m1
OG0005586	Mcavernosa03457-RA, Mcavernosa03454-RA	plut2.m8.10161.m1
OG0005587	Mcavernosa12911-RA	plut2.m8.14858.m1, plut2.m8.14861.m1
OG0005588	Mcavernosa01598-RA	plut2.m8.7733.m1
OG0005589	Mcavernosa01588-RA, Mcavernosa01589-RA, Mcavernosa01586-RA	plut2.m8.7723.m1
OG0005590	Mcavernosa15879-RA	plut2.m8.6617.m1
OG0005592	Mcavernosa14787-RA	plut2.m8.22496.m1, plut2.m8.22499.m1
OG0005593	Mcavernosa22475-RA	plut2.m8.15825.m1
OG0005595	Mcavernosa11451-RA	plut2.m8.19068.m1
OG0005596	Mcavernosa02251-RA, Mcavernosa17835-RA	plut2.m8.13150.m1
OG0005597	Mcavernosa19635-RA, Mcavernosa33864-RA, Mcavernosa19642-RA	plut2.m8.9378.m1
OG0005598	Mcavernosa19638-RA	plut2.m8.9383.m1
OG0005601	Mcavernosa07576-RA, Mcavernosa07580-RA	plut2.m8.2251.m1
OG0005602	Mcavernosa07568-RA	plut2.m8.2234.m1
OG0005603	Mcavernosa07574-RA	plut2.m8.2250.m1
OG0005604	Mcavernosa26546-RA	plut2.m8.23023.m1, plut2.m8.23018.m1
OG0005605	Mcavernosa26548-RA, Mcavernosa26547-RA	plut2.m8.23017.m1
OG0005606	Mcavernosa18193-RA	plut2.m8.22635.m1
OG0005607	Mcavernosa18637-RA	jamg1.model.Sc0000068.16
OG0005609	Mcavernosa16662-RA	plut2.m8.27590.m1
OG0005610	Mcavernosa29490-RA	plut2.m8.9164.m1
OG0005611	Mcavernosa29492-RA	jamg1.model.Sc0000103.36
OG0005613	Mcavernosa21849-RA	plut2.m8.11260.m1
OG0005615	Mcavernosa31968-RA, Mcavernosa31971-RA, Mcavernosa31970-RA	plut2.m8.4226.m1
OG0005616	Mcavernosa28080-RA	plut2.m8.4232.m1
OG0005617	Mcavernosa14001-RA	plut2.m8.18618.m1
OG0005619	Mcavernosa22445-RA	plut2.m8.6629.m1
OG0005620	Mcavernosa22444-RA	plut2.m8.6638.m1
OG0005621	Mcavernosa04325-RA	plut2.m8.16884.m1
OG0005622	Mcavernosa16115-RA	plut2.m8.987.m1
OG0005623	Mcavernosa02722-RA	plut2.m8.12312.m1
OG0005625	Mcavernosa12491-RA	plut2.m8.19707.m1
OG0005626	Mcavernosa12504-RA	plut2.m8.19713.m1
OG0005628	Mcavernosa03977-RA, Mcavernosa03978-RA	plut2.m8.2527.m1
OG0005629	Mcavernosa03976-RA	plut2.m8.2533.m1
OG0005630	Mcavernosa03974-RA	plut2.m8.2532.m1
OG0005631	Mcavernosa10082-RA	plut2.m8.858.m1
OG0005632	Mcavernosa33702-RA, Mcavernosa33703-RA	plut2.m8.868.m1
OG0005633	Mcavernosa05093-RA	plut2.m8.3203.m1
OG0005635	Mcavernosa23148-RA	jamg1.model.Sc0000055.52
OG0005636	Mcavernosa03533-RA	plut2.m8.20635.m1, plut2.m8.20636.m1
OG0005637	Mcavernosa24411-RA	plut2.m8.11400.m1
OG0005638	Mcavernosa24422-RA, Mcavernosa24429-RA	plut2.m8.11419.m1
OG0005639	Mcavernosa10287-RA	plut2.m8.19206.m1
OG0005640	Mcavernosa00435-RA	plut2.m8.9704.m1
OG0005641	Mcavernosa31299-RA	plut2.m8.29185.m1, plut2.m8.29189.m1
OG0005642	Mcavernosa24885-RA	plut2.m8.2437.m1
OG0005644	Mcavernosa32014-RA	plut2.m8.24265.m1
OG0005645	Mcavernosa22810-RA	plut2.m8.17755.m1
OG0005646	Mcavernosa04683-RA, Mcavernosa23815-RA	plut2.m8.21264.m1
OG0005647	Mcavernosa27113-RA	plut2.m8.4688.m1
OG0005648	Mcavernosa03456-RA	plut2.m8.22928.m1
OG0005649	Mcavernosa00342-RA	plut2.m8.11642.m1
OG0005650	Mcavernosa02604-RA, Mcavernosa02605-RA	plut2.m8.5597.m1
OG0005651	Mcavernosa09007-RA	plut2.m8.13210.m1
OG0005652	Mcavernosa23463-RA	plut2.m8.12960.m1
OG0005653	Mcavernosa03651-RA	plut2.m8.25043.m1
OG0005655	Mcavernosa02485-RA	plut2.m8.32759.m1
OG0005656	Mcavernosa10311-RA	plut2.m8.18529.m1
OG0005658	Mcavernosa04368-RA	plut2.m8.9790.m1
OG0005659	Mcavernosa12231-RA	plut2.m8.25069.m1
OG0005660	Mcavernosa21238-RA	plut2.m8.18577.m1
OG0005661	Mcavernosa21164-RA	plut2.m8.12095.m1
OG0005663	Mcavernosa12126-RA	plut2.m8.2841.m1
