Orthogroup	Montipora_capitata_HIv2.genes.pep	Mcavernosa.maker.proteins
OG0007090	Montipora_capitata_PredGene_g7933.t1	Mcavernosa22721-RA
OG0007091	Montipora_capitata_PredGene_g7927.t1	Mcavernosa22723-RA
OG0007092	Montipora_capitata_PredGene_g7930.t1	Mcavernosa22722-RA
OG0007093	Montipora_capitata_PredGene_g47150.t1	Mcavernosa02545-RA
OG0007094	Montipora_capitata_PredGene_g34159.t1	Mcavernosa29764-RA
OG0007095	Montipora_capitata_PredGene_g34162.t1	Mcavernosa29765-RA
OG0007096	Montipora_capitata_PredGene_adi2mcaRNA24402_R0.t1	Mcavernosa05338-RA
OG0007097	Montipora_capitata_PredGene_g66935.t1	Mcavernosa31174-RA
OG0007098	Montipora_capitata_PredGene_g2190.t1	Mcavernosa11766-RA
OG0007099	Montipora_capitata_PredGene_g66925.t1	Mcavernosa03890-RA
OG0007100	Montipora_capitata_PredGene_g18493.t1	Mcavernosa03892-RA
OG0007101	Montipora_capitata_PredGene_g66931.t1	Mcavernosa31185-RA
OG0007104	Montipora_capitata_PredGene_g48649.t1	Mcavernosa09699-RA
OG0007105	Montipora_capitata_PredGene_g51151.t1	Mcavernosa24680-RA
OG0007106	Montipora_capitata_PredGene_g51153.t1	Mcavernosa24678-RA
OG0007107	Montipora_capitata_PredGene_g51150.t1	Mcavernosa24682-RA
OG0007108	Montipora_capitata_PredGene_g51122.t1	Mcavernosa24690-RA
OG0007110	Montipora_capitata_PredGene_g60942.t1	Mcavernosa18267-RA
OG0007112	Montipora_capitata_PredGene_g71179.t1	Mcavernosa32397-RA
OG0007113	Montipora_capitata_PredGene_adi2mcaRNA27705_R0.t1	Mcavernosa32418-RA
OG0007114	Montipora_capitata_PredGene_adi2mcaRNA2908_R0.t1	Mcavernosa18627-RA
OG0007115	Montipora_capitata_PredGene_g43951.t1	Mcavernosa18628-RA
OG0007116	Montipora_capitata_PredGene_g22833.t1	Mcavernosa19602-RA
OG0007117	Montipora_capitata_PredGene_g22834.t1	Mcavernosa19604-RA
OG0007118	Montipora_capitata_PredGene_g59073.t1	Mcavernosa11223-RA, Mcavernosa11213-RA
OG0007119	Montipora_capitata_PredGene_g59065.t1	Mcavernosa20244-RA
OG0007120	Montipora_capitata_PredGene_g24113.t1	Mcavernosa02602-RA
OG0007121	Montipora_capitata_PredGene_g24118.t1	Mcavernosa02593-RA, Mcavernosa14296-RA
OG0007122	Montipora_capitata_PredGene_g24115.t1	Mcavernosa02597-RA
OG0007123	Montipora_capitata_PredGene_g25425.t1	Mcavernosa10758-RA
OG0007124	Montipora_capitata_PredGene_g25411.t1	Mcavernosa06548-RA
OG0007125	Montipora_capitata_PredGene_g25427.t1	Mcavernosa10753-RA
OG0007126	Montipora_capitata_PredGene_g25430.t1, Montipora_capitata_PredGene_g25429.t1	Mcavernosa10747-RA
OG0007127	Montipora_capitata_PredGene_g3964.t1	Mcavernosa12508-RA
OG0007129	Montipora_capitata_PredGene_g41431.t1	Mcavernosa12045-RA
OG0007130	Montipora_capitata_PredGene_g41403.t1	Mcavernosa13156-RA
OG0007131	Montipora_capitata_PredGene_g41399.t1	Mcavernosa13159-RA, Mcavernosa13161-RA
OG0007132	Montipora_capitata_PredGene_g41407.t1	Mcavernosa13154-RA
OG0007133	Montipora_capitata_PredGene_g41389.t1	Mcavernosa29749-RA
OG0007134	Montipora_capitata_PredGene_g27808.t1	Mcavernosa22794-RA
OG0007135	Montipora_capitata_PredGene_g41398.t1	Mcavernosa13160-RA
OG0007136	Montipora_capitata_PredGene_g25193.t1	Mcavernosa10302-RA
OG0007138	Montipora_capitata_PredGene_g60872.t1	Mcavernosa18896-RA
OG0007139	Montipora_capitata_PredGene_g31826.t1	Mcavernosa02482-RA
OG0007140	Montipora_capitata_PredGene_g45275.t1	Mcavernosa04471-RA
OG0007141	Montipora_capitata_PredGene_g45263.t1	Mcavernosa04467-RA, Mcavernosa04464-RA
OG0007142	Montipora_capitata_PredGene_g45236.t1	Mcavernosa04462-RA
OG0007143	Montipora_capitata_PredGene_g45265.t1	Mcavernosa04465-RA
OG0007144	Montipora_capitata_PredGene_g45281.t1	Mcavernosa04445-RA
OG0007145	Montipora_capitata_PredGene_adi2mcaRNA18837_R0.t1	Mcavernosa04448-RA
OG0007146	Montipora_capitata_PredGene_g50684.t1	Mcavernosa05834-RA, Mcavernosa03027-RA
OG0007147	Montipora_capitata_PredGene_g65422.t1	Mcavernosa18533-RA
OG0007148	Montipora_capitata_PredGene_g65411.t1	Mcavernosa18537-RA
OG0007149	Montipora_capitata_PredGene_g17910.t1	Mcavernosa06755-RA
OG0007150	Montipora_capitata_PredGene_adi2mcaRNA3051_R0.t1	Mcavernosa30850-RA
OG0007151	Montipora_capitata_PredGene_g22498.t1	Mcavernosa30849-RA
OG0007152	Montipora_capitata_PredGene_g60450.t1	Mcavernosa21146-RA
OG0007153	Montipora_capitata_PredGene_g60452.t1	Mcavernosa21149-RA
OG0007154	Montipora_capitata_PredGene_g2239.t1	Mcavernosa14799-RA
OG0007156	Montipora_capitata_PredGene_g23148.t1, Montipora_capitata_PredGene_g23146.t1, Montipora_capitata_PredGene_g8541.t1	Mcavernosa10923-RA
OG0007157	Montipora_capitata_PredGene_g23144.t1, Montipora_capitata_PredGene_adi2mcaRNA8940_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA8940_R5.t1	Mcavernosa09280-RA
OG0007158	Montipora_capitata_PredGene_g34515.t1	Mcavernosa13580-RA
OG0007159	Montipora_capitata_PredGene_g23875.t1	Mcavernosa13228-RA
OG0007160	Montipora_capitata_PredGene_g23885.t1	Mcavernosa13243-RA
OG0007162	Montipora_capitata_PredGene_g28275.t1	Mcavernosa28800-RA
OG0007163	Montipora_capitata_PredGene_g28281.t1	Mcavernosa21160-RA
OG0007164	Montipora_capitata_PredGene_g28268.t1	Mcavernosa21232-RA
OG0007166	Montipora_capitata_PredGene_g39409.t1	Mcavernosa17980-RA
OG0007167	Montipora_capitata_PredGene_g31733.t1	Mcavernosa03922-RA
OG0007169	Montipora_capitata_PredGene_adi2mcaRNA34805_R0.t1	Mcavernosa26169-RA
OG0007170	Montipora_capitata_PredGene_g31758.t1	Mcavernosa20014-RA
OG0007171	Montipora_capitata_PredGene_g20603.t1	Mcavernosa20000-RA, Mcavernosa20004-RA
OG0007172	Montipora_capitata_PredGene_g40455.t1	Mcavernosa27615-RA
OG0007173	Montipora_capitata_PredGene_g40462.t1	Mcavernosa21293-RA
OG0007174	Montipora_capitata_PredGene_g40463.t1	Mcavernosa21295-RA
OG0007175	Montipora_capitata_PredGene_g37797.t1, Montipora_capitata_PredGene_g50116.t1	Mcavernosa21257-RA
OG0007176	Montipora_capitata_PredGene_adi2mcaRNA27781_R0.t1	Mcavernosa22406-RA
OG0007177	Montipora_capitata_PredGene_g17546.t1	Mcavernosa10745-RA
OG0007178	Montipora_capitata_PredGene_adi2mcaRNA36837_R1.t1, Montipora_capitata_PredGene_g60389.t1	Mcavernosa24408-RA
OG0007179	Montipora_capitata_PredGene_g51083.t1, Montipora_capitata_PredGene_g44337.t1	Mcavernosa32913-RA
OG0007182	Montipora_capitata_PredGene_g39685.t1	Mcavernosa17169-RA
OG0007183	Montipora_capitata_PredGene_g29204.t1	Mcavernosa03918-RA
OG0007186	Montipora_capitata_PredGene_g52109.t1	Mcavernosa34421-RA, Mcavernosa03643-RA
OG0007187	Montipora_capitata_PredGene_g67642.t1	Mcavernosa11391-RA
OG0007188	Montipora_capitata_PredGene_g67641.t1	Mcavernosa11392-RA
OG0007189	Montipora_capitata_PredGene_g49826.t1	Mcavernosa30992-RA
OG0007190	Montipora_capitata_PredGene_g18122.t1	Mcavernosa14763-RA
OG0007191	Montipora_capitata_PredGene_g18121.t1	Mcavernosa14762-RA
OG0007192	Montipora_capitata_PredGene_g13505.t1	Mcavernosa12367-RA
OG0007193	Montipora_capitata_PredGene_g2054.t1	Mcavernosa30120-RA
OG0007195	Montipora_capitata_PredGene_g6346.t1	Mcavernosa21747-RA, Mcavernosa30545-RA
OG0007196	Montipora_capitata_PredGene_g6348.t1	Mcavernosa21743-RA
OG0007197	Montipora_capitata_PredGene_g1495.t1	Mcavernosa14441-RA
OG0007198	Montipora_capitata_PredGene_g1501.t1	Mcavernosa14446-RA
OG0007199	Montipora_capitata_PredGene_g1492.t1	Mcavernosa14438-RA
OG0007201	Montipora_capitata_PredGene_g35474.t1, Montipora_capitata_PredGene_g35472.t1	Mcavernosa07920-RA
OG0007203	Montipora_capitata_PredGene_g17435.t1	Mcavernosa13492-RA
OG0007207	Montipora_capitata_PredGene_g35200.t1	Mcavernosa27053-RA
OG0007208	Montipora_capitata_PredGene_g11951.t1	Mcavernosa30790-RA
OG0007209	Montipora_capitata_PredGene_g27301.t1	Mcavernosa30789-RA
OG0007210	Montipora_capitata_PredGene_g30095.t1	Mcavernosa25238-RA
OG0007212	Montipora_capitata_PredGene_g30066.t1	Mcavernosa25257-RA
OG0007213	Montipora_capitata_PredGene_adi2mcaRNA32176_R0.t1	Mcavernosa25242-RA
OG0007216	Montipora_capitata_PredGene_adi2mcaRNA11574_R0.t1	Mcavernosa24550-RA, Mcavernosa24549-RA
OG0007217	Montipora_capitata_PredGene_g71527.t1	Mcavernosa24558-RA
OG0007218	Montipora_capitata_PredGene_g65969.t1	Mcavernosa25274-RA
OG0007219	Montipora_capitata_PredGene_g65966.t1	Mcavernosa25275-RA
OG0007220	Montipora_capitata_PredGene_g26925.t1	Mcavernosa15248-RA
OG0007221	Montipora_capitata_PredGene_g59495.t1	Mcavernosa16985-RA
OG0007222	Montipora_capitata_PredGene_g21581.t1	Mcavernosa29664-RA, Mcavernosa23243-RA
OG0007223	Montipora_capitata_PredGene_adi2mcaRNA31835_R0.t1	Mcavernosa31229-RA
OG0007225	Montipora_capitata_PredGene_g23331.t1	Mcavernosa21318-RA
OG0007226	Montipora_capitata_PredGene_g10787.t1	Mcavernosa24889-RA
OG0007229	Montipora_capitata_PredGene_g39266.t1	Mcavernosa04564-RA
OG0007230	Montipora_capitata_PredGene_g39276.t1	Mcavernosa04579-RA
OG0007232	Montipora_capitata_PredGene_g55918.t1	Mcavernosa10805-RA
OG0007233	Montipora_capitata_PredGene_g31218.t1	Mcavernosa10802-RA
OG0007234	Montipora_capitata_PredGene_g23835.t1	Mcavernosa13194-RA
OG0007235	Montipora_capitata_PredGene_g23833.t1	Mcavernosa13195-RA
OG0007237	Montipora_capitata_PredGene_g34809.t1	Mcavernosa11837-RA
OG0007238	Montipora_capitata_PredGene_g34811.t1	Mcavernosa11834-RA
OG0007239	Montipora_capitata_PredGene_g34814.t1	Mcavernosa11831-RA
OG0007240	Montipora_capitata_PredGene_g2087.t1	Mcavernosa23166-RA
OG0007242	Montipora_capitata_PredGene_g55757.t1	Mcavernosa30209-RA
OG0007243	Montipora_capitata_PredGene_g36041.t1	Mcavernosa15488-RA
OG0007244	Montipora_capitata_PredGene_g35251.t1	Mcavernosa33388-RA, Mcavernosa33389-RA
OG0007245	Montipora_capitata_PredGene_g35250.t1	Mcavernosa33390-RA, Mcavernosa24149-RA
OG0007246	Montipora_capitata_PredGene_g62820.t1	Mcavernosa29922-RA
OG0007247	Montipora_capitata_PredGene_g10735.t1, Montipora_capitata_PredGene_g10734.t1	Mcavernosa29926-RA
OG0007248	Montipora_capitata_PredGene_g42571.t1	Mcavernosa14625-RA
OG0007249	Montipora_capitata_PredGene_adi2mcaRNA35119_R0.t1	Mcavernosa12655-RA
OG0007250	Montipora_capitata_PredGene_adi2mcaRNA34327_R0.t1	Mcavernosa00368-RA, Mcavernosa00364-RA
OG0007251	Montipora_capitata_PredGene_g34396.t1	Mcavernosa00350-RA
OG0007252	Montipora_capitata_PredGene_adi2mcaRNA34400_R0.t1	Mcavernosa21674-RA
OG0007253	Montipora_capitata_PredGene_g15676.t1	Mcavernosa17826-RA
OG0007254	Montipora_capitata_PredGene_g35293.t1	Mcavernosa25593-RA, Mcavernosa25591-RA
OG0007255	Montipora_capitata_PredGene_adi2mcaRNA21567_R0.t1	Mcavernosa04672-RA
OG0007256	Montipora_capitata_PredGene_g35300.t1	Mcavernosa14736-RA
OG0007257	Montipora_capitata_PredGene_g35301.t1	Mcavernosa14734-RA
OG0007258	Montipora_capitata_PredGene_g35303.t1	Mcavernosa14729-RA
OG0007259	Montipora_capitata_PredGene_g22124.t1, Montipora_capitata_PredGene_g25162.t1, Montipora_capitata_PredGene_g55969.t1	Mcavernosa23099-RA
OG0007260	Montipora_capitata_PredGene_g67849.t1	Mcavernosa05998-RA
OG0007261	Montipora_capitata_PredGene_g21628.t1	Mcavernosa05968-RA
OG0007262	Montipora_capitata_PredGene_g67841.t1	Mcavernosa06025-RA
OG0007263	Montipora_capitata_PredGene_g67840.t1	Mcavernosa06024-RA
OG0007264	Montipora_capitata_PredGene_g68204.t1	Mcavernosa11366-RA
OG0007266	Montipora_capitata_PredGene_g45820.t1	Mcavernosa08493-RA
OG0007267	Montipora_capitata_PredGene_g45823.t1	Mcavernosa08497-RA
OG0007268	Montipora_capitata_PredGene_g45822.t1	Mcavernosa08496-RA
OG0007269	Montipora_capitata_PredGene_g42429.t1	Mcavernosa08520-RA
OG0007270	Montipora_capitata_PredGene_g42432.t1	Mcavernosa08508-RA, Mcavernosa08507-RA
OG0007271	Montipora_capitata_PredGene_g21910.t1	Mcavernosa13464-RA
OG0007272	Montipora_capitata_PredGene_g43593.t1	Mcavernosa31270-RA
OG0007273	Montipora_capitata_PredGene_g43595.t1	Mcavernosa08834-RA
OG0007276	Montipora_capitata_PredGene_g5457.t1	Mcavernosa20993-RA
OG0007277	Montipora_capitata_PredGene_g49547.t1, Montipora_capitata_PredGene_g5459.t1	Mcavernosa20995-RA
OG0007278	Montipora_capitata_PredGene_g49545.t1	Mcavernosa34812-RA
OG0007279	Montipora_capitata_PredGene_g28997.t1	Mcavernosa20988-RA
OG0007280	Montipora_capitata_PredGene_g42480.t1, Montipora_capitata_PredGene_g36600.t1, Montipora_capitata_PredGene_g49959.t1	Mcavernosa10328-RA
OG0007282	Montipora_capitata_PredGene_g70620.t1	Mcavernosa15979-RA
OG0007284	Montipora_capitata_PredGene_g5725.t1	Mcavernosa18514-RA
OG0007285	Montipora_capitata_PredGene_g46391.t1	Mcavernosa25051-RA
OG0007286	Montipora_capitata_PredGene_g53874.t1	Mcavernosa05386-RA
OG0007287	Montipora_capitata_PredGene_g53875.t1	Mcavernosa05384-RA, Mcavernosa05387-RA
OG0007288	Montipora_capitata_PredGene_g53878.t1	Mcavernosa26994-RA
OG0007289	Montipora_capitata_PredGene_g28200.t1	Mcavernosa21170-RA
OG0007290	Montipora_capitata_PredGene_g26835.t1	Mcavernosa15000-RA
OG0007291	Montipora_capitata_PredGene_g26836.t1	Mcavernosa14999-RA
OG0007292	Montipora_capitata_PredGene_g26834.t1	Mcavernosa15004-RA
OG0007293	Montipora_capitata_PredGene_g26855.t1	Mcavernosa14994-RA
OG0007294	Montipora_capitata_PredGene_g26863.t1, Montipora_capitata_PredGene_g26856.t1	Mcavernosa14990-RA
OG0007295	Montipora_capitata_PredGene_g27419.t1	Mcavernosa06182-RA
OG0007296	Montipora_capitata_PredGene_g41437.t1	Mcavernosa12039-RA
OG0007297	Montipora_capitata_PredGene_g21733.t1	Mcavernosa05604-RA
OG0007299	Montipora_capitata_PredGene_g22330.t1	Mcavernosa23906-RA
OG0007300	Montipora_capitata_PredGene_g53774.t1	Mcavernosa10510-RA
OG0007301	Montipora_capitata_PredGene_g34808.t1	Mcavernosa11838-RA
OG0007302	Montipora_capitata_PredGene_g34802.t1	Mcavernosa11843-RA
OG0007303	Montipora_capitata_PredGene_g34803.t1	Mcavernosa11842-RA, Mcavernosa11844-RA
OG0007304	Montipora_capitata_PredGene_adi2mcaRNA4727_R0.t1	Mcavernosa15445-RA, Mcavernosa15441-RA
OG0007305	Montipora_capitata_PredGene_g30157.t1, Montipora_capitata_PredGene_g30161.t1	Mcavernosa01217-RA
OG0007307	Montipora_capitata_PredGene_g27563.t1	Mcavernosa25197-RA
OG0007308	Montipora_capitata_PredGene_g5044.t1	Mcavernosa12712-RA
OG0007309	Montipora_capitata_PredGene_g5045.t1	Mcavernosa12713-RA
OG0007310	Montipora_capitata_PredGene_g42739.t1	Mcavernosa21208-RA
OG0007311	Montipora_capitata_PredGene_g69462.t1	Mcavernosa03741-RA
OG0007312	Montipora_capitata_PredGene_g69461.t1	Mcavernosa03745-RA
OG0007313	Montipora_capitata_PredGene_g31459.t1	Mcavernosa05356-RA
OG0007315	Montipora_capitata_PredGene_adi2mcaRNA4054_R0.t1	Mcavernosa26229-RA, Mcavernosa26230-RA
OG0007316	Montipora_capitata_PredGene_g57577.t1	Mcavernosa15356-RA
OG0007317	Montipora_capitata_PredGene_g32352.t1	Mcavernosa10165-RA
OG0007318	Montipora_capitata_PredGene_g63023.t1	Mcavernosa10167-RA
OG0007319	Montipora_capitata_PredGene_g2530.t1	Mcavernosa05895-RA
OG0007320	Montipora_capitata_PredGene_g67247.t1	Mcavernosa19203-RA
OG0007322	Montipora_capitata_PredGene_g26774.t1, Montipora_capitata_PredGene_adi2mcaRNA8620_R1.t1	Mcavernosa01868-RA
OG0007323	Montipora_capitata_PredGene_g7285.t1	Mcavernosa24504-RA
OG0007324	Montipora_capitata_PredGene_g36478.t1	Mcavernosa24500-RA
OG0007325	Montipora_capitata_PredGene_g36477.t1	Mcavernosa24502-RA
OG0007326	Montipora_capitata_PredGene_g36452.t1	Mcavernosa24491-RA
OG0007327	Montipora_capitata_PredGene_g25632.t1	Mcavernosa25810-RA, Mcavernosa23970-RA
OG0007329	Montipora_capitata_PredGene_g6737.t1	Mcavernosa32016-RA
OG0007330	Montipora_capitata_PredGene_g69119.t1	Mcavernosa02628-RA
OG0007331	Montipora_capitata_PredGene_adi2mcaRNA23599_R1.t1	Mcavernosa34004-RA, Mcavernosa13677-RA
OG0007332	Montipora_capitata_PredGene_g18235.t1	Mcavernosa13676-RA
OG0007334	Montipora_capitata_PredGene_adi2mcaRNA10492_R0.t1	Mcavernosa18711-RA
OG0007335	Montipora_capitata_PredGene_g50228.t1	Mcavernosa21316-RA
OG0007336	Montipora_capitata_PredGene_g70888.t1	Mcavernosa32764-RA
OG0007337	Montipora_capitata_PredGene_g70891.t1	Mcavernosa19385-RA
OG0007338	Montipora_capitata_PredGene_g25683.t1	Mcavernosa04950-RA
OG0007339	Montipora_capitata_PredGene_g3316.t1	Mcavernosa30052-RA
OG0007340	Montipora_capitata_PredGene_g35315.t1	Mcavernosa18077-RA
OG0007341	Montipora_capitata_PredGene_g15614.t1	Mcavernosa11109-RA
OG0007342	Montipora_capitata_PredGene_g15612.t1	Mcavernosa11108-RA
OG0007343	Montipora_capitata_PredGene_g5230.t1	Mcavernosa03019-RA
OG0007344	Montipora_capitata_PredGene_g44571.t1	Mcavernosa23631-RA
OG0007346	Montipora_capitata_PredGene_g48118.t1	Mcavernosa18140-RA
OG0007347	Montipora_capitata_PredGene_g22819.t1	Mcavernosa12566-RA
OG0007348	Montipora_capitata_PredGene_adi2mcaRNA33016_R0.t1	Mcavernosa02334-RA
OG0007349	Montipora_capitata_PredGene_g52048.t1	Mcavernosa16272-RA
OG0007350	Montipora_capitata_PredGene_g1924.t1	Mcavernosa13870-RA
OG0007351	Montipora_capitata_PredGene_g1923.t1	Mcavernosa13871-RA
OG0007352	Montipora_capitata_PredGene_g1922.t1	Mcavernosa13873-RA
OG0007353	Montipora_capitata_PredGene_g25261.t1	Mcavernosa28549-RA
OG0007354	Montipora_capitata_PredGene_g48006.t1	Mcavernosa12172-RA, Mcavernosa12176-RA
OG0007355	Montipora_capitata_PredGene_g25288.t1	Mcavernosa20485-RA
OG0007356	Montipora_capitata_PredGene_g25287.t1	Mcavernosa20484-RA
OG0007357	Montipora_capitata_PredGene_g25266.t1	Mcavernosa28541-RA
OG0007358	Montipora_capitata_PredGene_g25262.t1	Mcavernosa28548-RA
OG0007359	Montipora_capitata_PredGene_g25260.t1	Mcavernosa28556-RA
OG0007361	Montipora_capitata_PredGene_g25269.t1	Mcavernosa28539-RA
OG0007362	Montipora_capitata_PredGene_g29229.t1	Mcavernosa31344-RA
OG0007363	Montipora_capitata_PredGene_g29247.t1	Mcavernosa02993-RA
OG0007364	Montipora_capitata_PredGene_g29256.t1	Mcavernosa02977-RA
OG0007365	Montipora_capitata_PredGene_g38396.t1	Mcavernosa28167-RA
OG0007366	Montipora_capitata_PredGene_g38393.t1	Mcavernosa28168-RA
OG0007367	Montipora_capitata_PredGene_adi2mcaRNA16148_R0.t1	Mcavernosa22061-RA
OG0007368	Montipora_capitata_PredGene_adi2mcaRNA16147_R0.t1	Mcavernosa22063-RA
OG0007369	Montipora_capitata_PredGene_g56781.t1	Mcavernosa22067-RA
OG0007370	Montipora_capitata_PredGene_g21279.t1	Mcavernosa34592-RA
OG0007371	Montipora_capitata_PredGene_adi2mcaRNA16153_R1.t1, Montipora_capitata_PredGene_g52274.t1	Mcavernosa23172-RA
OG0007372	Montipora_capitata_PredGene_g30578.t1	Mcavernosa16787-RA
OG0007373	Montipora_capitata_PredGene_g30557.t1	Mcavernosa16780-RA
OG0007375	Montipora_capitata_PredGene_g35872.t1	Mcavernosa12787-RA, Mcavernosa12786-RA
OG0007376	Montipora_capitata_PredGene_adi2mcaRNA23975_R0.t1	Mcavernosa26225-RA
OG0007377	Montipora_capitata_PredGene_g22301.t1	Mcavernosa32156-RA
OG0007378	Montipora_capitata_PredGene_g55428.t1	Mcavernosa34348-RA, Mcavernosa34349-RA
OG0007379	Montipora_capitata_PredGene_adi2mcaRNA7087_R0.t1	Mcavernosa01775-RA
OG0007381	Montipora_capitata_PredGene_g69705.t1	Mcavernosa14187-RA
OG0007382	Montipora_capitata_PredGene_g70147.t1	Mcavernosa31115-RA
OG0007383	Montipora_capitata_PredGene_g5070.t1	Mcavernosa16249-RA
OG0007384	Montipora_capitata_PredGene_g41669.t1	Mcavernosa25334-RA
OG0007385	Montipora_capitata_PredGene_g41662.t1	Mcavernosa25341-RA
OG0007386	Montipora_capitata_PredGene_g41675.t1	Mcavernosa25328-RA
OG0007387	Montipora_capitata_PredGene_g41673.t1	Mcavernosa33809-RA, Mcavernosa25329-RA
OG0007390	Montipora_capitata_PredGene_g65831.t1	Mcavernosa29089-RA
OG0007391	Montipora_capitata_PredGene_g63378.t1	Mcavernosa34342-RA
OG0007392	Montipora_capitata_PredGene_g49634.t1	Mcavernosa24967-RA
OG0007393	Montipora_capitata_PredGene_g49629.t1	Mcavernosa24974-RA
OG0007395	Montipora_capitata_PredGene_g48066.t1	Mcavernosa26199-RA
OG0007396	Montipora_capitata_PredGene_g16542.t1	Mcavernosa27556-RA
OG0007397	Montipora_capitata_PredGene_g27903.t1	Mcavernosa13439-RA
OG0007398	Montipora_capitata_PredGene_g27910.t1	Mcavernosa13437-RA
OG0007399	Montipora_capitata_PredGene_g27889.t1	Mcavernosa27197-RA
OG0007401	Montipora_capitata_PredGene_g8019.t1	Mcavernosa23152-RA
OG0007402	Montipora_capitata_PredGene_g45563.t1	Mcavernosa07461-RA
OG0007403	Montipora_capitata_PredGene_g45560.t1	Mcavernosa07457-RA, Mcavernosa35096-RA
OG0007404	Montipora_capitata_PredGene_g45577.t1	Mcavernosa07466-RA
OG0007405	Montipora_capitata_PredGene_g45547.t1	Mcavernosa07409-RA
OG0007406	Montipora_capitata_PredGene_g45542.t1	Mcavernosa07407-RA
OG0007408	Montipora_capitata_PredGene_g45538.t1	Mcavernosa07394-RA
OG0007409	Montipora_capitata_PredGene_g45556.t1	Mcavernosa07444-RA
OG0007412	Montipora_capitata_PredGene_g22835.t1	Mcavernosa19605-RA
OG0007413	Montipora_capitata_PredGene_g17214.t1	Mcavernosa04265-RA
OG0007414	Montipora_capitata_PredGene_g17213.t1	Mcavernosa04267-RA
OG0007415	Montipora_capitata_PredGene_adi2mcaRNA22243_R0.t1	Mcavernosa18170-RA
OG0007416	Montipora_capitata_PredGene_g9556.t1	Mcavernosa16429-RA
OG0007418	Montipora_capitata_PredGene_g5053.t1	Mcavernosa12722-RA
OG0007419	Montipora_capitata_PredGene_g32239.t1	Mcavernosa11549-RA
OG0007420	Montipora_capitata_PredGene_g32245.t1	Mcavernosa11158-RA
OG0007421	Montipora_capitata_PredGene_g63833.t1	Mcavernosa05842-RA
OG0007422	Montipora_capitata_PredGene_g34607.t1	Mcavernosa01716-RA
OG0007423	Montipora_capitata_PredGene_g36824.t1	Mcavernosa12226-RA
OG0007425	Montipora_capitata_PredGene_g3494.t1	Mcavernosa20852-RA
OG0007426	Montipora_capitata_PredGene_g34594.t1	Mcavernosa01700-RA
OG0007430	Montipora_capitata_PredGene_g55805.t1	Mcavernosa26795-RA
OG0007431	Montipora_capitata_PredGene_g14805.t1	Mcavernosa26788-RA
OG0007433	Montipora_capitata_PredGene_g55031.t1	Mcavernosa24264-RA
OG0007434	Montipora_capitata_PredGene_g65497.t1	Mcavernosa28201-RA
OG0007435	Montipora_capitata_PredGene_g30967.t1	Mcavernosa12206-RA
OG0007437	Montipora_capitata_PredGene_g50848.t1	Mcavernosa09839-RA
OG0007438	Montipora_capitata_PredGene_g26567.t1	Mcavernosa20740-RA
OG0007439	Montipora_capitata_PredGene_g26565.t1	Mcavernosa20738-RA, Mcavernosa20737-RA
OG0007440	Montipora_capitata_PredGene_g61316.t1	Mcavernosa02363-RA
OG0007441	Montipora_capitata_PredGene_g32013.t1	Mcavernosa32484-RA
OG0007443	Montipora_capitata_PredGene_g21751.t1	Mcavernosa05621-RA
