Orthogroup	Montipora_capitata_HIv2.genes.pep	GCF_002042975.1_ofav_dov_v1_protein
OG0005504	Montipora_capitata_PredGene_g29246.t1, Montipora_capitata_PredGene_g29245.t1	XP_020632231.1
OG0005506	Montipora_capitata_PredGene_g38394.t1	XP_020601863.1
OG0005510	Montipora_capitata_PredGene_g31411.t1	XP_020632202.1, XP_020632043.1
OG0005512	Montipora_capitata_PredGene_g69706.t1	XP_020609244.1, XP_020609243.1
OG0005513	Montipora_capitata_PredGene_g41671.t1, Montipora_capitata_PredGene_g41670.t1	XP_020626748.1
OG0005514	Montipora_capitata_PredGene_g41679.t1	XP_020626992.1, XP_020626991.1
OG0005515	Montipora_capitata_PredGene_g35484.t1, Montipora_capitata_PredGene_g31956.t1	XP_020623731.1
OG0005516	Montipora_capitata_PredGene_g56948.t1	XP_020614970.1
OG0005518	Montipora_capitata_PredGene_adi2mcaRNA8354_R4.t1, Montipora_capitata_PredGene_g1984.t1, Montipora_capitata_PredGene_g1985.t1, Montipora_capitata_PredGene_adi2mcaRNA41263_R3.t1	XP_020609300.1
OG0005519	Montipora_capitata_PredGene_adi2mcaRNA39142_R1.t1, Montipora_capitata_PredGene_g42.t1, Montipora_capitata_PredGene_adi2mcaRNA8112_R6.t1, Montipora_capitata_PredGene_g49722.t1, Montipora_capitata_PredGene_g49721.t1	XP_020608310.1
OG0005520	Montipora_capitata_PredGene_g65826.t1	XP_020626788.1
OG0005521	Montipora_capitata_PredGene_g63375.t1	XP_020627009.1, XP_020627008.1, XP_020627010.1
OG0005522	Montipora_capitata_PredGene_adi2mcaRNA934_R0.t1	XP_020626918.1, XP_020626919.1
OG0005524	Montipora_capitata_PredGene_g48069.t1	XP_020630571.1, XP_020630570.1
OG0005525	Montipora_capitata_PredGene_g48064.t1	XP_020601014.1
OG0005526	Montipora_capitata_PredGene_g9204.t1	XP_020610380.1, XP_020610379.1
OG0005527	Montipora_capitata_PredGene_g27896.t1	XP_020622415.1, XP_020623308.1
OG0005528	Montipora_capitata_PredGene_g28148.t1	XP_020617907.1, XP_020606979.1
OG0005529	Montipora_capitata_PredGene_g45555.t1	XP_020618756.1, XP_020618956.1
OG0005530	Montipora_capitata_PredGene_g45545.t1, Montipora_capitata_PredGene_g45546.t1	XP_020619065.1
OG0005531	Montipora_capitata_PredGene_g45543.t1	XP_020619657.1, XP_020619669.1, XP_020619665.1
OG0005533	Montipora_capitata_PredGene_g44147.t1	XP_020601881.1, XP_020601883.1
OG0005536	Montipora_capitata_PredGene_g32247.t1	XP_020618386.1
OG0005538	Montipora_capitata_PredGene_g34621.t1	XP_020619794.1, XP_020602259.1, XP_020602260.1
OG0005539	Montipora_capitata_PredGene_g34609.t1	XP_020602199.1, XP_020602231.1
OG0005540	Montipora_capitata_PredGene_g34631.t1	XP_020607598.1
OG0005541	Montipora_capitata_PredGene_g15546.t1	XP_020601790.1, XP_020606729.1
OG0005544	Montipora_capitata_PredGene_g38771.t1	XP_020620126.1, XP_020620125.1
OG0005546	Montipora_capitata_PredGene_g14808.t1	XP_020619656.1
OG0005547	Montipora_capitata_PredGene_g55802.t1	XP_020619655.1
OG0005549	Montipora_capitata_PredGene_g55032.t1	XP_020617856.1
OG0005550	Montipora_capitata_PredGene_g49011.t1	XP_020611603.1
OG0005552	Montipora_capitata_PredGene_g65498.t1	XP_020608664.1, XP_020613614.1
OG0005553	Montipora_capitata_PredGene_g65500.t1	XP_020613652.1
OG0005555	Montipora_capitata_PredGene_g37690.t1	XP_020612090.1, XP_020612091.1, XP_020612089.1
OG0005556	Montipora_capitata_PredGene_adi2mcaRNA27853_R1.t1	XP_020623014.1, XP_020623013.1, XP_020623015.1
OG0005557	Montipora_capitata_PredGene_g50852.t1	XP_020615256.1, XP_020615257.1
OG0005558	Montipora_capitata_PredGene_g37684.t1	XP_020617448.1
OG0005559	Montipora_capitata_PredGene_g37679.t1	XP_020617450.1
OG0005561	Montipora_capitata_PredGene_g31886.t1	XP_020611585.1, XP_020611586.1
OG0005563	Montipora_capitata_PredGene_g1780.t1, Montipora_capitata_PredGene_g42649.t1	XP_020620854.1
OG0005564	Montipora_capitata_PredGene_g64466.t1, Montipora_capitata_PredGene_g20083.t1	XP_020627605.1
OG0005565	Montipora_capitata_PredGene_adi2mcaRNA32699_R1.t1	XP_020610400.1, XP_020610401.1
OG0005566	Montipora_capitata_PredGene_g19040.t1	XP_020601420.1, XP_020601421.1
OG0005567	Montipora_capitata_PredGene_g35002.t1	XP_020623672.1, XP_020623673.1
OG0005568	Montipora_capitata_PredGene_adi2mcaRNA14061_R0.t1	XP_020622826.1
OG0005569	Montipora_capitata_PredGene_g67647.t1	XP_020627452.1, XP_020627453.1, XP_020627451.1
OG0005570	Montipora_capitata_PredGene_g63461.t1	XP_020621856.1, XP_020621907.1, XP_020621906.1
OG0005571	Montipora_capitata_PredGene_g59719.t1	XP_020623322.1
OG0005572	Montipora_capitata_PredGene_adi2mcaRNA20833_R0.t1	XP_020611563.1, XP_020611565.1, XP_020611562.1
OG0005574	Montipora_capitata_PredGene_g43262.t1	XP_020627877.1
OG0005575	Montipora_capitata_PredGene_g48474.t1	XP_020619323.1, XP_020622121.1
OG0005576	Montipora_capitata_PredGene_g12782.t1	XP_020631251.1, XP_020631252.1
OG0005577	Montipora_capitata_PredGene_g12783.t1, Montipora_capitata_PredGene_g12784.t1, Montipora_capitata_PredGene_g20875.t1	XP_020631250.1
OG0005579	Montipora_capitata_PredGene_g68066.t1	XP_020618761.1
OG0005580	Montipora_capitata_PredGene_g31907.t1	XP_020601775.1
OG0005581	Montipora_capitata_PredGene_g39031.t1	XP_020623791.1
OG0005582	Montipora_capitata_PredGene_g39019.t1	XP_020623777.1
OG0005583	Montipora_capitata_PredGene_g37833.t1	XP_020612339.1, XP_020612338.1, XP_020612341.1
OG0005584	Montipora_capitata_PredGene_g37835.t1	XP_020612262.1, XP_020612261.1
OG0005585	Montipora_capitata_PredGene_adi2mcaRNA30791_R0.t1, Montipora_capitata_PredGene_g65343.t1	XP_020612299.1, XP_020612298.1
OG0005586	Montipora_capitata_PredGene_g58529.t1	XP_020612357.1, XP_020612356.1
OG0005587	Montipora_capitata_PredGene_g66863.t1	XP_020632775.1
OG0005588	Montipora_capitata_PredGene_g33245.t1	XP_020618341.1
OG0005590	Montipora_capitata_PredGene_adi2mcaRNA12031_R0.t1	XP_020632615.1
OG0005591	Montipora_capitata_PredGene_g53060.t1	XP_020619400.1
OG0005592	Montipora_capitata_PredGene_adi2mcaRNA36593_R1.t1	XP_020628763.1, XP_020628700.1
OG0005593	Montipora_capitata_PredGene_adi2mcaRNA30185_R0.t1	XP_020622204.1
OG0005595	Montipora_capitata_PredGene_g16085.t1	XP_020611569.1
OG0005596	Montipora_capitata_PredGene_adi2mcaRNA3023_R0.t1	XP_020625478.1
OG0005597	Montipora_capitata_PredGene_g48689.t1	XP_020618170.1
OG0005598	Montipora_capitata_PredGene_g48692.t1	XP_020618174.1
OG0005601	Montipora_capitata_PredGene_g59957.t1	XP_020605709.1
OG0005602	Montipora_capitata_PredGene_g59943.t1	XP_020605460.1, XP_020605467.1
OG0005603	Montipora_capitata_PredGene_g59954.t1	XP_020605777.1, XP_020605768.1, XP_020605760.1
OG0005604	Montipora_capitata_PredGene_g24373.t1, Montipora_capitata_PredGene_g24364.t1	XP_020610267.1
OG0005605	Montipora_capitata_PredGene_g24365.t1	XP_020610271.1, XP_020610273.1
OG0005606	Montipora_capitata_PredGene_g31958.t1	XP_020630376.1, XP_020630375.1
OG0005608	Montipora_capitata_PredGene_g58392.t1	XP_020600725.1, XP_020600726.1, XP_020600727.1, XP_020600723.1
OG0005610	Montipora_capitata_PredGene_g43819.t1	XP_020605270.1, XP_020605228.1
OG0005611	Montipora_capitata_PredGene_g43821.t1	XP_020605272.1, XP_020605271.1
OG0005613	Montipora_capitata_PredGene_g24883.t1	XP_020612472.1, XP_020612470.1
OG0005614	Montipora_capitata_PredGene_g9362.t1	XP_020605997.1
OG0005615	Montipora_capitata_PredGene_g7692.t1	XP_020605994.1
OG0005617	Montipora_capitata_PredGene_g24493.t1	XP_020628432.1, XP_020628431.1, XP_020628433.1
OG0005619	Montipora_capitata_PredGene_g28573.t1, Montipora_capitata_PredGene_g28572.t1	XP_020603889.1
OG0005620	Montipora_capitata_PredGene_g28569.t1	XP_020603898.1, XP_020603897.1
OG0005621	Montipora_capitata_PredGene_g55028.t1	XP_020617802.1, XP_020617803.1, XP_020617801.1
OG0005622	Montipora_capitata_PredGene_g71200.t1	XP_020615895.1, XP_020615903.1
OG0005623	Montipora_capitata_PredGene_g36535.t1	XP_020630070.1
OG0005625	Montipora_capitata_PredGene_g43235.t1	XP_020620522.1
OG0005626	Montipora_capitata_PredGene_g43212.t1	XP_020620810.1, XP_020620668.1
OG0005627	Montipora_capitata_PredGene_g30186.t1	XP_020600820.1
OG0005628	Montipora_capitata_PredGene_g62790.t1	XP_020623083.1
OG0005629	Montipora_capitata_PredGene_g62791.t1	XP_020623106.1, XP_020623089.1, XP_020623088.1
OG0005630	Montipora_capitata_PredGene_g62793.t1	XP_020623087.1, XP_020623086.1
OG0005631	Montipora_capitata_PredGene_g60499.t1, Montipora_capitata_PredGene_g25322.t1	XP_020631335.1, XP_020631295.1
OG0005632	Montipora_capitata_PredGene_adi2mcaRNA26831_R1.t1	XP_020631327.1, XP_020631326.1
OG0005633	Montipora_capitata_PredGene_g32462.t1	XP_020604646.1, XP_020604647.1
OG0005635	Montipora_capitata_PredGene_g8025.t1	XP_020607173.1
OG0005636	Montipora_capitata_PredGene_g29171.t1, Montipora_capitata_PredGene_g29169.t1	XP_020631430.1
OG0005637	Montipora_capitata_PredGene_g66385.t1	XP_020625837.1, XP_020625876.1
OG0005638	Montipora_capitata_PredGene_g21341.t1	XP_020625869.1
OG0005639	Montipora_capitata_PredGene_g40941.t1	XP_020623256.1
OG0005640	Montipora_capitata_PredGene_g53229.t1	XP_020632042.1
OG0005641	Montipora_capitata_PredGene_g70332.t1	XP_020623921.1
OG0005642	Montipora_capitata_PredGene_g51044.t1	XP_020632183.1, XP_020632182.1
OG0005643	Montipora_capitata_PredGene_g51046.t1	XP_020632258.1, XP_020632259.1, XP_020632260.1
OG0005644	Montipora_capitata_PredGene_adi2mcaRNA3425_R0.t1	XP_020623355.1
OG0005645	Montipora_capitata_PredGene_g67621.t1	XP_020623211.1, XP_020623210.1
OG0005646	Montipora_capitata_PredGene_g46887.t1	XP_020623167.1, XP_020623212.1
OG0005647	Montipora_capitata_PredGene_g57099.t1	XP_020626677.1, XP_020626676.1
OG0005648	Montipora_capitata_PredGene_g57090.t1, Montipora_capitata_PredGene_adi2mcaRNA29038_R0.t1	XP_020619402.1
OG0005649	Montipora_capitata_PredGene_g20176.t1	XP_020624673.1
OG0005651	Montipora_capitata_PredGene_g10945.t1	XP_020624154.1, XP_020624152.1, XP_020624153.1
OG0005652	Montipora_capitata_PredGene_g26556.t1	XP_020610133.1
OG0005653	Montipora_capitata_PredGene_g52107.t1	XP_020616480.1, XP_020616479.1
OG0005654	Montipora_capitata_PredGene_g52108.t1	XP_020622508.1
OG0005655	Montipora_capitata_PredGene_g5325.t1	XP_020627653.1
OG0005656	Montipora_capitata_PredGene_g31699.t1	XP_020615849.1, XP_020615848.1
OG0005657	Montipora_capitata_PredGene_g31698.t1	XP_020615867.1
OG0005658	Montipora_capitata_PredGene_g31711.t1	XP_020632413.1
OG0005660	Montipora_capitata_PredGene_g28212.t1	XP_020631398.1, XP_020631400.1, XP_020631399.1
OG0005661	Montipora_capitata_PredGene_g28210.t1	XP_020631608.1, XP_020631607.1, XP_020631442.1
OG0005662	Montipora_capitata_PredGene_g40302.t1	XP_020608871.1
OG0005663	Montipora_capitata_PredGene_g33368.t1	XP_020606922.1, XP_020606913.1, XP_020606931.1
OG0005664	Montipora_capitata_PredGene_g64429.t1	XP_020607623.1, XP_020607625.1, XP_020607624.1
OG0005665	Montipora_capitata_PredGene_adi2mcaRNA15962_R0.t1	XP_020619269.1, XP_020619236.1, XP_020619229.1
OG0005666	Montipora_capitata_PredGene_g36436.t1	XP_020604049.1
OG0005667	Montipora_capitata_PredGene_g36428.t1	XP_020603983.1
OG0005668	Montipora_capitata_PredGene_adi2mcaRNA2799_R1.t1	XP_020620170.1, XP_020620171.1, XP_020620091.1
OG0005670	Montipora_capitata_PredGene_adi2mcaRNA32544_R0.t1	XP_020600506.1
OG0005671	Montipora_capitata_PredGene_g58372.t1	XP_020617176.1
OG0005672	Montipora_capitata_PredGene_g59498.t1	XP_020609462.1, XP_020609463.1
OG0005674	Montipora_capitata_PredGene_g25381.t1	XP_020607385.1
OG0005675	Montipora_capitata_PredGene_g60202.t1	XP_020609979.1
OG0005676	Montipora_capitata_PredGene_g60203.t1	XP_020609980.1, XP_020609985.1, XP_020609982.1
OG0005678	Montipora_capitata_PredGene_g44542.t1	XP_020608695.1, XP_020608696.1
OG0005679	Montipora_capitata_PredGene_g49620.t1	XP_020604081.1, XP_020604082.1, XP_020604080.1
OG0005680	Montipora_capitata_PredGene_g52477.t1	XP_020630297.1, XP_020630298.1
OG0005681	Montipora_capitata_PredGene_g31841.t1	XP_020611472.1
OG0005682	Montipora_capitata_PredGene_adi2mcaRNA33456_R1.t1	XP_020611528.1, XP_020611529.1
OG0005684	Montipora_capitata_PredGene_g33938.t1	XP_020604421.1
OG0005686	Montipora_capitata_PredGene_adi2mcaRNA22237_R0.t1	XP_020620762.1
OG0005687	Montipora_capitata_PredGene_g58636.t1	XP_020620763.1, XP_020620764.1
OG0005688	Montipora_capitata_PredGene_g58629.t1	XP_020620744.1, XP_020620743.1
OG0005689	Montipora_capitata_PredGene_g34420.t1	XP_020628512.1
OG0005690	Montipora_capitata_PredGene_g34417.t1	XP_020624772.1
OG0005691	Montipora_capitata_PredGene_g34422.t1	XP_020628786.1
OG0005692	Montipora_capitata_PredGene_g34428.t1	XP_020628855.1, XP_020628846.1
OG0005693	Montipora_capitata_PredGene_adi2mcaRNA8660_R0.t1	XP_020628539.1, XP_020628538.1
OG0005694	Montipora_capitata_PredGene_g46962.t1	XP_020611689.1
OG0005695	Montipora_capitata_PredGene_g46960.t1	XP_020611656.1, XP_020620407.1
OG0005696	Montipora_capitata_PredGene_g46945.t1	XP_020628487.1
OG0005697	Montipora_capitata_PredGene_adi2mcaRNA8635_R0.t1	XP_020611688.1
OG0005699	Montipora_capitata_PredGene_g15965.t1	XP_020605177.1
OG0005700	Montipora_capitata_PredGene_g25015.t1	XP_020605715.1, XP_020605716.1
OG0005701	Montipora_capitata_PredGene_g36886.t1	XP_020622845.1, XP_020622774.1
OG0005702	Montipora_capitata_PredGene_g26552.t1, Montipora_capitata_PredGene_g26551.t1	XP_020619309.1
OG0005703	Montipora_capitata_PredGene_g57655.t1	XP_020609345.1
OG0005704	Montipora_capitata_PredGene_adi2mcaRNA10310_R0.t1	XP_020600707.1
OG0005705	Montipora_capitata_PredGene_g57635.t1	XP_020601477.1, XP_020601478.1, XP_020601476.1
OG0005706	Montipora_capitata_PredGene_g61123.t1, Montipora_capitata_PredGene_adi2mcaRNA14993_R0.t1	XP_020610732.1
OG0005707	Montipora_capitata_PredGene_g39415.t1	XP_020605407.1
OG0005708	Montipora_capitata_PredGene_g41317.t1	XP_020630468.1
OG0005709	Montipora_capitata_PredGene_adi2mcaRNA14688_R0.t1	XP_020632005.1
OG0005710	Montipora_capitata_PredGene_g25405.t1	XP_020610768.1
OG0005711	Montipora_capitata_PredGene_g61986.t1	XP_020631932.1
OG0005712	Montipora_capitata_PredGene_g30201.t1	XP_020608354.1, XP_020631940.1
OG0005713	Montipora_capitata_PredGene_g61991.t1	XP_020603185.1, XP_020603162.1
OG0005714	Montipora_capitata_PredGene_g33800.t1	XP_020603183.1, XP_020603182.1
OG0005715	Montipora_capitata_PredGene_adi2mcaRNA8815_R0.t1	XP_020603186.1, XP_020603187.1
OG0005716	Montipora_capitata_PredGene_adi2mcaRNA22015_R1.t1	XP_020631890.1
OG0005717	Montipora_capitata_PredGene_g29879.t1	XP_020629779.1
OG0005718	Montipora_capitata_PredGene_g4648.t1	XP_020618243.1
OG0005720	Montipora_capitata_PredGene_g45518.t1	XP_020622368.1, XP_020622369.1
OG0005721	Montipora_capitata_PredGene_g6328.t1	XP_020628904.1
OG0005722	Montipora_capitata_PredGene_g31414.t1	XP_020632274.1
OG0005723	Montipora_capitata_PredGene_g31787.t1	XP_020627643.1
OG0005724	Montipora_capitata_PredGene_g30655.t1	XP_020614156.1
OG0005725	Montipora_capitata_PredGene_g43516.t1	XP_020621066.1, XP_020621065.1, XP_020621064.1
OG0005726	Montipora_capitata_PredGene_g45071.t1	XP_020620099.1, XP_020608548.1, XP_020608549.1
OG0005729	Montipora_capitata_PredGene_g40780.t1	XP_020611651.1, XP_020611650.1, XP_020611653.1
OG0005730	Montipora_capitata_PredGene_adi2mcaRNA27991_R0.t1	XP_020625351.1
OG0005731	Montipora_capitata_PredGene_g30033.t1, Montipora_capitata_PredGene_g30034.t1	XP_020620591.1
OG0005732	Montipora_capitata_PredGene_g26326.t1	XP_020604554.1
OG0005733	Montipora_capitata_PredGene_adi2mcaRNA2034_R0.t1	XP_020615251.1, XP_020615244.1, XP_020615258.1
OG0005734	Montipora_capitata_PredGene_g38605.t1, Montipora_capitata_PredGene_g38611.t1, Montipora_capitata_PredGene_adi2mcaRNA1998_R0.t1	XP_020622223.1
OG0005735	Montipora_capitata_PredGene_g38622.t1	XP_020610838.1
OG0005736	Montipora_capitata_PredGene_g26354.t1	XP_020610814.1
OG0005737	Montipora_capitata_PredGene_adi2mcaRNA28124_R0.t1	XP_020622474.1, XP_020622482.1, XP_020622495.1
OG0005738	Montipora_capitata_PredGene_g40409.t1	XP_020625722.1, XP_020625736.1, XP_020625728.1, XP_020625715.1
OG0005742	Montipora_capitata_PredGene_g15334.t1	XP_020606476.1
OG0005744	Montipora_capitata_PredGene_g37485.t1	XP_020619793.1, XP_020619760.1
OG0005747	Montipora_capitata_PredGene_g46489.t1	XP_020602126.1, XP_020602084.1
OG0005748	Montipora_capitata_PredGene_g60310.t1	XP_020624072.1
OG0005749	Montipora_capitata_PredGene_g25539.t1	XP_020626668.1, XP_020626667.1
OG0005750	Montipora_capitata_PredGene_g25477.t1	XP_020628713.1, XP_020628711.1, XP_020628712.1
OG0005751	Montipora_capitata_PredGene_g34433.t1	XP_020616253.1, XP_020616502.1, XP_020616517.1, XP_020616510.1
OG0005753	Montipora_capitata_PredGene_g20212.t1	XP_020604137.1, XP_020604136.1, XP_020604138.1
OG0005754	Montipora_capitata_PredGene_g65427.t1	XP_020624589.1, XP_020624587.1, XP_020624588.1
OG0005755	Montipora_capitata_PredGene_g32282.t1	XP_020614783.1
OG0005756	Montipora_capitata_PredGene_adi2mcaRNA4547_R0.t1	XP_020618267.1
OG0005757	Montipora_capitata_PredGene_g47027.t1	XP_020627805.1
OG0005759	Montipora_capitata_PredGene_g29297.t1	XP_020606270.1
OG0005760	Montipora_capitata_PredGene_adi2mcaRNA30490_R1.t1	XP_020614840.1, XP_020614842.1
OG0005761	Montipora_capitata_PredGene_g22279.t1	XP_020626183.1
OG0005763	Montipora_capitata_PredGene_g15580.t1	XP_020604450.1, XP_020604451.1, XP_020604464.1
OG0005764	Montipora_capitata_PredGene_g54918.t1	XP_020600513.1, XP_020600512.1, XP_020600516.1
OG0005766	Montipora_capitata_PredGene_g8997.t1	XP_020630641.1
OG0005767	Montipora_capitata_PredGene_g5285.t1	XP_020630683.1, XP_020630685.1, XP_020630684.1
OG0005768	Montipora_capitata_PredGene_g205.t1	XP_020621994.1
OG0005769	Montipora_capitata_PredGene_adi2mcaRNA18727_R0.t1	XP_020621979.1
OG0005770	Montipora_capitata_PredGene_g55161.t1	XP_020630773.1, XP_020630774.1
OG0005771	Montipora_capitata_PredGene_g26278.t1	XP_020622903.1
OG0005772	Montipora_capitata_PredGene_g26279.t1	XP_020604543.1
OG0005773	Montipora_capitata_PredGene_g35951.t1	XP_020617818.1
OG0005774	Montipora_capitata_PredGene_g60648.t1	XP_020624369.1
OG0005775	Montipora_capitata_PredGene_g60649.t1	XP_020624375.1, XP_020624376.1
OG0005776	Montipora_capitata_PredGene_g60646.t1	XP_020624362.1, XP_020624364.1
OG0005777	Montipora_capitata_PredGene_g56666.t1	XP_020607325.1
OG0005778	Montipora_capitata_PredGene_g34558.t1	XP_020607147.1, XP_020607148.1
OG0005779	Montipora_capitata_PredGene_g3095.t1	XP_020606482.1, XP_020606481.1
OG0005781	Montipora_capitata_PredGene_g3097.t1	XP_020603047.1
OG0005782	Montipora_capitata_PredGene_g14373.t1	XP_020604171.1
OG0005783	Montipora_capitata_PredGene_g45319.t1	XP_020606820.1, XP_020606819.1, XP_020606818.1
OG0005784	Montipora_capitata_PredGene_g45317.t1	XP_020606785.1
OG0005785	Montipora_capitata_PredGene_g45337.t1	XP_020606788.1, XP_020606727.1
OG0005786	Montipora_capitata_PredGene_g45331.t1	XP_020606834.1, XP_020606835.1
OG0005787	Montipora_capitata_PredGene_g41641.t1	XP_020629274.1
OG0005788	Montipora_capitata_PredGene_g29676.t1	XP_020632864.1, XP_020632891.1
OG0005790	Montipora_capitata_PredGene_g15626.t1	XP_020627210.1
OG0005791	Montipora_capitata_PredGene_g27882.t1	XP_020625934.1, XP_020625926.1
OG0005792	Montipora_capitata_PredGene_g61756.t1	XP_020612965.1, XP_020613009.1
OG0005793	Montipora_capitata_PredGene_g61764.t1	XP_020613036.1
OG0005794	Montipora_capitata_PredGene_g32977.t1	XP_020606293.1
OG0005795	Montipora_capitata_PredGene_g41358.t1, Montipora_capitata_PredGene_g47194.t1	XP_020602666.1, XP_020602667.1, XP_020630023.1
OG0005796	Montipora_capitata_PredGene_g38210.t1	XP_020604303.1, XP_020604287.1, XP_020604288.1
OG0005797	Montipora_capitata_PredGene_g16578.t1	XP_020614799.1
OG0005799	Montipora_capitata_PredGene_g27092.t1, Montipora_capitata_PredGene_g27091.t1	XP_020627407.1
OG0005800	Montipora_capitata_PredGene_g25486.t1	XP_020624560.1, XP_020624561.1
OG0005801	Montipora_capitata_PredGene_g46335.t1	XP_020615301.1, XP_020615267.1
OG0005802	Montipora_capitata_PredGene_g46333.t1	XP_020630191.1, XP_020630187.1, XP_020630188.1
OG0005803	Montipora_capitata_PredGene_g19621.t1	XP_020605610.1, XP_020605571.1
OG0005804	Montipora_capitata_PredGene_g47551.t1, Montipora_capitata_PredGene_g35526.t1	XP_020630917.1, XP_020630671.1
OG0005805	Montipora_capitata_PredGene_g35034.t1	XP_020603461.1, XP_020603459.1, XP_020603460.1
OG0005806	Montipora_capitata_PredGene_adi2mcaRNA6620_R0.t1	XP_020612444.1, XP_020612443.1
OG0005807	Montipora_capitata_PredGene_g6768.t1	XP_020616113.1, XP_020616106.1, XP_020616089.1
OG0005808	Montipora_capitata_PredGene_g24976.t1	XP_020605740.1, XP_020605791.1
OG0005809	Montipora_capitata_PredGene_g24977.t1	XP_020605759.1, XP_020605758.1
OG0005812	Montipora_capitata_PredGene_g60941.t1	XP_020627329.1, XP_020627330.1
OG0005813	Montipora_capitata_PredGene_g60645.t1	XP_020624366.1, XP_020624365.1
OG0005815	Montipora_capitata_PredGene_g5186.t1	XP_020612259.1, XP_020612260.1
OG0005816	Montipora_capitata_PredGene_g5184.t1	XP_020612407.1
