Orthogroup	Mcavernosa.maker.proteins	Montipora_capitata_HIv2.genes.pep
OG0008045	Mcavernosa13643-RA	Montipora_capitata_PredGene_g35993.t1
OG0008046	Mcavernosa13649-RA	Montipora_capitata_PredGene_g36012.t1
OG0008047	Mcavernosa13645-RA	Montipora_capitata_PredGene_g36005.t1
OG0008048	Mcavernosa30059-RA	Montipora_capitata_PredGene_g47565.t1
OG0008049	Mcavernosa19680-RA	Montipora_capitata_PredGene_g731.t1, Montipora_capitata_PredGene_g726.t1
OG0008050	Mcavernosa04794-RA, Mcavernosa04793-RA	Montipora_capitata_PredGene_g28174.t1
OG0008051	Mcavernosa02266-RA	Montipora_capitata_PredGene_g28177.t1
OG0008052	Mcavernosa24378-RA	Montipora_capitata_PredGene_g46430.t1
OG0008053	Mcavernosa11270-RA	Montipora_capitata_PredGene_g71141.t1, Montipora_capitata_PredGene_g3740.t1
OG0008054	Mcavernosa01614-RA	Montipora_capitata_PredGene_g68149.t1
OG0008055	Mcavernosa01604-RA	Montipora_capitata_PredGene_g7902.t1, Montipora_capitata_PredGene_g37954.t1
OG0008056	Mcavernosa14138-RA	Montipora_capitata_PredGene_g25200.t1
OG0008057	Mcavernosa00832-RA	Montipora_capitata_PredGene_g54240.t1
OG0008058	Mcavernosa12344-RA	Montipora_capitata_PredGene_g65078.t1
OG0008059	Mcavernosa01076-RA	Montipora_capitata_PredGene_g37234.t1
OG0008060	Mcavernosa01088-RA	Montipora_capitata_PredGene_g37240.t1
OG0008061	Mcavernosa17033-RA	Montipora_capitata_PredGene_g23807.t1
OG0008062	Mcavernosa17034-RA	Montipora_capitata_PredGene_g23806.t1
OG0008063	Mcavernosa23219-RA	Montipora_capitata_PredGene_g47408.t1
OG0008064	Mcavernosa23214-RA	Montipora_capitata_PredGene_g47412.t1
OG0008066	Mcavernosa25443-RA	Montipora_capitata_PredGene_g45770.t1
OG0008067	Mcavernosa25431-RA	Montipora_capitata_PredGene_g45764.t1
OG0008068	Mcavernosa25440-RA, Mcavernosa33554-RA	Montipora_capitata_PredGene_g8863.t1
OG0008069	Mcavernosa25438-RA	Montipora_capitata_PredGene_g45763.t1
OG0008070	Mcavernosa24449-RA	Montipora_capitata_PredGene_g35322.t1
OG0008071	Mcavernosa24450-RA	Montipora_capitata_PredGene_g35321.t1
OG0008072	Mcavernosa00044-RA	Montipora_capitata_PredGene_g22586.t1
OG0008073	Mcavernosa00045-RA	Montipora_capitata_PredGene_g22585.t1
OG0008074	Mcavernosa17971-RA	Montipora_capitata_PredGene_g24236.t1
OG0008075	Mcavernosa17690-RA	Montipora_capitata_PredGene_g24055.t1
OG0008076	Mcavernosa18104-RA	Montipora_capitata_PredGene_g24238.t1
OG0008078	Mcavernosa03254-RA, Mcavernosa03255-RA	Montipora_capitata_PredGene_g55791.t1
OG0008079	Mcavernosa23930-RA	Montipora_capitata_PredGene_g59676.t1
OG0008080	Mcavernosa32304-RA, Mcavernosa09511-RA	Montipora_capitata_PredGene_g33695.t1
OG0008081	Mcavernosa00547-RA	Montipora_capitata_PredGene_g23755.t1
OG0008082	Mcavernosa00542-RA	Montipora_capitata_PredGene_g23756.t1
OG0008083	Mcavernosa24900-RA	Montipora_capitata_PredGene_g32139.t1
OG0008084	Mcavernosa24901-RA	Montipora_capitata_PredGene_g32140.t1
OG0008085	Mcavernosa24876-RA	Montipora_capitata_PredGene_g32123.t1
OG0008087	Mcavernosa31396-RA	Montipora_capitata_PredGene_g48408.t1
OG0008088	Mcavernosa13200-RA	Montipora_capitata_PredGene_g23830.t1
OG0008089	Mcavernosa05940-RA	Montipora_capitata_PredGene_g10190.t1
OG0008090	Mcavernosa32909-RA	Montipora_capitata_PredGene_g17201.t1
OG0008091	Mcavernosa26192-RA	Montipora_capitata_PredGene_g48079.t1
OG0008092	Mcavernosa26193-RA	Montipora_capitata_PredGene_g48077.t1
OG0008093	Mcavernosa05958-RA	Montipora_capitata_PredGene_g10179.t1
OG0008094	Mcavernosa15803-RA	Montipora_capitata_PredGene_g34544.t1
OG0008095	Mcavernosa15804-RA	Montipora_capitata_PredGene_g34543.t1
OG0008097	Mcavernosa21395-RA	Montipora_capitata_PredGene_g62478.t1
OG0008098	Mcavernosa15800-RA, Mcavernosa15799-RA	Montipora_capitata_PredGene_g34549.t1
OG0008099	Mcavernosa30784-RA	Montipora_capitata_PredGene_g63884.t1
OG0008100	Mcavernosa28837-RA	Montipora_capitata_PredGene_g67295.t1
OG0008102	Mcavernosa17937-RA	Montipora_capitata_PredGene_g11209.t1, Montipora_capitata_PredGene_g37652.t1
OG0008103	Mcavernosa16310-RA	Montipora_capitata_PredGene_g52874.t1
OG0008104	Mcavernosa32149-RA	Montipora_capitata_PredGene_g52865.t1
OG0008105	Mcavernosa32165-RA	Montipora_capitata_PredGene_g52860.t1
OG0008106	Mcavernosa34358-RA, Mcavernosa05854-RA	Montipora_capitata_PredGene_g48520.t1
OG0008107	Mcavernosa15668-RA	Montipora_capitata_PredGene_g33285.t1
OG0008108	Mcavernosa26817-RA	Montipora_capitata_PredGene_g33278.t1
OG0008109	Mcavernosa00865-RA	Montipora_capitata_PredGene_g58599.t1
OG0008110	Mcavernosa00866-RA	Montipora_capitata_PredGene_g58598.t1
OG0008111	Mcavernosa00881-RA	Montipora_capitata_PredGene_g58585.t1
OG0008112	Mcavernosa18457-RA	Montipora_capitata_PredGene_g62607.t1
OG0008113	Mcavernosa00869-RA	Montipora_capitata_PredGene_g58596.t1
OG0008114	Mcavernosa18451-RA, Mcavernosa18450-RA	Montipora_capitata_PredGene_adi2mcaRNA10451_R0.t1
OG0008115	Mcavernosa18455-RA	Montipora_capitata_PredGene_g58571.t1
OG0008116	Mcavernosa00882-RA	Montipora_capitata_PredGene_g58580.t1
OG0008117	Mcavernosa21682-RA	Montipora_capitata_PredGene_g53607.t1
OG0008118	Mcavernosa11699-RA	Montipora_capitata_PredGene_g55968.t1
OG0008119	Mcavernosa11694-RA	Montipora_capitata_PredGene_adi2mcaRNA19752_R0.t1
OG0008120	Mcavernosa32640-RA, Mcavernosa14012-RA	Montipora_capitata_PredGene_g8901.t1
OG0008121	Mcavernosa08161-RA	Montipora_capitata_PredGene_g8906.t1
OG0008122	Mcavernosa14027-RA	Montipora_capitata_PredGene_g29292.t1
OG0008123	Mcavernosa05583-RA	Montipora_capitata_PredGene_g35237.t1
OG0008124	Mcavernosa27720-RA, Mcavernosa27722-RA	Montipora_capitata_PredGene_g35247.t1
OG0008125	Mcavernosa16084-RA	Montipora_capitata_PredGene_g67449.t1
OG0008126	Mcavernosa28950-RA	Montipora_capitata_PredGene_g67456.t1
OG0008127	Mcavernosa16096-RA	Montipora_capitata_PredGene_g67451.t1
OG0008128	Mcavernosa02577-RA	Montipora_capitata_PredGene_adi2mcaRNA25401_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA25401_R0.t1
OG0008129	Mcavernosa10688-RA	Montipora_capitata_PredGene_g47145.t1
OG0008130	Mcavernosa24428-RA	Montipora_capitata_PredGene_g64207.t1, Montipora_capitata_PredGene_adi2mcaRNA20408_R1.t1
OG0008132	Mcavernosa22975-RA	Montipora_capitata_PredGene_g41973.t1
OG0008133	Mcavernosa26891-RA	Montipora_capitata_PredGene_g54326.t1
OG0008134	Mcavernosa20614-RA	Montipora_capitata_PredGene_g64261.t1
OG0008135	Mcavernosa23886-RA	Montipora_capitata_PredGene_g56327.t1
OG0008136	Mcavernosa08224-RA, Mcavernosa08223-RA	Montipora_capitata_PredGene_g57939.t1
OG0008137	Mcavernosa23888-RA	Montipora_capitata_PredGene_g56328.t1
OG0008138	Mcavernosa08236-RA	Montipora_capitata_PredGene_adi2mcaRNA25034_R1.t1, Montipora_capitata_PredGene_g56341.t1
OG0008139	Mcavernosa08237-RA	Montipora_capitata_PredGene_g57200.t1
OG0008140	Mcavernosa31166-RA	Montipora_capitata_PredGene_g29188.t1
OG0008141	Mcavernosa31219-RA, Mcavernosa31223-RA	Montipora_capitata_PredGene_g38793.t1
OG0008142	Mcavernosa28045-RA	Montipora_capitata_PredGene_g35011.t1
OG0008143	Mcavernosa31169-RA	Montipora_capitata_PredGene_g20335.t1
OG0008144	Mcavernosa11917-RA	Montipora_capitata_PredGene_adi2mcaRNA5288_R0.t1
OG0008145	Mcavernosa11919-RA	Montipora_capitata_PredGene_g1945.t1
OG0008146	Mcavernosa32085-RA	Montipora_capitata_PredGene_g17153.t1
OG0008147	Mcavernosa26180-RA	Montipora_capitata_PredGene_g1648.t1
OG0008148	Mcavernosa34706-RA	Montipora_capitata_PredGene_g1644.t1
OG0008149	Mcavernosa00695-RA	Montipora_capitata_PredGene_g17159.t1
OG0008151	Mcavernosa13731-RA	Montipora_capitata_PredGene_adi2mcaRNA13109_R0.t1
OG0008152	Mcavernosa08616-RA	Montipora_capitata_PredGene_g37324.t1
OG0008153	Mcavernosa08568-RA	Montipora_capitata_PredGene_g64722.t1
OG0008154	Mcavernosa13739-RA	Montipora_capitata_PredGene_g64719.t1
OG0008155	Mcavernosa27268-RA	Montipora_capitata_PredGene_g28890.t1
OG0008156	Mcavernosa21830-RA	Montipora_capitata_PredGene_g28870.t1
OG0008157	Mcavernosa13723-RA	Montipora_capitata_PredGene_g28925.t1, Montipora_capitata_PredGene_g48318.t1, Montipora_capitata_PredGene_g28918.t1
OG0008158	Mcavernosa13720-RA	Montipora_capitata_PredGene_g28916.t1
OG0008159	Mcavernosa13719-RA, Mcavernosa30640-RA	Montipora_capitata_PredGene_g28915.t1
OG0008160	Mcavernosa13711-RA	Montipora_capitata_PredGene_g28908.t1
OG0008161	Mcavernosa04544-RA	Montipora_capitata_PredGene_g46731.t1
OG0008162	Mcavernosa15705-RA	Montipora_capitata_PredGene_g46743.t1
OG0008163	Mcavernosa07122-RA	Montipora_capitata_PredGene_g2008.t1, Montipora_capitata_PredGene_g17934.t1, Montipora_capitata_PredGene_g46281.t1, Montipora_capitata_PredGene_g3397.t1
OG0008164	Mcavernosa22480-RA	Montipora_capitata_PredGene_g55055.t1
OG0008165	Mcavernosa04807-RA	Montipora_capitata_PredGene_adi2mcaRNA29473_R0.t1
OG0008166	Mcavernosa22577-RA	Montipora_capitata_PredGene_g48085.t1
OG0008168	Mcavernosa19589-RA	Montipora_capitata_PredGene_g27288.t1
OG0008169	Mcavernosa00231-RA	Montipora_capitata_PredGene_g31858.t1
OG0008171	Mcavernosa23961-RA	Montipora_capitata_PredGene_g70558.t1
OG0008172	Mcavernosa08376-RA	Montipora_capitata_PredGene_g40686.t1
OG0008173	Mcavernosa08378-RA	Montipora_capitata_PredGene_g45169.t1
OG0008175	Mcavernosa22342-RA	Montipora_capitata_PredGene_g67474.t1
OG0008176	Mcavernosa22904-RA	Montipora_capitata_PredGene_g62037.t1
OG0008177	Mcavernosa08174-RA	Montipora_capitata_PredGene_g70012.t1
OG0008178	Mcavernosa08175-RA, Mcavernosa08173-RA	Montipora_capitata_PredGene_g70013.t1
OG0008179	Mcavernosa08177-RA	Montipora_capitata_PredGene_g70014.t1
OG0008180	Mcavernosa08192-RA	Montipora_capitata_PredGene_g70037.t1
OG0008181	Mcavernosa08191-RA, Mcavernosa29265-RA	Montipora_capitata_PredGene_g70038.t1
OG0008182	Mcavernosa04188-RA	Montipora_capitata_PredGene_g30466.t1
OG0008183	Mcavernosa17152-RA	Montipora_capitata_PredGene_g30433.t1
OG0008184	Mcavernosa17151-RA	Montipora_capitata_PredGene_g30431.t1
OG0008185	Mcavernosa29619-RA	Montipora_capitata_PredGene_g30425.t1
OG0008186	Mcavernosa17148-RA	Montipora_capitata_PredGene_g30429.t1
OG0008187	Mcavernosa04185-RA	Montipora_capitata_PredGene_g30463.t1
OG0008188	Mcavernosa00973-RA	Montipora_capitata_PredGene_g50759.t1
OG0008189	Mcavernosa00972-RA	Montipora_capitata_PredGene_g50758.t1
OG0008190	Mcavernosa00982-RA	Montipora_capitata_PredGene_g9971.t1
OG0008191	Mcavernosa00930-RA	Montipora_capitata_PredGene_g50737.t1
OG0008192	Mcavernosa00931-RA	Montipora_capitata_PredGene_g50740.t1
OG0008193	Mcavernosa00932-RA	Montipora_capitata_PredGene_g50748.t1
OG0008194	Mcavernosa00934-RA	Montipora_capitata_PredGene_g50750.t1
OG0008195	Mcavernosa00938-RA	Montipora_capitata_PredGene_g50754.t1
OG0008196	Mcavernosa33770-RA, Mcavernosa00971-RA	Montipora_capitata_PredGene_g50756.t1
OG0008197	Mcavernosa28433-RA	Montipora_capitata_PredGene_adi2mcaRNA24582_R0.t1
OG0008198	Mcavernosa25654-RA	Montipora_capitata_PredGene_g24063.t1
OG0008200	Mcavernosa14074-RA	Montipora_capitata_PredGene_g30682.t1
OG0008201	Mcavernosa14072-RA, Mcavernosa14070-RA	Montipora_capitata_PredGene_adi2mcaRNA20117_R1.t1
OG0008202	Mcavernosa10461-RA	Montipora_capitata_PredGene_g17810.t1, Montipora_capitata_PredGene_g68705.t1
OG0008203	Mcavernosa15772-RA	Montipora_capitata_PredGene_g24039.t1
OG0008204	Mcavernosa10671-RA	Montipora_capitata_PredGene_g24029.t1
OG0008205	Mcavernosa03213-RA	Montipora_capitata_PredGene_g24011.t1
OG0008206	Mcavernosa10679-RA, Mcavernosa19703-RA	Montipora_capitata_PredGene_g24023.t1
OG0008207	Mcavernosa19705-RA	Montipora_capitata_PredGene_adi2mcaRNA21380_R0.t1
OG0008208	Mcavernosa03807-RA	Montipora_capitata_PredGene_g46321.t1
OG0008209	Mcavernosa09126-RA	Montipora_capitata_PredGene_adi2mcaRNA9592_R0.t1
OG0008210	Mcavernosa15896-RA	Montipora_capitata_PredGene_g30542.t1
OG0008211	Mcavernosa15890-RA	Montipora_capitata_PredGene_g30538.t1
OG0008212	Mcavernosa15891-RA	Montipora_capitata_PredGene_g30539.t1
OG0008213	Mcavernosa26266-RA, Mcavernosa26254-RA	Montipora_capitata_PredGene_g34451.t1
OG0008214	Mcavernosa26259-RA	Montipora_capitata_PredGene_adi2mcaRNA15745_R0.t1
OG0008216	Mcavernosa26526-RA	Montipora_capitata_PredGene_g34452.t1
OG0008217	Mcavernosa23761-RA	Montipora_capitata_PredGene_g21645.t1
OG0008218	Mcavernosa13300-RA, Mcavernosa13297-RA	Montipora_capitata_PredGene_g16872.t1
OG0008219	Mcavernosa01406-RA	Montipora_capitata_PredGene_adi2mcaRNA27030_R0.t1
OG0008220	Mcavernosa05453-RA	Montipora_capitata_PredGene_g13257.t1
OG0008221	Mcavernosa08854-RA	Montipora_capitata_PredGene_g25828.t1
OG0008222	Mcavernosa13474-RA	Montipora_capitata_PredGene_g21906.t1
OG0008224	Mcavernosa17238-RA	Montipora_capitata_PredGene_g38330.t1
OG0008225	Mcavernosa00249-RA, Mcavernosa00253-RA	Montipora_capitata_PredGene_g31852.t1
OG0008226	Mcavernosa00248-RA, Mcavernosa00251-RA	Montipora_capitata_PredGene_g31851.t1
OG0008227	Mcavernosa23203-RA	Montipora_capitata_PredGene_g38491.t1, Montipora_capitata_PredGene_g67279.t1, Montipora_capitata_PredGene_g67275.t1, Montipora_capitata_PredGene_g9533.t1
OG0008228	Mcavernosa00947-RA	Montipora_capitata_PredGene_g13629.t1
OG0008229	Mcavernosa00945-RA	Montipora_capitata_PredGene_g13628.t1
OG0008230	Mcavernosa30805-RA	Montipora_capitata_PredGene_g7077.t1
OG0008231	Mcavernosa11732-RA, Mcavernosa27666-RA	Montipora_capitata_PredGene_g1157.t1
OG0008232	Mcavernosa26242-RA	Montipora_capitata_PredGene_g68940.t1
OG0008234	Mcavernosa08531-RA	Montipora_capitata_PredGene_g41280.t1
OG0008235	Mcavernosa05866-RA	Montipora_capitata_PredGene_g58496.t1
OG0008236	Mcavernosa27890-RA	Montipora_capitata_PredGene_g10948.t1
OG0008237	Mcavernosa27885-RA	Montipora_capitata_PredGene_g10957.t1
OG0008238	Mcavernosa27882-RA	Montipora_capitata_PredGene_g39033.t1
OG0008239	Mcavernosa27892-RA	Montipora_capitata_PredGene_g56768.t1
OG0008240	Mcavernosa27900-RA	Montipora_capitata_PredGene_g56765.t1
OG0008241	Mcavernosa24931-RA	Montipora_capitata_PredGene_adi2mcaRNA34909_R0.t1
OG0008242	Mcavernosa01329-RA	Montipora_capitata_PredGene_g63795.t1, Montipora_capitata_PredGene_g63793.t1
OG0008243	Mcavernosa01330-RA	Montipora_capitata_PredGene_g63801.t1
OG0008244	Mcavernosa26060-RA	Montipora_capitata_PredGene_adi2mcaRNA16379_R1.t1
OG0008245	Mcavernosa05420-RA	Montipora_capitata_PredGene_adi2mcaRNA11042_R0.t1
OG0008248	Mcavernosa27600-RA	Montipora_capitata_PredGene_g39380.t1
OG0008249	Mcavernosa25496-RA	Montipora_capitata_PredGene_g30657.t1
OG0008251	Mcavernosa29298-RA	Montipora_capitata_PredGene_g22993.t1
OG0008252	Mcavernosa12181-RA, Mcavernosa12179-RA	Montipora_capitata_PredGene_adi2mcaRNA24330_R0.t1
OG0008254	Mcavernosa06148-RA	Montipora_capitata_PredGene_g46009.t1
OG0008255	Mcavernosa21098-RA	Montipora_capitata_PredGene_g44700.t1
OG0008256	Mcavernosa00469-RA	Montipora_capitata_PredGene_g7500.t1
OG0008257	Mcavernosa06128-RA	Montipora_capitata_PredGene_g45999.t1
OG0008259	Mcavernosa11893-RA	Montipora_capitata_PredGene_g58490.t1
OG0008260	Mcavernosa08545-RA	Montipora_capitata_PredGene_g45149.t1
OG0008261	Mcavernosa08544-RA	Montipora_capitata_PredGene_g45150.t1
OG0008262	Mcavernosa08548-RA	Montipora_capitata_PredGene_adi2mcaRNA22719_R0.t1
OG0008263	Mcavernosa08383-RA	Montipora_capitata_PredGene_g45164.t1
OG0008264	Mcavernosa28607-RA	Montipora_capitata_PredGene_g10911.t1, Montipora_capitata_PredGene_g57776.t1
OG0008266	Mcavernosa02731-RA	Montipora_capitata_PredGene_g32806.t1
OG0008267	Mcavernosa02728-RA	Montipora_capitata_PredGene_g32810.t1
OG0008268	Mcavernosa11191-RA	Montipora_capitata_PredGene_g35263.t1
OG0008269	Mcavernosa09461-RA, Mcavernosa09462-RA	Montipora_capitata_PredGene_g45430.t1
OG0008270	Mcavernosa14084-RA	Montipora_capitata_PredGene_g48574.t1
OG0008271	Mcavernosa12260-RA, Mcavernosa12261-RA	Montipora_capitata_PredGene_g48579.t1
OG0008273	Mcavernosa28077-RA	Montipora_capitata_PredGene_g62690.t1
OG0008274	Mcavernosa28067-RA	Montipora_capitata_PredGene_adi2mcaRNA31474_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA31473_R0.t1
OG0008275	Mcavernosa28059-RA	Montipora_capitata_PredGene_g54340.t1
OG0008276	Mcavernosa15479-RA, Mcavernosa01956-RA	Montipora_capitata_PredGene_g68016.t1
OG0008279	Mcavernosa01961-RA, Mcavernosa01960-RA	Montipora_capitata_PredGene_g10297.t1
OG0008281	Mcavernosa17582-RA	Montipora_capitata_PredGene_g14564.t1, Montipora_capitata_PredGene_g7651.t1
OG0008282	Mcavernosa15928-RA	Montipora_capitata_PredGene_g4665.t1
OG0008283	Mcavernosa04152-RA	Montipora_capitata_PredGene_adi2mcaRNA38379_R0.t1
OG0008285	Mcavernosa23005-RA	Montipora_capitata_PredGene_g12460.t1, Montipora_capitata_PredGene_g58413.t1
OG0008286	Mcavernosa32965-RA, Mcavernosa33217-RA	Montipora_capitata_PredGene_g42811.t1
OG0008287	Mcavernosa12419-RA	Montipora_capitata_PredGene_g42809.t1
OG0008288	Mcavernosa01637-RA	Montipora_capitata_PredGene_g66185.t1
OG0008289	Mcavernosa01633-RA	Montipora_capitata_PredGene_g66183.t1
OG0008290	Mcavernosa20096-RA	Montipora_capitata_PredGene_g59727.t1
OG0008291	Mcavernosa03691-RA	Montipora_capitata_PredGene_g9944.t1
OG0008292	Mcavernosa04022-RA	Montipora_capitata_PredGene_g50896.t1
OG0008293	Mcavernosa06095-RA	Montipora_capitata_PredGene_g52830.t1
OG0008294	Mcavernosa06087-RA	Montipora_capitata_PredGene_g52837.t1
OG0008296	Mcavernosa26965-RA	Montipora_capitata_PredGene_g56365.t1
OG0008297	Mcavernosa26973-RA	Montipora_capitata_PredGene_g56373.t1
OG0008298	Mcavernosa26970-RA	Montipora_capitata_PredGene_g56372.t1
OG0008300	Mcavernosa15143-RA, Mcavernosa15142-RA	Montipora_capitata_PredGene_g41999.t1
OG0008302	Mcavernosa01482-RA	Montipora_capitata_PredGene_g32714.t1
OG0008303	Mcavernosa31323-RA, Mcavernosa31324-RA	Montipora_capitata_PredGene_g3806.t1
OG0008305	Mcavernosa05499-RA	Montipora_capitata_PredGene_g65474.t1
OG0008306	Mcavernosa24662-RA, Mcavernosa24663-RA	Montipora_capitata_PredGene_g602.t1
OG0008307	Mcavernosa14273-RA	Montipora_capitata_PredGene_g68839.t1
OG0008310	Mcavernosa14647-RA	Montipora_capitata_PredGene_g34648.t1
OG0008311	Mcavernosa14646-RA	Montipora_capitata_PredGene_g34645.t1
OG0008312	Mcavernosa14637-RA	Montipora_capitata_PredGene_g34642.t1
OG0008314	Mcavernosa27939-RA	Montipora_capitata_PredGene_adi2mcaRNA31556_R0.t1
OG0008315	Mcavernosa22926-RA	Montipora_capitata_PredGene_g39630.t1
OG0008316	Mcavernosa13879-RA, Mcavernosa22340-RA	Montipora_capitata_PredGene_g62895.t1
OG0008317	Mcavernosa17602-RA	Montipora_capitata_PredGene_g53887.t1
OG0008319	Mcavernosa00561-RA	Montipora_capitata_PredGene_adi2mcaRNA34859_R0.t1
OG0008320	Mcavernosa25715-RA	Montipora_capitata_PredGene_adi2mcaRNA32510_R0.t1
OG0008322	Mcavernosa32769-RA	Montipora_capitata_PredGene_g30301.t1
OG0008323	Mcavernosa22283-RA	Montipora_capitata_PredGene_g30299.t1
OG0008324	Mcavernosa32770-RA	Montipora_capitata_PredGene_g30300.t1
OG0008325	Mcavernosa13749-RA	Montipora_capitata_PredGene_adi2mcaRNA27540_R0.t1
OG0008326	Mcavernosa14572-RA	Montipora_capitata_PredGene_g37081.t1
OG0008327	Mcavernosa14573-RA	Montipora_capitata_PredGene_g37082.t1
OG0008328	Mcavernosa21807-RA	Montipora_capitata_PredGene_g37100.t1
OG0008329	Mcavernosa21815-RA	Montipora_capitata_PredGene_g37096.t1
OG0008330	Mcavernosa21816-RA, Mcavernosa21817-RA	Montipora_capitata_PredGene_g37097.t1
OG0008332	Mcavernosa21902-RA, Mcavernosa21903-RA	Montipora_capitata_PredGene_adi2mcaRNA7216_R0.t1
OG0008333	Mcavernosa31584-RA	Montipora_capitata_PredGene_g53997.t1
OG0008334	Mcavernosa08372-RA	Montipora_capitata_PredGene_g54009.t1
OG0008336	Mcavernosa31394-RA	Montipora_capitata_PredGene_g48416.t1
OG0008338	Mcavernosa11057-RA	Montipora_capitata_PredGene_g63045.t1
OG0008339	Mcavernosa11331-RA	Montipora_capitata_PredGene_g69803.t1
OG0008340	Mcavernosa13765-RA	Montipora_capitata_PredGene_g53742.t1
OG0008341	Mcavernosa13768-RA	Montipora_capitata_PredGene_g53737.t1
OG0008342	Mcavernosa13767-RA	Montipora_capitata_PredGene_g53738.t1
OG0008343	Mcavernosa13794-RA, Mcavernosa13796-RA	Montipora_capitata_PredGene_g36642.t1
OG0008344	Mcavernosa13792-RA	Montipora_capitata_PredGene_g36645.t1
OG0008345	Mcavernosa13781-RA	Montipora_capitata_PredGene_g36663.t1
OG0008346	Mcavernosa13766-RA	Montipora_capitata_PredGene_g53744.t1
OG0008347	Mcavernosa13814-RA	Montipora_capitata_PredGene_g69633.t1
OG0008348	Mcavernosa13813-RA	Montipora_capitata_PredGene_g69630.t1
OG0008349	Mcavernosa08332-RA	Montipora_capitata_PredGene_g61777.t1
OG0008350	Mcavernosa08337-RA	Montipora_capitata_PredGene_g61779.t1
OG0008351	Mcavernosa10215-RA	Montipora_capitata_PredGene_g62857.t1
OG0008352	Mcavernosa11426-RA, Mcavernosa10223-RA	Montipora_capitata_PredGene_g62852.t1
OG0008353	Mcavernosa30500-RA	Montipora_capitata_PredGene_g13085.t1
OG0008354	Mcavernosa00920-RA	Montipora_capitata_PredGene_g10572.t1
OG0008355	Mcavernosa00918-RA	Montipora_capitata_PredGene_g50719.t1
OG0008356	Mcavernosa31896-RA	Montipora_capitata_PredGene_g27151.t1
OG0008357	Mcavernosa00921-RA	Montipora_capitata_PredGene_g50717.t1
OG0008359	Mcavernosa06922-RA	Montipora_capitata_PredGene_g33580.t1
OG0008361	Mcavernosa04438-RA	Montipora_capitata_PredGene_g28798.t1, Montipora_capitata_PredGene_g38755.t1, Montipora_capitata_PredGene_g16039.t1, Montipora_capitata_PredGene_g129.t1, Montipora_capitata_PredGene_g770.t1
OG0008362	Mcavernosa12542-RA	Montipora_capitata_PredGene_g25088.t1
OG0008364	Mcavernosa32056-RA	Montipora_capitata_PredGene_g25069.t1
OG0008365	Mcavernosa32058-RA	Montipora_capitata_PredGene_g25067.t1
OG0008366	Mcavernosa32059-RA	Montipora_capitata_PredGene_g25066.t1
OG0008367	Mcavernosa02543-RA	Montipora_capitata_PredGene_g47149.t1
OG0008368	Mcavernosa10680-RA	Montipora_capitata_PredGene_g47147.t1
OG0008371	Mcavernosa13204-RA	Montipora_capitata_PredGene_g23851.t1
OG0008372	Mcavernosa13206-RA, Mcavernosa13205-RA	Montipora_capitata_PredGene_g23853.t1
OG0008373	Mcavernosa18982-RA	Montipora_capitata_PredGene_g23824.t1
OG0008374	Mcavernosa32170-RA	Montipora_capitata_PredGene_g43929.t1
