Orthogroup	Mcavernosa.maker.proteins	Pocillopora_acuta_HIv1.genes.pep
OG0005699	Mcavernosa22494-RA	Pocillopora_acuta_HIv1_PredGene_g21862.t1, Pocillopora_acuta_HIv1_PredGene_g29264.t1, Pocillopora_acuta_HIv1_PredGene_g21865.t1
OG0005700	Mcavernosa17068-RA	Pocillopora_acuta_HIv1_PredGene_28552_t, Pocillopora_acuta_HIv1_PredGene_g27716.t1
OG0005701	Mcavernosa06281-RA	Pocillopora_acuta_HIv1_PredGene_g13864.t2, Pocillopora_acuta_HIv1_PredGene_g13864.t1
OG0005702	Mcavernosa23916-RA	Pocillopora_acuta_HIv1_PredGene_g19892.t1, Pocillopora_acuta_HIv1_PredGene_g13609.t1
OG0005703	Mcavernosa10542-RA	Pocillopora_acuta_HIv1_PredGene_g6090.t1, Pocillopora_acuta_HIv1_PredGene_g5045.t1
OG0005705	Mcavernosa20733-RA	Pocillopora_acuta_HIv1_PredGene_g6136.t1
OG0005706	Mcavernosa19118-RA, Mcavernosa19121-RA	Pocillopora_acuta_HIv1_PredGene_g18539.t1
OG0005707	Mcavernosa17975-RA	Pocillopora_acuta_HIv1_PredGene_g12416.t1, Pocillopora_acuta_HIv1_PredGene_g6874.t1, Pocillopora_acuta_HIv1_PredGene_14528_t
OG0005708	Mcavernosa15525-RA, Mcavernosa01390-RA	Pocillopora_acuta_HIv1_PredGene_g25801.t1
OG0005709	Mcavernosa26865-RA	Pocillopora_acuta_HIv1_PredGene_g21393.t1, Pocillopora_acuta_HIv1_PredGene_g21392.t1
OG0005710	Mcavernosa06552-RA	Pocillopora_acuta_HIv1_PredGene_g19104.t1
OG0005711	Mcavernosa01200-RA, Mcavernosa01202-RA	Pocillopora_acuta_HIv1_PredGene_g5636.t1, Pocillopora_acuta_HIv1_PredGene_g5636.t2
OG0005712	Mcavernosa31526-RA, Mcavernosa29876-RA	Pocillopora_acuta_HIv1_PredGene_g5603.t1
OG0005713	Mcavernosa06470-RA, Mcavernosa06471-RA	Pocillopora_acuta_HIv1_PredGene_g31803.t1
OG0005714	Mcavernosa06473-RA	Pocillopora_acuta_HIv1_PredGene_g31805.t2, Pocillopora_acuta_HIv1_PredGene_g31805.t1
OG0005715	Mcavernosa06475-RA	Pocillopora_acuta_HIv1_PredGene_g19727.t1, Pocillopora_acuta_HIv1_PredGene_g31807.t1
OG0005716	Mcavernosa01183-RA, Mcavernosa01184-RA	Pocillopora_acuta_HIv1_PredGene_g5615.t1
OG0005717	Mcavernosa08620-RA, Mcavernosa08623-RA	Pocillopora_acuta_HIv1_PredGene_g29577.t1, Pocillopora_acuta_HIv1_PredGene_29232_t
OG0005718	Mcavernosa15303-RA, Mcavernosa15305-RA	Pocillopora_acuta_HIv1_PredGene_g9270.t1
OG0005719	Mcavernosa08269-RA	Pocillopora_acuta_HIv1_PredGene_g21427.t1
OG0005720	Mcavernosa01029-RA, Mcavernosa01030-RA	Pocillopora_acuta_HIv1_PredGene_g15061.t1
OG0005721	Mcavernosa22632-RA, Mcavernosa22631-RA	Pocillopora_acuta_HIv1_PredGene_g33352.t1
OG0005722	Mcavernosa04003-RA	Pocillopora_acuta_HIv1_PredGene_g13638.t1, Pocillopora_acuta_HIv1_PredGene_g31278.t1
OG0005723	Mcavernosa20543-RA	Pocillopora_acuta_HIv1_PredGene_g19795.t3, Pocillopora_acuta_HIv1_PredGene_g19795.t1, Pocillopora_acuta_HIv1_PredGene_g19795.t2
OG0005724	Mcavernosa25490-RA	Pocillopora_acuta_HIv1_PredGene_g27854.t1
OG0005725	Mcavernosa12402-RA	Pocillopora_acuta_HIv1_PredGene_g22318.t1
OG0005727	Mcavernosa09376-RA	Pocillopora_acuta_HIv1_PredGene_g26338.t1
OG0005728	Mcavernosa25448-RA	Pocillopora_acuta_HIv1_PredGene_g28413.t1
OG0005729	Mcavernosa23358-RA	Pocillopora_acuta_HIv1_PredGene_g18662.t1
OG0005730	Mcavernosa30744-RA	Pocillopora_acuta_HIv1_PredGene_g28332.t1, Pocillopora_acuta_HIv1_PredGene_g28332.t2
OG0005731	Mcavernosa28111-RA, Mcavernosa28112-RA	Pocillopora_acuta_HIv1_PredGene_g23026.t1
OG0005732	Mcavernosa02650-RA	Pocillopora_acuta_HIv1_PredGene_g30818.t1
OG0005733	Mcavernosa17402-RA	Pocillopora_acuta_HIv1_PredGene_g18220.t1, Pocillopora_acuta_HIv1_PredGene_g18220.t2
OG0005734	Mcavernosa30577-RA	Pocillopora_acuta_HIv1_PredGene_g18187.t1
OG0005735	Mcavernosa08573-RA	Pocillopora_acuta_HIv1_PredGene_g18196.t1, Pocillopora_acuta_HIv1_PredGene_g18195.t1
OG0005736	Mcavernosa02644-RA	Pocillopora_acuta_HIv1_PredGene_g18200.t1, Pocillopora_acuta_HIv1_PredGene_2092_t, Pocillopora_acuta_HIv1_PredGene_g18201.t1
OG0005737	Mcavernosa16160-RA	Pocillopora_acuta_HIv1_PredGene_g30873.t1
OG0005740	Mcavernosa00294-RA, Mcavernosa33482-RA	Pocillopora_acuta_HIv1_PredGene_g23927.t1, Pocillopora_acuta_HIv1_PredGene_g23944.t1, Pocillopora_acuta_HIv1_PredGene_g23937.t1, Pocillopora_acuta_HIv1_PredGene_g23926.t1
OG0005742	Mcavernosa26512-RA	Pocillopora_acuta_HIv1_PredGene_g1160.t2, Pocillopora_acuta_HIv1_PredGene_13986_t, Pocillopora_acuta_HIv1_PredGene_g1160.t1
OG0005744	Mcavernosa05311-RA	Pocillopora_acuta_HIv1_PredGene_g6553.t1, Pocillopora_acuta_HIv1_PredGene_g6553.t2
OG0005747	Mcavernosa20390-RA	Pocillopora_acuta_HIv1_PredGene_g21802.t1
OG0005748	Mcavernosa06265-RA	Pocillopora_acuta_HIv1_PredGene_g13857.t1
OG0005749	Mcavernosa27610-RA	Pocillopora_acuta_HIv1_PredGene_g11977.t1
OG0005750	Mcavernosa08971-RA	Pocillopora_acuta_HIv1_PredGene_g12003.t1
OG0005753	Mcavernosa12699-RA	Pocillopora_acuta_HIv1_PredGene_g13326.t1
OG0005754	Mcavernosa18529-RA	Pocillopora_acuta_HIv1_PredGene_g22083.t1
OG0005755	Mcavernosa09364-RA	Pocillopora_acuta_HIv1_PredGene_g26350.t1
OG0005756	Mcavernosa03734-RA	Pocillopora_acuta_HIv1_PredGene_g11045.t1, Pocillopora_acuta_HIv1_PredGene_g9192.t1, Pocillopora_acuta_HIv1_PredGene_7671_t
OG0005757	Mcavernosa03729-RA	Pocillopora_acuta_HIv1_PredGene_7665_t, Pocillopora_acuta_HIv1_PredGene_g11051.t1, Pocillopora_acuta_HIv1_PredGene_g9186.t1
OG0005758	Mcavernosa03867-RA	Pocillopora_acuta_HIv1_PredGene_g29353.t1
OG0005759	Mcavernosa20405-RA	Pocillopora_acuta_HIv1_PredGene_g5343.t1
OG0005760	Mcavernosa22143-RA	Pocillopora_acuta_HIv1_PredGene_g24483.t1, Pocillopora_acuta_HIv1_PredGene_g4158.t1
OG0005761	Mcavernosa03905-RA	Pocillopora_acuta_HIv1_PredGene_g19877.t1, Pocillopora_acuta_HIv1_PredGene_g19445.t1
OG0005762	Mcavernosa18998-RA	Pocillopora_acuta_HIv1_PredGene_g19466.t1, Pocillopora_acuta_HIv1_PredGene_g19466.t2, Pocillopora_acuta_HIv1_PredGene_24888_t
OG0005763	Mcavernosa31000-RA	Pocillopora_acuta_HIv1_PredGene_g12972.t1
OG0005764	Mcavernosa14235-RA	Pocillopora_acuta_HIv1_PredGene_g5774.t1
OG0005767	Mcavernosa08026-RA	Pocillopora_acuta_HIv1_PredGene_g7222.t1
OG0005768	Mcavernosa22227-RA, Mcavernosa22229-RA	Pocillopora_acuta_HIv1_PredGene_g4091.t1, Pocillopora_acuta_HIv1_PredGene_g4091.t2
OG0005769	Mcavernosa22232-RA, Mcavernosa22233-RA	Pocillopora_acuta_HIv1_PredGene_g4093.t1
OG0005770	Mcavernosa21280-RA	Pocillopora_acuta_HIv1_PredGene_g18151.t1, Pocillopora_acuta_HIv1_PredGene_2042_t
OG0005771	Mcavernosa02675-RA	Pocillopora_acuta_HIv1_PredGene_g3470.t1, Pocillopora_acuta_HIv1_PredGene_g30791.t1
OG0005772	Mcavernosa02669-RA	Pocillopora_acuta_HIv1_PredGene_g30796.t1, Pocillopora_acuta_HIv1_PredGene_g3475.t1
OG0005773	Mcavernosa23490-RA, Mcavernosa23487-RA, Mcavernosa23489-RA	Pocillopora_acuta_HIv1_PredGene_g689.t1
OG0005774	Mcavernosa16911-RA	Pocillopora_acuta_HIv1_PredGene_g25153.t1, Pocillopora_acuta_HIv1_PredGene_g25151.t1
OG0005775	Mcavernosa16915-RA	Pocillopora_acuta_HIv1_PredGene_g25158.t1, Pocillopora_acuta_HIv1_PredGene_g25158.t2
OG0005776	Mcavernosa16909-RA	Pocillopora_acuta_HIv1_PredGene_g25149.t2, Pocillopora_acuta_HIv1_PredGene_g25149.t1
OG0005777	Mcavernosa04733-RA	Pocillopora_acuta_HIv1_PredGene_g282.t1, Pocillopora_acuta_HIv1_PredGene_g281.t1, Pocillopora_acuta_HIv1_PredGene_12487_t
OG0005778	Mcavernosa01732-RA	Pocillopora_acuta_HIv1_PredGene_g19218.t1
OG0005779	Mcavernosa18145-RA, Mcavernosa01129-RA, Mcavernosa01128-RA	Pocillopora_acuta_HIv1_PredGene_g31557.t1
OG0005780	Mcavernosa14657-RA, Mcavernosa14658-RA	Pocillopora_acuta_HIv1_PredGene_g31560.t1
OG0005781	Mcavernosa18148-RA	Pocillopora_acuta_HIv1_PredGene_g31551.t1
OG0005783	Mcavernosa03574-RA	Pocillopora_acuta_HIv1_PredGene_g4616.t1
OG0005784	Mcavernosa03569-RA, Mcavernosa03570-RA	Pocillopora_acuta_HIv1_PredGene_g4623.t1
OG0005785	Mcavernosa03750-RA, Mcavernosa03755-RA	Pocillopora_acuta_HIv1_PredGene_g4599.t1
OG0005786	Mcavernosa03758-RA	Pocillopora_acuta_HIv1_PredGene_g4602.t1, Pocillopora_acuta_HIv1_PredGene_g4602.t2
OG0005787	Mcavernosa09611-RA	Pocillopora_acuta_HIv1_PredGene_g25310.t1
OG0005790	Mcavernosa30971-RA	Pocillopora_acuta_HIv1_PredGene_22075_t, Pocillopora_acuta_HIv1_PredGene_7957_t, Pocillopora_acuta_HIv1_PredGene_19949_t
OG0005791	Mcavernosa25732-RA, Mcavernosa25733-RA	Pocillopora_acuta_HIv1_PredGene_g9463.t1
OG0005792	Mcavernosa22111-RA, Mcavernosa22114-RA	Pocillopora_acuta_HIv1_PredGene_g32031.t1
OG0005793	Mcavernosa22106-RA	Pocillopora_acuta_HIv1_PredGene_g32022.t1
OG0005794	Mcavernosa08683-RA, Mcavernosa12576-RA	Pocillopora_acuta_HIv1_PredGene_g29514.t1, Pocillopora_acuta_HIv1_PredGene_g29778.t1
OG0005796	Mcavernosa25186-RA	Pocillopora_acuta_HIv1_PredGene_g29750.t1
OG0005797	Mcavernosa20753-RA, Mcavernosa30297-RA	Pocillopora_acuta_HIv1_PredGene_g8331.t1
OG0005798	Mcavernosa19299-RA	Pocillopora_acuta_HIv1_PredGene_g33268.t1
OG0005799	Mcavernosa02815-RA	Pocillopora_acuta_HIv1_PredGene_g2699.t1
OG0005800	Mcavernosa08963-RA	Pocillopora_acuta_HIv1_PredGene_g12011.t2, Pocillopora_acuta_HIv1_PredGene_g12011.t1
OG0005801	Mcavernosa23552-RA	Pocillopora_acuta_HIv1_PredGene_g22054.t1
OG0005802	Mcavernosa23261-RA	Pocillopora_acuta_HIv1_PredGene_g22051.t2, Pocillopora_acuta_HIv1_PredGene_g22051.t1
OG0005803	Mcavernosa06763-RA	Pocillopora_acuta_HIv1_PredGene_g3429.t1
OG0005804	Mcavernosa08047-RA	Pocillopora_acuta_HIv1_PredGene_g7265.t1
OG0005805	Mcavernosa28016-RA	Pocillopora_acuta_HIv1_PredGene_g8023.t1
OG0005806	Mcavernosa00953-RA	Pocillopora_acuta_HIv1_PredGene_g15958.t1
OG0005807	Mcavernosa19878-RA	Pocillopora_acuta_HIv1_PredGene_g13962.t1
OG0005808	Mcavernosa17110-RA	Pocillopora_acuta_HIv1_PredGene_g28029.t1, Pocillopora_acuta_HIv1_PredGene_g33606.t1
OG0005809	Mcavernosa17109-RA	Pocillopora_acuta_HIv1_PredGene_g28028.t1, Pocillopora_acuta_HIv1_PredGene_g33607.t1
OG0005811	Mcavernosa30334-RA	Pocillopora_acuta_HIv1_PredGene_g21601.t1, Pocillopora_acuta_HIv1_PredGene_g3047.t1
OG0005811	Mcavernosa03538-RA	Pocillopora_acuta_HIv1_PredGene_g1440.t1
OG0005812	Mcavernosa18264-RA	Pocillopora_acuta_HIv1_PredGene_g3054.t1, Pocillopora_acuta_HIv1_PredGene_g21594.t1
OG0005813	Mcavernosa16897-RA	Pocillopora_acuta_HIv1_PredGene_g25148.t1
OG0005815	Mcavernosa16436-RA	Pocillopora_acuta_HIv1_PredGene_g29302.t2, Pocillopora_acuta_HIv1_PredGene_g29302.t1
OG0005816	Mcavernosa16438-RA	Pocillopora_acuta_HIv1_PredGene_g29304.t1
OG0005817	Mcavernosa31801-RA	Pocillopora_acuta_HIv1_PredGene_28816_t, Pocillopora_acuta_HIv1_PredGene_g8687.t1
OG0005818	Mcavernosa08280-RA, Mcavernosa21366-RA	Pocillopora_acuta_HIv1_PredGene_g21654.t1
OG0005819	Mcavernosa33548-RA, Mcavernosa26430-RA	Pocillopora_acuta_HIv1_PredGene_g7363.t1
OG0005820	Mcavernosa18400-RA	Pocillopora_acuta_HIv1_PredGene_g32456.t1, Pocillopora_acuta_HIv1_PredGene_g13039.t1
OG0005822	Mcavernosa12962-RA	Pocillopora_acuta_HIv1_PredGene_g26084.t1, Pocillopora_acuta_HIv1_PredGene_g13161.t1, Pocillopora_acuta_HIv1_PredGene_g13162.t1
OG0005823	Mcavernosa27277-RA	Pocillopora_acuta_HIv1_PredGene_g29734.t1, Pocillopora_acuta_HIv1_PredGene_g17302.t1
OG0005825	Mcavernosa20336-RA	Pocillopora_acuta_HIv1_PredGene_g24192.t1
OG0005827	Mcavernosa20341-RA	Pocillopora_acuta_HIv1_PredGene_g24220.t1, Pocillopora_acuta_HIv1_PredGene_g3864.t1, Pocillopora_acuta_HIv1_PredGene_14743_t
OG0005829	Mcavernosa27782-RA, Mcavernosa10976-RA	Pocillopora_acuta_HIv1_PredGene_g17286.t1
OG0005830	Mcavernosa24869-RA, Mcavernosa24868-RA	Pocillopora_acuta_HIv1_PredGene_g32082.t1
OG0005831	Mcavernosa02771-RA	Pocillopora_acuta_HIv1_PredGene_g12126.t1
OG0005832	Mcavernosa08009-RA, Mcavernosa08010-RA	Pocillopora_acuta_HIv1_PredGene_g7198.t1
OG0005833	Mcavernosa04631-RA	Pocillopora_acuta_HIv1_PredGene_g24866.t1, Pocillopora_acuta_HIv1_PredGene_g24865.t1
OG0005835	Mcavernosa16354-RA	Pocillopora_acuta_HIv1_PredGene_g26898.t1
OG0005836	Mcavernosa24580-RA	Pocillopora_acuta_HIv1_PredGene_g11253.t1
OG0005837	Mcavernosa12092-RA	Pocillopora_acuta_HIv1_PredGene_28998_t, Pocillopora_acuta_HIv1_PredGene_g19673.t1
OG0005838	Mcavernosa09336-RA	Pocillopora_acuta_HIv1_PredGene_g29771.t1
OG0005839	Mcavernosa24464-RA	Pocillopora_acuta_HIv1_PredGene_g21609.t1, Pocillopora_acuta_HIv1_PredGene_g3038.t1
OG0005840	Mcavernosa24468-RA	Pocillopora_acuta_HIv1_PredGene_10534_t, Pocillopora_acuta_HIv1_PredGene_g21613.t1, Pocillopora_acuta_HIv1_PredGene_g3034.t1
OG0005841	Mcavernosa23872-RA	Pocillopora_acuta_HIv1_PredGene_g14838.t1
OG0005842	Mcavernosa29851-RA, Mcavernosa33951-RA	Pocillopora_acuta_HIv1_PredGene_g11236.t1
OG0005843	Mcavernosa09975-RA	Pocillopora_acuta_HIv1_PredGene_g24340.t1, Pocillopora_acuta_HIv1_PredGene_g5956.t1, Pocillopora_acuta_HIv1_PredGene_21647_t
OG0005845	Mcavernosa02966-RA	Pocillopora_acuta_HIv1_PredGene_19092_t, Pocillopora_acuta_HIv1_PredGene_g20946.t2, Pocillopora_acuta_HIv1_PredGene_g20946.t1
OG0005846	Mcavernosa18383-RA, Mcavernosa18384-RA	Pocillopora_acuta_HIv1_PredGene_g13028.t1
OG0005847	Mcavernosa05548-RA	Pocillopora_acuta_HIv1_PredGene_g4361.t1
OG0005848	Mcavernosa02375-RA	Pocillopora_acuta_HIv1_PredGene_g422.t1
OG0005849	Mcavernosa05546-RA	Pocillopora_acuta_HIv1_PredGene_g4359.t1
OG0005851	Mcavernosa21355-RA, Mcavernosa21353-RA	Pocillopora_acuta_HIv1_PredGene_g13932.t2, Pocillopora_acuta_HIv1_PredGene_g13932.t1
OG0005852	Mcavernosa16173-RA	Pocillopora_acuta_HIv1_PredGene_g4956.t1
OG0005853	Mcavernosa28510-RA, Mcavernosa28508-RA	Pocillopora_acuta_HIv1_PredGene_g30059.t1, Pocillopora_acuta_HIv1_PredGene_g32546.t1
OG0005854	Mcavernosa30251-RA	Pocillopora_acuta_HIv1_PredGene_g2697.t1
OG0005856	Mcavernosa04829-RA	Pocillopora_acuta_HIv1_PredGene_g32329.t1, Pocillopora_acuta_HIv1_PredGene_g19544.t1, Pocillopora_acuta_HIv1_PredGene_g27957.t1
OG0005857	Mcavernosa14688-RA, Mcavernosa14689-RA	Pocillopora_acuta_HIv1_PredGene_g3790.t1
OG0005858	Mcavernosa06185-RA	Pocillopora_acuta_HIv1_PredGene_g20266.t1, Pocillopora_acuta_HIv1_PredGene_5505_t, Pocillopora_acuta_HIv1_PredGene_g30750.t1
OG0005860	Mcavernosa08585-RA, Mcavernosa08584-RA	Pocillopora_acuta_HIv1_PredGene_g5079.t1
OG0005862	Mcavernosa31506-RA	Pocillopora_acuta_HIv1_PredGene_g30409.t1
OG0005863	Mcavernosa01368-RA	Pocillopora_acuta_HIv1_PredGene_g7112.t1
OG0005864	Mcavernosa03957-RA	Pocillopora_acuta_HIv1_PredGene_g17861.t1
OG0005865	Mcavernosa00386-RA	Pocillopora_acuta_HIv1_PredGene_18473_t, Pocillopora_acuta_HIv1_PredGene_g6829.t1
OG0005866	Mcavernosa13532-RA	Pocillopora_acuta_HIv1_PredGene_g13415.t1, Pocillopora_acuta_HIv1_PredGene_g13415.t2
OG0005867	Mcavernosa13534-RA	Pocillopora_acuta_HIv1_PredGene_g13420.t1, Pocillopora_acuta_HIv1_PredGene_g20758.t1, Pocillopora_acuta_HIv1_PredGene_g13425.t1
OG0005868	Mcavernosa13533-RA	Pocillopora_acuta_HIv1_PredGene_24613_t, Pocillopora_acuta_HIv1_PredGene_g13416.t1
OG0005869	Mcavernosa13535-RA	Pocillopora_acuta_HIv1_PredGene_g13421.t1
OG0005870	Mcavernosa13993-RA	Pocillopora_acuta_HIv1_PredGene_g31067.t1
OG0005875	Mcavernosa20769-RA	Pocillopora_acuta_HIv1_PredGene_g25481.t1
OG0005876	Mcavernosa31380-RA	Pocillopora_acuta_HIv1_PredGene_g15653.t1
OG0005877	Mcavernosa28709-RA	Pocillopora_acuta_HIv1_PredGene_g7001.t1, Pocillopora_acuta_HIv1_PredGene_g7001.t2
OG0005878	Mcavernosa13861-RA	Pocillopora_acuta_HIv1_PredGene_g19176.t1
OG0005880	Mcavernosa22845-RA	Pocillopora_acuta_HIv1_PredGene_g23734.t1
OG0005881	Mcavernosa26848-RA	Pocillopora_acuta_HIv1_PredGene_28849_t, Pocillopora_acuta_HIv1_PredGene_g33288.t1, Pocillopora_acuta_HIv1_PredGene_29469_t
OG0005882	Mcavernosa01630-RA	Pocillopora_acuta_HIv1_PredGene_g12693.t1, Pocillopora_acuta_HIv1_PredGene_g18084.t1
OG0005883	Mcavernosa01625-RA	Pocillopora_acuta_HIv1_PredGene_g18086.t1, Pocillopora_acuta_HIv1_PredGene_g12690.t1
OG0005884	Mcavernosa12597-RA	Pocillopora_acuta_HIv1_PredGene_g18713.t1
OG0005885	Mcavernosa12633-RA	Pocillopora_acuta_HIv1_PredGene_g18688.t1, Pocillopora_acuta_HIv1_PredGene_4148_t
OG0005886	Mcavernosa00478-RA	Pocillopora_acuta_HIv1_PredGene_g24956.t1
OG0005887	Mcavernosa28296-RA	Pocillopora_acuta_HIv1_PredGene_g3634.t1, Pocillopora_acuta_HIv1_PredGene_g3635.t1
OG0005888	Mcavernosa24438-RA	Pocillopora_acuta_HIv1_PredGene_g21679.t1
OG0005889	Mcavernosa24437-RA	Pocillopora_acuta_HIv1_PredGene_g21680.t1, Pocillopora_acuta_HIv1_PredGene_30352_t
OG0005890	Mcavernosa05889-RA	Pocillopora_acuta_HIv1_PredGene_1830_t, Pocillopora_acuta_HIv1_PredGene_g17608.t1
OG0005891	Mcavernosa23556-RA	Pocillopora_acuta_HIv1_PredGene_4297_t, Pocillopora_acuta_HIv1_PredGene_g22059.t1
OG0005892	Mcavernosa00421-RA	Pocillopora_acuta_HIv1_PredGene_g20494.t1, Pocillopora_acuta_HIv1_PredGene_g6459.t1, Pocillopora_acuta_HIv1_PredGene_5716_t
OG0005893	Mcavernosa00422-RA	Pocillopora_acuta_HIv1_PredGene_g20495.t1, Pocillopora_acuta_HIv1_PredGene_g6458.t1
OG0005894	Mcavernosa22732-RA, Mcavernosa22729-RA	Pocillopora_acuta_HIv1_PredGene_g21993.t1
OG0005896	Mcavernosa03578-RA, Mcavernosa03580-RA	Pocillopora_acuta_HIv1_PredGene_g23982.t1
OG0005897	Mcavernosa09091-RA	Pocillopora_acuta_HIv1_PredGene_g9220.t1
OG0005897	Mcavernosa09092-RA	Pocillopora_acuta_HIv1_PredGene_g9219.t1
OG0005898	Mcavernosa16711-RA	Pocillopora_acuta_HIv1_PredGene_g21028.t1
OG0005899	Mcavernosa00176-RA	Pocillopora_acuta_HIv1_PredGene_g9858.t1, Pocillopora_acuta_HIv1_PredGene_15102_t
OG0005900	Mcavernosa32343-RA, Mcavernosa14660-RA	Pocillopora_acuta_HIv1_PredGene_g29601.t1
OG0005901	Mcavernosa26770-RA	Pocillopora_acuta_HIv1_PredGene_7419_t, Pocillopora_acuta_HIv1_PredGene_g25567.t1
OG0005902	Mcavernosa21774-RA	Pocillopora_acuta_HIv1_PredGene_g31650.t2, Pocillopora_acuta_HIv1_PredGene_g31650.t1
OG0005903	Mcavernosa21777-RA	Pocillopora_acuta_HIv1_PredGene_g31651.t1
OG0005904	Mcavernosa26763-RA	Pocillopora_acuta_HIv1_PredGene_g25572.t2, Pocillopora_acuta_HIv1_PredGene_g25572.t1, Pocillopora_acuta_HIv1_PredGene_7424_t
OG0005905	Mcavernosa21071-RA	Pocillopora_acuta_HIv1_PredGene_g31003.t1
OG0005907	Mcavernosa28517-RA	Pocillopora_acuta_HIv1_PredGene_g32552.t1, Pocillopora_acuta_HIv1_PredGene_g30053.t1
OG0005912	Mcavernosa18941-RA	Pocillopora_acuta_HIv1_PredGene_g28429.t2, Pocillopora_acuta_HIv1_PredGene_g28429.t1
OG0005913	Mcavernosa02213-RA	Pocillopora_acuta_HIv1_PredGene_2449_t, Pocillopora_acuta_HIv1_PredGene_g17084.t1
OG0005914	Mcavernosa02209-RA	Pocillopora_acuta_HIv1_PredGene_g17079.t1
OG0005915	Mcavernosa02207-RA	Pocillopora_acuta_HIv1_PredGene_g17078.t1, Pocillopora_acuta_HIv1_PredGene_2443_t
OG0005916	Mcavernosa18073-RA	Pocillopora_acuta_HIv1_PredGene_g10343.t1, Pocillopora_acuta_HIv1_PredGene_g11196.t1
OG0005917	Mcavernosa16396-RA, Mcavernosa16392-RA	Pocillopora_acuta_HIv1_PredGene_g7800.t1
OG0005918	Mcavernosa19834-RA	Pocillopora_acuta_HIv1_PredGene_g22425.t1, Pocillopora_acuta_HIv1_PredGene_g13018.t1
OG0005919	Mcavernosa22661-RA	Pocillopora_acuta_HIv1_PredGene_g22407.t1, Pocillopora_acuta_HIv1_PredGene_g22409.t1
OG0005920	Mcavernosa19828-RA, Mcavernosa19827-RA	Pocillopora_acuta_HIv1_PredGene_25089_t, Pocillopora_acuta_HIv1_PredGene_g13013.t1
OG0005921	Mcavernosa06149-RA	Pocillopora_acuta_HIv1_PredGene_g30661.t1, Pocillopora_acuta_HIv1_PredGene_5056_t
OG0005923	Mcavernosa10775-RA	Pocillopora_acuta_HIv1_PredGene_g13076.t1
OG0005924	Mcavernosa31630-RA, Mcavernosa31634-RA	Pocillopora_acuta_HIv1_PredGene_g7370.t1, Pocillopora_acuta_HIv1_PredGene_369_t
OG0005926	Mcavernosa31131-RA	Pocillopora_acuta_HIv1_PredGene_g8569.t1, Pocillopora_acuta_HIv1_PredGene_g26074.t1
OG0005927	Mcavernosa32431-RA	Pocillopora_acuta_HIv1_PredGene_g32399.t1, Pocillopora_acuta_HIv1_PredGene_20067_t
OG0005929	Mcavernosa31136-RA	Pocillopora_acuta_HIv1_PredGene_g32053.t1, Pocillopora_acuta_HIv1_PredGene_g32053.t2
OG0005931	Mcavernosa19367-RA	Pocillopora_acuta_HIv1_PredGene_g5134.t1
OG0005932	Mcavernosa19366-RA	Pocillopora_acuta_HIv1_PredGene_g5135.t1
OG0005933	Mcavernosa32616-RA	Pocillopora_acuta_HIv1_PredGene_g6453.t1, Pocillopora_acuta_HIv1_PredGene_g20502.t1
OG0005934	Mcavernosa00412-RA, Mcavernosa00415-RA	Pocillopora_acuta_HIv1_PredGene_g6454.t1, Pocillopora_acuta_HIv1_PredGene_g20499.t1
OG0005935	Mcavernosa04862-RA	Pocillopora_acuta_HIv1_PredGene_g10300.t1
OG0005936	Mcavernosa04866-RA	Pocillopora_acuta_HIv1_PredGene_g10299.t1, Pocillopora_acuta_HIv1_PredGene_g10299.t2
OG0005937	Mcavernosa07185-RA	Pocillopora_acuta_HIv1_PredGene_g8511.t1
OG0005939	Mcavernosa28527-RA	Pocillopora_acuta_HIv1_PredGene_g2726.t1, Pocillopora_acuta_HIv1_PredGene_g32561.t1, Pocillopora_acuta_HIv1_PredGene_g30045.t1
OG0005940	Mcavernosa10410-RA	Pocillopora_acuta_HIv1_PredGene_g6884.t1, Pocillopora_acuta_HIv1_PredGene_g6885.t1, Pocillopora_acuta_HIv1_PredGene_13033_t, Pocillopora_acuta_HIv1_PredGene_g6886.t1
OG0005941	Mcavernosa07709-RA	Pocillopora_acuta_HIv1_PredGene_g25623.t1
OG0005942	Mcavernosa13644-RA	Pocillopora_acuta_HIv1_PredGene_g9314.t2, Pocillopora_acuta_HIv1_PredGene_g9314.t1
OG0005944	Mcavernosa13647-RA	Pocillopora_acuta_HIv1_PredGene_g9317.t1, Pocillopora_acuta_HIv1_PredGene_g9317.t2
OG0005945	Mcavernosa31406-RA	Pocillopora_acuta_HIv1_PredGene_g29486.t1
OG0005946	Mcavernosa29901-RA	Pocillopora_acuta_HIv1_PredGene_g29494.t1
OG0005947	Mcavernosa26451-RA	Pocillopora_acuta_HIv1_PredGene_g9727.t1, Pocillopora_acuta_HIv1_PredGene_g9726.t1
OG0005948	Mcavernosa02265-RA	Pocillopora_acuta_HIv1_PredGene_g23796.t1, Pocillopora_acuta_HIv1_PredGene_g23798.t1
OG0005951	Mcavernosa12844-RA	Pocillopora_acuta_HIv1_PredGene_g8381.t1
OG0005953	Mcavernosa15738-RA	Pocillopora_acuta_HIv1_PredGene_g24253.t1, Pocillopora_acuta_HIv1_PredGene_29102_t
OG0005954	Mcavernosa15740-RA	Pocillopora_acuta_HIv1_PredGene_g24251.t2
OG0005955	Mcavernosa11274-RA	Pocillopora_acuta_HIv1_PredGene_g19940.t1, Pocillopora_acuta_HIv1_PredGene_g19940.t2
